;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches
Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. Area ALL (um2)(FM);7. *Cummulative Area (um2)(FM);8. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. Diameter ALL (um)(FM);7. Area ALL (um2)(FM);8. *Cummulative Area (um2)(FM);9. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. Diameter (pixel)(Scratch PD);5. *Diameter FAIL (um)(Scratch PD);6. Diameter ALL (um)(Scratch PD);7. Area ALL (um)(Scratch PD);8. *Cummulative Area (um2)(Scratch PD);9. Inspection Time
HE_6_5_C;1;1299.31026938177;1888.09768561578;0.0651120426003609;0.995522454296406;134.039500000654;"FM";"1";0;0;0;0;0;51.8492000010156;"FM";"1";1;0;0;20.8614476966485;163.84;163.84;157.106799997564;"Scratch_PD";"1";0;0;0;0;0;0;84.8809000017354
HE_6_6_C;1;1286.42857324066;1880.38454086598;0.109748590797206;0.994661042598409;20.0745999973151;"FM";"1";0;0;0;0;0;17.663900001935;"FM";"1";0;0;0;0;0;0;61.9514999998501;"Scratch_PD";"1";0;0;0;0;0;0;204.483000001346
HE_5_6_C;1;1274.05747755376;1887.9880722642;0.18435783731604;0.995174717094585;22.7468999983103;"FM";"1";0;0;0;0;0;15.165299999353;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;142.920400001458;"Scratch_PD";"1";0;0;0;0;0;0;175.736199998937
HE_8_6_C;1;1289.7694581478;1887.68080154241;0.195528192193665;0.994882923347234;150.943000000552;"FM";"1";0;0;0;0;0;349.537400001282;"FM";"1";2;0;0;[12.1852369693823, 9.32952303175248];[102.4, 61.44];163.84;254.654499996832;"Scratch_PD";"1";0;0;0;0;0;0;159.923900002468
HE_7_5_C;1;1290.07764575502;1904.76867529439;0.068252351732484;0.996003881340414;124.097200001415;"FM";"1";0;0;0;0;0;195.837299997947;"FM";"1";1;0;0;11.3137084989848;61.44;61.44;206.101100000524;"Scratch_PD";"1";0;0;0;0;0;0;107.580899999448
HE_7_6_C;1;1276.32393485317;1893.59894148231;0.289785581377744;0.994056827178838;44.2069000018819;"FM";"1";0;0;0;0;0;34.1491999970458;"FM";"1";0;0;0;0;0;0;78.7065000004077;"Scratch_PD";"1";0;0;0;0;0;0;216.546600000584
HE_8_5_C;1;1300.95096282716;1898.67766768805;0.0840523379399185;0.996389871592783;26.1317000004055;"FM";"1";0;0;0;0;0;21.8275000006543;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;171.052300000156;"Scratch_PD";"1";0;0;0;0;0;0;116.81740000131
HE_9_5_C;1;1285.62798229653;1906.02304477234;0.100813860864467;0.994358020993218;40.3944999998203;"FM";"1";0;0;0;0;0;31.6151000006357;"FM";"1";0;0;0;0;0;0;1029.21910000077;"Scratch_PD";"1";0;0;0;0;0;0;124.829399999726
HE_10_5_C;1;1300.06631061596;1895.31803663935;0.138951399145447;0.995304490242177;39.2959999990126;"FM";"1";0;0;0;0;0;28.106800000387;"FM";"1";0;0;0;0;0;0;94.6231000016269;"Scratch_PD";"1";0;0;0;0;0;0;105.895400000009
HE_10_6_C;1;1286.15594386413;1883.57621626551;0.196161909565209;0.993293202289237;50.3293000001577;"FM";"1";0;0;0;0;0;49.4527999981074;"FM";"1";3;0;0;[12.1852369693823, 11.3137084989848, 16.4730082255792];[92.16, 92.16, 92.16];276.48;110.17499999798;"Scratch_PD";"1";0;0;0;0;0;0;116.619499996887
HE_9_6_C;1;1274.90715102126;1896.98462613899;0.225359354479795;0.994260625854281;75.9264000007533;"FM";"1";0;0;0;0;0;43.3327999999165;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;282.033100000262;"Scratch_PD";"1";0;0;0;0;0;0;800.844000001234
HE_12_5_C;1;1305.38933960497;1892.29892798742;0.117921618419155;0.994607253325967;30.1584000008006;"FM";"1";0;0;0;0;0;18.8252000007196;"FM";"1";4;0;0;[11.3137084989848, 9.32952303175248, 12.1852369693823, 15.1789327688082];[71.68, 61.44, 81.92, 133.12];348.16;105.888799997047;"Scratch_PD";"1";0;0;0;0;0;0;112.977400000091
HE_11_5_C;1;1292.02962029847;1901.4633647495;0.152336756360456;0.996076209633941;64.2960000004678;"FM";"1";1;0;6.59696900098826;38.4;38.4;457.11239999946;"FM";"1";3;0;0;[6.59696900098826, 9.32952303175248, 11.3137084989848];[38.4, 61.44, 71.68];171.52;187.641900000017;"Scratch_PD";"1";0;0;0;0;0;0;109.573499998078
HE_11_6_C;1;1278.9746854007;1889.58063267108;0.214363321452063;0.995214210431755;17.9828000000271;"FM";"1";0;0;0;0;0;38.9157000026898;"FM";"1";0;0;0;0;0;0;87.4014000000898;"Scratch_PD";"1";0;0;0;0;0;0;102.070300003106
HE_12_6_C;1;1291.69462862333;1881.0095951719;0.190307284081173;0.995603986822232;112.314099998912;"FM";"1";0;0;0;0;0;365.130599999247;"FM";"1";2;0;0;[13.7637204272682, 9.32952303175248];[122.88, 51.2];174.08;101.385599999048;"Scratch_PD";"1";0;0;0;0;0;0;144.67280000099
HE_13_6_C;1;1280.5171670382;1886.77000159743;0.177700988374276;0.995273744189603;21.3360999987344;"FM";"1";0;0;0;0;0;23.2048999969265;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;76.8242999984068;"Scratch_PD";"1";0;0;0;0;0;0;121.019099999103
HE_13_5_C;1;1292.54236437616;1893.55251920712;0.213479804032063;0.996474863865501;63.5586999997031;"FM";"1";0;0;0;0;0;315.05610000022;"FM";"1";2;0;0;[9.32952303175248, 9.32952303175248];[51.2, 61.44];112.64;109.629300000961;"Scratch_PD";"1";0;0;0;0;0;0;120.776699997805
HE_14_6_C;1;1294.16859126458;1873.12895762162;0.256494905529274;0.995821363372272;40.625399997225;"FM";"1";1;0;32.6337248869938;483.84;483.84;458.236399997986;"FM";"1";4;0;0;[32.6337248869938, 13.7637204272682, 25.298221281347, 9.32952303175248];[483.84, 122.88, 143.36, 51.2];801.28;439.029199998913;"Scratch_PD";"1";0;0;0;0;0;0;149.86620000127
HE_15_5_C;1;1299.39097713818;1897.96695685191;0.223851069706112;0.995293001271364;19.8120999993989;"FM";"1";0;0;0;0;0;260.056899998744;"FM";"1";0;0;0;0;0;0;308.150799999567;"Scratch_PD";"1";0;0;0;0;0;0;111.37189999863
HE_14_5_C;1;1312.10913278988;1886.80043249232;0.13024700495607;0.996687670938513;71.3503000006313;"FM";"1";0;0;0;0;0;23.3055999997305;"FM";"1";6;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 8.15843122174846, 11.3137084989848];[61.44, 61.44, 51.2, 71.68, 51.2, 61.44];358.4;114.313899997796;"Scratch_PD";"1";0;0;0;0;0;0;166.068099999393
HE_15_6_C;1;1286.3372242499;1890.60107423438;0.20595418823256;0.995527480721137;24.9555999980657;"FM";"1";0;0;0;0;0;1095.23099999933;"FM";"1";1;0;0;16.4730082255792;102.4;102.4;155.596999997215;"Scratch_PD";"1";0;0;0;0;0;0;135.018599998148
HE_16_6_C;1;1301.24450660602;1878.78281296169;0.212955860097501;0.996316759960337;73.9139000033902;"FM";"1";1;0;11.5377640814848;89.6;89.6;50.9695000000647;"FM";"1";2;0;0;[11.5377640814848, 9.32952303175248];[89.6, 61.44];151.04;125.574900001084;"Scratch_PD";"1";0;0;0;0;0;0;100.051400000666
HE_17_5_C;1;1306.83434306383;1889.82129112304;0.250284418625052;0.995538643300733;48.3964999984892;"FM";"1";0;0;0;0;0;24.3646999988414;"FM";"1";0;0;0;0;0;0;87.13589999752;"Scratch_PD";"1";0;0;0;0;0;0;265.007699999842
HE_17_6_C;1;1294.30910912969;1883.786598588;0.226582005990497;0.995707257003062;150.766900002054;"FM";"1";0;0;0;0;0;23.5585000009451;"FM";"1";2;0;0;[9.32952303175248, 11.3137084989848];[61.44, 61.44];122.88;73.3174000015424;"Scratch_PD";"1";0;0;0;0;0;0;146.680900001229
HE_16_5_C;1;1315.64675569616;1891.28985244661;0.137495513569339;0.996516380828211;34.3083000007027;"FM";"1";0;0;0;0;0;20.5271000013454;"FM";"1";3;0;0;[11.3137084989848, 25.298221281347, 33.6380736666058];[81.92, 317.44, 245.76];645.12;69.1741000009642;"Scratch_PD";"1";0;0;0;0;0;0;262.832399999752
HE_18_6_C;1;1309.63913617993;1871.29651757661;0.204869104930104;0.994402801868091;29.5480999993742;"FM";"1";0;0;0;0;0;18.3584000005794;"FM";"1";1;0;0;9.32952303175248;61.44;61.44;145.2724999981;"Scratch_PD";"1";0;0;0;0;0;0;310.26170000041
HE_18_8_C;1;1318.37160307874;1883.10801042583;0.0889886420447158;0.989129103151981;31.9560999996611;"FM";"1";0;0;0;0;0;20.2349999999569;"FM";"1";2;0;0;[9.32952303175248, 12.1852369693823];[51.2, 81.92];133.12;98.665900000924;"Scratch_PD";"1";0;0;0;0;0;0;340.302900000097
HE_18_5_C;1;1319.95916804913;1880.6751800848;0.242589652083357;0.996887552919361;25.3732999990461;"FM";"1";0;0;0;0;0;174.011099999916;"FM";"1";3;0;0;[9.32952303175248, 12.1852369693823, 16.4730082255792];[51.2, 81.92, 174.08];307.2;1774.39700000104;"Scratch_PD";"1";0;0;0;0;0;0;132.246499997564
HE_18_7_C;1;1331.23881886311;1891.81292988721;0.150237822149858;0.992981368121207;76.5189000012469;"FM";"1";0;0;0;0;0;27.0157000013569;"FM";"1";2;0;0;[12.1852369693823, 13.7637204272682];[61.44, 102.4];163.84;212.15349999693;"Scratch_PD";"1";0;0;0;0;0;0;91.6524000022036
HE_17_8_C;1;1305.25917483731;1893.78189863626;0.252639574130271;0.993260628445853;19.4875999986834;"FM";"1";0;0;0;0;0;26.0468000014953;"FM";"1";5;0;0;[13.7637204272682, 18.2428068015862, 12.1852369693823, 9.32952303175248, 13.7637204272682];[92.16, 174.08, 71.68, 51.2, 81.92];471.04;98.9253000007011;"Scratch_PD";"1";0;0;0;0;0;0;159.296099998755
HE_15_8_C;1;1291.58963136432;1900.61085891175;0.222366976607986;0.995198413096887;24.402300001384;"FM";"1";0;0;0;0;0;41.7381000006571;"FM";"1";2;0;0;[9.32952303175248, 12.1852369693823];[61.44, 71.68];133.12;227.736599998025;"Scratch_PD";"1";0;0;0;0;0;0;837.820300002932
HE_17_7_C;1;1318.51538515548;1901.27177362058;0.139296079505551;0.992445237909351;41.6049999985262;"FM";"1";1;0;12.1852369693823;122.88;122.88;101.339699998789;"FM";"1";2;0;0;[9.32952303175248, 12.1852369693823];[51.2, 122.88];174.08;206.457000000228;"Scratch_PD";"1";0;0;0;0;0;0;134.724199997436
HE_16_8_C;1;1307.0798866947;1890.41973868574;0.190465697218831;0.994797865796272;120.99279999893;"FM";"1";0;0;0;0;0;66.6917000016838;"FM";"1";2;0;0;[12.1852369693823, 12.1852369693823];[71.68, 81.92];153.6;209.224900001573;"Scratch_PD";"1";0;0;0;0;0;0;84.016500000871
HE_15_7_C;1;1306.73335168599;1909.44038748152;0.206711807119843;0.994165123784398;81.6674000016064;"FM";"1";0;0;0;0;0;28.9292999987083;"FM";"1";1;0;0;18.2428068015862;194.56;194.56;114.163199999894;"Scratch_PD";"1";0;0;0;0;0;0;84.9997000004805
HE_16_7_C;1;1320.37813078571;1900.10390436441;0.151594730478846;0.995058978769293;44.7868000010203;"FM";"1";0;0;0;0;0;42.076999998244;"FM";"1";3;0;0;[13.7637204272682, 9.32952303175248, 13.7637204272682];[112.64, 51.2, 133.12];296.96;218.549599998369;"Scratch_PD";"1";0;0;0;0;0;0;679.666800002451
HE_14_7_C;1;1311.91641900268;1898.59519214635;0.250493967176622;0.996716328087302;197.611100000358;"FM";"1";0;0;0;0;0;1257.51260000106;"FM";"1";2;0;0;[9.32952303175248, 9.32952303175248];[71.68, 61.44];133.12;189.094400000613;"Scratch_PD";"1";0;0;0;0;0;0;122.293399999762
HE_14_8_C;1;1298.95817756816;1890.08103674233;0.194147558270553;0.994694856728415;165.492899999663;"FM";"1";0;0;0;0;0;1261.32819999839;"FM";"1";1;0;0;15.8391918985787;122.88;122.88;242.707800000062;"Scratch_PD";"1";0;0;0;0;0;0;86.3210999996227
HE_13_7_C;1;1298.45279678368;1912.69974805773;0.246166895818074;0.996098143123675;60.420099998737;"FM";"1";0;0;0;0;0;36.2333000011859;"FM";"1";2;0;0;[9.32952303175248, 11.3137084989848];[61.44, 61.44];122.88;106.076499996561;"Scratch_PD";"1";0;0;0;0;0;0;147.367800000211
HE_13_8_C;1;1286.6930878997;1900.43447407419;0.159060620055643;0.99549164296559;50.4464999976335;"FM";"1";0;0;0;0;0;20.9448999994493;"FM";"1";1;0;0;9.32952303175248;61.44;61.44;93.3949999998731;"Scratch_PD";"1";0;0;0;0;0;0;159.284999997908
HE_12_7_C;1;1308.68192110616;1907.74017746854;0.132201496957737;0.995232292505136;25.4491999985476;"FM";"1";0;0;0;0;0;19.6413999983633;"FM";"1";0;0;0;0;0;0;81.940999996732;"Scratch_PD";"1";0;0;0;0;0;0;96.9393000013952
HE_11_7_C;1;1297.57534840645;1923.38347352039;0.158203837895718;0.995514947298432;23.237400000653;"FM";"1";0;0;0;0;0;21.9619000017701;"FM";"1";1;0;0;19.3328735577513;174.08;174.08;59.5969000023615;"Scratch_PD";"1";0;0;0;0;0;0;122.678100000485
HE_11_8_C;1;1281.37709406333;1906.31822895096;0.15818609554587;0.99460411997029;30.3880000028585;"FM";"1";0;0;0;0;0;16.5086000015435;"FM";"1";0;0;0;0;0;0;69.3816999992123;"Scratch_PD";"1";0;0;0;0;0;0;81.8385999991733
HE_9_8_C;1;1278.07051930584;1905.17787634243;0.233537805648294;0.995811571635784;37.682300000597;"FM";"1";0;0;0;0;0;28.2796999999846;"FM";"1";2;0;0;[9.32952303175248, 20.3646752981726];[51.2, 256];307.2;108.098699998664;"Scratch_PD";"1";0;0;0;0;0;0;85.0401999996393
HE_12_8_C;1;1295.04225867991;1901.40244732327;0.213876637877071;0.994431197903907;21.7462000000523;"FM";"1";0;0;0;0;0;15.4218999996374;"FM";"1";0;0;0;0;0;0;113.748200001282;"Scratch_PD";"1";0;0;0;0;0;0;119.380700001784
HE_9_7_C;1;1292.84360971491;1916.1462226543;0.140369824902272;0.995483809576399;22.876000002725;"FM";"1";0;0;0;0;0;18.9841999999771;"FM";"1";2;0;0;[9.32952303175248, 9.32952303175248];[51.2, 51.2];102.4;67.7930000019842;"Scratch_PD";"1";0;0;0;0;0;0;283.215699997527
HE_10_7_C;1;1306.5101412892;1908.14095400559;0.117932108426536;0.995644067663591;220.558600001823;"FM";"1";0;0;0;0;0;37.5518999971973;"FM";"1";3;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248];[51.2, 51.2, 61.44];163.84;86.5481000000727;"Scratch_PD";"1";0;0;0;0;0;0;179.492600000231
HE_10_8_C;1;1291.05897033414;1895.28041458266;0.199541526159956;0.992461557470165;41.2468000031367;"FM";"1";0;0;0;0;0;25.8336000006238;"FM";"1";1;0;0;12.1852369693823;92.16;92.16;98.1680999975652;"Scratch_PD";"1";0;0;0;0;0;0;225.09319999881
HE_7_7_C;1;1289.63283919868;1921.39154152257;0.0892221579661592;0.995699097222655;41.4348999984213;"FM";"1";0;0;0;0;0;43.6673000003793;"FM";"1";1;0;0;13.7637204272682;102.4;102.4;95.492500000546;"Scratch_PD";"1";0;0;0;0;0;0;91.7248000005202
HE_8_8_C;1;1289.54291677553;1901.93286721106;0.226898611805149;0.995785329781995;28.3562000004167;"FM";"1";0;0;0;0;0;20.6804999979795;"FM";"1";0;0;0;0;0;0;128.595199999836;"Scratch_PD";"1";0;0;0;0;0;0;123.912200000632
HE_8_7_C;1;1305.35553860512;1912.14615242262;0.122253509477957;0.994749951565723;23.1469000027573;"FM";"1";0;0;0;0;0;131.885900002089;"FM";"1";2;0;0;[9.32952303175248, 9.32952303175248];[51.2, 51.2];102.4;1383.80210000105;"Scratch_PD";"1";0;0;0;0;0;0;227.927800002362
HE_6_8_C;1;1291.34131549417;1895.8317533672;0.126179148734949;0.99019287740407;31.6614000003028;"FM";"1";0;0;0;0;0;29.4094999990193;"FM";"1";1;0;0;9.32952303175248;61.44;61.44;127.5861000031;"Scratch_PD";"1";0;0;0;0;0;0;138.341200003197
HE_5_7_C;1;1293.07790400203;1914.33124093154;0.132675315911955;0.994513709603382;78.9365999989968;"FM";"1";0;0;0;0;0;50.7949999991979;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;85.3672999983246;"Scratch_PD";"1";0;0;0;0;0;0;210.715899997012
HE_5_8_C;1;1276.86085531362;1907.34502058453;0.0828009990787494;0.99665111512229;23.3296000005794;"FM";"1";0;0;0;0;0;21.2837999970361;"FM";"1";1;0;0;13.7637204272682;122.88;122.88;109.401499998057;"Scratch_PD";"1";0;0;0;0;0;0;137.677999999141
HE_4_8_C;1;1289.71339676469;1900.6832114181;0.189077708336779;0.995889448579987;25.5312000008416;"FM";"1";0;0;0;0;0;47.8914000013901;"FM";"1";1;0;0;9.32952303175248;71.68;71.68;145.232499999111;"Scratch_PD";"1";0;0;0;0;0;0;172.520199997962
HE_3_8_C;1;1279.03901257026;1908.40522355955;0.223759608702376;0.995327533462046;43.1785000000673;"FM";"1";0;0;0;0;0;20.4779999985476;"FM";"1";0;0;0;0;0;0;120.274400000199;"Scratch_PD";"1";0;0;0;0;0;0;222.840200000064
HE_6_7_C;1;1306.1876769425;1903.99135939717;0.0914016544961031;0.995902700063368;51.5635000010661;"FM";"1";0;0;0;0;0;46.3598999995156;"FM";"1";0;0;0;0;0;0;92.3165999993216;"Scratch_PD";"1";0;0;0;0;0;0;94.0349000011338
HE_3_7_C;1;1292.39442509216;1920.30803539713;0.155145979539647;0.995760785162531;19.512400001986;"FM";"1";0;0;0;0;0;34.9413000003551;"FM";"1";0;0;0;0;0;0;271.804500000144;"Scratch_PD";"1";0;0;0;0;0;0;276.847600001929
HE_2_8_C;1;1293.92115673371;1896.32923673697;0.177204689545123;0.995969544984462;125.340300000971;"FM";"1";0;0;0;0;0;173.64500000258;"FM";"1";2;0;0;[9.32952303175248, 9.32952303175248];[51.2, 61.44];112.64;266.041999999288;"Scratch_PD";"1";0;0;0;0;0;0;99.8713000008138
HE_4_7_C;1;1308.45261922584;1909.74696895416;0.0851914061374622;0.993888474589482;134.671200001321;"FM";"1";0;0;0;0;0;42.6281999971252;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;181.229899997561;"Scratch_PD";"1";0;0;0;0;0;0;83.6053000020911
HE_1_8_C;1;1280.48912247556;1907.95028632229;0.186595557565001;0.99598194785068;36.1892000000807;"FM";"1";1;0;5.05964425626941;30.72;30.72;53.6302000000433;"FM";"1";1;0;0;5.05964425626941;30.72;30.72;1368.57539999983;"Scratch_PD";"1";0;0;0;0;0;0;181.237500000861
HE_2_10_C;1;1301.11926933248;1907.80091582364;0.0976316363269163;0.982836411058656;50.1149999981862;"FM";"1";0;0;0;0;0;25.8388000002014;"FM";"1";0;0;0;0;0;0;80.7444000020041;"Scratch_PD";"1";0;0;0;0;0;0;152.407000001404
HE_1_7_C;1;1297.90141708424;1919.44607787316;0.169164041896969;0.996262644296678;129.666600001656;"FM";"1";1;0;13.1939380019765;102.4;102.4;244.29660000169;"FM";"1";2;0;0;[13.1939380019765, 11.3137084989848];[102.4, 81.92];184.32;301.231699999335;"Scratch_PD";"1";0;0;0;0;0;0;134.542100000544
HE_2_7_C;1;1307.63539439281;1906.94345490337;0.153637735887337;0.996351422707505;54.6805000012682;"FM";"1";0;0;0;0;0;415.256300002511;"FM";"1";1;0;0;12.1852369693823;81.92;81.92;600.332399997569;"Scratch_PD";"1";0;0;0;0;0;0;148.525399999926
HE_1_10_C;1;1288.32671051375;1914.54303646333;0.15298671019491;0.985493823063337;21.2839000014355;"FM";"1";0;0;0;0;0;36.4518999995198;"FM";"1";0;0;0;0;0;0;92.701899997337;"Scratch_PD";"1";0;0;0;0;0;0;66.6033999987121
HE_2_9_C;1;1311.83524087819;1917.47607931729;0.137409643752506;0.991066104464096;35.122199999023;"FM";"1";0;0;0;0;0;35.4365000021062;"FM";"1";0;0;0;0;0;0;242.911299999832;"Scratch_PD";"1";0;0;0;0;0;0;925.711999996565
HE_3_10_C;1;1278.44017397729;1910.49865870081;0.0988465720895148;0.993878748131237;70.1759999974456;"FM";"1";0;0;0;0;0;123.306499997852;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;106.490099999064;"Scratch_PD";"1";0;0;0;0;0;0;193.821000000753
HE_4_10_C;1;1290.37539159694;1898.08655022124;0.160638459301526;0.995660778893864;167.190300002403;"FM";"1";0;0;0;0;0;300.843400000304;"FM";"1";0;0;0;0;0;0;280.977099999291;"Scratch_PD";"1";0;0;0;0;0;0;111.203299999033
HE_6_10_C;1;1289.40389879639;1903.97639734011;0.212494335088908;0.995576635238308;69.4196000004013;"FM";"1";0;0;0;0;0;39.6704000013415;"FM";"1";2;0;0;[12.1852369693823, 12.1852369693823];[92.16, 71.68];163.84;163.517599998158;"Scratch_PD";"1";0;0;0;0;0;0;130.169699998078
HE_4_9_C;1;1299.95292903842;1909.08244090925;0.150895777840043;0.996423359331573;121.695000001637;"FM";"1";0;0;0;0;0;291.54539999945;"FM";"1";0;0;0;0;0;0;383.706200002052;"Scratch_PD";"1";0;0;0;0;0;0;373.229699998774
HE_3_9_C;1;1288.67783548395;1917.4874527964;0.145303758469846;0.996282554160871;72.8806000006443;"FM";"1";0;0;0;0;0;41.3435000009486;"FM";"1";3;0;0;[12.1852369693823, 11.3137084989848, 13.7637204272682];[81.92, 81.92, 112.64];276.48;220.231299997977;"Scratch_PD";"1";0;0;0;0;0;0;946.05170000068
HE_5_10_C;1;1275.60485824972;1907.20774073435;0.114780956631286;0.992577752743159;33.0218999988574;"FM";"1";0;0;0;0;0;25.3899999988789;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;1533.28319999855;"Scratch_PD";"1";0;0;0;0;0;0;111.814399999275
HE_8_10_C;1;1290.25211582027;1901.44078166273;0.186581565735957;0.996662016588914;43.7104000011459;"FM";"1";0;0;0;0;0;29.2080999970494;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;236.00439999791;"Scratch_PD";"1";0;0;0;0;0;0;126.911400002427
HE_5_9_C;1;1288.6361545363;1919.7972060344;0.1614201376132;0.995112898598222;45.5167000000074;"FM";"1";0;0;0;0;0;39.650900002016;"FM";"1";3;0;0;[16.4730082255792, 12.1852369693823, 9.32952303175248];[174.08, 92.16, 51.2];317.44;155.118599999696;"Scratch_PD";"1";0;0;0;0;0;0;504.149299998971
HE_6_9_C;1;1304.31020609551;1911.80018835498;0.255969024854394;0.9957649629701;63.313400001789;"FM";"1";0;0;0;0;0;31.9424000008439;"FM";"1";1;0;0;19.3328735577513;143.36;143.36;384.871700000076;"Scratch_PD";"1";0;0;0;0;0;0;1133.65779999731
HE_10_10_C;1;1295.78947992643;1900.26445738103;0.130837408519601;0.995652749669944;74.4932999987213;"FM";"1";0;0;0;0;0;250.849899999594;"FM";"1";3;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248];[61.44, 51.2, 51.2];163.84;1174.61199999889;"Scratch_PD";"1";0;0;0;0;0;0;115.751199999067
HE_7_10_C;1;1275.69252986113;1908.63468814812;0.21602594593702;0.996936315767073;35.0526000001992;"FM";"1";0;0;0;0;0;29.5173000013165;"FM";"1";3;0;0;[15.1789327688082, 9.32952303175248, 15.1789327688082];[143.36, 61.44, 133.12];337.92;115.698499997961;"Scratch_PD";"1";0;0;0;0;0;0;76.7799000022933
HE_7_9_C;1;1285.16816560662;1919.91394925249;0.300282199505348;0.996639626151477;45.9158000012394;"FM";"1";0;0;0;0;0;34.1134000009333;"FM";"1";3;0;0;[20.3646752981726, 29.4156420973604, 12.1852369693823];[122.88, 235.52, 71.68];430.08;83.7257999992289;"Scratch_PD";"1";0;0;0;0;0;0;203.46470000004
HE_8_9_C;1;1297.90777747409;1910.25274102728;0.197802498092795;0.996711497497301;159.446000001481;"FM";"1";0;0;0;0;0;89.632299997902;"FM";"1";2;0;0;[9.32952303175248, 9.32952303175248];[71.68, 51.2];122.88;78.012400001171;"Scratch_PD";"1";0;0;0;0;0;0;147.750299998734
HE_9_10_C;1;1278.76756473738;1913.87947861887;0.154099973971505;0.995593346468581;72.9253999998036;"FM";"1";0;0;0;0;0;27.2971999984293;"FM";"1";0;0;0;0;0;0;159.89609999815;"Scratch_PD";"1";0;0;0;0;0;0;1223.44149999844
HE_12_10_C;1;1300.96464474844;1897.43763648598;0.185520993527742;0.996900673846255;71.5655999993032;"FM";"1";0;0;0;0;0;87.9491000014241;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;299.524099998962;"Scratch_PD";"1";0;0;0;0;0;0;113.21769999995
HE_9_9_C;1;1291.22916186985;1919.35573459278;0.257780468691258;0.995059892664699;141.857899998286;"FM";"1";0;0;0;0;0;410.019299997657;"FM";"1";2;0;0;[13.7637204272682, 9.32952303175248];[102.4, 51.2];153.6;132.623800000147;"Scratch_PD";"1";0;0;0;0;0;0;124.714500001573
HE_10_9_C;1;1306.07062040657;1908.33934937803;0.267126951495719;0.996274590215194;70.3369000002567;"FM";"1";0;0;0;0;0;672.832199998084;"FM";"1";1;0;0;9.32952303175248;51.2;51.2;342.794500000309;"Scratch_PD";"1";0;0;0;0;0;0;107.565700000123
HE_11_10_C;1;1288.45362320718;1906.51819052021;0.155883539164001;0.995592563129662;192.911099999037;"FM";"1";0;0;0;0;0;79.661899999337;"FM";"1";0;0;0;0;0;0;192.531900000176;"Scratch_PD";"1";0;0;0;0;0;0;1429.04279999857
HE_11_9_C;1;1297.98946714883;1915.94363340767;0.265517077527851;0.995782326982805;28.2541000015044;"FM";"1";0;0;0;0;0;124.38850000035;"FM";"1";2;0;0;[9.32952303175248, 11.3137084989848];[51.2, 61.44];112.64;282.151800001884;"Scratch_PD";"1";0;0;0;0;0;0;1190.13959999938
HE_16_10_C;1;1305.43336199561;1900.27648140042;0.182717998264697;0.995154807230392;50.0634999989416;"FM";"1";0;0;0;0;0;25.6029999982275;"FM";"1";2;0;0;[9.32952303175248, 9.32952303175248];[71.68, 61.44];133.12;354.939400000148;"Scratch_PD";"1";0;0;0;0;0;0;770.089500001632
HE_12_9_C;1;1312.55086485625;1908.41252005762;0.204603591682503;0.995567953231955;47.6806000006036;"FM";"1";0;0;0;0;0;261.615000003076;"FM";"1";2;0;0;[9.32952303175248, 9.32952303175248];[51.2, 71.68];122.88;134.141399998043;"Scratch_PD";"1";0;0;0;0;0;0;155.693299999257
HE_13_9_C;1;1302.30199510145;1922.44964324149;0.19443040036856;0.995566582388847;25.5670000005921;"FM";"1";0;0;0;0;0;34.1263000009349;"FM";"1";3;0;0;[13.7637204272682, 23.6237168963734, 15.1789327688082];[112.64, 174.08, 112.64];399.36;265.547700000752;"Scratch_PD";"1";0;0;0;0;0;0;260.676699999749
