;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. Offset X;9. Offset Y;10. Offset Theta;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. Inspection Time
HE_1_2_L1;"1";1;6840868;6840868;17.51262208;17.51262208;-0.0491396263223534;3.00573680556327;-2.24231482881997;-2.81549319512082;"1";0;528.809415661847;2290.64489641236;-0.00619659353302489;1.84465006610495;0.0962107335410646;3.66503183425977;-0.846095065058955;-0.355038656800386;58.8293000000704;"1";0;0;0;0;0;0;[0.786763535116065, 0.885154941740986, 0.756420840371253, 0.846459782780755, 0.824054982320981, 0.882575744463066, 0.877042693240137, 0.890180055156053, 0.735649419149841];[26.4, 28, 24.8, 25.6, 24.8, 28.8, 27.2, 27.2, 25.6];10.3247999977611;"1";16;4037;[331, 242, 263, 211, 315, 223, 313, 236, 260, 241, 227, 196, 240, 184, 257, 298];10334.72;[847.36, 619.52, 673.28, 540.16, 806.4, 570.88, 801.28, 604.16, 665.6, 616.96, 581.12, 501.76, 614.4, 471.04, 657.92, 762.88];[22.0066803700652, -65.7997807916245, 59.7257335225015, -72.5285291785358, 23.7822806967988, -74.7293523590666, 17.6983436907927, -76.9621124230531, 61.3589292186678, -60.4464693837439, 74.3464326999543, 89.2531708733111, 89.617525349109, -77.5529072193959, 70.0635619615285, -33.5199383059631];3.62739999764017;"1";9;12489;[1464, 1381, 1419, 1395, 1375, 1385, 1348, 1331, 1391];0.03197184;[0.00374784, 0.00353536, 0.00363264, 0.0035712, 0.00352, 0.0035456, 0.00345088, 0.00340736, 0.00356096];[37.6618947001269, 59.0021583812769, 49.4854161166429, 63.4390787167441, 64.9400234936452, 27.2219209244114, 59.2970361997973, 12.3595245626694, 40.8436513671659];2.86480000067968
HE_2_2_L1;"1";1;6842600;6842600;17.517056;17.517056;-0.00979224275949596;2.98475363166048;-2.26361577435478;-0.561054182086657;"1";0;541.953552102272;2276.29827693463;-0.0483542069456425;1.84136544778959;0.0963205536051907;3.6420772430954;-0.867125683363636;-2.77049197968749;365.914900001371;"1";0;0;0;0;0;0;[0.84173262189833, 0.889391953145738, 0.730544029852968, 0.760725826847059, 0.73190774457162, 0.822333935670741, 0.792554755614844, 0.90758649847957, 0.818625840148697];[26.4, 28, 24, 25.6, 24, 26.4, 26.4, 26.4, 24.8];28.0808999996225;"1";18;4365;[25, 342, 192, 272, 198, 359, 201, 390, 221, 358, 219, 23, 253, 169, 306, 193, 330, 314];11174.4;[64, 875.52, 491.52, 696.32, 506.88, 919.04, 514.56, 998.4, 565.76, 916.48, 560.64, 58.88, 647.68, 432.64, 783.36, 494.08, 844.8, 803.84];[-66.6732364888085, 20.0130298972621, -76.5162964334755, 49.562617651936, -76.5958232010942, 14.5786367749668, -80.7858794130231, 6.51073081319368, 87.1607140260506, 15.2952216203625, -77.2126503296377, 23.4985986869367, 65.7324600602239, -85.7166691266805, 25.8696844518826, -89.6601809990308, 18.9595115371014, -3.00749138978955];7.56859999819426;"1";9;12075;[1398, 1354, 1331, 1349, 1333, 1318, 1337, 1320, 1335];0.030912;[0.00357888, 0.00346624, 0.00340736, 0.00345344, 0.00341248, 0.00337408, 0.00342272, 0.0033792, 0.0034176];[24.3834758589037, 34.3729650033485, 17.3196729273789, 49.2383054666927, 58.8149041715309, 20.5850157238418, 47.7631659296735, 72.7215600893772, 42.0880796256681];2.777599998808
HE_1_1_L1;"1";1;6835885;6835885;17.4998656;17.4998656;0.00380855526342786;3.02809241079977;-2.26671677221018;0.218214142636752;"1";0;550.663392712798;2309.48545278742;-0.00607555288204247;1.83955289953477;0.093398345737487;3.69517672445988;-0.881061428340477;-0.348103538349577;288.938499998039;"1";0;0;0;0;0;0;[0.872393373960804, 0.884671530388013, 0.736354501416442, 0.91452422320924, 0.896716607273566, 0.873179414514743, 0.826035986945863, 0.882245970015115, 0.852251309114891];[25.6, 28.8, 25.6, 28.8, 29.6, 27.2, 25.6, 28.8, 28.8];19.1880999991554;"1";17;3980;[362, 229, 29, 240, 202, 282, 216, 283, 210, 288, 212, 254, 174, 245, 184, 237, 333];10188.8;[926.72, 586.24, 74.24, 614.4, 517.12, 721.92, 552.96, 724.48, 537.6, 737.28, 542.72, 650.24, 445.44, 627.2, 471.04, 606.72, 852.48];[14.9788795737683, -68.6607836106405, 37.8626599309147, 67.5469144347507, -79.6744017386223, 51.6973714354635, -77.535746530129, 52.4435339859952, -73.1101835048532, 44.739613908201, -85.0039900227039, 81.1631753151167, 86.3987313851906, 88.1779789160812, -84.0917518219436, 73.0801537869317, -3.53800169392649];39.4692000008945;"1";9;12665;[1439, 1404, 1391, 1411, 1422, 1391, 1383, 1421, 1403];0.0324224;[0.00368384, 0.00359424, 0.00356096, 0.00361216, 0.00364032, 0.00356096, 0.00354048, 0.00363776, 0.00359168];[22.946455079356, 30.31888991256, 25.1543367856752, 41.0494518216602, 55.8753791836696, 28.9326397657311, 33.3813491044398, 44.4190944677151, 59.3209105210605];10.4527000003145
HE_4_2_L1;"1";1;6836857;6836857;17.50235392;17.50235392;-0.0141824914163985;2.97885621863965;-2.25598579674842;-0.812596901140148;"1";0;538.414218065445;2273.08160902311;-0.00787798863099844;1.84142740201714;0.0958050045353096;3.63693057443697;-0.861462748904713;-0.451375499608256;54.0543999995862;"1";0;0;0;0;0;0;[0.737379956285334, 0.720520550178765, 0.874822297589946, 0.747240242681569, 0.82864955729403, 0.882608443449321, 0.771229921038738, 0.772590983565614, 0.765046261586134];[25.6, 20, 28.8, 24.8, 22.4, 26.4, 24.8, 21.6, 24.8];7.74310000269907;"1";16;4360;[381, 231, 373, 202, 308, 250, 301, 224, 293, 252, 273, 217, 262, 189, 316, 288];11161.6;[975.36, 591.36, 954.88, 517.12, 788.48, 640, 770.56, 573.44, 750.08, 645.12, 698.88, 555.52, 670.72, 483.84, 808.96, 737.28];[14.4242681181681, -64.1565348287443, 8.39720946154792, -80.3062462960991, 28.8032963316523, -64.3235932227799, 34.5210897976747, -77.4814704907833, 39.8984778990022, -66.6834578150479, 45.7220214377829, -87.910445246678, 45.5419818868471, -85.5796821407136, 20.5550014992242, -14.8271546118571];6.2608000007458;"1";9;12163;[1412, 1332, 1370, 1330, 1345, 1334, 1316, 1333, 1391];0.03113728;[0.00361472, 0.00340992, 0.0035072, 0.0034048, 0.0034432, 0.00341504, 0.00336896, 0.00341248, 0.00356096];[34.5917254579234, 48.163880575534, 35.3247940012306, 24.8846482125891, 32.1458853597464, 48.0944209230028, 42.4117132375086, 56.271349841438, 12.1294169070381];2.92949999857228
HE_2_1_L1;"1";1;6836074;6836074;17.50034944;17.50034944;0.0336659484424687;3.00649925603497;-2.28543016076186;1.92891675905848;"1";0;561.151588361125;2295.92623088888;0.0359477133147684;1.83628409596056;0.0928670765122985;3.67348196942221;-0.8978425413778;2.05965225608246;55.122300000221;"1";0;0;0;0;0;0;[0.762061935355337, 0.761471141184824, 0.744924965926434, 0.713025335028264, 0.909355028754704, 0.880795264367408, 0.840795862034837, 0.876771289319432];[25.6, 24.8, 25.6, 20.8, 28.8, 27.2, 27.2, 28.8];8.39429999905406;"1";21;4374;[429, 203, 60, 281, 195, 357, 197, 60, 287, 202, 364, 221, 48, 263, 174, 20, 251, 162, 32, 268, 300];11197.44;[1098.24, 519.68, 153.6, 719.36, 499.2, 913.92, 504.32, 153.6, 734.72, 517.12, 931.84, 565.76, 122.88, 673.28, 445.44, 51.2, 642.56, 414.72, 81.92, 686.08, 768];[5.53501271177781, -74.174738945596, 73.3942859528912, 47.2920217521587, -83.3988081059511, 13.1680122915398, -86.8002741808425, 75.8759632665807, 49.4369796409425, -82.109993879371, 10.5772666530795, -83.0547521524696, 77.6135012598767, 54.8885900108835, -90, -76.3791292413213, 74.4112501046892, -86.8404539721542, -83.4097630373932, 53.9046905934386, -32.0157701616022];3.44490000134101;"1";9;12239;[1427, 1333, 1395, 1348, 1312, 1356, 1346, 1340, 1382];0.03133184;[0.00365312, 0.00341248, 0.0035712, 0.00345088, 0.00335872, 0.00347136, 0.00344576, 0.0034304, 0.00353792];[18.8992571188713, 26.9893211636852, 23.3394289241275, 26.5134286328224, 26.4101204199912, 51.811599388932, 41.9186771245609, 25.3853874115544, 31.3401800754478];3.28240000089863
HE_6_2_L1;"1";1;6854228;6854228;17.54682368;17.54682368;-0.0534963087368772;2.97820207089697;-2.25349049235012;-3.0651127101519;"1";0;534.913127090986;2273.76229159798;-0.0890375475018312;1.83305126924216;0.0916311280952049;3.63801966655676;-0.855861003345577;-5.10147569005052;35.2257999984431;"1";0;0;0;0;0;0;[0.880560254190655, 0.794562381695042, 0.819830646583163, 0.892788664412516, 0.910036629641731, 0.858411241653992, 0.852553663385046, 0.882751398397941, 0.869202189018528];[30.4, 25.6, 27.2, 29.6, 28.8, 28, 25.6, 28.8, 29.6];7.50389999666368;"1";20;4139;[48, 312, 204, 21, 250, 213, 20, 278, 235, 20, 295, 225, 274, 239, 254, 191, 282, 196, 283, 299];10595.84;[122.88, 798.72, 522.24, 53.76, 640, 545.28, 51.2, 711.68, 601.6, 51.2, 755.2, 576, 701.44, 611.84, 650.24, 488.96, 721.92, 501.76, 724.48, 765.44];[87.5269369910005, 29.9911147220489, -75.7265545265896, 45.9262934409695, 67.5906469960949, -75.0686586235613, 28.3284505471626, 51.1769762254271, -69.8570335205051, 61.2082551633106, 37.9439228871125, -75.6237511156982, 52.6258386215685, -74.418035265777, 62.2865926393721, -84.0675294527844, 28.3800726528756, -80.129156806893, 32.5323103308811, -10.9335704113801];6.22610000209534;"1";9;12483;[1464, 1374, 1396, 1385, 1392, 1351, 1385, 1379, 1357];0.03195648;[0.00374784, 0.00351744, 0.00357376, 0.0035456, 0.00356352, 0.00345856, 0.0035456, 0.00353024, 0.00347392];[26.077907263664, 24.9335898385495, -7.14771795297469, -54.4348379932109, 41.9742868825565, 27.369556535365, 82.3543934564157, 37.8261887838379, 64.0828302529145];3.59010000101989
HE_3_1_L1;"1";1;6828068;6828068;17.47985408;17.47985408;-0.039400440143101;3.01308340690222;-2.25511382932917;-2.25747893115751;"1";0;541.557690192815;2300.13520605674;-0.0409249928600783;1.83853466550557;0.0929296694222353;3.68021632969078;-0.866492304308504;-2.34482936748551;119.569300000876;"1";0;0;0;0;0;0;[0.854120690383054, 0.767528495258314, 0.774555785859359, 0.837960391275562, 0.781675013827435, 0.873110330447511, 0.884257384336396, 0.917207043444944, 0.833610468225816];[29.6, 21.6, 24, 26.4, 22.4, 27.2, 28.8, 28.8, 29.6];7.26020000001881;"1";16;4188;[306, 230, 272, 232, 285, 249, 311, 234, 290, 249, 280, 199, 288, 198, 256, 309];10721.28;[783.36, 588.8, 696.32, 593.92, 729.6, 637.44, 796.16, 599.04, 742.4, 637.44, 716.8, 509.44, 737.28, 506.88, 655.36, 791.04];[31.8111897808113, -78.8550521121967, 41.7572242173471, -81.536835576314, 54.5405149387047, -89.6074913316515, 17.7717370133022, -86.8017339585601, 38.6555245137772, 84.4907988165469, 42.7194524841, 89.227757160102, 44.5170458403431, -78.6649032138807, 69.5974059407812, 13.3962155566681];6.52040000204579;"1";9;12589;[1480, 1373, 1393, 1371, 1359, 1396, 1396, 1392, 1429];0.03222784;[0.0037888, 0.00351488, 0.00356608, 0.00350976, 0.00347904, 0.00357376, 0.00357376, 0.00356352, 0.00365824];[24.2498553953065, 38.7856664624021, 40.5974767207531, 63.308471104588, 41.0032831972793, 62.6536943609768, 71.3428509348548, 85.71597159169, 66.1970358627772];4.2678000027081
HE_3_2_L1;"1";1;6828991;6828991;17.48221696;17.48221696;0.0524379046403439;2.98997084869492;-2.23054775266214;3.00447062240118;"1";0;521.435363689082;2279.61373160262;0.039021197444236;1.84092150032393;0.095079464069852;3.64738197056419;-0.834296581902531;2.2357499251014;118.172299997241;"1";0;0;0;0;0;0;[0.836517063375514, 0.93083180844834, 0.913257367301119, 0.896512745596244, 0.86567894691012, 0.869313748596633, 0.828935664089159, 0.850293905765658, 0.866664545045488];[28, 29.6, 29.6, 28.8, 27.2, 25.6, 27.2, 27.2, 25.6];8.99099999878672;"1";16;4315;[365, 248, 282, 237, 295, 261, 293, 242, 299, 271, 246, 198, 274, 211, 274, 319];11046.4;[934.4, 634.88, 721.92, 606.72, 755.2, 668.16, 750.08, 619.52, 765.44, 693.76, 629.76, 506.88, 701.44, 540.16, 701.44, 816.64];[11.738272020866, -66.7964399469493, 47.8677384945935, -73.0946611978395, 38.318940943309, -68.6032606882024, 40.3199657690562, -72.1221140537334, 31.9586426102718, -55.8269587375284, 72.3569790663112, -85.4285122313471, 44.7555214076783, -80.6654215124602, 46.4883877159387, -9.15036412486521];5.84560000061174;"1";9;12695;[1493, 1404, 1408, 1369, 1424, 1374, 1388, 1390, 1445];0.0324992;[0.00382208, 0.00359424, 0.00360448, 0.00350464, 0.00364544, 0.00351744, 0.00355328, 0.0035584, 0.0036992];[70.0295610612997, 42.0228275566429, 83.5719176450235, 70.8861003827856, 67.0072640428962, 73.3495137054104, 62.5497835419674, 70.1525793911307, 52.144526768572];4.800200000318
HE_4_1_L1;"1";1;6848365;6848365;17.5318144;17.5318144;-0.0581279320654257;2.99737573052838;-2.28029625360214;-3.33048517917206;"1";0;558.706648732234;2290.30659867361;-0.0717916462023947;1.83649458140431;0.0932143220036596;3.66449055787778;-0.893930637971575;-4.11335833169362;32.3203000007197;"1";0;0;0;0;0;0;[0.727882823793571, 0.877441149896728, 0.701436115402465, 0.727326823644042, 0.71319401473357, 0.677166034532082, 0.637136172514915, 0.724912450525709, 0.852561196842524];[24.8, 26.4, 20, 24.8, 19.2, 22.4, 20.8, 25.6, 20];66.3178999966476;"1";17;4363;[37, 343, 220, 266, 222, 346, 220, 332, 215, 351, 202, 286, 186, 324, 189, 312, 312];11169.28;[94.72, 878.08, 563.2, 680.96, 568.32, 885.76, 563.2, 849.92, 550.4, 898.56, 517.12, 732.16, 476.16, 829.44, 483.84, 798.72, 798.72];[71.6553304047545, 13.5462719164151, -76.6876733027125, 69.2830728316569, -76.7991191003023, 11.4718180694377, -72.0984226282639, 18.5453319630644, -82.6240156845485, 13.9000779047589, -75.2885627239093, -4.31030853438272, 86.0176140232491, 20.0547265219971, -83.2341624649694, 24.3136300566975, -6.94101049307256];25.9364000012283;"1";9;12064;[1405, 1342, 1339, 1341, 1297, 1314, 1309, 1362, 1355];0.03088384;[0.0035968, 0.00343552, 0.00342784, 0.00343296, 0.00332032, 0.00336384, 0.00335104, 0.00348672, 0.0034688];[-3.91682462151754, 71.2046958662043, 64.7067378535392, 10.5491431561585, 53.1946762815861, 33.411530469859, 74.3964192139288, 48.4429120901755, 34.7711069814314];211.967300001561
HE_5_1_L1;"1";1;6857206;6857206;17.55444736;17.55444736;-0.0897227359012322;3.0152530175118;-2.25486532281515;-5.14073409350752;"1";0;543.24735361443;2299.03026237651;-0.100575980955062;1.84430473286069;0.0918208437231915;3.67844841980242;-0.869195765783087;-5.76257922911318;36.727200000314;"1";0;0;0;0;0;0;[0.811688280355986, 0.89984602228694, 0.775613108685139, 0.875687606387891, 0.868325931107437, 0.667990331357182, 0.863765947337601, 0.804758944384697, 0.876465804509415];[27.2, 27.2, 23.2, 26.4, 25.6, 22.4, 24.8, 27.2, 26.4];8.06999999986147;"1";16;4229;[346, 226, 263, 209, 305, 230, 288, 249, 314, 263, 226, 219, 255, 205, 300, 331];10826.24;[885.76, 578.56, 673.28, 535.04, 780.8, 588.8, 737.28, 637.44, 803.84, 673.28, 578.56, 560.64, 652.8, 524.8, 768, 847.36];[16.076583624621, -76.9463005559834, 75.6610589944144, -86.5585646792801, 21.7112430680692, -79.5084108915372, 41.4653671326503, 89.6041104763878, 24.7833343824822, -80.4287067340152, 74.5185465383844, 85.0800156859146, -87.2045337861533, -77.4035202361913, 26.6566690952737, 4.29100976947714];6.15180000022519;"1";9;12692;[1461, 1415, 1383, 1410, 1349, 1347, 1405, 1437, 1485];0.03249152;[0.00374016, 0.0036224, 0.00354048, 0.0036096, 0.00345344, 0.00344832, 0.0035968, 0.00367872, 0.0038016];[52.9248097826997, 70.7582527955919, 54.988732869568, 59.5388663681433, 74.4995711528969, 72.2182410500892, 74.9556196940239, 86.4822146098707, 71.1295043377754];3.06560000171885
HE_5_2_L1;"1";1;6835981;6835981;17.50011136;17.50011136;0.0206147738868145;2.99505447776991;-2.23416424381519;1.18113953933097;"1";0;523.659589149185;2282.60939527187;0.0376882404966658;1.83921620067224;0.0952327857176989;3.65217503243499;-0.837855342638695;2.15937711773298;34.3116000003647;"1";0;0;0;0;0;0;[0.790904827641745, 0.755667979912114, 0.809905805720292, 0.721247227008836, 0.878485761411067, 0.761661328244707, 0.912478403991093, 0.863117255699904, 0.843469904510396];[23.2, 24.8, 22.4, 21.6, 27.2, 20.8, 28, 28, 28];9.34359999882872;"1";16;4269;[355, 265, 309, 241, 289, 222, 297, 253, 271, 261, 255, 233, 249, 193, 277, 299];10928.64;[908.8, 678.4, 791.04, 616.96, 739.84, 568.32, 760.32, 647.68, 693.76, 668.16, 652.8, 596.48, 637.44, 494.08, 709.12, 765.44];[14.345165812873, -53.5925316552416, 23.4141238751454, -70.5525260036441, 42.4416634228487, -80.5737666380644, 34.4882802264938, -68.1248261690362, 58.0689660971616, -76.580889502245, 74.5716791397984, -78.1517402684035, 71.700383616743, -77.0104742264626, 55.3280507168217, -30.9028128794563];4.93629999982659;"1";9;12651;[1461, 1423, 1376, 1390, 1371, 1379, 1334, 1414, 1503];0.03238656;[0.00374016, 0.00364288, 0.00352256, 0.0035584, 0.00350976, 0.00353024, 0.00341504, 0.00361984, 0.00384768];[38.2597295185122, 79.1012300011702, 77.1309542379022, 46.6877456213714, 34.1462141866519, 77.0134140033283, 53.8959249716849, 70.4243603004815, 60.8134036442712];3.91149999995832
