;;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;Unbonded;Unbonded;Unbonded;Unbonded;Missing;Missing;Missing;Missing;Broken;Broken;Broken;Broken;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;NSOP;NSOP;NSOP;NSOP;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. I_Defect;4. Result;5. area pad;5. area pad (min);5. area pad (max);5. area pad (avg);6. circularity pad;6. circularity pad (min);6. circularity pad (max);6. circularity pad (avg);7. area lead;7. area lead (min);7. area lead (max);7. area lead (avg);8. area wire;8. area wire (min);8. area wire (max);8. area wire (avg);9. height wire;9. height wire (min);9. height wire (max);9. height wire (avg);10. width wire-const;10. width wire-const (min);10. width wire-const (max);10. width wire-const (avg);11. width wire;11. width wire (min);11. width wire (max);11. width wire (avg);12. area bond tail;12. area bond tail (min);12. area bond tail (max);12. area bond tail (avg);13. outer_radius bond tail;13. outer_radius bond tail (min);13. outer_radius bond tail (max);13. outer_radius bond tail (avg);14. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;5. Area Bond Tail;5. Area Bond Tail (min);5. Area Bond Tail (max);5. Area Bond Tail (avg);6. Row Bond Tail;6. Row Bond Tail (min);6. Row Bond Tail (max);6. Row Bond Tail (avg);7. Column Bond Tail;7. Column Bond Tail (min);7. Column Bond Tail (max);7. Column Bond Tail (avg);7. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. width (um);8. width (um) (min);8. width (um) (max);8. width (um) (avg);9. Inspection Time
HRH14440980;HE_2_1_O;1;1319.06440901555;1888.43887739007;-0.329885332313601;0.986080371198156;17.9111000034027;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.85459999961313;"1";0;0;"Wire Sweep";[1760, 1672, 1675, 1670, 1642, 1622, 1652, 1611, 1636];1611;1760;1660.0000;[0.629076554635154, 0.681675628798094, 0.653160684774133, 0.66439308378764, 0.656458026007831, 0.697985447221093, 0.65167792699933, 0.689447994303893, 0.704647367156547];0.629076554635154;0.704647367156547;0.6698;[131, 110, 123, 128, 115, 150, 153, 103, 133];103;153;127.3333;[2992, 2894, 2994, 3004, 3059, 2978, 3006, 2872, 2842];2842;3059;2960.1111;[125, 126, 126, 124, 122, 124, 123, 121, 118];118;126;123.2222;[44, 47, 44, 43, 43, 43, 42, 42, 45];42;47;43.6667;[44, 47, 44, 43, 43, 43, 42, 42, 45];42;47;43.6667;0;0;0;0.0000;0;0;0;0.0000;28.4741999930702;"1";0;0;0.274000005447306;"1";0;0;0.200099995709024;"1";0;0;0.527700001839548;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.372900001821108;"1";0;0;0.312700009089895;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 27.2, 30.4, 30.4, 30.4, 30.4, 30.4, 28.8, 32];27.2;32;30.0444;3.95969999954104
HRH14440980;HE_1_1_O;1;1311.91096783588;1907.50902471466;-0.000973225972931829;0.979377096194753;21.8374000105541;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.19589998980518;"1";0;0;"Wire Sweep";[1690, 1666, 1668, 1597, 1604, 1625, 1680, 1572, 1672];1572;1690;1641.5556;[0.659446061480051, 0.675104946054055, 0.629498004071473, 0.650103152639576, 0.704761214536509, 0.674965447767544, 0.63157597217575, 0.659196443555328, 0.667219621841149];0.629498004071473;0.704761214536509;0.6613;[178, 162, 176, 173, 175, 147, 157, 160, 164];147;178;165.7778;[2725, 2892, 2833, 2847, 3850, 4032, 4105, 4109, 3794];2725;4109;3465.2222;[124, 126, 123, 122, 122, 124, 123, 122, 120];120;126;122.8889;[44, 45, 44, 42, 131, 131, 131, 131, 131];42;131;92.2222;[44, 45, 44, 42, 131, 131, 131, 131, 131];42;131;92.2222;0;0;0;0.0000;0;0;0;0.0000;24.5200000063051;"1";0;0;0.32380000629928;"1";0;0;0.242800000705756;"1";0;0;0.625000000582077;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.463999997009523;"1";0;0;0.346300003002398;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 28.8, 30.4, 30.4, 28.8, 32, 32, 32];28.8;32;30.4000;11.1494000011589
HRH14440980;HE_2_2_O;1;1300.68243245854;1880.68027123092;0.226464423977422;0.992593054367191;40.3586000029463;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.10989998979494;"1";0;0;"Good/OthersDefect";[1673, 1625, 1701, 1628, 1797, 1694, 1756, 1685, 1765];1625;1797;1702.6667;[0.690443108834339, 0.701906203640318, 0.734933241557688, 0.727166597553881, 0.613094423690952, 0.683287642971358, 0.689037716510335, 0.656409703489362, 0.654607312073254];0.613094423690952;0.734933241557688;0.6834;[165, 157, 127, 163, 156, 146, 135, 140, 152];127;165;149.0000;[3122, 2704, 2900, 2865, 2602, 2967, 2898, 2792, 2610];2602;3122;2828.8889;[126, 123, 126, 123, 122, 122, 123, 120, 120];120;126;122.7778;[46, 43, 44, 45, 43, 43, 43, 44, 44];43;46;43.8889;[46, 43, 44, 45, 43, 43, 43, 44, 44];43;46;43.8889;0;0;0;0.0000;0;0;0;0.0000;28.5494999989169;"1";0;0;0.411500004702248;"1";0;0;0.469300008262508;"1";0;0;0.356000004103407;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.365900006727315;"1";0;0;0.22960000205785;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 28.8, 30.4, 28.8, 28.8, 30.4, 28.8, 30.4, 30.4];28.8;30.4;29.6889;1.79959999513812
HRH14440980;HE_1_2_O;1;1287.8492537384;1889.67235888266;-0.174102173707486;0.993451469527884;51.5749999904074;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.43140000384301;"1";0;0;"Wire Sweep";[1600, 1710, 1611, 1620, 1656, 1693, 1654, 1604, 1593];1593;1710;1637.8889;[0.669916707234599, 0.648893642454312, 0.659731298454639, 0.730165695118905, 0.694966107655498, 0.68109243692684, 0.705895804706839, 0.701143100344141, 0.752976625878668];0.648893642454312;0.752976625878668;0.6939;[166, 175, 170, 188, 181, 213, 183, 175, 188];166;213;182.1111;[3762, 3859, 3735, 3648, 3380, 3617, 3197, 3622, 3740];3197;3859;3617.7778;[125, 123, 123, 122, 122, 124, 122, 119, 119];119;125;122.1111;[90, 131, 99, 99, 98, 99, 44, 96, 101];44;131;95.2222;[90, 131, 99, 99, 98, 99, 44, 96, 101];44;131;95.2222;0;0;0;0.0000;0;0;0;0.0000;26.9774999906076;"1";0;0;0.547299991012551;"1";0;0;0.481199997011572;"1";0;0;0.425699996412732;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.365900006727315;"1";0;0;0.311700001475401;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 30.4, 28.8, 28.8, 28.8, 32, 30.4, 35.2];28.8;35.2;30.5778;2.34770000679418
HRH14440980;HE_3_1_O;1;1296.02799690115;1904.81358216547;-0.0693511789601754;0.961817082627661;38.4833999996772;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;6.21170000522397;"1";0;0;"Wire Sweep";[1596, 1593, 1669, 1609, 1568, 1559, 1639, 1622, 1576];1559;1669;1603.4444;[0.671133431776467, 0.685983868346785, 0.629168037257138, 0.685859652119967, 0.676529320396993, 0.72336068474367, 0.649337839413008, 0.643920912901291, 0.680037544627303];0.629168037257138;0.72336068474367;0.6717;[191, 130, 168, 166, 169, 150, 159, 160, 125];125;191;157.5556;[3661, 3775, 3981, 3229, 4083, 4042, 3926, 3587, 3667];3229;4083;3772.3333;[125, 125, 126, 122, 121, 122, 122, 120, 120];120;126;122.5556;[131, 131, 131, 94, 131, 131, 131, 96, 131];94;131;123.0000;[131, 131, 131, 94, 131, 131, 131, 96, 131];94;131;123.0000;0;0;0;0.0000;0;0;0;0.0000;32.9138999950374;"1";0;0;0.569499999983236;"1";0;0;0.980199998593889;"1";0;0;0.814800005173311;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.7571000023745;"1";0;0;0.426800004788674;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[24, 28.8, 30.4, 28.8, 30.4, 30.4, 30.4, 28.8, 30.4];24;30.4;29.1556;6.46050000796095
HRH14440980;HE_4_1_O;1;1317.3327274804;1883.39599331131;-0.407136937857642;0.966806534933824;75.5553000053624;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.95969999267254;"1";0;0;"Wire Sweep";[1689, 1746, 1709, 1680, 1651, 1652, 1693, 1627, 1608];1608;1746;1672.7778;[0.66778026986731, 0.672013251635642, 0.642201697301607, 0.690388812134355, 0.682570994166218, 0.696770160939172, 0.678544418220877, 0.717003864647078, 0.689863049007063];0.642201697301607;0.717003864647078;0.6819;[139, 146, 145, 134, 118, 164, 155, 134, 146];118;164;142.3333;[3676, 3629, 4068, 3738, 4110, 3905, 4101, 3882, 3864];3629;4110;3885.8889;[127, 127, 125, 124, 124, 123, 124, 122, 120];120;127;124.0000;[90, 92, 131, 131, 131, 131, 131, 131, 131];90;131;122.1111;[90, 92, 131, 131, 131, 131, 131, 131, 131];90;131;122.1111;0;0;0;0.0000;0;0;0;0.0000;27.9300000111107;"1";0;0;0.360400008503348;"1";0;0;0.324299995554611;"1";0;0;0.623200001427904;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.277300001471303;"1";0;0;0.33560000883881;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 27.2, 30.4, 28.8, 30.4, 30.4, 32, 30.4, 35.2];27.2;35.2;30.5778;4.2651000112528
HRH14440980;HE_3_2_O;1;1283.95464221237;1888.86527269862;-0.166363659172627;0.995402436850597;21.7342999967514;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.23769999865908;"1";0;0;"Wire Sweep";[1661, 1646, 1650, 1624, 1673, 1633, 1633, 1616, 1615];1615;1673;1639.0000;[0.644279741116779, 0.686388059291692, 0.670616641683859, 0.648184089394635, 0.646467034158015, 0.675289745239462, 0.684425430618358, 0.658756431851552, 0.673044847802666];0.644279741116779;0.686388059291692;0.6653;[169, 187, 161, 169, 172, 158, 166, 164, 154];154;187;166.6667;[2979, 3235, 2674, 2805, 3395, 3667, 3397, 2918, 3485];2674;3667;3172.7778;[124, 123, 123, 124, 121, 123, 124, 119, 120];119;124;122.3333;[43, 45, 42, 44, 94, 97, 91, 47, 88];42;97;65.6667;[43, 45, 42, 44, 94, 97, 91, 47, 88];42;97;65.6667;0;0;0;0.0000;0;0;0;0.0000;22.5783999921987;"1";0;0;0.209099991479889;"1";0;0;0.740700008464046;"1";0;0;0.339499994879588;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.725599995348603;"1";0;0;0.645499996608123;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 27.2, 28.8, 30.4, 30.4, 28.8, 30.4, 32];27.2;32;29.8667;5.72029998875223
HRH14440980;HE_4_2_O;1;1299.49070119601;1877.02661630513;-0.16581582449558;0.983763977541898;25.7897999981651;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.58760000381153;"1";0;0;"Wire Sweep";[1736, 1657, 1640, 1732, 1610, 1627, 1698, 1681, 1691];1610;1736;1674.6667;[0.600747368149078, 0.681273831823041, 0.697229588316857, 0.637582420989062, 0.681354763610993, 0.682479819350475, 0.658661687381988, 0.701707012906292, 0.771503373751986];0.600747368149078;0.771503373751986;0.6792;[146, 134, 182, 173, 160, 182, 131, 169, 138];131;182;157.2222;[3531, 3449, 3209, 3074, 3129, 2614, 2623, 2910, 2825];2614;3531;3040.4444;[124, 125, 124, 122, 122, 123, 123, 120, 119];119;125;122.4444;[63, 64, 87, 90, 87, 44, 46, 44, 43];43;90;63.1111;[63, 64, 87, 90, 87, 44, 46, 44, 43];43;90;63.1111;0;0;0;0.0000;0;0;0;0.0000;39.6846999938134;"1";0;0;0.625800006673671;"1";0;0;0.603599997702986;"1";0;0;0.362599996151403;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.256400002399459;"1";0;0;0.35849999403581;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[32, 30.4, 30.4, 28.8, 30.4, 27.2, 28.8, 30.4, 35.2];27.2;35.2;30.4000;4.15860000066459
HRH14440980;HE_6_2_O;1;1292.985935371;1875.58758792807;-0.108852513215509;0.987765359933491;26.3408000027994;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;8.49449999805074;"1";0;0;"Wire Sweep";[1658, 1628, 1744, 1663, 1632, 1725, 1711, 1637, 1604];1604;1744;1666.8889;[0.722909998276132, 0.703265732753736, 0.649653876396445, 0.698044129573743, 0.686355160895551, 0.690131883857083, 0.677349054539307, 0.686995860125061, 0.704298231911059];0.649653876396445;0.722909998276132;0.6910;[193, 181, 175, 171, 173, 152, 184, 172, 183];152;193;176.0000;[3206, 3022, 3436, 3127, 2854, 3512, 3128, 2980, 3479];2854;3512;3193.7778;[125, 125, 123, 122, 122, 122, 122, 119, 119];119;125;122.1111;[48, 46, 55, 47, 43, 90, 53, 53, 94];43;94;58.7778;[48, 46, 55, 47, 43, 90, 53, 53, 94];43;94;58.7778;0;0;0;0.0000;0;0;0;0.0000;33.4061000030488;"1";0;0;0.400299992179498;"1";0;0;0.307800000882708;"1";0;0;0.742599993827753;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.701400000252761;"1";0;0;0.764600001275539;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 28.8, 30.4, 28.8, 28.8, 28.8, 28.8, 28.8, 32];28.8;32;29.5111;6.27990000066347
