;;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;Glue;Glue;Glue;Glue;Glue;Glue;Glue;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14440980;HE_1_1_C1;1;1314.25639455677;1904.10722646661;-0.0665806325082037;0.709592498636368;39.6551000012551;"1";0;1440.70443925005;1912.23117697169;0.284616826196154;5.13644089098577;3.47861434044222;36.6791999986162;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.54479999118485;["1", "1"];[0, 0];0;0;0;0;46.3208000001032;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;33.7269000010565;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.20450000779238
HRH14440980;HE_2_2_C1;1;1300.33404799632;1878.1586213865;0.247304814030792;0.63495619495967;29.8234000074444;"1";0;1434.38535188541;1882.76377376973;0.541104163808826;5.13971051695472;3.48215905107858;43.8283999974374;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.31179999618325;["1", "1"];[0, 0];0;0;0;0;48.7324999994598;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;39.2390000051819;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.1722000092268
HRH14440980;HE_2_1_C1;1;1322.87496858949;1887.17042354793;-0.476289177609313;0.683067353249214;58.0917000042973;"1";0;1449.98294337875;1890.80579104198;-0.0378242050220726;5.13976708966814;3.47847537464179;60.1452000119025;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;13.4643000055803;["1", "1"];[0, 0];0;0;0;0;68.2094999938272;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;11.7806000052951;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.69439999444876
HRH14440980;HE_1_2_C1;1;1290.64605937491;1891.34524868244;-0.0633415188965904;0.672561120348149;66.0960999957751;"1";0;1420.26312166052;1892.59726766389;0.106176939966856;5.14488057015881;3.47824941903924;62.7607999922475;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.11899999785237;["1", "1"];[0, 0];0;0;0;0;70.5408000067109;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;12.9411999951117;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.77290001010988
HRH14440980;HE_3_2_C1;1;1286.96299583934;1886.25087404105;-0.150659801428855;0.687758808737726;36.3516999932472;"1";0;1417.70692753019;1886.52636456347;0.130939256577664;5.1398488634723;3.47898154672658;43.2275000057416;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.89909999992233;["1", "1"];[0, 0];0;0;0;0;33.2826999947429;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;46.7994000064209;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.51310000021476
HRH14440980;HE_4_2_C1;1;1302.75174258089;1871.9270314334;-0.0928730989378314;0.668527299020496;48.5920999926748;"1";0;1431.84371147909;1876.9976738741;0.178976714274275;5.14307056525737;3.48076295490917;33.7102000048617;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.0582999974722;["1", "1"];[0, 0];0;0;0;0;49.6843000000808;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;40.0812999869231;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.55929998820648
HRH14440980;HE_4_1_C1;1;1319.77525233345;1878.61542377109;-0.486729214191028;0.688587433019478;28.6946999985958;"1";0;1449.27877879177;1881.91035523618;-0.102974843209597;5.13732665632121;3.47910632785505;17.7713000011863;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.38760000886396;["1", "1"];[0, 0];0;0;0;0;71.9873999914853;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;32.7995999978157;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;0.973900008830242
HRH14440980;HE_3_1_C1;1;1298.45199199207;1903.30422304546;-0.1238237866205;0.692834484463418;17.7488000044832;"1";0;1427.13756804629;1903.08747699961;0.254166736252489;5.13971546982706;3.47807540908021;21.8849999946542;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.82129999727476;["1", "1"];[0, 0];0;0;0;0;73.4929999889573;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;32.0942000107607;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.28970001242124
HRH14440980;HE_5_2_C1;1;1285.88715793106;1889.13662192064;-0.382016455333203;0.719283401393767;21.4236000028905;"1";0;1411.95427325097;1888.26111728683;-0.0397502371291563;5.13857583015575;3.4792891667762;64.8638999991817;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.3434000039706;["1", "1"];[0, 0];0;0;0;0;35.0545999972383;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;11.1624999990454;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;0.958800010266714
