;;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Lot ID;Unit;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Inspection Time;1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. Row 2;9. Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. Row Difference;17. Column Difference;18. Distance;19. Angle Difference;20. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. circularity;8. circularity (min);8. circularity (max);8. circularity (avg);9. inner_radius (um);9. inner_radius (um) (min);9. inner_radius (um) (max);9. inner_radius (um) (avg);10. width (um);10. width (um) (min);10. width (um) (max);10. width (um) (avg);11. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. contlength;8. contlength (min);8. contlength (max);8. contlength (avg);9. inner_radius;9. inner_radius (min);9. inner_radius (max);9. inner_radius (avg);10. bulkiness;10. bulkiness (min);10. bulkiness (max);10. bulkiness (avg);11. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. inner_radius (um);8. inner_radius (um) (min);8. inner_radius (um) (max);8. inner_radius (um) (avg);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL (um)(FM);3. Diameter FAIL (um)(FM) (min);3. Diameter FAIL (um)(FM) (max);3. Diameter FAIL (um)(FM) (avg);4. Diameter ALL (um)(FM);4. Diameter ALL (um)(FM) (min);4. Diameter ALL (um)(FM) (max);4. Diameter ALL (um)(FM) (avg);5. Area ALL (um2)(FM);5. Area ALL (um2)(FM) (min);5. Area ALL (um2)(FM) (max);5. Area ALL (um2)(FM) (avg);6. Cummulative Area (um2)(FM);7. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL PD (um)(FM);3. Diameter FAIL PD (um)(FM) (min);3. Diameter FAIL PD (um)(FM) (max);3. Diameter FAIL PD (um)(FM) (avg);4. Diameter FAIL Non-Act (um)(FM);4. Diameter FAIL Non-Act (um)(FM) (min);4. Diameter FAIL Non-Act (um)(FM) (max);4. Diameter FAIL Non-Act (um)(FM) (avg);5. Area FAIL (um)(FM);5. Area FAIL (um)(FM) (min);5. Area FAIL (um)(FM) (max);5. Area FAIL (um)(FM) (avg);6. Diameter ALL (um)(FM);6. Diameter ALL (um)(FM) (min);6. Diameter ALL (um)(FM) (max);6. Diameter ALL (um)(FM) (avg);7. Area ALL (um2)(FM);7. Area ALL (um2)(FM) (min);7. Area ALL (um2)(FM) (max);7. Area ALL (um2)(FM) (avg);8. Cummulative Area (um2)(FM);9. Inspection Time
HRH14440980;HE_2_1_L;"1";1;2991290;2991290;2991290;2991290;2991290.0000;7657702.4;7657702.4;7657702.4;7657702.4;7657702.4000;-1.85278836017821;-1.85278836017821;-1.85278836017821;-1.8528;6.7743999970844;"1";0;1277.97289558662;1887.79231732886;-0.0632939253726922;4030.17040716448;1987.98391309368;1410.91125120001;1890.92593434937;-0.0129544637971098;5089.03025539483;3434.57407063316;1344.44207339332;1889.35912583911;-1.54722873552412;-212.701368981428;-5.01378723281487;212.760453160331;-0.0503394615755824;57.1686000039335;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.552185375551176, 0.55113033547038, 0.525595402925483, 0.549029640396901, 0.561349015532764, 0.573521207036419, 0.586228233296103, 0.560299024346087, 0.584564426599405];0.525595402925483;0.586228233296103;0.5604;[28.8, 29.6, 29.6, 29.6, 28.8, 29.6, 28.8, 29.6, 28.8];28.8;29.6;29.2444;[62.4, 62.4, 65.6, 62.4, 62.4, 60.8, 62.4, 64, 65.6];60.8;65.6;63.1111;3.0238999897847;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;1.37559999711812;"1";1;32749;32749;32749;32749;32749.0000;83837.44;83837.44;83837.44;83837.44;83837.4400;-5.25234970158482;-5.25234970158482;-5.25234970158482;-5.2523;5.6;5.6;5.6;5.6000;2856.27379156615;-2173.27508015512;-300.937470427607;7.96909999917261;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;113.962700008415;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;15.7508999982383
HRH14440980;HE_1_1_L;"1";1;2992020;2992020;2992020;2992020;2992020.0000;7659571.2;7659571.2;7659571.2;7659571.2;7659571.2000;-1.52749362131496;-1.52749362131496;-1.52749362131496;-1.5275;6.69350000680424;"1";0;1270.47694219376;1906.55798439209;0.251701888035923;4029.79599519136;1987.94367508209;1402.05064057662;1910.84552159546;0.269364545852278;5081.81645131137;3433.38744053669;1336.26379138519;1908.70175299378;-1.53822127115766;-210.517917412569;-6.86005952539417;210.629660704321;-0.0176626578163552;65.9615000040503;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.563118181118248, 0.529620904476784, 0.537377837162252, 0.539339777347657, 0.524749632419293, 0.580324705507942, 0.581896852540364, 0.551940761127908, 0.56651923991409];0.524749632419293;0.581896852540364;0.5528;[30.4, 29.6, 27.2, 28.8, 27.2, 29.6, 30.4, 30.4, 30.4];27.2;30.4;29.3333;[65.6, 64, 64, 62.4, 62.4, 62.4, 65.6, 67.2, 67.2];62.4;67.2;64.5333;2.50499999674503;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;1.46990000212099;"1";1;32169;32169;32169;32169;32169.0000;82352.64;82352.64;82352.64;82352.64;82352.6400;-5.52012363277367;-5.52012363277367;-5.52012363277367;-5.5201;4.8;4.8;4.8;4.8000;2862.79839597128;-2162.89978550779;-316.279786548355;8.84899999073241;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;195.227199990768;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;10.8262000139803
HRH14440980;HE_1_2_L;"1";1;2989534;2989534;2989534;2989534;2989534.0000;7653207.04;7653207.04;7653207.04;7653207.04;7653207.0400;-1.68234220171428;-1.68234220171428;-1.68234220171428;-1.6823;8.11500000418164;"1";0;1264.6203304455;1889.09634969927;0.099543903839018;4029.45570798625;1987.53584326664;1399.76246703275;1890.62313598742;0.119842023928017;5085.43019220963;3433.46903088628;1332.19139873913;1889.85974284334;-1.55949917422813;-216.227418539601;-2.44285806103144;216.241217356465;-0.0202981200889985;28.090699997847;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.558240421899834, 0.574302137569672, 0.550055067231958, 0.589517795242759, 0.535550735114297, 0.529026631262451, 0.623820881642232, 0.615497882728503, 0.538126922491017];0.529026631262451;0.623820881642232;0.5682;[26.4, 28.8, 28.8, 29.6, 27.2, 25.6, 28.8, 26.4, 25.6];25.6;29.6;27.4667;[65.6, 60.8, 65.6, 65.6, 62.4, 60.8, 65.6, 64, 65.6];60.8;65.6;64.0000;3.44179999956395;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;4.45030000992119;"1";1;32287;32287;32287;32287;32287.0000;82654.72;82654.72;82654.72;82654.72;82654.7200;-6.88749507288796;-6.88749507288796;-6.88749507288796;-6.8875;5.6;5.6;5.6;5.6000;2843.14202000805;-2168.01937621953;-394.624399093629;16.0954999882961;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;116.60789999587;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;19.0597999899182
HRH14440980;HE_2_2_L;"1";1;2987806;2987806;2987806;2987806;2987806.0000;7648783.36;7648783.36;7648783.36;7648783.36;7648783.3600;-1.29216331153986;-1.29216331153986;-1.29216331153986;-1.2922;6.09189999522641;"1";0;1277.47413213316;1880.13927507973;0.486475165053665;4030.02324973085;1987.78112385468;1412.63191954295;1882.32898520783;0.539865205817935;5086.86728135941;3435.05458612612;1345.05302583805;1881.23413014378;-1.55459660484442;-216.252459855667;-3.50353620495662;216.280838632474;-0.0533900407642706;49.591800008784;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.55173335727847, 0.537126839845199, 0.511321775796616, 0.531706162637517, 0.532461390170137, 0.575712125287056, 0.569286685217746, 0.588175498633744, 0.557211551845252];0.511321775796616;0.588175498633744;0.5505;[28, 27.2, 27.2, 24.8, 26.4, 29.6, 28, 28.8, 25.6];24.8;29.6;27.2889;[62.4, 60.8, 62.4, 65.6, 60.8, 62.4, 60.8, 62.4, 60.8];60.8;65.6;62.0444;3.26029999996535;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;1.82669999776408;"1";1;33943;33943;33943;33943;33943.0000;86894.08;86894.08;86894.08;86894.08;86894.0800;-4.55702419939981;-4.55702419939981;-4.55702419939981;-4.5570;5.6;5.6;5.6;5.6000;2846.10138172819;-2204.26291135138;-261.098253764592;8.18380000418983;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;143.610300001455;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;25.2985999977682
HRH14440980;HE_4_2_L;"1";1;2987005;2987005;2987005;2987005;2987005.0000;7646732.8;7646732.8;7646732.8;7646732.8;7646732.8000;-1.68970242479946;-1.68970242479946;-1.68970242479946;-1.6897;8.57580000592861;"1";0;1273.11602917062;1876.51637631869;0.0903630833464657;4028.80884675815;1987.78226986671;1406.82671506228;1880.22026068825;0.196497807986512;5089.71091390199;3434.09544597839;1339.97137211645;1878.36831850347;-1.54310267304787;-213.93709742665;-5.92621499130764;214.019161944586;-0.106134724640046;64.7182999964571;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.512770090919429, 0.514026608356175, 0.495319072329406, 0.520152067894756, 0.511700944198648, 0.501450346725737, 0.489752993679101, 0.548381092944785, 0.536538998775567];0.489752993679101;0.548381092944785;0.5145;[27.2, 28, 28, 28, 27.2, 26.4, 26.4, 27.2, 28];26.4;28;27.3778;[57.6, 59.2, 59.2, 59.2, 57.6, 59.2, 60.8, 57.6, 59.2];57.6;60.8;58.8444;4.77259999024682;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;2.50460000825115;"1";1;32495;32495;32495;32495;32495.0000;83187.2;83187.2;83187.2;83187.2;83187.2000;-4.92901035249677;-4.92901035249677;-4.92901035249677;-4.9290;5.6;5.6;5.6;5.6000;2854.43377750423;-2151.2962855824;-282.411490374355;9.46980000298936;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;93.9421999937622;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;28.7072000064654
HRH14440980;HE_4_1_L;"1";1;2990157;2990157;2990157;2990157;2990157.0000;7654801.92;7654801.92;7654801.92;7654801.92;7654801.9200;-1.92265238706708;-1.92265238706708;-1.92265238706708;-1.9227;11.710699996911;"1";0;1273.07196641621;1883.69158534336;-0.135848764251794;4028.50409040135;1987.97719965126;1406.53213227344;1886.50338031161;-0.115580869931445;5084.82753342854;3435.51223275389;1339.80204934482;1885.09748282748;-1.5497310221828;-213.536265371567;-4.49887194920011;213.583652177903;-0.0202678943203482;31.7028999998001;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.501016357722177, 0.535070846143248, 0.523631254829767, 0.522451187682379, 0.526927591461346, 0.542502181246344, 0.556642817755308, 0.541201417973355, 0.522832760178852];0.501016357722177;0.556642817755308;0.5303;[28, 28.8, 27.2, 28, 28, 27.2, 27.2, 28, 27.2];27.2;28.8;27.7333;[56, 59.2, 57.6, 59.2, 57.6, 59.2, 57.6, 60.8, 57.6];56;60.8;58.3111;2.93909999891184;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;2.64170000446029;"1";1;32870;32870;32870;32870;32870.0000;84147.2;84147.2;84147.2;84147.2;84147.2000;-5.50384801014354;-5.50384801014354;-5.50384801014354;-5.5038;5.6;5.6;5.6;5.6000;2881.03856404016;-2160.8506723456;-315.347262062701;11.0216999892145;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;54.4812000007369;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;35.0290999922436
HRH14440980;HE_3_2_L;"1";1;2988867;2988867;2988867;2988867;2988867.0000;7651499.52;7651499.52;7651499.52;7651499.52;7651499.5200;-1.68131195716059;-1.68131195716059;-1.68131195716059;-1.6813;7.34209999791346;"1";0;1257.20853744602;1889.20410437767;0.0992064731438657;4028.58253941923;1987.69340344558;1393.14811641516;1889.38058263163;0.122511341710205;5086.53555706947;3433.36491663398;1325.17832693059;1889.29234350465;-1.56949811654475;-217.503326350619;-0.282365206336908;217.503509635347;-0.0233048685663395;28.9642999996431;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.517087960024765, 0.51116234142503, 0.516036228549612, 0.527548252039117, 0.545192480939547, 0.530638586894191, 0.520410618909297, 0.554177400556853, 0.535423561589253];0.51116234142503;0.554177400556853;0.5286;[27.2, 28, 28.8, 28, 28.8, 27.2, 28, 28.8, 28.8];27.2;28.8;28.1778;[57.6, 59.2, 59.2, 60.8, 59.2, 59.2, 59.2, 62.4, 59.2];57.6;62.4;59.5556;2.08180000481661;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;2.75529999635182;"1";1;32573;32573;32573;32573;32573.0000;83386.88;83386.88;83386.88;83386.88;83386.8800;-4.75774649010208;-4.75774649010208;-4.75774649010208;-4.7577;5.6;5.6;5.6;5.6000;2869.48429681024;-2128.10855616615;-272.59879387603;18.4454999980517;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;58.5776999942027;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;34.1683000006014
HRH14440980;HE_3_1_L;"1";1;2990154;2990154;2990154;2990154;2990154.0000;7654794.24;7654794.24;7654794.24;7654794.24;7654794.2400;-1.56464198386302;-1.56464198386302;-1.56464198386302;-1.5646;5.19749999511987;"1";0;1251.54483571918;1905.13047081533;0.215196667029819;4028.71530606434;1987.86296154411;1384.49813819759;1906.06647064173;0.272896755186537;5087.70729304777;3434.43150386267;1318.02148695839;1905.59847072853;-1.56375637858819;-212.725283965451;-1.49759972223765;212.730555499462;-0.0577000881567175;53.5248999949545;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.509340714577178, 0.500812259343166, 0.500944927913011, 0.520020342552268, 0.537491778798491, 0.527363258677865, 0.535091962777396, 0.550250440049711, 0.537607343977683];0.500812259343166;0.550250440049711;0.5243;[28, 28, 28, 28, 28, 26.4, 28, 28, 28];26.4;28;27.8222;[59.2, 57.6, 59.2, 57.6, 59.2, 57.6, 57.6, 59.2, 59.2];57.6;59.2;58.4889;2.95670000195969;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;4.46460000239313;"1";1;33146;33146;33146;33146;33146.0000;84853.76;84853.76;84853.76;84853.76;84853.7600;-4.951541342042;-4.951541342042;-4.951541342042;-4.9515;5.6;5.6;5.6;5.6000;2908.38206721776;-2134.77304048754;-283.70242098355;13.7870000035036;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;81.3029000128154;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;17.1229999978095
HRH14440980;HE_5_1_L;"1";1;2992109;2992109;2992109;2992109;2992109.0000;7659799.04;7659799.04;7659799.04;7659799.04;7659799.0400;-1.57109818712712;-1.57109818712712;-1.57109818712712;-1.5711;12.441700004274;"1";0;1251.80537813363;1895.85209204588;0.206452248091831;4029.80995752932;1987.99657416288;1384.83017229692;1898.11745408807;0.198230141868272;5080.90133336256;3434.36017041845;1318.31777521528;1896.98477306698;-1.55376835014237;-212.83967066126;-3.62457926751158;212.870531032504;0.00822210622355912;84.7199999989243;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.560932795693375, 0.550518235954781, 0.540733843389702, 0.595861389956537, 0.579588439569936, 0.547841732199331, 0.561496023591652, 0.558714326802605, 0.577328294239399];0.540733843389702;0.595861389956537;0.5637;[28.8, 28.8, 28.8, 29.6, 29.6, 28.8, 28.8, 28.8, 30.4];28.8;30.4;29.1556;[62.4, 60.8, 62.4, 62.4, 62.4, 60.8, 64, 62.4, 64];60.8;64;62.4000;6.15109999489505;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;2.79909999517258;"1";1;32378;32378;32378;32378;32378.0000;82887.68;82887.68;82887.68;82887.68;82887.6800;-4.79290933063607;-4.79290933063607;-4.79290933063607;-4.7929;5.6;5.6;5.6;5.6000;2873.72690098215;-2118.80743714868;-274.613476234319;10.5040000053123;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;79.9014000076568;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;36.7594999988796
