;;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead;FM Lead
Lot ID;Unit;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. circularity;8. circularity (min);8. circularity (max);8. circularity (avg);9. inner_radius (um);9. inner_radius (um) (min);9. inner_radius (um) (max);9. inner_radius (um) (avg);10. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time
HRH14440980;HE_1_1_L1;"1";1;6845272;6845272;6845272;6845272;6845272.0000;17.52389632;17.52389632;17.52389632;17.52389632;17.5239;0.293221329642642;0.293221329642642;0.293221329642642;0.2932;3.05787791187845;-2.30305760074983;16.8003446517377;"1";0;567.796850397581;2321.60740393877;0.299917595787161;1.84132609582316;0.0992806851416692;3.71457184630203;-0.908474960636129;17.1840124403149;22.7955000009388;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.728186982296696, 0.698685114355124, 0.887162338435531, 0.877098722270693, 0.872460056249959, 0.829957482571908, 0.903299872688871, 0.818900720308407, 0.82913716132261];0.698685114355124;0.903299872688871;0.8272;[20.8, 20, 26.4, 25.6, 23.2, 27.2, 24.8, 24, 24.8];20;27.2;24.0889;13.7942000001203;"1";16;3995;[263, 273, 208, 306, 207, 277, 220, 287, 220, 286, 212, 273, 168, 264, 170, 361];168;361;249.6875;10227.2;[673.28, 698.88, 532.48, 783.36, 529.92, 709.12, 563.2, 734.72, 563.2, 732.16, 542.72, 698.88, 430.08, 675.84, 435.2, 924.16];430.08;924.16;639.2000;[-64.5198961751522, 87.8787328274098, -80.4030790571549, 0, -83.055066032126, -78.3451886217434, -85.7301371921741, -46.7885786118606, -87.8270593819011, -82.8026974334374, -86.9168125260005, 84.8102372776293, -89.2740030078703, 78.0527667340033, 85.0352374779363, -3.16367944155801];-89.2740030078703;87.8787328274098;-28.3156;2.48980001197197;"1";9;11511;[1330, 1241, 1241, 1279, 1252, 1305, 1287, 1258, 1318];1241;1330;1279.0000;0.02946816;[0.0034048, 0.00317696, 0.00317696, 0.00327424, 0.00320512, 0.0033408, 0.00329472, 0.00322048, 0.00337408];0.00317696;0.0034048;0.0033;[88.7188302517673, 88.1762255200474, -89.8919200260417, -88.601411531235, -83.997468427608, 86.1581997149141, -84.2847383533447, -78.7093793377248, -89.3273343000605];-89.8919200260417;88.7188302517673;-27.9732;2.74549999448936;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.53759999759495
HRH14440980;HE_2_1_L1;"1";1;6851602;6851602;6851602;6851602;6851602.0000;17.54010112;17.54010112;17.54010112;17.54010112;17.5401;-0.00766347642266398;-0.00766347642266398;-0.00766347642266398;-0.0077;3.02538567114669;-2.31767769534774;-0.43908485541666;"1";0;578.907304911098;2305.41544820759;-0.030237463955253;1.84016665222187;0.0984106222568291;3.68866471713215;-0.926251687857756;-1.73247906781495;18.7081999902148;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.707746648565149, 0.857913271453935, 0.75827310232109, 0.823260547098054, 0.898002024221142, 0.732525386406079, 0.884149348569114, 0.837103478498893, 0.824770602288981];0.707746648565149;0.898002024221142;0.8137;[20.8, 22.4, 22.4, 23.2, 26.4, 20.8, 24, 21.6, 22.4];20.8;26.4;22.6667;33.0929000047036;"1";16;4317;[288, 277, 255, 308, 265, 284, 264, 267, 236, 285, 255, 289, 210, 263, 220, 351];210;351;269.8125;11051.52;[737.28, 709.12, 652.8, 788.48, 678.4, 727.04, 675.84, 683.52, 604.16, 729.6, 652.8, 739.84, 537.6, 673.28, 563.2, 898.56];537.6;898.56;690.7200;[-22.0576476010309, 67.2901333513754, -61.8376656264199, -23.9378958573125, 12.2789386228614, -52.5866533016193, -52.244388270153, -75.7047460109974, -71.9842395758122, -50.5800499464586, -58.0853502380013, -39.5550139453184, -87.1636033265917, -81.5222427217651, -74.1427018947633, -6.01542555731322];-87.1636033265917;67.2901333513754;-42.3655;2.35190000967123;"1";9;11043;[1242, 1203, 1204, 1216, 1255, 1188, 1275, 1228, 1232];1188;1275;1227.0000;0.02827008;[0.00317952, 0.00307968, 0.00308224, 0.00311296, 0.0032128, 0.00304128, 0.003264, 0.00314368, 0.00315392];0.00304128;0.003264;0.0031;[-80.4779654481732, 41.7865442990078, -77.0293814560689, -85.6405171193263, 88.2257307468759, -86.4041741385004, -89.7061634843893, -87.1166931243689, 84.3401354010598];-89.7061634843893;88.2257307468759;-32.4469;2.49729999632109;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.1885000023758
HRH14440980;HE_1_2_L1;"1";1;6847218;6847218;6847218;6847218;6847218.0000;17.52887808;17.52887808;17.52887808;17.52887808;17.5289;0.134340893982885;0.134340893982885;0.134340893982885;0.1343;3.02571409246792;-2.27018479738779;7.69716624123376;"1";0;544.726488420727;2303.76499321377;0.120546860046986;1.83985136721173;0.0984481816666462;3.68602398914203;-0.871562381473163;6.90682631424653;25.5516000033822;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.824702185626365, 0.865374558379797, 0.943271178223705, 0.842392729345827, 0.86356484862171, 0.897056947678474, 0.936727474569671, 0.904444650600597, 0.915124341555695];0.824702185626365;0.943271178223705;0.8881;[28, 27.2, 27.2, 26.4, 24.8, 27.2, 27.2, 27.2, 28];24.8;28;27.0222;2.18770001083612;"1";16;3587;[184, 255, 156, 289, 187, 265, 210, 242, 177, 251, 212, 267, 156, 238, 164, 334];156;334;224.1875;9182.72;[471.04, 652.8, 399.36, 739.84, 478.72, 678.4, 537.6, 619.52, 453.12, 642.56, 542.72, 683.52, 399.36, 609.28, 419.84, 855.04];399.36;855.04;573.9200;[79.1331229957442, -90, 76.8642213211117, 0, 84.329314884483, 80.8643217831601, 74.7847571394879, -88.7520114857962, 78.7496543352561, 88.4192092012405, -85.509928000633, 87.8568833819954, 89.0100532379796, -90, 85.9412170763711, -3.08302225540104];-90;89.0100532379796;29.2880;14.7858999989694;"1";9;11374;[1331, 1252, 1216, 1274, 1219, 1218, 1290, 1281, 1293];1216;1331;1263.7778;0.02911744;[0.00340736, 0.00320512, 0.00311296, 0.00326144, 0.00312064, 0.00311808, 0.0033024, 0.00327936, 0.00331008];0.00311296;0.00340736;0.0032;[-75.5621346825903, -86.5491337831347, 89.3183228439782, -78.0100931596433, -83.3213869236511, -83.5142225484095, -88.5619499753828, -85.0817131434979, -82.7393446662714];-88.5619499753828;89.3183228439782;-63.7802;2.81099999847356;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.97150000208057
HRH14440980;HE_2_2_L1;"1";1;6846507;6846507;6846507;6846507;6846507.0000;17.52705792;17.52705792;17.52705792;17.52705792;17.5271;0.567366299847056;0.567366299847056;0.567366299847056;0.5674;3.01194755363574;-2.29144020353737;32.5076944191902;"1";0;554.891450407099;2288.40255706804;0.536605529605485;1.84086608867203;0.0989343986017057;3.66144409130887;-0.887826320651358;30.7452321097767;24.6907999971882;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.877022353103972, 0.880966190131465, 0.832609007705217, 0.790248026921534, 0.934646104251374, 0.86516598453481, 0.862449894031824, 0.895722629069766, 0.832756603318767];0.790248026921534;0.934646104251374;0.8635;[26.4, 22.4, 24.8, 23.2, 27.2, 24, 23.2, 24.8, 24.8];22.4;27.2;24.5333;4.79310000082478;"1";16;4016;[256, 250, 227, 283, 250, 250, 240, 264, 218, 263, 269, 262, 224, 234, 193, 333];193;333;251.0000;10280.96;[655.36, 640, 581.12, 724.48, 640, 640, 614.4, 675.84, 558.08, 673.28, 688.64, 670.72, 573.44, 599.04, 494.08, 852.48];494.08;852.48;642.5600;[-54.6507227353364, -81.5852868562105, -62.1173686207761, -54.6722428727507, 62.3848991357708, -79.3771258296695, -56.6535369654057, -72.5231415863702, -77.4375555320474, -67.9151522915136, 66.7176189846276, -77.048315897577, -80.9757624078787, -80.7249305130008, -73.9369372848421, 11.6188495613223];-81.5852868562105;66.7176189846276;-48.6810;2.33269999444019;"1";9;10973;[1264, 1196, 1196, 1169, 1213, 1249, 1198, 1227, 1261];1169;1264;1219.2222;0.02809088;[0.00323584, 0.00306176, 0.00306176, 0.00299264, 0.00310528, 0.00319744, 0.00306688, 0.00314112, 0.00322816];0.00299264;0.00323584;0.0031;[89.5080925532272, -80.2352400943602, 89.4237477604429, -65.6455049103992, -89.1828526970458, -69.7558270955345, -81.5515098824198, -89.7391687779647, -78.1800015036279];-89.7391687779647;89.5080925532272;-41.7065;2.99350000568666;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.81740000052378
HRH14440980;HE_4_1_L1;"1";1;6845443;6845443;6845443;6845443;6845443.0000;17.52433408;17.52433408;17.52433408;17.52433408;17.5243;-0.110964629325764;-0.110964629325764;-0.110964629325764;-0.1110;3.02115731215642;-2.31453405554615;-6.35780493559988;"1";0;577.455683269252;2301.68957897287;-0.123838649652494;1.84226550826389;0.0982867791717844;3.68270332635659;-0.923929093230803;-7.09543196568717;11.9020999991335;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.839630052349485, 0.806653437652771, 0.830653267323095, 0.883522064791117, 0.849990322184867, 0.857289488398425, 0.91845725249548, 0.916785701643249, 0.765954087114132];0.765954087114132;0.91845725249548;0.8521;[23.2, 23.2, 22.4, 23.2, 24, 23.2, 26.4, 26.4, 26.4];22.4;26.4;24.2667;3.57190000067931;"1";16;4003;[249, 252, 212, 300, 263, 257, 285, 259, 209, 272, 250, 259, 165, 235, 187, 349];165;349;250.1875;10247.68;[637.44, 645.12, 542.72, 768, 673.28, 657.92, 729.6, 663.04, 535.04, 696.32, 640, 663.04, 422.4, 601.6, 478.72, 893.44];422.4;893.44;640.4800;[-65.9280660771622, 81.2745165285932, -74.7683576074744, -14.8423824501605, -39.241344056402, 82.3189108237746, -31.2362614566316, 84.5457939872719, 87.7093814690021, -90, 87.5225792106157, 83.094593892219, -88.3797864529874, 88.8452451139744, -79.5181965657259, -2.63234794804009];-90;88.8452451139744;6.7978;1.56089999654796;"1";9;10812;[1225, 1177, 1160, 1204, 1207, 1215, 1211, 1198, 1215];1160;1225;1201.3333;0.02767872;[0.003136, 0.00301312, 0.0029696, 0.00308224, 0.00308992, 0.0031104, 0.00310016, 0.00306688, 0.0031104];0.0029696;0.003136;0.0031;[83.4872492731584, 74.7867143968553, 83.3859055806658, 81.9013303033385, 88.7356459959536, -83.2705540916705, -86.8646784966059, 80.3454058411337, -82.9975869225649];-86.8646784966059;88.7356459959536;26.6122;2.89930000144523;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;6.38279999839142
HRH14440980;HE_3_1_L1;"1";1;6849521;6849521;6849521;6849521;6849521.0000;17.53477376;17.53477376;17.53477376;17.53477376;17.5348;0.290535898294423;0.290535898294423;0.290535898294423;0.2905;3.05245260379521;-2.27903047865683;16.6464807693126;"1";0;552.623946688503;2317.09373831552;0.247653089071095;1.83837687748654;0.0963487260057357;3.70734998130484;-0.884198314701605;14.1894767871512;18.2504000113113;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.868955417922279, 0.849005861216024, 0.899227569215234, 0.847810231711221, 0.867045054945768, 0.841599946764261, 0.909806077103312, 0.903227135191565, 0.801722830222407];0.801722830222407;0.909806077103312;0.8654;[24.8, 23.2, 24.8, 25.6, 26.4, 24.8, 24.8, 27.2, 22.4];22.4;27.2;24.8889;3.59359999129083;"1";16;3326;[183, 230, 160, 252, 205, 216, 211, 219, 144, 238, 227, 239, 154, 197, 145, 306];144;306;207.8750;8514.56;[468.48, 588.8, 409.6, 645.12, 524.8, 552.96, 540.16, 560.64, 368.64, 609.28, 581.12, 611.84, 394.24, 504.32, 371.2, 783.36];368.64;783.36;532.1600;[-87.8239897953129, -86.3505233877157, -88.3252187919833, 84.8294100869682, 89.2625456684204, -86.6128962542968, 84.3396342640416, -87.6060489759022, 88.84795350506, -90, -87.1787480459964, 89.2859345980492, -85.8341262330713, 89.3091050892271, -86.6335393365702, 24.2947483704191];-90;89.3091050892271;-14.7622;1.76890000875574;"1";9;11023;[1218, 1194, 1234, 1198, 1265, 1237, 1235, 1240, 1202];1194;1265;1224.7778;0.02821888;[0.00311808, 0.00305664, 0.00315904, 0.00306688, 0.0032384, 0.00316672, 0.0031616, 0.0031744, 0.00307712];0.00305664;0.0032384;0.0031;[-81.842721166423, -81.7676051987573, 88.6055252670842, -76.485282360126, 89.5803247699035, -85.3851104587855, 89.6809761481859, -86.209638532113, 85.7311354735904];-86.209638532113;89.6809761481859;-6.4547;1.53929999214597;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.3191000034567
HRH14440980;HE_4_2_L1;"1";1;6846859;6846859;6846859;6846859;6846859.0000;17.52795904;17.52795904;17.52795904;17.52795904;17.5280;0.223269542187253;0.223269542187253;0.223269542187253;0.2233;3.01142532796425;-2.28621743523563;12.7924024611477;"1";0;557.222299137045;2292.2402119771;-0.0851744364119185;1.84004844814455;0.0976598118908622;3.66758433916337;-0.891555678619271;-4.88013572880834;9.70070000039414;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.825155079451376, 0.835083836021145, 0.925191398986082, 0.884902890195918, 0.936538703078605, 0.90275241908704, 0.917129059078226, 0.912189351003126, 0.904061831896372];0.825155079451376;0.936538703078605;0.8937;[23.2, 24.8, 26.4, 26.4, 24.8, 27.2, 26.4, 26.4, 27.2];23.2;27.2;25.8667;3.18379999953322;"1";16;3717;[221, 254, 207, 286, 214, 243, 222, 255, 175, 256, 232, 249, 159, 225, 179, 340];159;340;232.3125;9515.52;[565.76, 650.24, 529.92, 732.16, 547.84, 622.08, 568.32, 652.8, 448, 655.36, 593.92, 637.44, 407.04, 576, 458.24, 870.4];407.04;870.4;594.7200;[-81.0693431131246, 87.6105104585258, -85.8551112852289, -75.8318298834118, 81.7922221230742, 83.909423551577, 72.7207929763415, -90, 81.3224105063472, 87.3220874785724, -87.2671750886825, 88.2846228647822, 79.9277353785714, 86.4983667585288, -85.1102593991657, 0];-90;88.2846228647822;15.2659;1.72559999919031;"1";9;10809;[1275, 1217, 1199, 1163, 1164, 1189, 1150, 1209, 1243];1150;1275;1201.0000;0.02767104;[0.003264, 0.00311552, 0.00306944, 0.00297728, 0.00297984, 0.00304384, 0.002944, 0.00309504, 0.00318208];0.002944;0.003264;0.0031;[-86.1970193466575, 88.6361328992059, -87.882585360063, 75.9383402864028, 87.6061775251817, 81.5487977811213, 86.62864254948, 85.7111358491125, 83.033984335767];-87.882585360063;88.6361328992059;46.1137;2.80210000346415;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.00829998741392
HRH14440980;HE_3_2_L1;"1";1;6844352;6844352;6844352;6844352;6844352.0000;17.52154112;17.52154112;17.52154112;17.52154112;17.5215;0.135588468357635;0.135588468357635;0.135588468357635;0.1356;3.02596947579552;-2.26437035780743;7.76864698753562;"1";0;541.081466987598;2304.28962950692;0.124631553439245;1.84154939284789;0.0990852355082224;3.68686340721108;-0.865730347180158;7.14086200622794;20.0008999963757;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.955877093615284, 0.900175045958913, 0.915889741630283, 0.894871359090588, 0.902905484033987, 0.888709156200746, 0.90109933571803, 0.854661376406484, 0.871880340290496];0.854661376406484;0.955877093615284;0.8985;[27.2, 26.4, 27.2, 24.8, 26.4, 25.6, 26.4, 27.2, 26.4];24.8;27.2;26.4000;3.62990000576247;"1";16;3640;[204, 255, 168, 271, 208, 247, 228, 249, 171, 271, 212, 272, 152, 238, 154, 340];152;340;227.5000;9318.4;[522.24, 652.8, 430.08, 693.76, 532.48, 632.32, 583.68, 637.44, 437.76, 693.76, 542.72, 696.32, 389.12, 609.28, 394.24, 870.4];389.12;870.4;582.4000;[77.5121887686877, -90, 87.7417993700402, -85.3791437569857, -84.0388133371938, 87.3927785906805, -88.2824871368827, -81.0090032922931, -88.0238084676912, -85.3791437569857, -83.7007261570395, -90, 89.1430995743116, -90, -87.7115763050731, 0];-90;89.1430995743116;-38.2334;1.41549999534618;"1";9;11408;[1311, 1300, 1240, 1220, 1284, 1238, 1234, 1286, 1295];1220;1311;1267.5556;0.02920448;[0.00335616, 0.003328, 0.0031744, 0.0031232, 0.00328704, 0.00316928, 0.00315904, 0.00329216, 0.0033152];0.0031232;0.00335616;0.0032;[85.3051646669485, 87.3805941008358, -86.6826983129279, -84.1515210767538, -89.7206852806631, -89.8002581685286, -88.8750815691917, -89.9698799557482, 86.810892206474];-89.9698799557482;87.3805941008358;-29.9671;1.39669999771286;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.69899998581968
HRH14440980;HE_6_1_L1;"1";1;6853863;6853863;6853863;6853863;6853863.0000;17.54588928;17.54588928;17.54588928;17.54588928;17.5459;0.198711260404207;0.198711260404207;0.198711260404207;0.1987;3.02130111839119;-2.29822388594578;11.3853165628861;"1";0;564.216274006896;2295.40514762069;0.19291875163129;1.84033195468205;0.0965134877092119;3.6726482361931;-0.902746038411034;11.0534302574055;43.776100006653;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.875472984010878, 0.821177008383954, 0.920940067609973, 0.90913375819577, 0.907055870978553, 0.895003699261357, 0.881330844053682, 0.82196211330037, 0.903260276286336];0.821177008383954;0.920940067609973;0.8817;[24, 25.6, 25.6, 25.6, 24, 23.2, 25.6, 25.6, 25.6];23.2;25.6;24.9778;1.79740000749007;"1";16;3704;[224, 248, 169, 282, 189, 249, 237, 248, 207, 267, 248, 265, 171, 219, 155, 326];155;326;231.5000;9482.24;[573.44, 634.88, 432.64, 721.92, 483.84, 637.44, 606.72, 634.88, 529.92, 683.52, 634.88, 678.4, 437.76, 560.64, 396.8, 834.56];396.8;834.56;592.6400;[-71.3550482117289, -79.0293587040594, 89.2047494231801, -56.8437966878054, 89.8850209738196, -81.0090032922931, -85.3090939211072, -80.7439901234459, -67.4916298891186, -75.7047460109974, -70.5089241394966, -75.1472884508118, -85.1126816362689, -84.6018443021445, -88.2635317544244, 11.5364532466564];-88.2635317544244;89.8850209738196;-50.6559;1.11870000546332;"1";9;10756;[1200, 1177, 1190, 1179, 1217, 1200, 1189, 1195, 1209];1177;1217;1195.1111;0.02753536;[0.003072, 0.00301312, 0.0030464, 0.00301824, 0.00311552, 0.003072, 0.00304384, 0.0030592, 0.00309504];0.00301312;0.00311552;0.0031;[81.1853811448512, -89.1055906975492, -89.4828111159577, -78.1389652050476, -85.8640027995152, -75.6236228948627, -87.3651571755718, -81.3083498408098, -88.3824234956317];-89.4828111159577;81.1853811448512;-66.0095;1.21069999295287;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.50620000204071
