;;FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB)
Lot ID;Unit;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. circularity;8. circularity (min);8. circularity (max);8. circularity (avg);9. inner_radius (um);9. inner_radius (um) (min);9. inner_radius (um) (max);9. inner_radius (um) (avg);10. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. rect2_len2 (um);8. rect2_len2 (um) (min);8. rect2_len2 (um) (max);8. rect2_len2 (um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time
HRH14720051;HE_1_2_L1;"1";1;6872438;6872438;6872438;6872438;6872438.0000;17.59344128;17.59344128;17.59344128;17.59344128;17.5934;0.039036783482681;0.039036783482681;0.039036783482681;0.0390;3.00475057008881;-2.26928813303227;2.23664293932363;"1";0;543.920991183186;2292.1825611254;0.0385650037227351;1.83166759462519;0.0846483419828252;3.66749209780064;-0.870273585893098;2.20961195021903;17.4487000331283;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.727146231063206, 0.815918688398895, 0.80789428170911, 0.811678359577056, 0.814308740020198, 0.701848260960209, 0.75803816396963, 0.871999994536821, 0.859762945308552];0.701848260960209;0.871999994536821;0.7965;[21.6, 27.2, 22.4, 21.6, 23.2, 21.6, 21.6, 26.4, 28];21.6;28;23.7333;4.57140011712909;"1";16;4354;[321, 280, 229, 289, 257, 270, 316, 307, 269, 300, 242, 261, 236, 247, 272, 258];229;321;272.1250;11146.24;[821.76, 716.8, 586.24, 739.84, 657.92, 691.2, 808.96, 785.92, 688.64, 768, 619.52, 668.16, 604.16, 632.32, 696.32, 660.48];586.24;821.76;696.6400;[0.214569397099589, -48.6494093341315, 67.0884998289232, -45.3294560662232, -72.9001863125513, -56.4569108494829, 24.9051339874518, -30.3161412317431, 51.8253126136082, -35.6041300729472, 72.9348248504834, -69.0198176648435, 80.4267636376535, -53.5633000148823, 44.8882547250757, -59.1818066795233];-72.9001863125513;80.4267636376535;-8.0461;6.92699989303946;"1";9;11558;[1291, 1266, 1269, 1293, 1274, 1279, 1260, 1302, 1324];1260;1324;1284.2222;0.02958848;[0.00330496, 0.00324096, 0.00324864, 0.00331008, 0.00326144, 0.00327424, 0.0032256, 0.00333312, 0.00338944];0.0032256;0.00338944;0.0033;[35.7937137547972, 26.4572510426941, 37.6994267173219, 59.5133585064276, 47.9258606094654, 66.1597475931178, 39.1694305140986, 54.9313944002303, 54.1545509171853];26.4572510426941;66.1597475931178;46.8672;[0.0311126983722081, 0.0299538105961624, 0.0307349963396777, 0.0307638994510441, 0.0300231753621021, 0.0299813275223096, 0.0299813275223096, 0.0305438084608669, 0.0305470129472589];0.0299538105961624;0.0311126983722081;0.0304;2.377700060606;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.78870016336441
HRH14720051;HE_2_2_L1;"1";1;6866722;6866722;6866722;6866722;6866722.0000;17.57880832;17.57880832;17.57880832;17.57880832;17.5788;0.217999424752535;0.217999424752535;0.217999424752535;0.2180;2.99174620763736;-2.28908120759804;12.4904469746;"1";0;555.230390361786;2281.03255990952;0.176898492343351;1.83025050358331;0.0831574810516749;3.64965209585523;-0.888368624578858;10.1355370135013;30.815500067547;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.749678507701349, 0.811724203867973, 0.764373771688225, 0.697255297352782, 0.803228379029942, 0.703729833113417, 0.787661215296988, 0.744983035625989, 0.819557317500404];0.697255297352782;0.819557317500404;0.7647;[19.2, 23.2, 24.8, 21.6, 24.8, 20.8, 21.6, 23.2, 23.2];19.2;24.8;22.4889;4.23489999957383;"1";16;4555;[350, 294, 288, 286, 284, 295, 344, 287, 274, 278, 274, 253, 269, 244, 288, 247];244;350;284.6875;11660.8;[896, 752.64, 737.28, 732.16, 727.04, 755.2, 880.64, 734.72, 701.44, 711.68, 701.44, 647.68, 688.64, 624.64, 737.28, 632.32];624.64;896;728.8000;[-3.76015657077804, -40.1435632229448, 40.4040894649878, -45.304618571929, -41.2413690256443, -38.8898238707493, -0.839562440849103, -45.0791262191769, 52.3392260283643, -53.6747582147209, 57.261096592199, -76.3523470544991, -74.4750983615892, -70.7771498394739, 45.082699302644, -63.8128175396007];-76.3523470544991;57.261096592199;-22.4540;2.70500010810792;"1";9;11094;[1249, 1229, 1258, 1208, 1233, 1217, 1213, 1238, 1249];1208;1258;1232.6667;0.02840064;[0.00319744, 0.00314624, 0.00322048, 0.00309248, 0.00315648, 0.00311552, 0.00310528, 0.00316928, 0.00319744];0.00309248;0.00322048;0.0032;[30.8258450605835, 30.5329764305441, 30.3419401147806, 24.2750313448485, 22.343987726628, 5.52889798213063, 55.3965089510358, 28.8474010039538, 65.1544306192994];5.52889798213063;65.1544306192994;32.5830;[0.0305470129472589, 0.029849630995847, 0.0305181814043107, 0.0296, 0.0306100573301666, 0.0305470129472589, 0.0305470129472589, 0.0299813275223096, 0.0305470129472589];0.0296;0.0306100573301666;0.0303;26.7741999123245;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.68060001730919
HRH14720051;HE_3_1_L1;"1";1;6865055;6865055;6865055;6865055;6865055.0000;17.5745408;17.5745408;17.5745408;17.5745408;17.5745;0.389310870410652;0.389310870410652;0.389310870410652;0.3893;3.02387823852831;-2.28151943709118;22.3058697930949;"1";0;546.824111174818;2299.34759294035;0.380869772423037;1.8256884576911;0.0831716985996843;3.67895614870456;-0.874918577879709;21.8222305039482;16.7729998938739;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.640391678999562, 0.684946791308337, 0.67118326335104, 0.63927306185768, 0.714262734144568, 0.636792372056299, 0.722260388621769, 0.657975959670319, 0.839020304298368];0.636792372056299;0.839020304298368;0.6896;[21.6, 24, 22.4, 21.6, 22.4, 20.8, 21.6, 22.4, 24.8];20.8;24.8;22.4000;4.09780000336468;"1";16;4981;[354, 344, 297, 329, 319, 307, 368, 342, 298, 327, 276, 297, 287, 250, 319, 267];250;368;311.3125;12751.36;[906.24, 880.64, 760.32, 842.24, 816.64, 785.92, 942.08, 875.52, 762.88, 837.12, 706.56, 760.32, 734.72, 640, 816.64, 683.52];640;942.08;796.9600;[-10.0265102405626, -5.16068019097546, -20.4214162018205, 7.4498719048424, -11.0287800048544, -26.3673346713262, 8.24097372701731, -5.85138432681313, 33.8951904720905, -5.58038496660868, 56.7726742283303, 0, 58.1180289940071, -70.5483780094776, 23.7322202005196, -67.7856973930978];-70.5483780094776;58.1180289940071;-2.1601;2.1724000107497;"1";9;11384;[1297, 1244, 1259, 1215, 1231, 1262, 1267, 1281, 1328];1215;1328;1264.8889;0.02914304;[0.00332032, 0.00318464, 0.00322304, 0.0031104, 0.00315136, 0.00323072, 0.00324352, 0.00327936, 0.00339968];0.0031104;0.00339968;0.0032;[69.0248291702762, 72.7331126708945, 63.5602678851018, 58.3521509224176, 44.5241660571933, 55.7171685408621, 73.2304902442187, 71.7437652795825, 74.9010624922631];44.5241660571933;74.9010624922631;64.8652;[0.0299813275223096, 0.0301895549945545, 0.0301877419610326, 0.0291132785241604, 0.0294156420973604, 0.0305470129472589, 0.0292586555240825, 0.0311126983722081, 0.0305181814043107];0.0291132785241604;0.0311126983722081;0.0300;2.79080006293952;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.70519994571805
HRH14720051;HE_2_1_L1;"1";1;6872123;6872123;6872123;6872123;6872123.0000;17.59263488;17.59263488;17.59263488;17.59263488;17.5926;0.0211658804652504;0.0211658804652504;0.0211658804652504;0.0212;3.00455154600696;-2.32608607267361;1.21271562033724;"1";0;576.513116138017;2291.1035124567;-0.00102505537832408;1.82402468326207;0.0807405517096157;3.66576561993072;-0.922420985820828;-0.0587313469451557;19.5325999520719;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.669717316574917, 0.626090315565337, 0.704303246522577, 0.674482534815293, 0.669570529180316, 0.732725904034618, 0.665853777701899, 0.714234358348424];0.626090315565337;0.732725904034618;0.6821;[20, 20.8, 19.2, 20.8, 20, 20, 20.8, 23.2];19.2;23.2;20.6000;4.69550001434982;"1";16;4455;[349, 268, 291, 300, 299, 290, 321, 275, 291, 263, 268, 250, 270, 219, 263, 238];219;349;278.4375;11404.8;[893.44, 686.08, 744.96, 768, 765.44, 742.4, 821.76, 704, 744.96, 673.28, 686.08, 640, 691.2, 560.64, 673.28, 609.28];560.64;893.44;712.8000;[-1.45989901912894, -62.3900564385994, -4.90312261364532, 7.54326194802843, -26.9049360411233, -42.6142558230703, -3.10376339545538, -82.1449147508012, -25.2530599864796, -72.8477949940489, -46.5572734819335, -80.5956064121821, -54.7031512933396, -75.0085308175701, 55.3915792043683, -58.9596870571259];-82.1449147508012;55.3915792043683;-35.9070;1.56709994189441;"1";9;11399;[1280, 1260, 1263, 1296, 1221, 1223, 1340, 1251, 1265];1221;1340;1266.5556;0.02918144;[0.0032768, 0.0032256, 0.00323328, 0.00331776, 0.00312576, 0.00313088, 0.0034304, 0.00320256, 0.0032384];0.00312576;0.0034304;0.0032;[10.9011089463798, 36.6954012360574, 37.7597589409485, 75.0802325081735, 12.1623606168275, 18.7495601197842, 76.1831507846681, 13.2771987458736, 46.9903917683903];10.9011089463798;76.1831507846681;36.4221;[0.0300899246319501, 0.0297045561444319, 0.0304581487213096, 0.0302245832261203, 0.0299813275223096, 0.0299813275223096, 0.0312, 0.0310632109886128, 0.0303601793111449];0.0297045561444319;0.0312;0.0303;8.64869984798133;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.04180011153221
HRH14720051;HE_3_2_L1;"1";1;6857191;6857191;6857191;6857191;6857191.0000;17.55440896;17.55440896;17.55440896;17.55440896;17.5544;0.183798043828621;0.183798043828621;0.183798043828621;0.1838;3.00261946910914;-2.26413024248559;10.5308521941405;"1";0;540.356677850492;2289.32313868951;0.157291030685461;1.8247309493196;0.0818307212114559;3.66291702190322;-0.864570684560788;9.01211221353962;29.0620001032948;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.865125925427986, 0.84078004268371, 0.831371559826414, 0.912200235294974, 0.872433348982173, 0.838627868381365, 0.85257554155183, 0.888840421699941, 0.898114818630605];0.831371559826414;0.912200235294974;0.8667;[26.4, 24, 24.8, 24.8, 25.6, 25.6, 26.4, 25.6, 25.6];24;26.4;25.4222;2.02629994601011;"1";16;4951;[334, 328, 258, 352, 304, 344, 310, 361, 291, 351, 261, 309, 261, 290, 308, 289];258;361;309.4375;12674.56;[855.04, 839.68, 660.48, 901.12, 778.24, 880.64, 793.6, 924.16, 744.96, 898.56, 668.16, 791.04, 668.16, 742.4, 788.48, 739.84];660.48;924.16;792.1600;[26.9285796549308, -17.5681245033213, 60.4369925950325, -5.00147812620213, 15.4864601657896, -14.290032337949, 20.9893994367569, -1.11937271440062, 40.9887138662671, -13.9729467889398, 63.6082659067557, -11.0886513415723, 87.2979320980819, -35.6090272691086, 31.8870733598953, -43.4377898354744];-43.4377898354744;87.2979320980819;12.8460;1.42930005677044;"1";9;11430;[1309, 1262, 1234, 1252, 1274, 1263, 1221, 1268, 1347];1221;1347;1270.0000;0.0292608;[0.00335104, 0.00323072, 0.00315904, 0.00320512, 0.00326144, 0.00323328, 0.00312576, 0.00324608, 0.00344832];0.00312576;0.00344832;0.0033;[60.3496267348688, 74.7634056689466, 51.5972616923371, 68.3415247469904, 68.9773785100691, 67.9294845319886, 64.41045759614, 74.6001997154622, 82.158734859895];51.5972616923371;82.158734859895;68.1253;[0.0303081701470903, 0.0316783837971573, 0.03008, 0.0312365533334096, 0.0299813275223096, 0.03008, 0.030768295370397, 0.0311126983722081, 0.0312562293098472];0.0299813275223096;0.0316783837971573;0.0307;5.65830012783408;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.96960002742708
HRH14720051;HE_5_1_L1;"1";1;6864166;6864166;6864166;6864166;6864166.0000;17.57226496;17.57226496;17.57226496;17.57226496;17.5723;0.446805947006016;0.446805947006016;0.446805947006016;0.4468;3.01517737187591;-2.2809325779126;25.6000950247907;"1";0;547.722899834518;2287.71594721898;0.445621689137383;1.82341237498423;0.080574189882818;3.66034551555037;-0.876356639735229;25.5322420470628;10.9583998564631;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.666050071804694, 0.813539994308498, 0.610539088596305, 0.721017317936699, 0.778833303543768, 0.723136953287418, 0.79547165429005, 0.76401374669321];0.610539088596305;0.813539994308498;0.7341;[21.6, 24.8, 21.6, 22.4, 24.8, 21.6, 23.2, 22.4];21.6;24.8;22.8000;4.91890008561313;"1";16;4749;[341, 300, 263, 316, 321, 308, 344, 353, 285, 331, 249, 305, 263, 246, 292, 232];232;353;296.8125;12157.44;[872.96, 768, 673.28, 808.96, 821.76, 788.48, 880.64, 903.68, 729.6, 847.36, 637.44, 780.8, 673.28, 629.76, 747.52, 593.92];593.92;903.68;759.8400;[-11.7624279878412, 27.3452726518315, 59.8382358684581, 5.15827510277367, -11.2018647429673, 0.80526092242615, 2.67516335740228, -11.1183025916608, 50.4350195434012, -7.42373484030628, 80.1337827216934, 28.2638100673842, -70.248862953548, -82.0760423576455, 40.6390458416445, -70.9835733930512];-82.0760423576455;80.1337827216934;1.9049;2.75720003992319;"1";9;11617;[1345, 1235, 1305, 1278, 1286, 1226, 1243, 1317, 1382];1226;1382;1290.7778;0.02973952;[0.0034432, 0.0031616, 0.0033408, 0.00327168, 0.00329216, 0.00313856, 0.00318208, 0.00337152, 0.00353792];0.00313856;0.00353792;0.0033;[68.0471092414976, 71.514813199079, 62.8508673094761, 84.9853631767028, 70.2794931350959, 52.0912365179692, -69.8400827099244, 81.61834976461, 87.8733647187819];-69.8400827099244;87.8733647187819;56.6023;[0.0307426458887828, 0.0299813275223096, 0.0314577058387475, 0.0315310570968344, 0.0299094151523244, 0.0294156420973604, 0.0305470129472589, 0.0310632109886129, 0.0323200000000001];0.0294156420973604;0.0323200000000001;0.0308;4.83940006233752;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.05939977988601
HRH14720051;HE_4_2_L1;"1";1;6864594;6864594;6864594;6864594;6864594.0000;17.57336064;17.57336064;17.57336064;17.57336064;17.5734;0.405920836248737;0.405920836248737;0.405920836248737;0.4059;2.98194578149851;-2.28640102741692;23.2575507334736;"1";0;553.535084150322;2273.49122351945;0.337551660567063;1.82170753253541;0.0783101284995145;3.63758595763112;-0.885656134640516;19.3402855181253;15.1640998665243;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.817170641978845, 0.75107971602964, 0.800082032641571, 0.824274239714273, 0.857557578164716, 0.855738405317033, 0.82058142894902, 0.804711708055273];0.75107971602964;0.857557578164716;0.8164;[24, 20.8, 24, 24.8, 24.8, 24.8, 24.8, 25.6];20.8;25.6;24.2000;4.9089000094682;"1";16;5168;[369, 336, 324, 345, 333, 329, 382, 355, 313, 352, 288, 304, 261, 277, 319, 281];261;382;323.0000;13230.08;[944.64, 860.16, 829.44, 883.2, 852.48, 842.24, 977.92, 908.8, 801.28, 901.12, 737.28, 778.24, 668.16, 709.12, 816.64, 719.36];668.16;977.92;826.8800;[-6.81165872137927, -20.11516148769, -9.74622712791887, -3.73656595927109, -13.3781051605546, -18.1009039671432, 4.76664404560545, -7.31257562099327, 17.4658111920418, -14.3103628622712, 46.6762321082155, -32.7828749054165, -74.1928573359526, -52.7064120317671, 27.5668766020904, -45.4154082985087];-74.1928573359526;46.6762321082155;-12.6333;2.3008999414742;"1";9;10897;[1272, 1184, 1241, 1219, 1189, 1223, 1200, 1175, 1194];1175;1272;1210.7778;0.02789632;[0.00325632, 0.00303104, 0.00317696, 0.00312064, 0.00304384, 0.00313088, 0.003072, 0.003008, 0.00305664];0.003008;0.00325632;0.0031;[-87.0047400944301, 19.8481451243068, 68.6837929656997, 59.1702899677098, 47.2508300359215, 80.1086655642925, 66.2469949898573, 36.6688178786971, 66.3524434814331];-87.0047400944301;80.1086655642925;39.7028;[0.0311126983722081, 0.0297319305176722, 0.0313453730842864, 0.0294156420973604, 0.0299813275223096, 0.030733140753819, 0.0299813275223096, 0.0296, 0.029651521771451];0.0294156420973604;0.0313453730842864;0.0302;2.89559992961586;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.12409999221563
HRH14720051;HE_4_1_L1;"1";1;6857346;6857346;6857346;6857346;6857346.0000;17.55480576;17.55480576;17.55480576;17.55480576;17.5548;0.0452748544229686;0.0452748544229686;0.0452748544229686;0.0453;3.00043198730238;-2.31471629356314;2.59405807650531;"1";0;570.241529151092;2286.04878421911;0.0611855476508178;1.8299465304302;0.0843757312305628;3.65767805475058;-0.912386446641747;3.50567364758845;18.9203999470919;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.738406924218744, 0.641269895095564, 0.646848553320317, 0.817597698237152, 0.715472040072558, 0.677879681979803, 0.783524682958351, 0.798664466278316, 0.770940547540925];0.641269895095564;0.817597698237152;0.7323;[22.4, 20.8, 20, 20, 20, 20.8, 23.2, 24, 24.8];20;24.8;21.7778;4.42450004629791;"1";16;5143;[362, 308, 273, 348, 347, 312, 361, 368, 337, 364, 289, 291, 326, 257, 331, 269];257;368;321.4375;13166.08;[926.72, 788.48, 698.88, 890.88, 888.32, 798.72, 924.16, 942.08, 862.72, 931.84, 739.84, 744.96, 834.56, 657.92, 847.36, 688.64];657.92;942.08;822.8800;[-10.1061890032927, 2.91882440171398, -62.4034854162832, 9.60915476663134, -17.9675334978677, -8.54889765187715, 18.4847002566824, -2.65732049017038, 4.00149689490046, -10.2905733351753, 66.7008813824623, -38.5021278977937, -11.6243600515067, -74.4925126600463, 20.2811266593151, -50.4360416297949];-74.4925126600463;66.7008813824623;-10.3146;2.11749994195998;"1";9;10737;[1223, 1201, 1187, 1198, 1172, 1168, 1172, 1198, 1218];1168;1223;1193.0000;0.02748672;[0.00313088, 0.00307456, 0.00303872, 0.00306688, 0.00300032, 0.00299008, 0.00300032, 0.00306688, 0.00311808];0.00299008;0.00313088;0.0031;[44.9179475762988, 20.9881368880942, 56.6552700090943, 38.3039717257639, 55.0516018724843, 67.9947420821732, 77.7673668444501, 47.5107603125871, 47.3910779623984];20.9881368880942;77.7673668444501;50.7312;[0.0299813275223096, 0.0299813275223096, 0.0297199602894075, 0.0294156420973604, 0.0294156420973604, 0.0294156420973604, 0.0296949827411971, 0.0299813275223096, 0.0294156420973604];0.0294156420973604;0.0299813275223096;0.0297;3.24989994987845;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.63979991339147
HRH14720051;HE_6_2_L1;"1";1;6868842;6868842;6868842;6868842;6868842.0000;17.58423552;17.58423552;17.58423552;17.58423552;17.5842;0.26208980493481;0.26208980493481;0.26208980493481;0.2621;2.97690903590445;-2.28003089172818;15.0166396761716;"1";0;548.958506121919;2267.8353036841;0.275358898401675;1.83761805364334;0.0895441622611691;3.62853648589455;-0.878333609795071;15.7769027297876;39.070799946785;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.705758940723589, 0.688418169761275, 0.683560784739474, 0.684678634551853, 0.816256044294978, 0.649880090102793, 0.733935014136623, 0.679102470350144, 0.699942065622665];0.649880090102793;0.816256044294978;0.7046;[19.2, 20, 19.2, 20.8, 24.8, 20.8, 24, 21.6, 22.4];19.2;24.8;21.4222;4.14480012841523;"1";16;4688;[328, 277, 298, 317, 306, 296, 297, 350, 267, 309, 260, 292, 277, 277, 285, 252];252;350;293.0000;12001.28;[839.68, 709.12, 762.88, 811.52, 783.36, 757.76, 760.32, 896, 683.52, 791.04, 665.6, 747.52, 709.12, 709.12, 729.6, 645.12];645.12;896;750.0800;[-23.5171563774425, -58.3215167335818, -27.2706914404918, -20.879634633557, -28.6779123233949, -38.6385031105581, 16.4965252617223, -15.3727026411061, 64.9752506763347, -27.7790139578247, 86.6758974740505, -44.2234225591718, -61.2377052677141, -52.2107358511097, 42.9825448531649, -58.7952554586796];-61.2377052677141;86.6758974740505;-15.3621;1.19540002197027;"1";9;11068;[1248, 1230, 1198, 1235, 1222, 1221, 1219, 1229, 1266];1198;1266;1229.7778;0.02833408;[0.00319488, 0.0031488, 0.00306688, 0.0031616, 0.00312832, 0.00312576, 0.00312064, 0.00314624, 0.00324096];0.00306688;0.00324096;0.0031;[8.63639257230948, 39.5863052107368, 19.3077499356969, 21.6112003068441, 44.5041406598737, 13.537089091762, 41.4265900225801, 48.7620027948066, 20.9963416172206];8.63639257230948;48.7620027948066;28.7075;[0.0311126983722081, 0.0299813275223096, 0.0299813275223096, 0.0299813275223096, 0.0304, 0.0296, 0.0304, 0.0288499566724111, 0.0312];0.0288499566724111;0.0312;0.0302;2.01110006310046;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.46319989673793
