;;Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14720259;HE_2_2_C1;1;1308.40416678176;1869.81125085412;-0.0711701361662153;0.712812561541114;20.3601999673992;"1";0;1436.32606297555;1866.78370661993;0.238752087130175;5.13794023704351;3.47773694613984;31.7614001687616;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.50010008737445;["1", "1"];[0, 0];0;0;0;0;64.6289999131113;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;53.8824000395834;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.64000014774501
HRH14720259;HE_1_1_C1;1;1312.02422391621;1890.39742849981;0.0107981416247513;0.709047438974864;34.876000136137;"1";0;1440.09204857636;1887.68362379106;0.0576905864656681;5.13474540961693;3.47646481065073;23.2736999168992;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.00070000998676;["1", "1"];[0, 0];0;0;0;0;65.3206999413669;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;46.0932001005858;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.47459998354316
HRH14720259;HE_2_1_C1;1;1331.01255475508;1877.71929963557;0.148815063026231;0.699868655231398;63.9748000539839;"1";0;1457.3814385625;1877.66891256622;0.27365364698463;5.13655294931329;3.47935019422161;91.5370001457632;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;21.6947998851538;["1", "1"];[0, 0];0;0;0;0;58.6236999370158;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;48.2466998510063;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.31489997915924
HRH14720259;HE_4_1_C1;1;1324.15617152678;1876.27364842566;0.387905810209454;0.638128385869635;48.7041000742465;"1";0;1451.36995900928;1876.02452715289;0.420091592283506;5.13919039770332;3.48169281613736;69.1081001423299;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.88809994608164;["1", "1"];[0, 0];0;0;0;0;69.3756998516619;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;19.4804000202566;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.09969987533987
HRH14720259;HE_1_2_C1;1;1301.40183126945;1879.08875465111;0.237450824337065;0.759665491874813;61.7287999484688;"1";0;1426.33594165744;1878.83257774271;0.344748416372011;5.13633094591349;3.4780745886017;101.039499975741;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.62960002571344;["1", "1"];[0, 0];0;0;0;0;64.8779000621289;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;48.5526998527348;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.37009993381798
HRH14720259;HE_3_2_C1;1;1291.01089308971;1878.92177531481;0.250987134944033;0.768461430636762;34.7440999466926;"1";0;1416.67029883215;1876.97705110985;0.447324900108604;5.13631887291901;3.47596359757097;70.4242000356317;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;7.75890005752444;["1", "1"];[0, 0];0;0;0;0;70.7990999799222;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;21.5543999802321;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.65510014630854
HRH14720259;HE_3_1_C1;1;1306.79713868112;1890.25333296416;0.0258037210799488;0.67796043957344;62.6902000512928;"1";0;1435.43278810042;1887.64607024951;0.214689320236594;5.13906605394183;3.48011309830167;35.3771999944001;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.40889999642968;["1", "1"];[0, 0];0;0;0;0;32.2549000848085;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;37.6592997927219;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.06319990381598
HRH14720259;HE_4_2_C1;1;1308.77280385738;1865.67964363785;0.0785331348943802;0.628369506189415;72.8267000522465;"1";0;1436.66205910033;1861.51054449754;0.116804802239782;5.14137281879994;3.47931625057427;26.912400033325;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.06529994122684;["1", "1"];[0, 0];0;0;0;0;26.2853000313044;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;33.1381999421865;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.54779984243214
HRH14720259;HE_6_2_C1;1;1304.05917180643;1866.20719426069;-0.0502411665647802;0.729458525121629;36.9523998815566;"1";0;1430.79991028101;1865.26007492763;0.173144098203357;5.14022443249245;3.47720767821861;36.6738999728113;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.53890005499125;["1", "1"];[0, 0];0;0;0;0;72.9037998244166;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;42.8452000487596;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.83810000494123
