;;FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB)
Lot ID;Unit;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. circularity;8. circularity (min);8. circularity (max);8. circularity (avg);9. inner_radius (um);9. inner_radius (um) (min);9. inner_radius (um) (max);9. inner_radius (um) (avg);10. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. rect2_len2 (um);8. rect2_len2 (um) (min);8. rect2_len2 (um) (max);8. rect2_len2 (um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time
HRH14720040;HE_2_1_L1;"1";1;6840520;6840520;6840520;6840520;6840520.0000;17.5117312;17.5117312;17.5117312;17.5117312;17.5117;0.30966160335897;0.30966160335897;0.30966160335897;0.3097;2.97682532977025;-2.32262087817885;17.7423029497231;"1";0;579.145689523044;2270.2369241083;0.288561243688099;1.84205465724186;0.0982336339276904;3.63237907857328;-0.926633103236871;16.5333413943742;9.74419992417097;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.646455244780215, 0.677615825260186];0.646455244780215;0.677615825260186;0.6620;[18.4, 17.6];17.6;18.4;18.0000;6.14780001342297;"1";16;4931;[377, 274, 342, 292, 352, 291, 339, 316, 316, 276, 323, 272, 262, 299, 281, 319];262;377;308.1875;12623.36;[965.12, 701.44, 875.52, 747.52, 901.12, 744.96, 867.84, 808.96, 808.96, 706.56, 826.88, 696.32, 670.72, 765.44, 719.36, 816.64];670.72;965.12;788.9600;[-5.32843973354287, -48.1080959435181, 21.679020560108, -34.8879697192839, 6.41670688458697, -43.3384144259261, 11.9263355451161, -9.83713125204973, 27.1876092918163, -58.1801944477536, 16.5317721524173, -48.86015565833, -73.4867731359847, 30.1973833846353, 52.901620624241, -4.35752803944717];-73.4867731359847;52.901620624241;-9.9715;2.25239992141724;"1";9;10024;[1146, 1104, 1097, 1107, 1112, 1116, 1094, 1135, 1113];1094;1146;1113.7778;0.02566144;[0.00293376, 0.00282624, 0.00280832, 0.00283392, 0.00284672, 0.00285696, 0.00280064, 0.0029056, 0.00284928];0.00280064;0.00293376;0.0029;[83.354215671237, -29.8032062416936, 74.395704850942, 54.1391536799633, -33.5970596857687, -82.9874605587098, -38.7131854773156, 87.3312069787517, 28.0296534742973];-82.9874605587098;87.3312069787517;15.7943;[0.0294156420973604, 0.0282842712474619, 0.028, 0.0294156420973604, 0.0288, 0.0294156420973604, 0.0288, 0.0294156420973604, 0.0288499566724111];0.028;0.0294156420973604;0.0289;5.57639985345304;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.41430010646582
HRH14720040;HE_1_2_L1;"1";1;6841059;6841059;6841059;6841059;6841059.0000;17.51311104;17.51311104;17.51311104;17.51311104;17.5131;0.394639618377535;0.394639618377535;0.394639618377535;0.3946;2.97488344959457;-2.2723253094002;22.6111845616862;"1";0;547.645190250428;2266.43851934411;0.374662235224475;1.84292549091139;0.0986470644414608;3.62630163095058;-0.876232304400685;21.4665648213001;17.6646998152137;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.62784186152104, 0.613331886427862, 0.667958806993514, 0.657409715814046, 0.661807628733778, 0.656681391342719];0.613331886427862;0.667958806993514;0.6475;[18.4, 19.2, 19.2, 19.2, 18.4, 19.2];18.4;19.2;18.9333;8.47460003569722;"1";16;4683;[326, 289, 296, 333, 298, 303, 288, 297, 307, 294, 281, 280, 247, 297, 212, 335];212;335;292.6875;11988.48;[834.56, 739.84, 757.76, 852.48, 762.88, 775.68, 737.28, 760.32, 785.92, 752.64, 719.36, 716.8, 632.32, 760.32, 542.72, 857.6];542.72;857.6;749.2800;[20.4418427834981, -35.9478964887856, 38.6804065138528, -18.48040088497, 39.6393230240048, -31.9870711442774, 44.9362641664355, -34.5114373666695, 33.5874085038032, -37.8798371035208, 56.3916223978596, -47.1734228168786, -78.3614280809295, 29.6013134834022, -88.3892925870583, 5.23011783339596];-88.3892925870583;56.3916223978596;-6.5139;2.93689989484847;"1";9;10379;[1166, 1123, 1114, 1161, 1205, 1111, 1182, 1175, 1142];1111;1205;1153.2222;0.02657024;[0.00298496, 0.00287488, 0.00285184, 0.00297216, 0.0030848, 0.00284416, 0.00302592, 0.003008, 0.00292352];0.00284416;0.0030848;0.0030;[82.2984992037369, 88.3603181929931, -73.2275041779875, -76.731987640061, -88.5520175575436, -75.8825640095014, 89.7087960059396, -87.3016789194255, 75.847030857583];-88.5520175575436;89.7087960059396;-7.2757;[0.0305953475894235, 0.0294156420973604, 0.0288499566724111, 0.0304084619801791, 0.0288, 0.0294156420973604, 0.0299967565814273, 0.0294156420973604, 0.02944];0.0288;0.0305953475894235;0.0296;4.37880004756153;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;39.1929999459535
HRH14720040;HE_2_2_L1;"1";1;6841129;6841129;6841129;6841129;6841129.0000;17.51329024;17.51329024;17.51329024;17.51329024;17.5133;0.59496577147803;0.59496577147803;0.59496577147803;0.5950;2.95678023530911;-2.29405246578452;34.0890276604361;"1";0;559.283437762979;2253.16445444749;0.581401753198472;1.84190610101463;0.0980116000303461;3.60506312711598;-0.894853500420767;33.3118666597791;8.56350013054907;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.656300390432525, 0.748543169549034, 0.626699058190218, 0.600754628948504];0.600754628948504;0.748543169549034;0.6581;[18.4, 17.6, 17.6, 17.6];17.6;18.4;17.8000;3.12519981525838;"1";16;4962;[341, 293, 340, 280, 343, 307, 341, 295, 343, 298, 327, 288, 278, 307, 273, 308];273;343;310.1250;12702.72;[872.96, 750.08, 870.4, 716.8, 878.08, 785.92, 872.96, 755.2, 878.08, 762.88, 837.12, 737.28, 711.68, 785.92, 698.88, 788.48];698.88;878.08;793.9200;[6.82025540746179, -34.9318303103155, 15.265551084809, -37.0556458014233, 12.1137225263319, -27.5095405831638, 20.2497625439664, -32.8449027597557, 4.98773527133423, -35.7629298980066, 15.8437393950874, -34.7711422361147, 63.6735200874563, -10.3627530969022, 53.677816292514, -12.7221824002108];-37.0556458014233;63.6735200874563;-2.0831;3.30790015868843;"1";9;10060;[1145, 1094, 1132, 1115, 1116, 1115, 1097, 1114, 1132];1094;1145;1117.7778;0.0257536;[0.0029312, 0.00280064, 0.00289792, 0.0028544, 0.00285696, 0.0028544, 0.00280832, 0.00285184, 0.00289792];0.00280064;0.0029312;0.0029;[-84.8472411969175, -89.7318602120427, 74.2130126572676, -68.0333925176394, 89.3738657513693, 72.6164498029239, -55.5478478003102, 60.6127115462935, 70.1546754820304];-89.7318602120427;89.3738657513693;7.6456;[0.0294156420973604, 0.0288499566724111, 0.0288499566724111, 0.0291729695753818, 0.0288499566724111, 0.0288, 0.0294156420973604, 0.0288, 0.0288499566724111];0.0288;0.0294156420973604;0.0290;1.97830004617572;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.81789992004633
HRH14720040;HE_1_1_L1;"1";1;6839345;6839345;6839345;6839345;6839345.0000;17.5087232;17.5087232;17.5087232;17.5087232;17.5087;0.350861568906501;0.350861568906501;0.350861568906501;0.3509;3.00021658612045;-2.29723449295218;20.102887091681;"1";0;563.216033450318;2283.68605798905;0.310977990284734;1.84271480226474;0.0991987310523944;3.65389769278248;-0.901145653520509;17.8177263647756;37.1729000471532;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.656321091960768, 0.648513466658403, 0.641109967328346, 0.601457178154176, 0.618054195190883, 0.613724806341785];0.601457178154176;0.656321091960768;0.6299;[17.6, 18.4, 18.4, 18.4, 18.4, 18.4];17.6;18.4;18.2667;2.85679986700416;"1";16;4686;[336, 285, 272, 320, 302, 310, 299, 281, 296, 301, 266, 300, 267, 291, 237, 323];237;336;292.8750;11996.16;[860.16, 729.6, 696.32, 819.2, 773.12, 793.6, 765.44, 719.36, 757.76, 770.56, 680.96, 768, 683.52, 744.96, 606.72, 826.88];606.72;860.16;749.7600;[14.0529488341043, -44.9611281012637, 60.0111886588712, -25.177763457281, 34.1945216288273, -7.89970104413675, 34.1763117949625, -60.5036556162545, 35.8550181231077, 10.9508714529017, 59.953009505978, 29.1120102712865, 73.9807288071934, -3.18969207144267, 76.9818271648466, 4.52328890828522];-60.5036556162545;76.9818271648466;18.2537;3.00599983893335;"1";9;10529;[1154, 1155, 1166, 1123, 1120, 1161, 1209, 1217, 1224];1120;1224;1169.8889;0.02695424;[0.00295424, 0.0029568, 0.00298496, 0.00287488, 0.0028672, 0.00297216, 0.00309504, 0.00311552, 0.00313344];0.0028672;0.00313344;0.0030;[89.9736035361988, 81.7315833675192, -84.9592010568938, -79.7455254225255, 89.824447648946, -81.8929592125981, -85.0464078684897, 84.8985059864209, 85.6015627493683];-85.0464078684897;89.9736035361988;11.1540;[0.0294156420973604, 0.0294156420973604, 0.0296886048893168, 0.0292673839744153, 0.0294156420973604, 0.0296889647996099, 0.0305470129472589, 0.029706711367387, 0.0305470129472589];0.0292673839744153;0.0305470129472589;0.0297;6.08660001307726;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.06499989144504
HRH14720040;HE_3_2_L1;"1";1;6838167;6838167;6838167;6838167;6838167.0000;17.50570752;17.50570752;17.50570752;17.50570752;17.5057;0.421079032258001;0.421079032258001;0.421079032258001;0.4211;2.96502661230707;-2.2683186146229;24.1260513898365;"1";0;543.616501255148;2260.11096720216;0.198268507398936;1.84131546315456;0.0979366366778289;3.61617754752346;-0.869786402008237;11.3599486843173;15.7949000131339;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.676126959380984, 0.605216283860002, 0.633402382855158, 0.648546603767951];0.605216283860002;0.676126959380984;0.6408;[20, 18.4, 19.2, 18.4];18.4;20;19.0000;2.68099992536008;"1";16;4652;[335, 289, 274, 276, 320, 285, 302, 303, 297, 309, 275, 291, 251, 286, 246, 313];246;335;290.7500;11909.12;[857.6, 739.84, 701.44, 706.56, 819.2, 729.6, 773.12, 775.68, 760.32, 791.04, 704, 744.96, 642.56, 732.16, 629.76, 801.28];629.76;857.6;744.3200;[12.3616480850815, 0, 53.7877585669191, 80.8630919309693, 24.0554131903384, -57.0126038127327, 30.734179291753, -11.8149416549527, 41.3219681651169, -20.4782537875037, 57.7788776275206, -45.884885006649, 85.2210187171007, 50.2896113711063, 66.4108198589285, -13.1881516194563];-57.0126038127327;85.2210187171007;22.1528;3.51980002596974;"1";9;10423;[1151, 1168, 1146, 1143, 1122, 1183, 1163, 1185, 1162];1122;1185;1158.1111;0.02668288;[0.00294656, 0.00299008, 0.00293376, 0.00292608, 0.00287232, 0.00302848, 0.00297728, 0.0030336, 0.00297472];0.00287232;0.0030336;0.0030;[67.6802338353026, 86.751551853507, 74.9774407396686, 88.5379938728475, 84.4792212212245, 86.2032237593447, -79.7537859319055, -84.6212396269509, 85.0955437809345];-84.6212396269509;88.5379938728475;45.4834;[0.0288499566724111, 0.0299199999999999, 0.0288499566724111, 0.0296949827411971, 0.0288499566724111, 0.0294156420973604, 0.0291132785241604, 0.0305642773430839, 0.0293695973484084];0.0288499566724111;0.0305642773430839;0.0294;4.99569997191429;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;10.8908999245614
HRH14720040;HE_4_2_L1;"1";1;6834842;6834842;6834842;6834842;6834842.0000;17.49719552;17.49719552;17.49719552;17.49719552;17.4972;0.436132195784081;0.436132195784081;0.436132195784081;0.4361;2.95389904679582;-2.28725840614896;24.9885341282012;"1";0;552.147756736653;2255.34261737249;0.416921631126613;1.84562525984112;0.100990492461866;3.60854818779599;-0.883436410778644;23.887849851265;36.4041000138968;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0.672822561167323;0.672822561167323;0.672822561167323;0.6728;17.6;17.6;17.6;17.6000;11.2661998718977;"1";19;4900;[361, 242, 317, 295, 21, 337, 284, 323, 294, 318, 275, 322, 292, 28, 293, 292, 24, 274, 308];21;361;257.8947;12544;[924.16, 619.52, 811.52, 755.2, 53.76, 862.72, 727.04, 826.88, 752.64, 814.08, 704, 824.32, 747.52, 71.68, 750.08, 747.52, 61.44, 701.44, 788.48];53.76;924.16;660.2105;[3.81283382743666, -66.5482181655413, 13.9734827717639, -36.3851280055493, 27.3655601781994, 4.6682431595862, 53.0626319689335, 18.4444415982263, -8.95014375040606, 7.11785778414192, -39.1073120891948, 22.7580097363037, -44.9722077599545, 33.2256419900817, 29.7324762282386, 32.0987276503887, 7.57948350484394, 62.4399275442942, 12.2393805590165];-66.5482181655413;62.4399275442942;6.9766;8.56489990837872;"1";9;10082;[1129, 1110, 1129, 1135, 1138, 1111, 1093, 1124, 1113];1093;1138;1120.2222;0.02580992;[0.00289024, 0.0028416, 0.00289024, 0.0029056, 0.00291328, 0.00284416, 0.00279808, 0.00287744, 0.00284928];0.00279808;0.00291328;0.0029;[-85.6347714795538, 56.3853726773231, -85.9656115498946, 68.2997781754699, -83.7231989504765, 74.8732803431723, 79.3087233931851, 70.0499966325711, 59.6420539036502];-85.9656115498946;79.3087233931851;17.0262;[0.0294156420973604, 0.0277185858225127, 0.0294156420973604, 0.028979440988397, 0.0294156420973604, 0.0282842712474619, 0.0288499566724111, 0.0294400000000001, 0.0288499566724111];0.0277185858225127;0.0294400000000001;0.0289;1.6308999620378;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.07189982756972
HRH14720040;HE_3_1_L1;"1";1;6840529;6840529;6840529;6840529;6840529.0000;17.51175424;17.51175424;17.51175424;17.51175424;17.5118;0.447874685292047;0.447874685292047;0.447874685292047;0.4479;2.99146748071677;-2.2868364425032;25.6613292179842;"1";0;554.747546302298;2277.51398371465;0.246452055817451;1.84474429302126;0.0980814883447003;3.64402237394345;-0.887596074083676;14.1206626506625;13.6202999856323;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.628319428085516, 0.608568324317948, 0.666058964090545];0.608568324317948;0.666058964090545;0.6343;[19.2, 17.6, 18.4];17.6;19.2;18.4000;3.4575997851789;"1";16;4792;[354, 297, 287, 301, 317, 288, 327, 303, 288, 312, 282, 293, 285, 289, 263, 306];263;354;299.5000;12267.52;[906.24, 760.32, 734.72, 770.56, 811.52, 737.28, 837.12, 775.68, 737.28, 798.72, 721.92, 750.08, 729.6, 739.84, 673.28, 783.36];673.28;906.24;766.7200;[5.01332688995497, 27.8258250930017, 43.0941915922229, -31.9066850799975, 18.8421324966302, -45, 18.8345287548677, 11.8149416549528, 45.0129275477638, 7.25389865233432, 48.6938273476172, -33.1738331189154, 48.729828866232, 0, 59.9995327779641, 0];-45;59.9995327779641;14.0647;4.15379996411502;"1";9;10587;[1170, 1141, 1203, 1126, 1170, 1187, 1174, 1200, 1216];1126;1216;1176.3333;0.02710272;[0.0029952, 0.00292096, 0.00307968, 0.00288256, 0.0029952, 0.00303872, 0.00300544, 0.003072, 0.00311296];0.00288256;0.00311296;0.0030;[-88.5262590204097, 86.0150163086624, 83.1869907766312, 79.013807234124, 88.3613999566383, 87.5570043654327, -87.7556102262862, 83.5845279708402, 75.0771761560013];-88.5262590204097;88.3613999566383;45.1682;[0.0299813275223096, 0.0294156420973604, 0.0294156420973604, 0.0282842712474619, 0.0299813275223096, 0.0288, 0.0293822334679371, 0.0294334442991657, 0.0302352403016341];0.0282842712474619;0.0302352403016341;0.0294;3.5260000731796;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.75779990665615
HRH14720040;HE_6_2_L1;"1";1;6823855;6823855;6823855;6823855;6823855.0000;17.4690688;17.4690688;17.4690688;17.4690688;17.4691;0.545276661776715;0.545276661776715;0.545276661776715;0.5453;2.95349894720799;-2.29580374659192;31.2420513867882;"1";0;557.983031583589;2254.37522754377;0.548810746508924;1.84597973791002;0.100925032426096;3.60700036407003;-0.892772850533742;31.4445395263854;11.6735999472439;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;3.7022999022156;"1";16;5087;[357, 285, 346, 311, 324, 331, 339, 331, 339, 295, 312, 295, 278, 313, 266, 365];266;365;317.9375;13022.72;[913.92, 729.6, 885.76, 796.16, 829.44, 847.36, 867.84, 847.36, 867.84, 755.2, 798.72, 755.2, 711.68, 801.28, 680.96, 934.4];680.96;934.4;813.9200;[6.58768654053101, -40.8031497204535, 7.96111146135599, -15.727659959905, 23.468073636775, -15.5877931655847, 4.97306087694993, -16.4378338299424, 13.9865734879809, -30.0506307934782, 30.2963529139847, -21.7726059978651, -52.9373478213851, -21.4131699649566, 59.7710619629514, 4.85982166845554];-52.9373478213851;59.7710619629514;-3.9267;6.26370008103549;"1";9;10053;[1112, 1113, 1135, 1106, 1115, 1087, 1116, 1144, 1125];1087;1144;1117.0000;0.02573568;[0.00284672, 0.00284928, 0.0029056, 0.00283136, 0.0028544, 0.00278272, 0.00285696, 0.00292864, 0.00288];0.00278272;0.00292864;0.0029;[69.1528692661652, 78.9265660997571, -89.1192553669447, -82.3963478462165, 79.0020212436787, 77.5512357455261, -81.7156825641923, 82.7076263431328, 86.1493282584995];-89.1192553669447;86.1493282584995;24.4732;[0.0296, 0.0294156420973604, 0.0294156420973604, 0.0294156420973604, 0.0288499566724111, 0.028, 0.029397267632593, 0.0294156420973604, 0.0290662902822019];0.028;0.0296;0.0292;8.20029992610216;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.34230002388358
HRH14720040;HE_4_1_L1;"1";1;6840528;6840528;6840528;6840528;6840528.0000;17.51175168;17.51175168;17.51175168;17.51175168;17.5118;0.21686162424416;0.21686162424416;0.21686162424416;0.2169;2.96641394114606;-2.32275485775367;12.4252558075423;"1";0;576.659835067465;2266.6526530539;0.214408983038652;1.84495297790633;0.102400541649653;3.62664424488624;-0.922655736107944;12.2847298178068;18.968400079757;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;4.39450005069375;"1";21;5089;[40, 385, 292, 313, 289, 31, 356, 301, 41, 348, 283, 339, 289, 312, 291, 31, 284, 263, 24, 283, 294];24;385;242.3333;13027.84;[102.4, 985.6, 747.52, 801.28, 739.84, 79.36, 911.36, 770.56, 104.96, 890.88, 724.48, 867.84, 739.84, 798.72, 744.96, 79.36, 727.04, 673.28, 61.44, 724.48, 752.64];61.44;985.6;620.3733;[41.4939701637706, -2.60715179320599, -33.7233114638622, 25.5309704843396, 35.1607940584315, 9.54457707483952, -1.6973615878163, 31.8674898267476, 7.08295951348329, -2.64428811585697, -61.7927376102217, 12.577258613307, -39.0421810501552, 4.41840893795874, -5.3928889930012, 25.670095872955, 49.8668596894065, 85.5961777704193, -4.12089494602697, 51.9292129513659, -34.1529820748418];-61.7927376102217;85.5961777704193;9.3126;5.56980003602803;"1";9;9965;[1142, 1088, 1111, 1066, 1097, 1115, 1097, 1109, 1140];1066;1142;1107.2222;0.0255104;[0.00292352, 0.00278528, 0.00284416, 0.00272896, 0.00280832, 0.0028544, 0.00280832, 0.00283904, 0.0029184];0.00272896;0.00292352;0.0028;[81.8203577793129, 76.5181157214296, 71.7038877531948, 75.4789221359451, 62.7845415563933, 83.967126141573, 77.1070369163975, 61.3189283235651, 61.5730288334636];61.3189283235651;83.967126141573;72.4747;[0.0294156420973604, 0.0282842712474619, 0.0277185858225127, 0.0282842712474619, 0.0282842712474619, 0.0294156420973604, 0.0285869900479222, 0.0277185858225127, 0.0288499566724111];0.0277185858225127;0.0294156420973604;0.0285;2.47429986484349;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.6157998945564
