;;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL (um)(FM);3. Diameter FAIL (um)(FM) (min);3. Diameter FAIL (um)(FM) (max);3. Diameter FAIL (um)(FM) (avg);4. Diameter ALL (um)(FM);4. Diameter ALL (um)(FM) (min);4. Diameter ALL (um)(FM) (max);4. Diameter ALL (um)(FM) (avg);5. Area ALL (um2)(FM);5. Area ALL (um2)(FM) (min);5. Area ALL (um2)(FM) (max);5. Area ALL (um2)(FM) (avg);6. Cummulative Area (um2)(FM);7. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL PD (um)(FM);3. Diameter FAIL PD (um)(FM) (min);3. Diameter FAIL PD (um)(FM) (max);3. Diameter FAIL PD (um)(FM) (avg);4. Diameter FAIL Non-Act (um)(FM);4. Diameter FAIL Non-Act (um)(FM) (min);4. Diameter FAIL Non-Act (um)(FM) (max);4. Diameter FAIL Non-Act (um)(FM) (avg);5. Diameter ALL (um)(FM);5. Diameter ALL (um)(FM) (min);5. Diameter ALL (um)(FM) (max);5. Diameter ALL (um)(FM) (avg);6. Area ALL (um2)(FM);6. Area ALL (um2)(FM) (min);6. Area ALL (um2)(FM) (max);6. Area ALL (um2)(FM) (avg);7. Cummulative Area (um2)(FM);8. Inspection Time;1. Defect;2. N_Defect;3. Diameter (pixel)(Scratch PD);3. Diameter (pixel)(Scratch PD) (min);3. Diameter (pixel)(Scratch PD) (max);3. Diameter (pixel)(Scratch PD) (avg);4. Diameter FAIL (um)(Scratch PD);4. Diameter FAIL (um)(Scratch PD) (min);4. Diameter FAIL (um)(Scratch PD) (max);4. Diameter FAIL (um)(Scratch PD) (avg);5. Diameter ALL (um)(Scratch PD);5. Diameter ALL (um)(Scratch PD) (min);5. Diameter ALL (um)(Scratch PD) (max);5. Diameter ALL (um)(Scratch PD) (avg);6. Area ALL (um)(Scratch PD);6. Area ALL (um)(Scratch PD) (min);6. Area ALL (um)(Scratch PD) (max);6. Area ALL (um)(Scratch PD) (avg);7. Cummulative Area (um2)(Scratch PD);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. inner_radius (um);8. inner_radius (um) (min);8. inner_radius (um) (max);8. inner_radius (um) (avg);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time
HRH14520024;HE_9_1_C_78;1;0;0;0;0;8.97689996054396;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;7.6452000066638;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;19.2310999846086;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;22.3185000359081;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.40589995216578
HRH14520024;HE_6_5_C;1;1319.12048656178;1900.89733570264;0.540562311618846;0.993336090095056;15.1330000371672;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;16.0772000090219;"77";10;0;0;0;0.0000;0;0;0;0.0000;[19.3328735577513, 20.3646752981726, 12.1852369693823, 13.7637204272682, 22.2854212434946, 13.7637204272682, 18.2428068015862, 19.3328735577513, 12.1852369693823, 12.1852369693823];12.1852369693823;22.2854212434946;16.3642;[194.56, 153.6, 61.44, 112.64, 204.8, 112.64, 153.6, 184.32, 92.16, 61.44];61.44;204.8;133.1200;1331.2;86.94770000875;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;48.9328999537975;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.63219996122643
HRH14520024;HE_17_7_C_77;1;1322.32747484993;1895.87747479395;0.644539958903888;0.990694149034027;10.0455000065267;"77";1;188.806779539295;188.806779539295;188.806779539295;188.8068;188.806779539295;188.806779539295;188.806779539295;188.8068;878.08;878.08;878.08;878.0800;878.08;34.6296000061557;"77";1;0;0;0;0.0000;188.806779539295;188.806779539295;188.806779539295;188.8068;188.806779539295;188.806779539295;188.806779539295;188.8068;878.08;878.08;878.08;878.0800;878.08;76.5165999764577;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;85.8684999984689;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.85589996585622
HRH14520024;HE_18_8_C_77;1;1323.29554381814;1877.93887119051;0.535261464659267;0.983688031020165;11.3915000110865;"77";1;190.406722570397;190.406722570397;190.406722570397;190.4067;190.406722570397;190.406722570397;190.406722570397;190.4067;980.48;980.48;980.48;980.4800;980.48;47.6853000000119;"77";2;0;0;0;0.0000;190.406722570397;190.406722570397;190.406722570397;190.4067;[22.2854212434946, 190.406722570397];22.2854212434946;190.406722570397;106.3461;[194.56, 980.48];194.56;980.48;587.5200;1175.04;45.1934000011533;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;35.837100003846;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.29200000083074
HRH14520024;HE_9_8_C;1;1292.31080223772;1908.80462999724;0.633273323254578;0.994981885164009;13.4907999890856;"1";1;0;0;0;0.0000;26.387876003953;26.387876003953;26.387876003953;26.3879;504.32;504.32;504.32;504.3200;504.32;19.9486000346951;"77";8;0;0;0;0.0000;0;0;0;0.0000;[26.387876003953, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 11.3137084989848, 15.1789327688082, 9.32952303175248];9.32952303175248;26.387876003953;12.4410;[504.32, 61.44, 51.2, 51.2, 61.44, 71.68, 122.88, 61.44];51.2;504.32;123.2000;985.6;110.190899984445;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;76.6305000288412;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.26739998813719
HRH14520024;HE_1_9_C_78;1;0;0;0;0;15.2080000261776;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;18.5162999550812;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;20.7994999946095;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;26.0346999857575;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.43860001116991
HRH14520024;HE_9_9_C_77;1;1299.74445267099;1933.33726219751;0.442612376338442;0.990128774169193;17.1909999917261;"77";1;59.0050845266745;59.0050845266745;59.0050845266745;59.0051;59.0050845266745;59.0050845266745;59.0050845266745;59.0051;1725.44;1725.44;1725.44;1725.4400;1725.44;26.4676999649964;"77";2;0;0;0;0.0000;59.0050845266745;59.0050845266745;59.0050845266745;59.0051;[59.0050845266745, 11.3137084989848];11.3137084989848;59.0050845266745;35.1594;[1725.44, 81.92];81.92;1725.44;903.6800;1807.36;132.249900023453;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;77.9080999782309;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.06299999263138
HRH14520024;HE_18_9_C_78;1;0;0;0;0;7.78929999796674;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;23.4834000002593;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;27.6610000291839;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;14.6378000499681;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.65970000671223
HRH14520024;HE_1_14_C;1;1282.51060376545;1943.48859417142;0.441492045824507;0.975456966771617;13.2621999946423;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;41.1454000277445;"77";2;47.7325884485642;47.7325884485642;47.7325884485642;47.7326;0;0;0;0.0000;[47.7325884485642, 16.4730082255792];16.4730082255792;47.7325884485642;32.1028;[788.48, 92.16];92.16;788.48;440.3200;880.64;82.0115000242367;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;86.8194000213407;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.25970002450049
