;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches
Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. Area ALL (um2)(FM);7. *Cummulative Area (um2)(FM);8. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. Diameter ALL (um)(FM);7. Area ALL (um2)(FM);8. *Cummulative Area (um2)(FM);9. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. Diameter (pixel)(Scratch PD);5. *Diameter FAIL (um)(Scratch PD);6. Diameter ALL (um)(Scratch PD);7. Area ALL (um)(Scratch PD);8. *Cummulative Area (um2)(Scratch PD);9. Inspection Time
HE_11_4_C;1;1280.79092739508;1881.41015069983;0.0849235231380816;0.995017331250097;22.2259000001941;"FM";"1";0;0;0;0;0;21.4980000018841;"FM";"1";13;0;0;[11.3137084989848, 12.1852369693823, 12.1852369693823, 9.32952303175248, 9.32952303175248, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248, 15.1789327688082, 13.7637204272682, 13.7637204272682, 9.32952303175248];[92.16, 71.68, 71.68, 51.2, 71.68, 81.92, 61.44, 51.2, 51.2, 163.84, 122.88, 112.64, 61.44];1064.96;116.022599999269;"Scratch_PD";"1";0;0;0;0;0;0;118.023600000015
HE_8_4_C_77;1;1288.94732657341;1877.53432248317;0.442196821191379;0.996461481825634;17.2989999991842;"FM";"77";1;39.5818140059295;39.5818140059295;957.44;957.44;20.09530000214;"FM";"77";8;0;39.5818140059295;[39.5818140059295, 9.32952303175248, 16.4730082255792, 9.32952303175248, 13.7637204272682, 13.7637204272682, 12.1852369693823, 11.3137084989848];[957.44, 51.2, 122.88, 51.2, 112.64, 61.44, 92.16, 81.92];1530.88;143.977499999892;"Scratch_PD";"1";0;0;0;0;0;0;175.194999999803
HE_5_3_C;1;1291.13646202412;1899.82763039861;0.478882742140677;0.995844994096331;35.6355000003532;"FM";"1";0;0;0;0;0;62.6545000013721;"FM";"1";16;0;0;[12.1852369693823, 11.3137084989848, 15.1789327688082, 11.3137084989848, 9.32952303175248, 12.1852369693823, 9.32952303175248, 18.2428068015862, 12.1852369693823, 9.32952303175248, 11.3137084989848, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 19.3328735577513];[92.16, 61.44, 92.16, 71.68, 61.44, 92.16, 61.44, 153.6, 102.4, 51.2, 81.92, 61.44, 112.64, 51.2, 51.2, 133.12];1331.2;177.757800000109;"Scratch_PD";"1";0;0;0;0;0;0;106.035100001463
HE_2_3_C;1;1311.76630401644;1884.57584748543;0.315955800520132;0.995589495052229;28.6640000012994;"FM";"1";0;0;0;0;0;21.5472000018053;"FM";"1";14;0;0;[9.32952303175248, 9.32952303175248, 12.1852369693823, 20.3646752981726, 9.32952303175248, 11.3137084989848, 15.1789327688082, 11.3137084989848, 15.1789327688082, 12.1852369693823, 9.32952303175248, 9.32952303175248, 13.7637204272682, 18.2428068015862];[51.2, 61.44, 71.68, 174.08, 61.44, 81.92, 143.36, 81.92, 122.88, 92.16, 51.2, 61.44, 112.64, 163.84];1331.2;163.011000000552;"Scratch_PD";"1";0;0;0;0;0;0;113.342300002842
HE_1_5_C;1;1287.48033992333;1902.86704192247;0.49709234635705;0.989152407484823;37.2257999988506;"FM";"1";1;0;27.9427987145168;391.68;391.68;50.1412999983586;"FM";"1";13;0;0;[27.9427987145168, 18.2428068015862, 19.3328735577513, 12.1852369693823, 19.3328735577513, 12.1852369693823, 15.1789327688082, 12.1852369693823, 23.6237168963734, 20.8614476966485, 12.1852369693823, 17.6725776274996, 18.2428068015862];[391.68, 153.6, 163.84, 61.44, 184.32, 81.92, 81.92, 61.44, 256, 276.48, 81.92, 174.08, 112.64];2081.28;72.025699999358;"Scratch_PD";"1";0;0;0;0;0;0;111.673499999597
HE_2_6_C;1;1282.86108147622;1883.80596741333;0.466971917276944;0.987893842954861;19.5344999992813;"FM";"1";0;0;0;0;0;40.8028999991075;"FM";"1";7;0;0;[12.1852369693823, 30.7766144986741, 18.2428068015862, 14.4886162210199, 12.1852369693823, 16.4730082255792, 12.1852369693823];[71.68, 409.6, 122.88, 71.68, 61.44, 163.84, 61.44];962.56;93.3871000015642;"Scratch_PD";"1";0;0;0;0;0;0;133.762699999352
HE_6_6_C;1;1292.98620173011;1877.15351616678;0.438909131678725;0.9963059890502;19.5325000022422;"FM";"1";1;0;30.3578655376164;419.84;419.84;40.6358000000182;"FM";"1";12;0;0;[30.3578655376164, 12.1852369693823, 11.3137084989848, 9.32952303175248, 15.1789327688082, 14.4886162210199, 16.4730082255792, 11.3137084989848, 9.32952303175248, 9.32952303175248, 12.1852369693823, 12.1852369693823];[419.84, 92.16, 81.92, 51.2, 133.12, 81.92, 163.84, 71.68, 61.44, 61.44, 92.16, 71.68];1382.4;73.4625000004598;"Scratch_PD";"1";0;0;0;0;0;0;117.732200000319
HE_5_5_C;1;1294.76970077612;1899.49311273305;0.0463500611801486;0.994533945858791;43.234199998551;"FM";"1";0;0;0;0;0;26.9447999999102;"FM";"1";9;0;0;[23.6237168963734, 12.1852369693823, 9.32952303175248, 12.1852369693823, 13.7637204272682, 11.3137084989848, 25.298221281347, 12.1852369693823, 12.1852369693823];[378.88, 92.16, 61.44, 92.16, 81.92, 81.92, 174.08, 71.68, 81.92];1116.16;91.9742000005499;"Scratch_PD";"1";0;0;0;0;0;0;133.175099999789
HE_10_5_C;1;1308.89049784936;1899.24249599017;0.247307927313074;0.995165055914583;31.5437999997812;"FM";"1";0;0;0;0;0;30.543699998816;"FM";"1";13;0;0;[9.32952303175248, 11.3137084989848, 12.1852369693823, 9.32952303175248, 9.32952303175248, 12.1852369693823, 16.4730082255792, 12.1852369693823, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 16.4730082255792];[51.2, 71.68, 92.16, 61.44, 51.2, 92.16, 112.64, 81.92, 51.2, 61.44, 92.16, 61.44, 153.6];1034.24;183.24930000017;"Scratch_PD";"1";0;0;0;0;0;0;116.81150000004
HE_11_6_C;1;1287.42945233389;1887.32462673984;0.187412971627987;0.994337066677133;30.4427000010037;"FM";"1";0;0;0;0;0;18.9102999975148;"FM";"1";11;0;0;[27.2470181854822, 9.32952303175248, 22.2854212434946, 11.3137084989848, 21.3466625026021, 22.740272645683, 9.32952303175248, 9.32952303175248, 9.32952303175248, 21.3466625026021, 11.3137084989848];[235.52, 51.2, 235.52, 92.16, 174.08, 184.32, 51.2, 61.44, 71.68, 174.08, 81.92];1413.12;120.920500001375;"Scratch_PD";"1";0;0;0;0;0;0;98.3167999984289
HE_18_8_C_77;1;1301.26403999226;1876.88590770087;0.0605495142847778;0.989054490119941;25.7598999996844;"FM";"77";3;172.8;[172.8, 8.61626369141521, 29.3720956010973];[2920.96, 53.76, 453.12];3427.84;28.3073999999033;"FM";"77";11;49.4190246767376;172.8;[172.8, 8.61626369141521, 29.3720956010973, 9.32952303175248, 12.1852369693823, 13.7637204272682, 9.32952303175248, 9.32952303175248, 11.3137084989848, 49.4190246767376, 9.32952303175248];[2920.96, 53.76, 453.12, 51.2, 102.4, 112.64, 61.44, 61.44, 81.92, 604.16, 61.44];4564.48;161.539300002914;"Scratch_PD";"1";0;0;0;0;0;0;193.887800000084
HE_15_7_C;1;1307.17216369112;1914.19116736647;0.0740179387366749;0.993880445365562;52.7604999988398;"FM";"1";0;0;0;0;0;17.355600000883;"FM";"1";10;0;0;[11.3137084989848, 11.3137084989848, 12.1852369693823, 9.32952303175248, 14.4886162210199, 29.4156420973604, 9.32952303175248, 17.6725776274996, 15.8391918985787, 12.1852369693823];[61.44, 61.44, 71.68, 61.44, 71.68, 296.96, 51.2, 143.36, 112.64, 61.44];993.28;89.3103999987943;"Scratch_PD";"1";0;0;0;0;0;0;198.694599999726
HE_16_8_C;1;1307.13161153483;1894.82621235195;0.23839411352353;0.99212256755294;29.3391000013798;"FM";"1";0;0;0;0;0;36.757599998964;"FM";"1";13;0;0;[24.0532742053967, 15.1789327688082, 9.32952303175248, 27.6202824026113, 9.32952303175248, 9.32952303175248, 12.1852369693823, 12.1852369693823, 9.32952303175248, 19.3328735577513, 11.3137084989848, 9.32952303175248, 12.1852369693823];[153.6, 92.16, 51.2, 174.08, 51.2, 51.2, 81.92, 61.44, 61.44, 133.12, 61.44, 61.44, 71.68];1105.92;147.486099998787;"Scratch_PD";"1";0;0;0;0;0;0;197.678700002143
HE_14_7_C;1;1316.27302695248;1906.18261630558;0.0368673473277617;0.993762552858243;45.198399999208;"FM";"1";0;0;0;0;0;19.8272999987239;"FM";"77";11;40.2869705984454;0;[12.1852369693823, 12.1852369693823, 12.1852369693823, 9.32952303175248, 9.32952303175248, 11.3137084989848, 13.7637204272682, 16.4730082255792, 13.7637204272682, 12.1852369693823, 40.2869705984454];[81.92, 81.92, 81.92, 51.2, 51.2, 71.68, 102.4, 143.36, 92.16, 81.92, 389.12];1228.8;166.77410000193;"Scratch_PD";"1";0;0;0;0;0;0;163.750799998525
HE_13_7_C;1;1304.6517633294;1914.42264561984;0.121379017915616;0.993543348517392;83.8411000004271;"FM";"1";0;0;0;0;0;17.0246999987285;"FM";"1";17;0;0;[15.1789327688082, 22.2854212434946, 16.4730082255792, 23.6237168963734, 16.4730082255792, 15.1789327688082, 12.1852369693823, 16.4730082255792, 11.3137084989848, 16.4730082255792, 16.4730082255792, 26.484712571595, 12.1852369693823, 16.4730082255792, 12.1852369693823, 16.4730082255792, 9.32952303175248];[122.88, 194.56, 81.92, 348.16, 133.12, 92.16, 71.68, 122.88, 61.44, 143.36, 122.88, 143.36, 61.44, 204.8, 71.68, 133.12, 51.2];2160.64;113.617099999828;"Scratch_PD";"1";0;0;0;0;0;0;150.448500000493
HE_13_8_C;1;1288.50053050256;1902.91382278521;0.354211356320088;0.991372846929153;40.7291000010446;"FM";"1";0;0;0;0;0;25.2856000006432;"FM";"77";18;41.5384159543909;0;[9.32952303175248, 18.2428068015862, 9.32952303175248, 17.6725776274996, 41.5384159543909, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 13.7637204272682, 9.32952303175248, 18.2428068015862, 15.1789327688082, 19.3328735577513, 9.32952303175248, 12.1852369693823, 16.4730082255792];[51.2, 112.64, 51.2, 133.12, 430.08, 51.2, 81.92, 51.2, 51.2, 51.2, 112.64, 51.2, 143.36, 112.64, 133.12, 61.44, 71.68, 133.12];1884.16;125.262000001385;"Scratch_PD";"1";0;0;0;0;0;0;159.637699998711
HE_12_7_C;1;1312.86028070352;1904.23259387927;0.206157847363661;0.993259388159231;28.1804999976885;"FM";"1";0;0;0;0;0;26.3445000018692;"FM";"1";17;0;0;[12.1852369693823, 14.4886162210199, 12.1852369693823, 13.7637204272682, 11.3137084989848, 22.2854212434946, 11.3137084989848, 13.7637204272682, 15.1789327688082, 9.32952303175248, 14.4886162210199, 12.1852369693823, 15.1789327688082, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248];[92.16, 92.16, 81.92, 122.88, 61.44, 112.64, 61.44, 102.4, 133.12, 61.44, 81.92, 71.68, 122.88, 61.44, 92.16, 51.2, 61.44];1464.32;95.5892000019958;"Scratch_PD";"1";0;0;0;0;0;0;192.003200001636
HE_12_8_C;1;1301.93224403657;1889.07778947002;0.438959941748908;0.993356652741682;30.3261000008206;"FM";"1";0;0;0;0;0;43.6158000011346;"FM";"1";15;0;0;[21.3466625026021, 12.1852369693823, 11.3137084989848, 9.32952303175248, 14.4886162210199, 11.3137084989848, 9.32952303175248, 17.6725776274996, 12.1852369693823, 18.2428068015862, 15.1789327688082, 13.7637204272682, 12.1852369693823, 18.2428068015862, 11.3137084989848];[174.08, 92.16, 61.44, 51.2, 81.92, 61.44, 61.44, 112.64, 71.68, 92.16, 122.88, 102.4, 71.68, 112.64, 81.92];1351.68;178.047299999889;"Scratch_PD";"1";0;0;0;0;0;0;153.715299999021
HE_11_7_C;1;1295.21750665773;1910.36992430068;0.0750877661500218;0.993453460376429;32.9879999990226;"FM";"1";0;0;0;0;0;38.3251000021119;"FM";"1";13;0;0;[9.32952303175248, 12.1852369693823, 18.2428068015862, 9.32952303175248, 12.1852369693823, 12.1852369693823, 12.1852369693823, 19.3328735577513, 11.3137084989848, 12.1852369693823, 12.1852369693823, 9.32952303175248, 9.32952303175248];[51.2, 71.68, 163.84, 51.2, 71.68, 81.92, 92.16, 143.36, 61.44, 71.68, 92.16, 61.44, 61.44];1075.2;127.951499998744;"Scratch_PD";"1";0;0;0;0;0;0;168.500799998583
HE_9_7_C;1;1293.5059263127;1912.21033413511;0.348824201440238;0.994834486890738;21.5261000012106;"FM";"1";0;0;0;0;0;24.8836999999185;"FM";"1";12;0;0;[9.32952303175248, 9.32952303175248, 8.15843122174846, 9.32952303175248, 18.2428068015862, 9.32952303175248, 9.32952303175248, 15.8391918985787, 15.8391918985787, 19.3328735577513, 13.7637204272682, 9.32952303175248];[61.44, 51.2, 51.2, 71.68, 163.84, 71.68, 51.2, 102.4, 153.6, 184.32, 81.92, 51.2];1095.68;143.733200002316;"Scratch_PD";"1";0;0;0;0;0;0;220.453499998257
HE_11_8_C;1;1285.37049163933;1897.56432934972;0.435277022321616;0.991766017788279;31.5678999977536;"FM";"1";0;0;0;0;0;19.3005000000994;"FM";"1";9;0;0;[9.32952303175248, 15.1789327688082, 11.3137084989848, 11.3137084989848, 15.1789327688082, 25.298221281347, 9.32952303175248, 15.1789327688082, 20.8614476966485];[51.2, 112.64, 61.44, 81.92, 153.6, 337.92, 61.44, 92.16, 194.56];1146.88;176.648399999976;"Scratch_PD";"1";0;0;0;0;0;0;229.649799999606
HE_9_8_C;1;1280.24528794726;1904.8323911847;0.543325277520593;0.994687023339225;40.3161000031105;"FM";"1";0;0;0;0;0;18.2915000004868;"FM";"1";13;0;0;[9.32952303175248, 15.1789327688082, 9.32952303175248, 15.1789327688082, 9.32952303175248, 9.32952303175248, 18.2428068015862, 15.1789327688082, 9.32952303175248, 12.1852369693823, 21.3466625026021, 12.1852369693823, 9.32952303175248];[51.2, 112.64, 61.44, 153.6, 51.2, 61.44, 153.6, 81.92, 61.44, 71.68, 122.88, 71.68, 71.68];1126.4;68.7957999980426;"Scratch_PD";"1";0;0;0;0;0;0;149.880699998903
HE_10_7_C_77;1;1307.71094437188;1903.4848949254;0.180014772607362;0.996623502425393;37.9987000014808;"FM";"1";0;0;0;0;0;27.531400002772;"FM";"77";16;104.307238483242;0;[15.8391918985787, 9.32952303175248, 104.307238483242, 13.7637204272682, 11.3137084989848, 11.3137084989848, 9.32952303175248, 18.2428068015862, 9.32952303175248, 22.2854212434946, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 13.7637204272682];[112.64, 61.44, 5386.24, 112.64, 92.16, 61.44, 61.44, 184.32, 61.44, 215.04, 71.68, 51.2, 51.2, 92.16, 71.68, 112.64];6799.36;91.1928999994416;"Scratch_PD";"1";0;0;0;0;0;0;197.184300002846
HE_8_8_C;1;1297.52590193827;1897.40021219873;0.600678895293939;0.988716609932851;69.2181000013079;"FM";"1";0;0;0;0;0;34.5782999975199;"FM";"1";10;0;0;[25.298221281347, 16.4730082255792, 12.1852369693823, 9.32952303175248, 19.3328735577513, 13.7637204272682, 25.298221281347, 21.3466625026021, 9.32952303175248, 9.32952303175248];[163.84, 122.88, 61.44, 51.2, 153.6, 92.16, 194.56, 143.36, 61.44, 51.2];1095.68;161.424199999601;"Scratch_PD";"1";0;0;0;0;0;0;207.647100000031
HE_8_7_C;1;1310.96327467143;1910.5702819526;0.240342818955774;0.994246134084278;13.2259000019985;"FM";"1";0;0;0;0;0;28.9362000003166;"FM";"1";12;0;0;[12.1852369693823, 16.4730082255792, 16.4730082255792, 11.3137084989848, 18.2428068015862, 18.2428068015862, 13.7637204272682, 9.32952303175248, 18.2428068015862, 11.3137084989848, 9.32952303175248, 12.1852369693823];[92.16, 112.64, 143.36, 71.68, 112.64, 122.88, 102.4, 51.2, 215.04, 81.92, 51.2, 81.92];1239.04;141.542400000617;"Scratch_PD";"1";0;0;0;0;0;0;152.910100001463
HE_7_7_C;1;1296.54603052213;1917.44237241666;0.459011662021609;0.994202985165487;51.2565999997605;"FM";"1";0;0;0;0;0;44.3465999996988;"FM";"1";20;0;0;[9.32952303175248, 12.1852369693823, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 13.7637204272682, 9.32952303175248, 13.7637204272682, 12.1852369693823, 12.1852369693823, 9.32952303175248, 12.1852369693823, 12.1852369693823, 16.4730082255792, 24.0532742053967, 11.3137084989848, 11.3137084989848, 13.7637204272682];[51.2, 61.44, 71.68, 51.2, 51.2, 51.2, 92.16, 92.16, 51.2, 112.64, 81.92, 92.16, 51.2, 92.16, 92.16, 133.12, 163.84, 61.44, 71.68, 81.92];1607.68;190.138199999637;"Scratch_PD";"1";0;0;0;0;0;0;158.623100000113
HE_5_7_C;1;1294.35638651036;1912.56105910202;0.513745378108693;0.992938676150118;18.9042000019981;"FM";"1";0;0;0;0;0;15.6951999997545;"FM";"1";12;0;0;[11.3137084989848, 21.3466625026021, 11.3137084989848, 18.2428068015862, 16.4730082255792, 18.2428068015862, 16.4730082255792, 11.3137084989848, 11.3137084989848, 9.32952303175248, 12.1852369693823, 12.1852369693823];[81.92, 112.64, 81.92, 143.36, 81.92, 215.04, 153.6, 61.44, 92.16, 51.2, 92.16, 102.4];1269.76;148.207800000819;"Scratch_PD";"1";0;0;0;0;0;0;109.604499997658
HE_6_8_C;1;1297.95103635671;1893.1258785965;0.436124324155456;0.996010800834199;56.5433000010671;"FM";"1";0;0;0;0;0;24.1224000019429;"FM";"1";12;0;0;[12.1852369693823, 11.3137084989848, 9.32952303175248, 13.7637204272682, 9.32952303175248, 11.3137084989848, 21.3466625026021, 12.1852369693823, 9.32952303175248, 9.32952303175248, 15.1789327688082, 12.1852369693823];[102.4, 92.16, 61.44, 112.64, 51.2, 81.92, 122.88, 102.4, 61.44, 51.2, 143.36, 92.16];1075.2;102.233800000249;"Scratch_PD";"1";0;0;0;0;0;0;218.876499999169
HE_7_8_C;1;1281.46633594344;1908.51473671021;0.523320607188689;0.989628677547614;17.8524000002653;"FM";"1";0;0;0;0;0;23.5127999985707;"FM";"1";13;0;0;[12.1852369693823, 19.3328735577513, 13.7637204272682, 12.1852369693823, 13.7637204272682, 12.1852369693823, 16.4730082255792, 12.1852369693823, 24.4752936652454, 12.1852369693823, 20.8614476966485, 9.32952303175248, 19.3328735577513];[71.68, 163.84, 102.4, 71.68, 92.16, 81.92, 133.12, 61.44, 215.04, 71.68, 194.56, 51.2, 153.6];1464.32;168.032600002334;"Scratch_PD";"1";0;0;0;0;0;0;149.220600000262
HE_6_7_C_77;1;1309.05199209404;1901.48238627836;0.454741161937372;0.996158656055172;56.70900000041;"FM";"77";1;52.4839022939415;52.4839022939415;560.64;560.64;35.684599999513;"FM";"77";7;0;52.4839022939415;[52.4839022939415, 12.1852369693823, 8.15843122174846, 11.3137084989848, 12.1852369693823, 12.1852369693823, 9.32952303175248];[560.64, 92.16, 51.2, 61.44, 102.4, 71.68, 71.68];1011.2;136.206800001673;"Scratch_PD";"1";0;0;0;0;0;0;154.422400002659
HE_3_8_C;1;1282.18932216315;1910.07900531664;0.337292152234166;0.995110222190249;43.7043999991147;"FM";"1";0;0;0;0;0;43.1694999970205;"FM";"77";18;41.5384159543909;0;[13.7637204272682, 9.32952303175248, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 15.1789327688082, 18.2428068015862, 16.4730082255792, 41.5384159543909, 9.32952303175248, 9.32952303175248, 9.32952303175248, 8.15843122174846, 8.15843122174846, 11.3137084989848, 9.32952303175248];[122.88, 51.2, 81.92, 51.2, 61.44, 61.44, 51.2, 133.12, 122.88, 143.36, 317.44, 51.2, 51.2, 71.68, 51.2, 51.2, 61.44, 61.44];1597.44;146.195900000748;"Scratch_PD";"1";0;0;0;0;0;0;125.385499999538
HE_3_7_C;1;1298.98697426909;1918.15042067332;0.614820632976749;0.994261017523741;38.4487999981502;"FM";"1";1;0;33.7520369755664;473.6;473.6;56.574999998702;"FM";"1";21;0;0;[33.7520369755664, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 13.7637204272682, 9.32952303175248, 9.32952303175248, 11.3137084989848, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 15.1789327688082, 23.6237168963734, 11.3137084989848, 16.4730082255792, 9.32952303175248];[473.6, 51.2, 51.2, 71.68, 71.68, 81.92, 51.2, 112.64, 71.68, 61.44, 92.16, 71.68, 71.68, 71.68, 51.2, 61.44, 122.88, 266.24, 92.16, 215.04, 51.2];2265.6;101.91869999835;"Scratch_PD";"1";0;0;0;0;0;0;169.98280000189
HE_4_8_C;1;1298.10432156556;1898.64225904184;0.456427248124818;0.995666458101027;21.3920999995025;"FM";"1";0;0;0;0;0;18.7904000013077;"FM";"1";14;0;0;[18.2428068015862, 9.32952303175248, 18.2428068015862, 18.2428068015862, 9.32952303175248, 13.7637204272682, 9.32952303175248, 18.2428068015862, 9.32952303175248, 9.32952303175248, 16.4730082255792, 9.32952303175248, 21.3466625026021, 13.7637204272682];[215.04, 71.68, 122.88, 122.88, 51.2, 81.92, 71.68, 133.12, 51.2, 61.44, 133.12, 61.44, 163.84, 133.12];1474.56;161.648199999036;"Scratch_PD";"1";0;0;0;0;0;0;159.869999999501
HE_2_8_C;1;1296.47786996945;1899.75906253863;0.496764229714251;0.994638325769756;33.9886999972805;"FM";"1";0;0;0;0;0;21.8994000024395;"FM";"1";19;0;0;[13.7637204272682, 15.1789327688082, 12.1852369693823, 9.32952303175248, 24.4752936652454, 9.32952303175248, 12.1852369693823, 11.3137084989848, 11.3137084989848, 24.4752936652454, 12.1852369693823, 16.4730082255792, 12.1852369693823, 27.6202824026113, 12.1852369693823, 17.6725776274996, 15.1789327688082, 9.32952303175248, 12.1852369693823];[133.12, 133.12, 71.68, 61.44, 215.04, 51.2, 71.68, 61.44, 61.44, 307.2, 71.68, 163.84, 102.4, 225.28, 102.4, 133.12, 102.4, 51.2, 61.44];2181.12;139.574600001652;"Scratch_PD";"1";0;0;0;0;0;0;136.257599999226
HE_2_10_C;1;1305.30765500206;1907.63892701193;0.414160643139692;0.995723250172659;20.9882999988622;"FM";"1";0;0;0;0;0;68.9376000009361;"FM";"1";12;0;0;[13.7637204272682, 18.2428068015862, 22.2854212434946, 9.32952303175248, 13.7637204272682, 24.4752936652454, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 20.3646752981726];[122.88, 112.64, 235.52, 51.2, 133.12, 266.24, 81.92, 51.2, 61.44, 61.44, 81.92, 194.56];1454.08;168.416900000011;"Scratch_PD";"1";0;0;0;0;0;0;197.301700001844
HE_1_8_C;1;1282.5570556989;1906.26314782127;0.586159629850759;0.993952708380846;30.2535000009811;"FM";"1";0;0;0;0;0;24.6846999980335;"FM";"1";13;0;0;[19.3328735577513, 9.32952303175248, 15.1789327688082, 9.32952303175248, 11.3137084989848, 17.6725776274996, 15.1789327688082, 11.3137084989848, 13.7637204272682, 11.3137084989848, 13.7637204272682, 11.3137084989848, 13.7637204272682];[143.36, 71.68, 112.64, 51.2, 61.44, 133.12, 102.4, 61.44, 112.64, 81.92, 112.64, 61.44, 112.64];1218.56;81.2741999980062;"Scratch_PD";"1";0;0;0;0;0;0;169.080199997552
HE_1_9_C;1;0;0;0;0;33.0713000003016;"-";"78";0;0;0;0;0;9.25389999974868;"-";"78";0;0;0;0;0;0;23.1685999970068;"-";"78";0;0;0;0;0;0;28.5680999986653
HE_2_9_C;1;1322.59863772739;1918.49577102462;0.251615354329364;0.996506850204696;46.5473999975075;"FM";"1";0;0;0;0;0;40.2793000030215;"FM";"1";15;0;0;[9.32952303175248, 13.7637204272682, 12.1852369693823, 11.3137084989848, 9.32952303175248, 9.32952303175248, 15.8391918985787, 9.32952303175248, 9.32952303175248, 9.32952303175248, 11.3137084989848, 13.7637204272682, 12.1852369693823, 21.3466625026021, 11.3137084989848];[51.2, 133.12, 61.44, 81.92, 61.44, 71.68, 153.6, 61.44, 61.44, 51.2, 81.92, 102.4, 102.4, 184.32, 61.44];1320.96;102.3987999979;"Scratch_PD";"1";0;0;0;0;0;0;339.45920000042
HE_1_10_C;1;1294.2631730556;1917.95601997054;0.378091551705377;0.995547586420059;33.063900002162;"FM";"1";1;0;31.4350123270216;458.24;458.24;37.8713999998581;"FM";"77";10;49.6257997416666;0;[31.4350123270216, 12.1852369693823, 15.8391918985787, 12.1852369693823, 49.6257997416666, 12.1852369693823, 16.4730082255792, 15.1789327688082, 13.7637204272682, 9.32952303175248];[458.24, 92.16, 143.36, 92.16, 563.2, 71.68, 163.84, 112.64, 112.64, 71.68];1881.6;135.247800000798;"Scratch_PD";"1";0;0;0;0;0;0;177.522999998473
HE_3_9_C;1;1297.9236317208;1919.10468136549;0.355120475890194;0.995613256332774;59.2511000031664;"FM";"1";0;0;0;0;0;18.1664000010642;"FM";"77";17;38.4666088965482;0;[12.1852369693823, 38.4666088965482, 9.32952303175248, 11.3137084989848, 16.4730082255792, 9.32952303175248, 13.7637204272682, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 8.15843122174846, 18.2428068015862, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248];[92.16, 358.4, 61.44, 81.92, 133.12, 71.68, 133.12, 71.68, 51.2, 51.2, 81.92, 51.2, 153.6, 61.44, 51.2, 61.44, 71.68];1638.4;105.38440000164;"Scratch_PD";"1";0;0;0;0;0;0;304.650600002788
HE_6_10_C;1;1294.76427667626;1897.90950999661;0.491735168263152;0.995790421484969;74.0358000002743;"FM";"1";0;0;0;0;0;16.3227999983064;"FM";"1";14;0;0;[9.32952303175248, 15.1789327688082, 11.3137084989848, 11.3137084989848, 12.1852369693823, 12.1852369693823, 12.1852369693823, 16.4730082255792, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823];[51.2, 122.88, 81.92, 71.68, 71.68, 81.92, 81.92, 153.6, 61.44, 51.2, 61.44, 51.2, 51.2, 61.44];1054.72;106.032700001379;"Scratch_PD";"1";0;0;0;0;0;0;179.116800001793
HE_6_9_C;1;1311.96329986719;1908.59517479139;0.274093448948476;0.99558348945385;44.9163000012049;"FM";"1";0;0;0;0;0;39.5682999987912;"FM";"1";12;0;0;[9.32952303175248, 15.1789327688082, 22.2854212434946, 9.32952303175248, 13.7637204272682, 12.1852369693823, 18.2428068015862, 9.32952303175248, 12.1852369693823, 30.7766144986741, 9.32952303175248, 13.7637204272682];[51.2, 92.16, 286.72, 51.2, 112.64, 102.4, 184.32, 61.44, 61.44, 276.48, 51.2, 112.64];1443.84;124.641200000042;"Scratch_PD";"1";0;0;0;0;0;0;128.310799998872
