;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches
Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. Area ALL (um2)(FM);7. *Cummulative Area (um2)(FM);8. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. Diameter ALL (um)(FM);7. Area ALL (um2)(FM);8. *Cummulative Area (um2)(FM);9. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. Diameter (pixel)(Scratch PD);5. *Diameter FAIL (um)(Scratch PD);6. Diameter ALL (um)(Scratch PD);7. Area ALL (um)(Scratch PD);8. *Cummulative Area (um2)(Scratch PD);9. Inspection Time
HE_5_9_C_77;1;1298.68732679598;1919.67287547651;0.522716210427049;0.994893498422641;24.2350000007718;"FM";"1";0;0;0;0;0;19.9162999997498;"FM";"77";12;36.8347661863083;0;[9.32952303175248, 12.1852369693823, 11.3137084989848, 12.1852369693823, 12.1852369693823, 12.1852369693823, 11.3137084989848, 11.3137084989848, 11.3137084989848, 26.484712571595, 36.8347661863083, 9.32952303175248];[51.2, 81.92, 71.68, 92.16, 71.68, 92.16, 71.68, 81.92, 81.92, 143.36, 808.96, 61.44];1710.08;148.238199999469;"Scratch_PD";"1";0;0;0;0;0;0;124.533200003498
HE_10_10_C;1;1287.72326492829;1903.40343495795;0.223521230790614;0.99590113338553;29.854600001272;"FM";"1";0;0;0;0;0;20.1524000003701;"FM";"1";17;0;0;[12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 26.484712571595, 9.32952303175248, 27.6202824026113, 21.3466625026021, 11.3137084989848, 12.1852369693823, 12.1852369693823, 21.3466625026021, 15.1789327688082, 11.3137084989848, 11.3137084989848, 20.8614476966485];[102.4, 51.2, 51.2, 61.44, 51.2, 317.44, 51.2, 184.32, 245.76, 61.44, 71.68, 71.68, 174.08, 112.64, 71.68, 71.68, 163.84];1914.88;190.122199997859;"Scratch_PD";"1";0;0;0;0;0;0;889.018800000485
HE_7_9_C;1;1296.11606074325;1922.26650089174;0.380848700705217;0.995812028583487;47.8647999989334;"FM";"1";0;0;0;0;0;39.4875000019965;"FM";"1";20;0;0;[16.4730082255792, 13.7637204272682, 13.7637204272682, 9.32952303175248, 11.3137084989848, 9.32952303175248, 11.3137084989848, 21.3466625026021, 9.32952303175248, 9.32952303175248, 11.3137084989848, 9.32952303175248, 15.1789327688082, 12.1852369693823, 18.2428068015862, 9.32952303175248, 9.32952303175248, 15.1789327688082, 13.7637204272682, 12.1852369693823];[133.12, 112.64, 133.12, 61.44, 81.92, 61.44, 81.92, 266.24, 51.2, 61.44, 92.16, 51.2, 122.88, 102.4, 163.84, 61.44, 61.44, 153.6, 122.88, 122.88];2099.2;102.96659999949;"Scratch_PD";"1";0;0;0;0;0;0;189.84780000028
HE_12_10_C;1;1293.63020629086;1900.57361522325;0.159380371662079;0.995197695036211;30.1156999994419;"FM";"1";0;0;0;0;0;18.7855000003765;"FM";"1";19;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 20.8614476966485, 18.2428068015862, 13.7637204272682, 11.3137084989848, 13.7637204272682, 13.7637204272682, 12.1852369693823, 11.3137084989848, 18.2428068015862, 12.1852369693823, 9.32952303175248, 12.1852369693823, 13.7637204272682, 12.1852369693823, 13.7637204272682, 31.4350123270216];[61.44, 51.2, 51.2, 163.84, 184.32, 102.4, 71.68, 102.4, 102.4, 81.92, 71.68, 112.64, 61.44, 61.44, 71.68, 122.88, 61.44, 92.16, 286.72];1914.88;168.202299999393;"Scratch_PD";"1";0;0;0;0;0;0;171.014000003197
HE_9_9_C;1;1295.08805554132;1923.19345173549;0.333821842857547;0.995447841264365;22.6399000021047;"FM";"1";0;0;0;0;0;34.8259999991569;"FM";"1";12;0;0;[9.32952303175248, 11.3137084989848, 9.32952303175248, 15.1789327688082, 12.1852369693823, 9.32952303175248, 12.1852369693823, 19.3328735577513, 11.3137084989848, 9.32952303175248, 12.1852369693823, 9.32952303175248];[61.44, 61.44, 51.2, 122.88, 92.16, 71.68, 92.16, 215.04, 71.68, 61.44, 92.16, 61.44];1054.72;187.890500001231;"Scratch_PD";"1";0;0;0;0;0;0;208.435800002917
HE_10_9_C;1;1306.45628544499;1915.46238622477;0.179004677585373;0.995863337282685;28.4076999996614;"FM";"1";0;0;0;0;0;25.4170000007434;"FM";"77";18;69.7056669145343;0;[9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 12.1852369693823, 15.1789327688082, 9.32952303175248, 12.1852369693823, 17.6725776274996, 11.3137084989848, 69.7056669145343, 12.1852369693823, 9.32952303175248, 21.3466625026021, 12.1852369693823];[51.2, 61.44, 102.4, 51.2, 61.44, 61.44, 92.16, 71.68, 133.12, 61.44, 92.16, 102.4, 81.92, 471.04, 92.16, 61.44, 215.04, 92.16];1955.84;207.486999999674;"Scratch_PD";"1";0;0;0;0;0;0;929.930000002059
HE_11_9_C;1;1297.53316529925;1920.19167119328;0.198212306557463;0.993583494636994;25.4147999985435;"FM";"1";0;0;0;0;0;55.7348999973328;"FM";"1";11;0;0;[13.7637204272682, 19.3328735577513, 9.32952303175248, 9.32952303175248, 16.4730082255792, 9.32952303175248, 9.32952303175248, 13.7637204272682, 9.32952303175248, 13.7637204272682, 12.1852369693823];[122.88, 194.56, 51.2, 61.44, 163.84, 61.44, 61.44, 92.16, 61.44, 122.88, 81.92];1075.2;150.215400000889;"Scratch_PD";"1";0;0;0;0;0;0;139.788499996939
HE_12_9_C;1;1308.36292806729;1910.77929890012;0.0648950150761497;0.99476091831059;31.5382000007958;"FM";"1";0;0;0;0;0;20.5206999999064;"FM";"1";20;0;0;[20.8614476966485, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 11.3137084989848, 13.7637204272682, 15.1789327688082, 15.1789327688082, 13.7637204272682, 9.32952303175248, 11.3137084989848, 15.1789327688082, 12.1852369693823, 13.7637204272682, 9.32952303175248, 11.3137084989848, 11.3137084989848, 11.3137084989848, 9.32952303175248];[122.88, 61.44, 51.2, 51.2, 51.2, 71.68, 81.92, 122.88, 102.4, 102.4, 61.44, 71.68, 122.88, 92.16, 92.16, 51.2, 71.68, 71.68, 81.92, 51.2];1587.2;151.016200001322;"Scratch_PD";"1";0;0;0;0;0;0;102.183400002104
HE_13_10_C;1;1288.09041237526;1908.34439801348;0.122208929624109;0.995183529657425;23.6293999987538;"FM";"1";0;0;0;0;0;17.5658000007388;"FM";"1";12;0;0;[15.1789327688082, 13.7637204272682, 16.4730082255792, 30.7766144986741, 17.6725776274996, 22.2854212434946, 19.3328735577513, 9.32952303175248, 12.1852369693823, 12.1852369693823, 12.1852369693823, 11.3137084989848];[143.36, 102.4, 133.12, 358.4, 133.12, 204.8, 143.36, 61.44, 81.92, 71.68, 92.16, 61.44];1587.2;154.73639999982;"Scratch_PD";"1";0;0;0;0;0;0;103.274499997497
HE_14_9_C;1;1316.35628259358;1908.02753408898;-0.0385837873830665;0.995855503893495;28.6195000007865;"FM";"1";0;0;0;0;0;93.283900001552;"FM";"1";16;0;0;[9.32952303175248, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248, 11.3137084989848, 11.3137084989848, 12.1852369693823, 11.3137084989848, 11.3137084989848, 12.1852369693823, 16.4730082255792, 9.32952303175248, 18.2428068015862, 11.3137084989848, 12.1852369693823];[61.44, 71.68, 61.44, 51.2, 51.2, 71.68, 71.68, 71.68, 81.92, 81.92, 71.68, 163.84, 61.44, 153.6, 81.92, 71.68];1280;134.387899997819;"Scratch_PD";"1";0;0;0;0;0;0;260.141400001885
HE_13_9_C;1;1300.6564915344;1916.67626943999;0.0528078903936283;0.995236927260407;36.567200000718;"FM";"1";0;0;0;0;0;16.7767999992066;"FM";"1";10;0;0;[9.32952303175248, 9.32952303175248, 13.7637204272682, 9.32952303175248, 28.352072234671, 15.1789327688082, 11.3137084989848, 11.3137084989848, 14.4886162210199, 9.32952303175248];[61.44, 61.44, 92.16, 51.2, 286.72, 102.4, 81.92, 81.92, 102.4, 51.2];972.8;114.647700000205;"Scratch_PD";"1";0;0;0;0;0;0;243.651199998567
HE_15_9_C;1;1306.68646303875;1918.55989801949;0.0161708846003848;0.995589821443446;41.1788000019442;"FM";"1";0;0;0;0;0;96.4120999997249;"FM";"1";7;0;0;[15.1789327688082, 13.7637204272682, 33.6380736666058, 18.2428068015862, 9.32952303175248, 12.1852369693823, 13.7637204272682];[112.64, 112.64, 389.12, 122.88, 61.44, 102.4, 102.4];1003.52;98.4836999996332;"Scratch_PD";"1";0;0;0;0;0;0;134.667100002844
HE_17_9_C;1;1310.96463073495;1913.15275118505;0.120581692782489;0.99506753021916;31.6634000009799;"FM";"1";0;0;0;0;0;23.5486999990826;"FM";"1";12;0;0;[9.32952303175248, 9.32952303175248, 19.3328735577513, 13.7637204272682, 15.1789327688082, 19.3328735577513, 12.1852369693823, 11.3137084989848, 15.1789327688082, 9.32952303175248, 27.2470181854822, 9.32952303175248];[61.44, 51.2, 204.8, 112.64, 92.16, 184.32, 71.68, 61.44, 122.88, 61.44, 286.72, 51.2];1361.92;143.703200003074;"Scratch_PD";"1";0;0;0;0;0;0;177.25270000301
HE_18_9_C;1;0;0;0;0;18.8871000027575;"-";"78";0;0;0;0;0;10.1068999974814;"-";"78";0;0;0;0;0;0;12.7524000017729;"-";"78";0;0;0;0;0;0;12.8889000006893
HE_15_10_C;1;1298.81419930856;1907.33779864297;0.0774826509228984;0.994950290494273;40.2256999987003;"FM";"1";0;0;0;0;0;116.470500001014;"FM";"1";12;0;0;[13.7637204272682, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 22.2854212434946, 18.2428068015862, 9.32952303175248, 9.32952303175248, 12.1852369693823, 12.1852369693823];[112.64, 71.68, 71.68, 51.2, 51.2, 61.44, 174.08, 153.6, 71.68, 51.2, 102.4, 92.16];1064.96;183.342899999843;"Scratch_PD";"1";0;0;0;0;0;0;168.01470000064
HE_17_10_C;1;1295.74328146384;1904.1641884179;0.201932616297194;0.989445963744743;23.3305000001565;"FM";"1";0;0;0;0;0;143.57899999959;"FM";"1";16;0;0;[16.4730082255792, 16.4730082255792, 9.32952303175248, 12.1852369693823, 11.3137084989848, 12.1852369693823, 15.1789327688082, 13.7637204272682, 9.32952303175248, 15.1789327688082, 18.2428068015862, 9.32952303175248, 9.32952303175248, 21.3466625026021, 15.1789327688082, 15.1789327688082];[112.64, 163.84, 51.2, 92.16, 61.44, 71.68, 112.64, 102.4, 51.2, 153.6, 174.08, 51.2, 61.44, 266.24, 122.88, 122.88];1771.52;202.309000000241;"Scratch_PD";"1";0;0;0;0;0;0;284.654200000659
HE_17_11_C_77;1;1292.56285104026;1922.15781808566;0.402273599538308;0.991446741900518;41.596800001571;"FM";"77";1;41.6;41.6;998.4;998.4;118.754700000864;"FM";"77";6;0;41.6;[41.6, 13.7637204272682, 13.7637204272682, 13.7637204272682, 15.1789327688082, 12.1852369693823];[998.4, 92.16, 112.64, 102.4, 102.4, 81.92];1489.92;120.673999997962;"Scratch_PD";"1";0;0;0;0;0;0;282.800600001792
HE_14_11_C;1;1307.14213440493;1920.00977312301;0.374477148520613;0.995744139210501;240.852500002802;"FM";"1";0;0;0;0;0;146.828200002346;"FM";"1";12;0;0;[11.3137084989848, 13.7637204272682, 9.32952303175248, 29.7617203803812, 12.1852369693823, 11.3137084989848, 9.32952303175248, 12.1852369693823, 13.7637204272682, 9.32952303175248, 9.32952303175248, 9.32952303175248];[71.68, 102.4, 71.68, 256, 92.16, 81.92, 71.68, 92.16, 143.36, 51.2, 71.68, 71.68];1177.6;281.439499998669;"Scratch_PD";"1";0;0;0;0;0;0;996.216899999126
HE_11_12_C;1;1276.59798863113;1919.89311285718;0.369247804751354;0.992056571249009;25.6058999984816;"FM";"1";0;0;0;0;0;32.8534000000218;"FM";"1";12;0;0;[11.3137084989848, 9.32952303175248, 9.32952303175248, 13.7637204272682, 12.1852369693823, 8.15843122174846, 11.3137084989848, 11.3137084989848, 19.3328735577513, 15.8391918985787, 11.3137084989848, 9.32952303175248];[81.92, 61.44, 61.44, 112.64, 92.16, 51.2, 71.68, 81.92, 204.8, 153.6, 81.92, 51.2];1105.92;145.028299997648;"Scratch_PD";"1";0;0;0;0;0;0;110.758900002111
HE_8_11_C;1;1297.30697506005;1921.63701423572;0.392132736793372;0.996296066757225;50.4768999999214;"FM";"1";0;0;0;0;0;141.985800000839;"FM";"1";12;0;0;[9.32952303175248, 21.3466625026021, 11.3137084989848, 9.32952303175248, 9.32952303175248, 15.8391918985787, 9.32952303175248, 9.32952303175248, 16.4730082255792, 12.1852369693823, 12.1852369693823, 9.32952303175248];[71.68, 122.88, 81.92, 71.68, 51.2, 71.68, 71.68, 51.2, 174.08, 92.16, 92.16, 61.44];1013.76;264.963700003136;"Scratch_PD";"1";0;0;0;0;0;0;227.858900001593
HE_5_11_C;1;1293.18459307329;1932.87196894538;0.406690648206478;0.996066287340966;81.5283000010822;"FM";"1";0;0;0;0;0;56.3404999993509;"FM";"1";14;0;0;[13.7637204272682, 12.1852369693823, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 17.6725776274996, 13.7637204272682, 9.32952303175248, 9.32952303175248, 18.2428068015862, 11.3137084989848, 9.32952303175248, 9.32952303175248];[112.64, 71.68, 51.2, 102.4, 71.68, 61.44, 153.6, 122.88, 61.44, 51.2, 194.56, 61.44, 61.44, 61.44];1239.04;202.723700000206;"Scratch_PD";"1";0;0;0;0;0;0;162.693199999921
HE_4_12_C;1;1281.46061863201;1916.40360675129;0.132797366383441;0.992913087078762;16.5415000010398;"FM";"1";0;0;0;0;0;19.5901000006415;"FM";"1";12;0;0;[9.32952303175248, 12.1852369693823, 12.1852369693823, 12.1852369693823, 22.2854212434946, 16.4730082255792, 9.32952303175248, 15.1789327688082, 11.3137084989848, 12.1852369693823, 11.3137084989848, 9.32952303175248];[61.44, 81.92, 92.16, 112.64, 348.16, 122.88, 51.2, 92.16, 71.68, 61.44, 92.16, 61.44];1249.28;115.852299997641;"Scratch_PD";"1";0;0;0;0;0;0;128.020299998752
HE_4_11_C;1;1307.64269262108;1927.01425933074;0.316456721198079;0.996686952877837;25.0407000021369;"FM";"1";0;0;0;0;0;17.1745999978157;"FM";"1";12;0;0;[11.3137084989848, 9.32952303175248, 9.32952303175248, 15.1789327688082, 30.7766144986741, 9.32952303175248, 9.32952303175248, 19.3328735577513, 12.1852369693823, 15.1789327688082, 15.1789327688082, 12.1852369693823];[81.92, 71.68, 61.44, 112.64, 307.2, 61.44, 61.44, 174.08, 92.16, 102.4, 102.4, 92.16];1320.96;105.054600000585;"Scratch_PD";"1";0;0;0;0;0;0;71.0730999999214
HE_2_12_C;1;1289.99759222561;1916.37189015595;0.100534907548293;0.993273553538017;34.7820000024512;"FM";"1";0;0;0;0;0;19.9203999982274;"FM";"1";11;0;0;[9.32952303175248, 21.3466625026021, 19.3328735577513, 12.1852369693823, 15.1789327688082, 9.32952303175248, 14.4886162210199, 15.1789327688082, 9.32952303175248, 12.1852369693823, 27.2470181854822];[51.2, 163.84, 215.04, 71.68, 143.36, 51.2, 81.92, 122.88, 51.2, 71.68, 194.56];1218.56;107.635699998355;"Scratch_PD";"1";0;0;0;0;0;0;80.9821999973792
HE_2_14_C;1;1277.57694556413;1922.5802244803;-0.0120172262496891;0.976715335466849;28.7993999991158;"FM";"1";0;0;0;0;0;27.8283999978157;"FM";"1";18;0;0;[11.3137084989848, 22.740272645683, 13.7637204272682, 16.4730082255792, 14.4886162210199, 15.1789327688082, 12.1852369693823, 9.32952303175248, 12.1852369693823, 14.4886162210199, 12.1852369693823, 15.1789327688082, 9.32952303175248, 16.4730082255792, 12.1852369693823, 15.1789327688082, 9.32952303175248, 12.1852369693823];[61.44, 256, 102.4, 163.84, 81.92, 112.64, 71.68, 51.2, 61.44, 71.68, 71.68, 92.16, 51.2, 153.6, 61.44, 92.16, 51.2, 71.68];1679.36;62.5657999989926;"Scratch_PD";"1";0;0;0;0;0;0;132.194900001195
HE_1_14_C;1;1263.57440582697;1931.76923372081;0.00333352816707095;0.981875711152668;18.1417999992846;"FM";"1";0;0;0;0;0;25.7281000012881;"FM";"1";12;0;0;[13.7637204272682, 12.1852369693823, 15.8391918985787, 12.1852369693823, 12.1852369693823, 12.1852369693823, 13.7637204272682, 12.1852369693823, 9.32952303175248, 12.1852369693823, 25.298221281347, 12.1852369693823];[102.4, 71.68, 153.6, 71.68, 61.44, 61.44, 112.64, 71.68, 51.2, 61.44, 235.52, 71.68];1126.4;75.7597000010719;"Scratch_PD";"1";0;0;0;0;0;0;77.0000999982585
HE_4_13_C;1;1296.25841035978;1926.87267205942;0.0553758691049375;0.994815164530735;23.3101000012539;"FM";"1";0;0;0;0;0;25.0465999997687;"FM";"1";18;0;0;[9.32952303175248, 21.3466625026021, 12.1852369693823, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 11.3137084989848, 9.32952303175248, 13.7637204272682, 16.4730082255792, 12.1852369693823, 13.7637204272682, 9.32952303175248, 16.4730082255792, 21.3466625026021, 12.1852369693823, 15.8391918985787];[61.44, 184.32, 71.68, 71.68, 61.44, 51.2, 51.2, 61.44, 51.2, 92.16, 143.36, 81.92, 122.88, 61.44, 163.84, 174.08, 71.68, 122.88];1699.84;83.5010000009788;"Scratch_PD";"1";0;0;0;0;0;0;159.493900002417
HE_3_14_C;1;1269.53935347667;1927.65715002315;-0.0842168210091842;0.995264866348521;24.8224999995728;"FM";"1";0;0;0;0;0;19.2607999997563;"FM";"1";18;0;0;[12.1852369693823, 15.1789327688082, 16.4730082255792, 9.32952303175248, 13.7637204272682, 15.1789327688082, 12.1852369693823, 20.8614476966485, 9.32952303175248, 12.1852369693823, 12.1852369693823, 9.32952303175248, 24.4752936652454, 9.32952303175248, 12.1852369693823, 9.32952303175248, 12.1852369693823, 25.298221281347];[81.92, 122.88, 174.08, 61.44, 102.4, 122.88, 92.16, 143.36, 61.44, 81.92, 102.4, 61.44, 194.56, 61.44, 92.16, 51.2, 92.16, 307.2];2007.04;174.129800001538;"Scratch_PD";"1";0;0;0;0;0;0;130.324000001565
HE_5_13_C;1;1284.80106271357;1936.66204597309;0.0905558169557265;0.995549544767357;24.5877000015753;"FM";"1";0;0;0;0;0;21.3487000000896;"FM";"1";12;0;0;[12.1852369693823, 18.2428068015862, 19.3328735577513, 16.4730082255792, 24.4752936652454, 21.3466625026021, 15.1789327688082, 9.32952303175248, 18.2428068015862, 12.1852369693823, 22.2854212434946, 19.3328735577513];[71.68, 194.56, 215.04, 153.6, 174.08, 153.6, 112.64, 61.44, 204.8, 71.68, 153.6, 163.84];1730.56;123.782899998332;"Scratch_PD";"1";0;0;0;0;0;0;138.255400001071
HE_5_14_C;1;1271.18842148617;1925.18111170359;-0.0225774586953044;0.994580228133259;21.2349000030372;"FM";"1";0;0;0;0;0;11.771299999964;"FM";"1";15;0;0;[16.4730082255792, 18.2428068015862, 15.1789327688082, 11.3137084989848, 12.1852369693823, 24.4752936652454, 16.4730082255792, 12.1852369693823, 22.2854212434946, 32.3975307701065, 9.32952303175248, 9.32952303175248, 13.7637204272682, 12.1852369693823, 14.4886162210199];[174.08, 153.6, 122.88, 71.68, 81.92, 143.36, 133.12, 71.68, 235.52, 276.48, 61.44, 51.2, 112.64, 92.16, 92.16];1873.92;108.11990000002;"Scratch_PD";"1";0;0;0;0;0;0;106.06800000096
HE_6_14_C;1;1281.38225432572;1915.22188373274;0.0264823184826441;0.994676056594358;19.3765000003623;"FM";"1";0;0;0;0;0;24.4022000006225;"FM";"1";11;0;0;[13.7637204272682, 20.8614476966485, 9.32952303175248, 11.3137084989848, 12.1852369693823, 9.32952303175248, 21.3466625026021, 26.484712571595, 12.1852369693823, 12.1852369693823, 12.1852369693823];[122.88, 133.12, 61.44, 81.92, 71.68, 51.2, 163.84, 204.8, 81.92, 71.68, 71.68];1116.16;68.6107000001357;"Scratch_PD";"1";0;0;0;0;0;0;147.936900000786
HE_7_13_C;1;1280.5628357823;1946.31369732546;0.397151428043061;0.995843231583763;21.3841000004322;"FM";"1";0;0;0;0;0;16.0938999979408;"FM";"1";13;0;0;[14.4886162210199, 9.32952303175248, 12.1852369693823, 13.7637204272682, 11.3137084989848, 13.7637204272682, 12.1852369693823, 15.1789327688082, 9.32952303175248, 18.2428068015862, 17.6725776274996, 12.1852369693823, 12.1852369693823];[112.64, 61.44, 92.16, 112.64, 81.92, 133.12, 81.92, 112.64, 51.2, 225.28, 143.36, 102.4, 92.16];1402.88;145.635100001527;"Scratch_PD";"1";0;0;0;0;0;0;112.414200000785
HE_8_14_C;1;1284.84051112472;1925.72641680839;-0.0582419574043295;0.995372575449892;22.6015999978699;"FM";"1";0;0;0;0;0;19.1673999979685;"FM";"1";13;0;0;[16.4730082255792, 11.3137084989848, 11.3137084989848, 9.32952303175248, 9.32952303175248, 15.8391918985787, 11.3137084989848, 9.32952303175248, 11.3137084989848, 12.1852369693823, 13.7637204272682, 13.7637204272682, 14.4886162210199];[163.84, 81.92, 71.68, 51.2, 51.2, 143.36, 61.44, 51.2, 81.92, 92.16, 133.12, 112.64, 102.4];1198.08;140.430299998116;"Scratch_PD";"1";0;0;0;0;0;0;91.1049999995157
HE_7_14_C;1;1268.6370477663;1932.39476159661;0.140903071744774;0.995264735792034;19.1058000018529;"FM";"1";0;0;0;0;0;21.8005999995512;"FM";"1";17;0;0;[19.3328735577513, 11.3137084989848, 9.32952303175248, 13.7637204272682, 9.32952303175248, 19.3328735577513, 12.1852369693823, 11.3137084989848, 11.3137084989848, 15.1789327688082, 12.1852369693823, 20.3646752981726, 9.32952303175248, 11.3137084989848, 12.1852369693823, 18.2428068015862, 9.32952303175248];[163.84, 71.68, 51.2, 92.16, 61.44, 225.28, 81.92, 71.68, 71.68, 133.12, 92.16, 153.6, 61.44, 71.68, 71.68, 112.64, 61.44];1648.64;83.0385999979626;"Scratch_PD";"1";0;0;0;0;0;0;81.0177000021213
HE_10_13_C;1;1295.2208347968;1927.47637341191;0.415491983183174;0.996103887609081;27.1214000022155;"FM";"1";0;0;0;0;0;21.9307000006665;"FM";"1";12;0;0;[15.1789327688082, 9.32952303175248, 12.1852369693823, 12.1852369693823, 9.32952303175248, 8.15843122174846, 11.3137084989848, 9.32952303175248, 13.7637204272682, 19.3328735577513, 9.32952303175248, 13.7637204272682];[81.92, 51.2, 92.16, 81.92, 61.44, 51.2, 81.92, 51.2, 112.64, 215.04, 61.44, 112.64];1054.72;100.376800000959;"Scratch_PD";"1";0;0;0;0;0;0;114.790200001153
HE_10_14_C;1;1276.60364441455;1917.95706915505;0.269736912879608;0.994623638165024;18.7485000024026;"FM";"1";0;0;0;0;0;31.2266000000818;"FM";"1";12;0;0;[12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 24.4752936652454, 9.32952303175248, 11.3137084989848, 9.32952303175248, 11.3137084989848, 9.32952303175248, 21.3466625026021];[92.16, 71.68, 51.2, 61.44, 51.2, 245.76, 51.2, 81.92, 51.2, 81.92, 61.44, 184.32];1085.44;72.7194999999483;"Scratch_PD";"1";0;0;0;0;0;0;56.589099996927
HE_11_14_C;1;1272.46663227814;1928.71126798246;0.107280604994561;0.994320877672806;20.4874000010022;"FM";"1";0;0;0;0;0;17.5444000014977;"FM";"1";13;0;0;[9.32952303175248, 12.1852369693823, 11.3137084989848, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 13.7637204272682, 9.32952303175248, 12.1852369693823, 11.3137084989848, 12.1852369693823, 11.3137084989848];[71.68, 81.92, 71.68, 61.44, 61.44, 61.44, 71.68, 112.64, 61.44, 92.16, 81.92, 112.64, 81.92];1024;62.8651999977592;"Scratch_PD";"1";0;0;0;0;0;0;73.1642999999167
HE_13_14_C;1;1277.86581425965;1921.29665738033;0.216471550319691;0.995734216917526;23.0837000017345;"FM";"1";0;0;0;0;0;12.151900002209;"FM";"1";13;0;0;[9.32952303175248, 13.7637204272682, 16.4730082255792, 18.2428068015862, 9.32952303175248, 15.1789327688082, 12.1852369693823, 9.32952303175248, 11.3137084989848, 12.1852369693823, 9.32952303175248, 21.3466625026021, 11.3137084989848];[51.2, 143.36, 143.36, 204.8, 61.44, 153.6, 122.88, 61.44, 81.92, 92.16, 61.44, 184.32, 81.92];1443.84;61.9723999989219;"Scratch_PD";"1";0;0;0;0;0;0;67.4450999977125
HE_14_13_C;1;1300.42170822393;1919.19792584604;0.416923969931579;0.996021375909606;14.4970000001194;"FM";"1";0;0;0;0;0;17.1315000006871;"FM";"1";15;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 19.3328735577513, 12.1852369693823, 12.1852369693823, 12.1852369693823, 9.32952303175248, 12.1852369693823, 13.7637204272682, 12.1852369693823, 9.32952303175248, 16.4730082255792, 13.7637204272682, 12.1852369693823];[61.44, 51.2, 61.44, 102.4, 102.4, 71.68, 102.4, 51.2, 102.4, 102.4, 61.44, 51.2, 153.6, 122.88, 92.16];1290.24;81.4425999997184;"Scratch_PD";"1";0;0;0;0;0;0;110.283099998924
HE_13_13_C;1;1288.24842701901;1931.1027842916;0.503731018130565;0.995594586755203;20.7426999986637;"FM";"1";0;0;0;0;0;19.9054000004253;"FM";"1";10;0;0;[9.32952303175248, 13.7637204272682, 13.7637204272682, 12.1852369693823, 18.2428068015862, 18.2428068015862, 18.2428068015862, 12.1852369693823, 9.32952303175248, 9.32952303175248];[51.2, 112.64, 112.64, 92.16, 163.84, 225.28, 194.56, 92.16, 71.68, 61.44];1177.6;88.2188000032329;"Scratch_PD";"1";0;0;0;0;0;0;96.995899999456
HE_16_14_C;1;1294.33730976368;1913.9261818731;0.39996723701449;0.995436221737066;17.5651999998081;"FM";"1";1;0;9.32952303175248;61.44;61.44;17.4249000010605;"FM";"1";13;0;0;[9.32952303175248, 15.8391918985787, 13.7637204272682, 9.32952303175248, 13.7637204272682, 12.1852369693823, 9.32952303175248, 15.8391918985787, 9.32952303175248, 16.4730082255792, 9.32952303175248, 9.32952303175248, 15.1789327688082];[61.44, 143.36, 112.64, 71.68, 112.64, 92.16, 61.44, 112.64, 61.44, 133.12, 61.44, 51.2, 153.6];1228.8;79.4225999998162;"Scratch_PD";"1";0;0;0;0;0;0;85.8963999999105
HE_15_13_C_77;1;1295.40590234086;1932.84266102016;0.426305862677763;0.99498932688374;18.8954000004742;"FM";"77";1;50.1134712427706;50.1134712427706;1285.12;1285.12;26.7842000030214;"FM";"77";9;0;50.1134712427706;[50.1134712427706, 12.1852369693823, 27.2470181854822, 13.7637204272682, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248];[1285.12, 92.16, 225.28, 112.64, 71.68, 71.68, 71.68, 102.4, 61.44];2094.08;92.4121999996714;"Scratch_PD";"1";0;0;0;0;0;0;96.5613000007579
