;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches
HE_15_9_C;1;1297.21031189076;1928.03115530845;0.344180155492389;0.995615475793045;19.5946999992884;"FM";"1";0;0;0;0;0;13.4072999971977;"FM";"1";10;0;0;[9.32952303175248, 12.1852369693823, 11.3137084989848, 12.1852369693823, 12.1852369693823, 9.32952303175248, 12.1852369693823, 12.1852369693823, 12.1852369693823, 9.32952303175248];[51.2, 92.16, 81.92, 102.4, 122.88, 71.68, 92.16, 81.92, 122.88, 51.2];870.4;122.316000000865;"Scratch_PD";"1";0;0;0;0;0;0;123.608599998988
HE_17_12_C;1;1307.92845599641;1916.81448563372;0.262830454946728;0.993481921690488;16.9998000019405;"FM";"1";0;0;0;0;0;20.0101999980689;"FM";"1";3;0;0;[12.1852369693823, 12.1852369693823, 11.3137084989848];[71.68, 71.68, 61.44];204.8;71.793200000684;"Scratch_PD";"1";0;0;0;0;0;0;131.887200001074
HE_18_12_C;1;1321.25174524168;1904.75244047841;0.263235206448369;0.993459465974809;20.9576999986893;"FM";"1";0;0;0;0;0;22.6473000002443;"FM";"1";7;0;0;[9.32952303175248, 16.4730082255792, 16.4730082255792, 15.1789327688082, 15.1789327688082, 19.3328735577513, 12.1852369693823];[51.2, 163.84, 143.36, 112.64, 122.88, 245.76, 71.68];911.36;112.554600000294;"Scratch_PD";"1";0;0;0;0;0;0;75.9015000003274
HE_18_11_C;1;1335.46651605968;1916.87285620262;0.24635735417694;0.994232947879141;27.9902000002039;"FM";"1";0;0;0;0;0;12.8555000010238;"FM";"1";7;0;0;[9.32952303175248, 11.3137084989848, 11.3137084989848, 11.3137084989848, 11.3137084989848, 9.32952303175248, 13.7637204272682];[51.2, 61.44, 61.44, 61.44, 71.68, 51.2, 122.88];481.28;77.982200000406;"Scratch_PD";"1";0;0;0;0;0;0;116.214300000138
HE_15_11_C;1;1299.17220328106;1939.48295168168;0.319310190162945;0.993727106772155;17.2903999991831;"FM";"1";0;0;0;0;0;15.1096999979927;"FM";"1";3;0;0;[16.4730082255792, 15.8391918985787, 15.1789327688082];[153.6, 133.12, 112.64];399.36;129.445499998837;"Scratch_PD";"1";0;0;0;0;0;0;76.729799999157
HE_16_11_C;1;1315.54304821192;1924.31545565138;0.206190365704297;0.994054085492621;35.2969999985362;"FM";"1";1;0;27.3875884297979;424.96;424.96;18.2556999970984;"FM";"1";5;0;0;[27.3875884297979, 11.3137084989848, 11.3137084989848, 9.32952303175248, 16.4730082255792];[424.96, 71.68, 71.68, 51.2, 112.64];732.16;81.4671000007365;"Scratch_PD";"1";0;0;0;0;0;0;69.158399997832
HE_15_12_C;1;1289.46928088448;1925.89072994096;0.307714554067809;0.993234386592064;19.0274999986286;"FM";"1";0;0;0;0;0;28.7480000006326;"FM";"1";3;0;0;[12.1852369693823, 11.3137084989848, 12.1852369693823];[81.92, 61.44, 71.68];215.04;105.452799998602;"Scratch_PD";"1";0;0;0;0;0;0;95.2331000007689
HE_16_12_C;1;1296.7277468055;1922.1379934797;0.243389452111745;0.995075428886594;22.4256000001333;"FM";"1";0;0;0;0;0;22.8023999989091;"FM";"1";7;0;0;[13.7637204272682, 15.8391918985787, 15.1789327688082, 12.1852369693823, 13.7637204272682, 12.1852369693823, 13.7637204272682];[81.92, 112.64, 143.36, 71.68, 81.92, 71.68, 102.4];665.6;108.402699999715;"Scratch_PD";"1";0;0;0;0;0;0;100.758900000073
HE_13_11_C;1;1295.64911076836;1927.44841742438;0.262268323943082;0.995919019624182;29.652500001248;"FM";"1";0;0;0;0;0;25.7791000003635;"FM";"1";8;0;0;[15.1789327688082, 11.3137084989848, 9.32952303175248, 12.1852369693823, 9.32952303175248, 15.1789327688082, 12.1852369693823, 11.3137084989848];[92.16, 71.68, 61.44, 92.16, 51.2, 102.4, 102.4, 81.92];655.36;126.958699998795;"Scratch_PD";"1";0;0;0;0;0;0;66.2007999999332
HE_14_12_C;1;1299.86872917027;1906.18020207619;0.359697007714217;0.994518017967437;25.8127999986755;"FM";"1";0;0;0;0;0;32.8864000002795;"FM";"1";7;0;0;[12.1852369693823, 16.4730082255792, 9.32952303175248, 12.1852369693823, 16.4730082255792, 12.1852369693823, 18.2428068015862];[71.68, 133.12, 51.2, 81.92, 143.36, 81.92, 163.84];727.04;62.6068999990821;"Scratch_PD";"1";0;0;0;0;0;0;88.9499000004434
HE_13_12_C;1;1281.57431787872;1915.81003373668;0.1950296083749;0.992819543356177;21.710199998779;"FM";"1";0;0;0;0;0;27.9592000006232;"FM";"1";6;0;0;[11.3137084989848, 15.8391918985787, 13.7637204272682, 12.1852369693823, 9.32952303175248, 12.1852369693823];[71.68, 133.12, 102.4, 81.92, 51.2, 81.92];522.24;96.1979000021529;"Scratch_PD";"1";0;0;0;0;0;0;62.2679000007338
HE_11_11_C;1;1297.46365972719;1931.84683730045;0.293256620533958;0.993246463067067;24.3910000026517;"FM";"1";0;0;0;0;0;21.6910999988613;"FM";"1";6;0;0;[18.2428068015862, 13.7637204272682, 16.4730082255792, 13.7637204272682, 11.3137084989848, 11.3137084989848];[184.32, 122.88, 143.36, 92.16, 71.68, 81.92];696.32;70.2882000005047;"Scratch_PD";"1";0;0;0;0;0;0;73.291299999255
HE_12_11_C;1;1312.54643932778;1918.58860626526;0.319182713863058;0.993932472125437;25.0935000003665;"FM";"1";0;0;0;0;0;27.1939000012935;"FM";"1";8;0;0;[13.7637204272682, 9.32952303175248, 13.7637204272682, 11.3137084989848, 13.7637204272682, 11.3137084989848, 18.2428068015862, 11.3137084989848];[102.4, 51.2, 92.16, 71.68, 102.4, 71.68, 133.12, 61.44];686.08;94.8849999986123;"Scratch_PD";"1";0;0;0;0;0;0;109.414099999412
HE_11_12_C;1;1281.94220952927;1917.66090289683;0.272890693338801;0.994423168679987;21.0929999993823;"FM";"1";0;0;0;0;0;25.8500000018103;"FM";"1";9;0;0;[9.32952303175248, 16.4730082255792, 11.3137084989848, 9.32952303175248, 11.3137084989848, 9.32952303175248, 16.4730082255792, 11.3137084989848, 12.1852369693823];[51.2, 194.56, 61.44, 51.2, 71.68, 51.2, 112.64, 71.68, 71.68];737.28;118.065399998159;"Scratch_PD";"1";0;0;0;0;0;0;71.4440000010654
HE_12_12_C;1;1294.31176332332;1910.77356414166;0.283330406060327;0.99268585351399;24.9721000000136;"FM";"1";0;0;0;0;0;22.3628999992798;"FM";"1";4;0;0;[13.7637204272682, 9.32952303175248, 15.1789327688082, 9.32952303175248];[92.16, 51.2, 143.36, 61.44];348.16;137.566699999297;"Scratch_PD";"1";0;0;0;0;0;0;84.3891000004078
HE_9_12_C;1;1272.38935186441;1927.5033306114;0.278312844863241;0.992663071407094;19.6479000005638;"FM";"1";1;0;7.15541752799933;40.96;40.96;24.7756999997364;"FM";"1";7;0;0;[7.15541752799933, 16.4730082255792, 9.32952303175248, 15.8391918985787, 12.1852369693823, 15.1789327688082, 11.3137084989848];[40.96, 122.88, 61.44, 143.36, 92.16, 133.12, 92.16];686.08;105.651699999726;"Scratch_PD";"1";0;0;0;0;0;0;122.769300000073
HE_10_11_C;1;1303.82039277282;1924.21293190077;0.33474375212214;0.993962891786794;29.8822000004293;"FM";"1";0;0;0;0;0;17.8251999968779;"FM";"1";10;0;0;[12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 16.4730082255792, 12.1852369693823, 9.32952303175248, 11.3137084989848, 11.3137084989848, 9.32952303175248];[71.68, 61.44, 61.44, 51.2, 184.32, 122.88, 71.68, 81.92, 81.92, 51.2];839.68;77.8854999989562;"Scratch_PD";"1";0;0;0;0;0;0;81.2144999981683
HE_9_11_C;1;1286.9966549471;1937.04425117953;0.297548440573663;0.994815360365465;24.5463999999629;"FM";"1";0;0;0;0;0;23.0231000023196;"FM";"1";7;0;0;[16.4730082255792, 13.7637204272682, 9.32952303175248, 12.1852369693823, 12.1852369693823, 9.32952303175248, 13.7637204272682];[204.8, 112.64, 61.44, 122.88, 102.4, 61.44, 133.12];798.72;97.9076999974495;"Scratch_PD";"1";0;0;0;0;0;0;130.270500001643
HE_7_11_C;1;1285.90953408677;1943.30743076573;0.256109365378418;0.996789374441505;23.1329999987793;"FM";"1";1;0;20.4899975597851;163.84;163.84;17.327399997157;"FM";"1";11;0;0;[12.1852369693823, 13.7637204272682, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 20.4899975597851, 9.32952303175248, 9.32952303175248, 13.7637204272682, 9.32952303175248];[102.4, 81.92, 61.44, 71.68, 61.44, 112.64, 163.84, 51.2, 61.44, 122.88, 51.2];942.08;67.3788999993121;"Scratch_PD";"1";0;0;0;0;0;0;67.7875000001222
HE_7_12_C;1;1277.03051246215;1928.33124057289;0.196162421529901;0.995817446677677;28.5264999984065;"FM";"1";0;0;0;0;0;22.028200000932;"FM";"1";4;0;0;[12.1852369693823, 9.32952303175248, 12.1852369693823, 9.32952303175248];[81.92, 61.44, 102.4, 71.68];317.44;86.7601999998442;"Scratch_PD";"1";0;0;0;0;0;0;106.646800002636
HE_8_11_C;1;1302.96391968802;1932.83222089089;0.281789537217809;0.995780433913751;23.539099998743;"FM";"1";1;0;28.3068896207266;171.52;171.52;12.5939999998081;"FM";"1";9;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 13.7637204272682, 11.3137084989848, 9.32952303175248, 28.3068896207266];[71.68, 61.44, 61.44, 71.68, 61.44, 92.16, 81.92, 51.2, 171.52];724.48;133.450899997115;"Scratch_PD";"1";0;0;0;0;0;0;86.5733999999065
HE_8_12_C;1;1285.77002391608;1919.0418121364;0.279087242269962;0.99497509622671;21.2028000023565;"FM";"1";1;0;10.2449987798926;66.56;66.56;30.2823000019998;"FM";"1";7;0;0;[12.1852369693823, 11.3137084989848, 9.32952303175248, 13.7637204272682, 11.3137084989848, 19.3328735577513, 10.2449987798926];[102.4, 81.92, 61.44, 133.12, 81.92, 122.88, 66.56];650.24;81.2460999986797;"Scratch_PD";"1";0;0;0;0;0;0;77.6394999993499
HE_6_12_C;1;1287.64217174923;1920.59495938604;0.242317386597308;0.996802887037859;33.6188999972364;"FM";"1";0;0;0;0;0;21.8630999988818;"FM";"1";7;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 11.3137084989848, 9.32952303175248];[61.44, 51.2, 51.2, 61.44, 81.92, 81.92, 51.2];440.32;66.8153000005987;"Scratch_PD";"1";0;0;0;0;0;0;67.2889999987092
HE_4_11_C;1;1305.26723591841;1931.16024436161;0.314470997061058;0.996469119380095;23.8482999993721;"FM";"1";0;0;0;0;0;18.5962000032305;"FM";"1";9;0;0;[9.32952303175248, 12.1852369693823, 12.1852369693823, 20.8614476966485, 12.1852369693823, 17.6725776274996, 12.1852369693823, 9.32952303175248, 9.32952303175248];[71.68, 71.68, 92.16, 153.6, 102.4, 81.92, 102.4, 51.2, 61.44];788.48;87.7061999999569;"Scratch_PD";"1";0;0;0;0;0;0;61.1352999985684
HE_1_12_C;1;1270.28017364921;1928.26962249226;0.309279579422182;0.995874760975255;29.9818999992567;"FM";"1";0;0;0;0;0;24.2300999998406;"FM";"1";9;0;0;[9.32952303175248, 12.1852369693823, 11.3137084989848, 9.32952303175248, 9.32952303175248, 24.4752936652454, 9.32952303175248, 12.1852369693823, 16.4730082255792];[71.68, 71.68, 81.92, 71.68, 61.44, 163.84, 61.44, 81.92, 81.92];747.52;66.8705000025511;"Scratch_PD";"1";0;0;0;0;0;0;144.281099997897
HE_4_13_C;1;1307.90724946662;1931.54614265431;0.323082729653815;0.995748512852799;29.5468999975128;"FM";"1";0;0;0;0;0;14.6545999996306;"FM";"1";8;0;0;[12.1852369693823, 18.2428068015862, 9.32952303175248, 16.4730082255792, 12.1852369693823, 11.3137084989848, 12.1852369693823, 9.32952303175248];[71.68, 122.88, 51.2, 174.08, 61.44, 61.44, 92.16, 61.44];696.32;137.141300001531;"Scratch_PD";"1";0;0;0;0;0;0;83.1709999984014
HE_8_14_C;1;1296.36432062083;1926.36739727387;0.208955715331734;0.995925808561481;15.8667999967292;"FM";"1";0;0;0;0;0;17.5073999998858;"FM";"1";8;0;0;[9.32952303175248, 22.2854212434946, 9.32952303175248, 19.3328735577513, 8.15843122174846, 23.6237168963734, 12.1852369693823, 11.3137084989848];[61.44, 215.04, 51.2, 153.6, 51.2, 225.28, 102.4, 71.68];931.84;76.2457000018912;"Scratch_PD";"1";0;0;0;0;0;0;82.9881999998179
HE_11_13_C;1;1296.40433512434;1935.18555864146;0.25895538469741;0.996169165852336;21.2730999992345;"FM";"1";0;0;0;0;0;19.9639000020397;"FM";"1";7;0;0;[13.7637204272682, 18.2428068015862, 13.7637204272682, 12.1852369693823, 9.32952303175248, 11.3137084989848, 11.3137084989848];[133.12, 215.04, 102.4, 81.92, 61.44, 92.16, 81.92];768;62.7497999994375;"Scratch_PD";"1";0;0;0;0;0;0;107.061300001078
HE_15_13_C;1;1294.45734420947;1936.53848160175;0.238990110291875;0.995635450935481;17.0985000004293;"FM";"1";0;0;0;0;0;15.2487000013934;"FM";"1";11;0;0;[12.1852369693823, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 15.1789327688082, 9.32952303175248];[102.4, 61.44, 71.68, 61.44, 71.68, 61.44, 71.68, 61.44, 71.68, 153.6, 61.44];849.92;58.6669999975129;"Scratch_PD";"1";0;0;0;0;0;0;60.0254000019049
HE_16_13_C;1;1311.46131221512;1924.69977849408;0.250371284251801;0.995373228232324;23.475400001189;"FM";"1";0;0;0;0;0;22.0325000009325;"FM";"1";9;0;0;[18.2428068015862, 12.1852369693823, 15.1789327688082, 9.32952303175248, 9.32952303175248, 9.32952303175248, 24.4752936652454, 9.32952303175248, 11.3137084989848];[122.88, 102.4, 112.64, 71.68, 71.68, 51.2, 204.8, 51.2, 81.92];870.4;75.4048999988299;"Scratch_PD";"1";0;0;0;0;0;0;64.8473000001104
HE_18_16_C;1;1312.56421542934;1908.29368552448;0.21600898422637;0.986086157842635;22.0160999997461;"FM";"1";0;0;0;0;0;15.586000001349;"FM";"1";11;0;0;[9.32952303175248, 12.1852369693823, 13.7637204272682, 12.1852369693823, 9.32952303175248, 12.1852369693823, 12.1852369693823, 12.1852369693823, 12.1852369693823, 12.1852369693823, 15.1789327688082];[51.2, 71.68, 112.64, 102.4, 61.44, 81.92, 102.4, 71.68, 71.68, 71.68, 92.16];890.88;59.2690000012226;"Scratch_PD";"1";0;0;0;0;0;0;54.6109999995679
HE_13_16_C;1;1286.06667732807;1936.683461149;0.423130619583789;0.995242214798111;18.4378000012657;"FM";"1";0;0;0;0;0;17.0868999994127;"FM";"1";10;0;0;[11.3137084989848, 9.32952303175248, 11.3137084989848, 9.32952303175248, 9.32952303175248, 13.7637204272682, 13.7637204272682, 9.32952303175248, 15.1789327688082, 13.7637204272682];[92.16, 61.44, 71.68, 61.44, 61.44, 133.12, 102.4, 51.2, 112.64, 112.64];860.16;66.5530000005674;"Scratch_PD";"1";0;0;0;0;0;0;92.1363000015845
HE_11_16_C;1;1286.77915700127;1935.11905676374;0.274279132318678;0.994703799847741;18.0022999993525;"FM";"1";0;0;0;0;0;20.4393999993044;"FM";"1";9;0;0;[18.2428068015862, 12.1852369693823, 12.1852369693823, 12.1852369693823, 9.32952303175248, 11.3137084989848, 9.32952303175248, 12.1852369693823, 11.3137084989848];[81.92, 92.16, 81.92, 92.16, 51.2, 81.92, 71.68, 81.92, 81.92];716.8;55.0971000011486;"Scratch_PD";"1";0;0;0;0;0;0;75.6488999977591
HE_10_16_C;1;1296.21193828821;1928.29284334399;0.37925532017457;0.995576113012362;22.7078999996593;"FM";"1";0;0;0;0;0;18.9986999976099;"FM";"1";6;0;0;[14.4886162210199, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 25.298221281347];[71.68, 61.44, 61.44, 71.68, 71.68, 225.28];563.2;65.3904999999213;"Scratch_PD";"1";0;0;0;0;0;0;56.5764999992098
HE_5_16_C;1;1275.94843131764;1943.65983387698;0.379531314017303;0.995389286680165;23.842099999456;"FM";"1";0;0;0;0;0;12.4856000002183;"FM";"1";8;0;0;[11.3137084989848, 9.32952303175248, 11.3137084989848, 12.1852369693823, 12.1852369693823, 12.1852369693823, 11.3137084989848, 21.3466625026021];[71.68, 61.44, 81.92, 112.64, 102.4, 102.4, 71.68, 153.6];757.76;61.3049000021419;"Scratch_PD";"1";0;0;0;0;0;0;61.9127999998454
HE_6_16_C;1;1292.63510271871;1928.53342823536;0.302903428920251;0.995237057816894;20.0502999978198;"FM";"1";1;0;9.73242004847715;69.12;69.12;16.0419000021648;"FM";"1";7;0;0;[11.3137084989848, 12.1852369693823, 15.8391918985787, 9.32952303175248, 11.3137084989848, 12.1852369693823, 9.73242004847715];[81.92, 92.16, 81.92, 61.44, 81.92, 81.92, 69.12];550.4;80.518500002654;"Scratch_PD";"1";0;0;0;0;0;0;59.7535000015341
HE_2_16_C;1;1292.6338403796;1929.18739994154;0.308688605720248;0.996599936979578;19.6307000005618;"FM";"1";0;0;0;0;0;13.4192000004987;"FM";"1";10;0;0;[9.32952303175248, 11.3137084989848, 9.32952303175248, 15.1789327688082, 21.3466625026021, 9.32952303175248, 15.1789327688082, 9.32952303175248, 11.3137084989848, 9.32952303175248];[71.68, 61.44, 51.2, 71.68, 163.84, 71.68, 92.16, 61.44, 92.16, 51.2];788.48;67.6814999969793;"Scratch_PD";"1";0;0;0;0;0;0;69.7048000001814
