;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;P/A;P/A;P/A;P/A;P/A;P/A;P/A;Glue;Glue;Glue;Glue;Glue;Glue;Glue;FM;FM;FM;FM;FM;FM;FM;FM;FM;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond
Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. *area(um);6. *Copper_rect2_len2(um);7. Inspection Time;1. Defect;2. N_Defect;3. *YWidthTop;4. *YWidthBottom;5. *XWidthLeft;6. *XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. *area(um);6. *max_diameter(um);7. *Copper_area(um);8. *Copper_max_diameter(um);9. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. *area(um);6. *width(um);7. *Copper_area(um);8. Inspection Time
HE_12_4_C1;1;1292.11020132517;1887.00189986133;-0.185092079855529;0.687144658851196;39.2750000028173;"1";0;1420.19515999587;1888.63599144898;0.224649635901908;5.13470053449539;3.48045202323603;117.596700001741;"1";0;[];[];[];[];6.75019999835058;["1", "1"];[0, 0];0;4;8.8;0;65.0894999998854;"1";0;[];[];[];[];[];[];24.1800000003423;"1";0;[];[];[];[];[];3.40460000006715
HE_11_4_C1;1;1281.33046908681;1893.48756405767;-0.261042801043377;0.730827297437514;20.7106000016211;"1";0;1406.81401238525;1896.4720791367;0.215829767689372;5.13438362010721;3.4795137010733;74.4439000009152;"1";0;[];[];[];[];5.40249999903608;["1", "1"];[0, 0];0;0;0;4;54.5468000018445;"1";0;[];[];[];[];[];[];34.7765000005893;"1";0;[];[];[];[];[];3.83770000189543
HE_10_4_C1;1;1291.97923497261;1882.9885749398;-0.163224058194349;0.723054155959403;31.3879999994242;"1";0;1417.32993752371;1892.07059516121;0.212877600309533;5.13856759324368;3.48250016183869;133.846900000208;"1";0;[];[];[];[];4.80000000243308;["1", "1"];[0, 0];0;0;0;0;53.8240999994741;"1";0;[];[];[];[];[];[];27.2096999979112;"1";0;[];[];[];[];[];3.41699999989942
HE_9_3_C1;1;1291.61407259367;1913.07621794986;-0.171576752565436;0.822048922468781;59.9309000026551;"1";0;1418.37312549227;1920.1964490964;0.201952521809189;5.13642084842364;3.48212523994997;52.4313999994774;"1";0;[];[];[];[];6.2954000022728;["1", "1"];[0, 0];0;0;0.8;2.4;97.9522999987239;"1";0;[];[];[];[];[];[];28.9023000004818;"1";0;[];[];[];[];[];1.56720000086352
HE_9_4_C1;1;1277.52123845159;1898.50446459095;-0.104548086354509;0.740770395888347;47.0005999995919;"1";0;1404.052500164;1901.92014118096;0.17820473531152;5.13901019011479;3.47913412737436;120.233300000109;"1";0;[];[];[];[];5.48560000243015;["1", "1"];[0, 0];0;5.6;4;0;60.7338999980129;"1";0;[];[];[];[];[];[];43.7297999997099;"1";0;[];[];[];[];[];4.58720000096946
HE_12_3_C1;1;1308.06801914543;1896.4591162009;-0.160988943598378;0.791771752188367;70.3095999997458;"1";0;1435.2250345032;1899.74378072624;0.196524620099931;5.13520823335011;3.48054333512301;79.9346999992849;"1";0;[];[];[];[];7.05079999897862;["1", "1"];[0, 0];0;0;0.8;4;100.483400001394;"1";0;[];[];[];[];[];[];16.5816999979143;"1";0;[];[];[];[];[];2.17329999941285
HE_8_4_C1;1;1283.27566928964;1901.85264603324;-0.240421790141692;0.696112962989702;31.7718999976933;"1";0;1415.13130932425;1902.58835690548;0.223915925449478;5.13851485871538;3.48478007428268;70.3021000008448;"1";0;[];[];[];[];14.4188000012946;["1", "1"];[0, 0];0;4;7.2;0;86.3263999999617;"1";0;[];[];[];[];[];[];23.6393999985012;"1";0;[];[];[];[];[];2.85509999957867
HE_6_4_C1;1;1285.1384465639;1900.58544136022;-0.0901976686370116;0.646165183505047;43.2416000003286;"1";0;1416.89803196091;1901.57246550946;0.208379751977897;5.14218516462175;3.47917548333195;93.2548999990104;"1";0;[];[];[];[];9.69189999887021;["1", "1"];[0, 0];0;0;10.4;0;95.0974000006681;"1";0;[];[];[];[];[];[];15.5242000000726;"1";0;[];[];[];[];[];3.55379999746219
HE_7_4_C1;1;1271.23303593274;1911.21472452653;0;0.719747975854744;65.868199999386;"1";0;1403.00832012041;1915.46596808813;0.168824117675214;5.13965457292561;3.47896857804918;79.3001999991247;"1";0;[];[];[];[];8.82029999775114;["1", "1"];[0, 0];0;0;0;0;82.0596999983536;"1";0;[];[];[];[];[];[];19.6909000005689;"1";0;[];[];[];[];[];5.74369999958435
HE_7_3_C1;1;1287.81337372569;1918.67210942274;-0.186401681850763;0.838931757465332;38.5191999994277;"1";0;1413.43726973048;1925.70794489427;0.258326607276046;5.14061674507668;3.48088892296633;101.146999997582;"1";0;[];[];[];[];8.47329999669455;["1", "1"];[0, 0];0;0;0;0;54.9784999966505;"1";0;[];[];[];[];22913.6;413.076;40.4048999989755;"1";0;[];[];[];[];[];2.63020000056713
HE_10_3_C1;1;1309.85357823013;1902.69752989345;-0.237774176584247;0.798858117183215;40.7026999964728;"1";0;1433.3444318377;1906.84228534818;0.238754619195583;5.13956429988659;3.47912146658107;129.532700000709;"1";0;[];[];[];[];4.60759999987204;["1", "1"];[0, 0];0;0;4;4;58.4687000009581;"1";0;[];[];[];[];[];[];36.7755999977817;"1";0;[];[];[];[];[];2.9902000023867
HE_5_3_C1;1;1288.71035333908;1917.18791230225;-0.220665574399913;0.820706280010512;52.8718999994453;"1";0;1415.82143216612;1920.74682356479;0.18624622077004;5.14247647198618;3.48740448346444;72.4654000005103;"1";0;[];[];[];[];13.5704999993322;["1", "1"];[0, 0];0;0;4;2.4;73.0672999998205;"1";0;[];[];[];[];28865.6;414.236;36.4002000023902;"1";0;[];[];[];[];[];1.56310000238591
HE_5_4_C1;1;1273.13121442831;1908.12824363592;-0.0839154530204444;0.730003060876214;41.5186999998696;"1";0;1402.48113249777;1910.12380392518;0.20845765450498;5.14175801101515;3.47540913555931;108.75980000128;"1";0;[];[];[];[];10.4296999998041;["1", "1"];[0, 0];0;0;4;0;47.1956000001228;"1";0;[];[];[];[];[];[];40.0489999992715;"1";0;[];[];[];[];[];2.81560000075842
HE_8_3_C1;1;1302.75061761139;1908.8364438688;-0.132350196045411;0.792547985778157;58.5605000014766;"1";0;1429.39296747315;1914.44490445956;0.189127803787257;5.14051256366224;3.48116840120033;90.4497000010451;"1";0;[];[];[];[];3.89809999978752;["1", "1"];[0, 0];0;0;4;0;62.9440999982762;"1";0;[];[];[];[];[];[];38.8175999978557;"1";0;[];[];[];[];[];4.21160000041709
HE_3_4_C1;1;1269.31651084492;1910.60885127204;-0.118929797360734;0.720279806866529;58.5570000002917;"1";0;1399.86727891397;1911.51061312291;0.227843543707432;5.13727924317422;3.47665990638287;115.984500000195;"1";0;[];[];[];[];10.9455000019807;["1", "1"];[0, 0];0;0;0;0;46.2183999989065;"1";0;[];[];[];[];[];[];26.9303999994008;"1";0;[];[];[];[];[];7.74449999880744
HE_3_3_C1;1;1283.8054574061;1926.46634358125;-0.232202846294897;0.799603309288017;38.9744999993127;"1";0;1414.42768709543;1923.9416304731;0.253538870099107;5.13729207807681;3.48689921795804;70.8745000010822;"1";0;[];[];[];[];6.25740000032238;["1", "1"];[0, 0];0;4;0;0.8;54.9098000010417;"1";0;[];[];[];[];28710.4;420.894;40.6918000007863;"1";0;[];[];[];[];[];1.80040000122972
HE_4_4_C1;1;1283.75330158384;1901.23640859748;-0.218615134830596;0.673313188731271;49.1683000000194;"1";0;1415.00070484986;1900.12366436935;0.18762089575266;5.14114679972646;3.48025715095196;111.311399999977;"1";0;[];[];[];[];4.21649999771034;["1", "1"];[0, 0];0;0;10.4;0;57.1159999999509;"1";0;[];[];[];[];[];[];38.1779000017559;"1";0;[];[];[];[];[];4.6068000010564
HE_1_3_C1;1;1292.13348743272;1911.05481661103;-0.238265751142438;0.8130185353603;99.9749000002339;"1";0;1416.7485274645;1916.06792635304;0.181513538777787;5.14901178085986;3.48408736308045;62.8815999989456;"1";0;[];[];[];[];4.58069999876898;["1", "1"];[0, 0];12;0;0;0;114.246700002695;"1";0;[];[];[];[];23219.2;425.45;42.5059000008332;"1";0;[];[];[];[];[];1.50470000153291
HE_6_3_C1;1;1299.83098601383;1902.98188728906;-0.108849739827664;0.792244119764774;54.35209999996;"1";0;1428.43218362144;1909.62021781472;0.225806396243431;5.14219674651973;3.48394536579727;112.671800001408;"1";0;[];[];[];[];11.787399998866;["1", "1"];[0, 0];0;0;0;0;95.2895000009448;"1";0;[];[];[];[];[];[];26.7770999998902;"1";0;[];[];[];[];[];3.05959999968763
HE_2_4_C1;1;1280.75804995818;1892.12731972471;-0.229224309637822;0.718337225496924;38.2417000000714;"1";0;1414.46716995534;1895.16238264511;0.215368818652935;5.13434884428682;3.47713251481301;135.984100001224;"1";0;[];[];[];[];4.85729999854811;["1", "1"];[0, 0];7.2;0;0;4;67.1500999997079;"1";0;[];[];[];[];[];[];22.5374000001466;"1";0;[];[];[];[];[];2.11430000126711
HE_2_6_C1;1;1293.8445826085;1902.74941430225;0;0.725047425323481;35.2998999987904;"1";0;1423.73428196247;1903.63660663764;0.197073609455297;5.13889242576493;3.47765027703913;95.5161999991105;"1";0;[];[];[];[];7.59240000115824;["1", "1"];[0, 0];0;0;0;0;99.8656000010669;"1";0;[];[];[];[];[];[];24.6272000003955;"1";0;[];[];[];[];[];1.91080000149668
HE_4_3_C1;1;1301.64181465593;1911.97198371916;-0.185520055390154;0.785445379668801;116.216300000815;"1";0;1427.39077427539;1913.25148629867;0.183881619578811;5.14061297957694;3.48627506421988;60.2632999980415;"1";0;[];[];[];[];4.09009999930277;["1", "1"];[0, 0];0;0;4;0;93.3095999971556;"1";0;[];[];[];[];[];[];29.094299999997;"1";0;[];[];[];[];[];1.95460000031744
HE_1_4_C1;1;1271.07921911643;1903.90894543399;-0.142421476915062;0.718069705526091;33.4309999998368;"1";0;1401.6282459416;1906.38541545401;0.211291920794106;5.1475200408437;3.47765219155752;105.827499999577;"1";0;[];[];[];[];4.84380000125384;["1", "1"];[0, 0];0;0;2.4;0;69.6955999992497;"1";0;[];[];[];[];[];[];45.3135999996448;"1";0;[];[];[];[];[];4.85660000049393
HE_2_3_C1;1;1302.39999343431;1902.10315731101;-0.167832783499243;0.78044416421406;70.467199999257;"1";0;1430.07876488237;1904.75086499027;0.212525392250414;5.13394120489307;3.48641335479895;134.583399998519;"1";0;[];[];[];[];4.47280000298633;["1", "1"];[0, 0];10.4;0;2.4;0;74.2529999988619;"1";0;[];[];[];[];22664;422.015;33.8183999992907;"1";0;[];[];[];[];[];10.1026999982423
HE_1_6_C1;1;1283.37490677418;1910.02264413123;-0.103785269309946;0.760369295332964;35.1148999980069;"1";0;1409.50317682153;1913.15796641792;0.185009119730224;5.13862766416136;3.47802059361967;128.613199998654;"1";0;[];[];[];[];3.85000000096625;["1", "1"];[0, 0];0;0;0;0.8;73.0106000009982;"1";0;[];[];[];[];24500.8;420.925;49.1483000005246;"1";0;[];[];[];[];[];7.38379999893368
HE_1_5_C1;1;1291.92810958163;1929.72495025943;0;0.747612423793555;53.4737999987556;"1";0;1423.65323899708;1927.33026234249;0.242197136488296;5.14639074732811;3.48812709249187;51.2874000014563;"1";0;[];[];[];[];13.1288999982644;["1", "1"];[0, 0];0;0;2.4;0;91.1706000006234;"1";0;[];[];[];[];22508.8;415.338;29.7118000016781;"1";0;[];[];[];[];[];1.7297000013059
HE_2_5_C1;1;1307.23354089818;1909.223639986;-0.0785357757496927;0.782817004141407;54.2248999990989;"1";0;1437.59362038364;1915.40523086511;0.224658835904878;5.13362489511186;3.48711052394452;120.360799999617;"1";0;[];[];[];[];4.59039999986999;["1", "1"];[0, 0];0;0;0;2.4;88.7412999982189;"1";0;[];[];[];[];19886.4;427.754;39.6349000002374;"1";0;[];[];[];[];[];2.71289999727742
HE_3_5_C1;1;1291.41296670761;1912.73268723545;-0.180704015050239;0.815908405928951;47.1520999999484;"1";0;1420.90426755245;1916.01323288399;0.219880141375625;5.13705467807668;3.48753385514099;94.0566999997827;"1";0;[];[];[];[];5.93020000087563;["1", "1"];[0, 0];0;0;0;2.4;72.4451999994926;"1";0;[];[];[];[];[];[];15.2024999988498;"1";0;[];[];[];[];[];2.41370000003371
HE_4_5_C1;1;1305.12694974076;1901.80161631009;-0.145773003950084;0.790992833575615;78.3014999979059;"1";0;1434.27033668129;1905.40365725147;0.174365768799044;5.14026104259159;3.48518442832575;110.059900001943;"1";0;[];[];[];[];5.75390000085463;["1", "1"];[0, 0];0;0;0;4;49.9280999974872;"1";0;[];[];[];[];[];[];18.9406999998027;"1";0;[];[];[];[];[];5.99809999766876
HE_5_5_C1;1;1295.10204514283;1921.89201060459;-0.221752544723745;0.82501174707599;60.7118000007176;"1";0;1425.82818579981;1925.98674841544;0.225806460200289;5.14107018799542;3.48733585463878;72.8377000014007;"1";0;[];[];[];[];6.42919999881997;["1", "1"];[0, 0];0;0;0;2.4;115.428000000975;"1";0;[];[];[];[];25384;418.705;27.5478999974439;"1";0;[];[];[];[];[];9.6601000004739
HE_6_6_C1;1;1289.03721484657;1903.70287791351;0;0.742150694156464;44.643699999142;"1";0;1420.20140695941;1905.84323519473;0.188680154949116;5.13433427563167;3.47116365222161;84.723899999517;"1";0;[];[];[];[];3.6510999998427;["1", "1"];[0, 0];0;0;5.6;0;85.3499999975611;"1";0;[];[];[];[];[];[];54.6519999988959;"1";0;[];[];[];[];[];4.11750000057509
HE_5_6_C1;1;1275.404601938;1919.17848831305;-0.0721392731064799;0.769796410956332;68.5751999990316;"1";0;1408.06480660911;1917.29820424254;0.235880821775858;5.14617419547345;3.4732845656848;81.9413999997778;"1";0;[];[];[];[];6.31319999956759;["1", "1"];[0, 0];0;0;2.4;0;74.2380000010598;"1";0;[];[];[];[];[];[];20.9049000004597;"1";0;[];[];[];[];[];2.26549999933923
HE_10_6_C1;1;1294.6680990991;1887.99475690307;-0.209148585046007;0.719498465184273;73.0296000001545;"1";0;1424.94376294158;1894.2797359337;0.247836737338682;5.14107822021744;3.47293008135841;60.2142999996431;"1";0;[];[];[];[];3.09009999909904;["1", "1"];[0, 0];0;0;0;4;122.483799998008;"1";0;[];[];[];[];[];[];18.4986000022036;"1";0;[];[];[];[];[];3.4594000026118
HE_3_6_C1;1;1276.40760092718;1901.35591942062;0;0.748319108739764;86.2534999978379;"1";0;1406.53959472712;1906.07772259317;0.255263257709513;5.13364853639801;3.47642467258316;80.493800000113;"1";0;[];[];[];[];4.46889999875566;["1", "1"];[0, 0];0;0;0;0.8;75.2811000020301;"1";0;[];[];[];[];[];[];15.6498000033025;"1";0;[];[];[];[];[];3.36210000023129
HE_7_5_C1;1;1292.74913127491;1916.0781859222;-0.114316756681644;0.800021387009878;27.8804000008677;"1";0;1423.5593835079;1923.64235209195;0.210850359553706;5.13404130697351;3.48258071117756;94.3025999986276;"1";0;[];[];[];[];5.09220000094501;["1", "1"];[0, 0];0;0;0;2.4;65.7033000024967;"1";0;[];[];[];[];[];[];44.5815999992192;"1";0;[];[];[];[];[];6.10930000038934
HE_8_6_C1;1;1285.85136276598;1897.09333833577;0;0.670222137905483;70.1235999986238;"1";0;1420.90241602634;1899.67629911084;0.198375709548188;5.14044895310643;3.47352440797274;64.9043999983405;"1";0;[];[];[];[];4.87620000058087;["1", "1"];[0, 0];0;0;4;0;117.062099998293;"1";0;[];[];[];[];[];[];20.1583000016399;"1";0;[];[];[];[];[];1.6460000006191
HE_6_5_C1;1;1307.89040269634;1908.89295251887;-0.151185391674153;0.813733340863763;32.9625000013039;"1";0;1437.72981342726;1915.85451180528;0.183512371617785;5.14201761925375;3.48820588045954;91.969599998265;"1";0;[];[];[];[];6.38590000016848;["1", "1"];[0, 0];0;0;0;2.4;65.9133000008296;"1";0;[];[];[];[];[];[];34.1010999982245;"1";0;[];[];[];[];[];2.99330000052578
HE_7_6_C1;1;1279.26461256709;1907.67576825885;-0.141419856042742;0.757415901050308;99.6661999997741;"1";0;1405.77049327645;1911.36882948147;0.213119101493031;5.13601299850314;3.47090581083299;54.6346000010089;"1";0;[];[];[];[];6.26639999973122;["1", "1"];[0, 0];0;0;0;0.8;81.8190999998478;"1";0;[];[];[];[];24190.4;415.474;18.9945999991323;"1";0;[];[];[];[];[];2.8493999998318
HE_8_5_C1;1;1309.13270845242;1908.5080693886;-0.0665902611517062;0.800629839408657;84.5456999995804;"1";0;1435.81383770334;1912.88977366391;0.228251953848836;5.13917805828773;3.48233667425492;86.6453000016918;"1";0;[];[];[];[];5.42920000225422;["1", "1"];[0, 0];0;0;0;0;81.3275999971665;"1";0;[];[];[];[];[];[];26.013899998361;"1";0;[];[];[];[];[];1.86119999852963
HE_9_5_C1;1;1300.17894111549;1915.75686455359;-0.236732543200019;0.836425124808386;29.141899998649;"1";0;1424.0217336945;1920.80057249552;0.242322094765816;5.13767973464528;3.48074899834032;137.035700001434;"1";0;[];[];[];[];3.26639999912004;["1", "1"];[0, 0];0;0;0;0.8;42.5505999992311;"1";0;[];[];[];[];[];[];30.9030999997049;"1";0;[];[];[];[];[];5.01819999772124
HE_9_6_C1;1;1282.25573961275;1898.13885988922;0;0.754113846712642;78.4100999990187;"1";0;1410.57039149562;1905.46867230495;0.224964191627131;5.14114480483342;3.47037263962794;59.7373999989941;"1";0;[];[];[];[];8.49670000025071;["1", "1"];[0, 0];0;0;0;0;61.3201999985904;"1";0;[];[];[];[];[];[];18.5326999999234;"1";0;[];[];[];[];[];3.66030000077444
HE_11_5_C1;1;1301.87795785078;1917.9293365696;-0.181301938716104;0.845084520329408;62.0715000004566;"1";0;1426.48035110543;1922.8708744561;0.193541736807114;5.13757572890906;3.48476729043462;63.2420999972965;"1";0;[];[];[];[];5.77559999874211;["1", "1"];[0, 0];0;0;2.4;0.8;52.9934000005596;"1";0;[];[];[];[];[];[];49.7371999990719;"1";0;[];[];[];[];[];1.60030000188272
HE_13_5_C1;1;1307.24813141124;1918.87497036198;-0.1781687783179;0.840374335168519;31.1431000009179;"1";0;1435.14744945694;1921.72336834061;0.273365857248256;5.13761536608897;3.48988178384255;71.1317999994208;"1";0;[];[];[];[];8.54930000059539;["1", "1"];[0, 0];0;0;0;4;77.7858000001288;"1";0;[];[];[];[];[];[];19.7999000010896;"1";0;[];[];[];[];[];7.5503000007302
HE_12_6_C1;1;1291.05453187918;1901.03203360711;0;0.653098436702635;51.8224999977974;"1";0;1429.31577420668;1901.2810461817;0.217603107137785;5.13900711620608;3.47085375551734;69.8599999996077;"1";0;[];[];[];[];4.96249999923748;["1", "1"];[0, 0];0;4;4;0;90.823200000159;"1";0;[];[];[];[];[];[];50.7311000001209;"1";0;[];[];[];[];[];2.65969999964
HE_11_6_C1;1;1283.02207051817;1908.27651247837;-0.138342979921968;0.758044982284048;28.4394000009343;"1";0;1414.92066401369;1911.87088953731;0.220605451877128;5.13903175000436;3.4716179332964;98.798999999417;"1";0;[];[];[];[];5.3684999984398;["1", "1"];[0, 0];0;0;2.4;2.4;62.2997000027681;"1";0;[];[];[];[];[];[];33.9649999987159;"1";0;[];[];[];[];[];3.4297999991395
HE_10_5_C1;1;1313.52481521646;1901.76013157469;-0.159837952598711;0.821062995134412;40.2070999989519;"1";0;1437.99975665651;1908.10361302166;0.220541658551939;5.13642394680149;3.48261950506909;65.3973000007682;"1";0;[];[];[];[];4.38709999798448;["1", "1"];[0, 0];0;0;0;0;45.0799000027473;"1";0;[];[];[];[];[];[];45.7693999996991;"1";0;[];[];[];[];[];5.76360000195564
HE_14_6_C1;1;1307.90824527496;1895.89109512242;-0.153174548307559;0.776438306418243;36.1331999993126;"1";0;1432.02365957464;1900.76379214115;0.21999334082255;5.13937032007298;3.4764953325452;68.1829999994079;"1";0;[];[];[];[];8.4045999974478;["1", "1"];[0, 0];0;0;0;0;75.8940999985498;"1";0;[];[];[];[];[];[];18.9123999989533;"1";0;[];[];[];[];[];1.83610000021872
HE_12_5_C1;1;1317.57020981893;1907.74906993674;-0.181582386755853;0.837001094978149;62.0611000013014;"1";0;1442.73695425411;1910.51577667871;0.238804044575793;5.13143227617457;3.48616036350436;95.3192000015406;"1";0;[];[];[];[];15.3748000011547;["1", "1"];[0, 0];0;0;0;4;63.8548000024457;"1";0;[];[];[];[];[];[];19.034199998714;"1";0;[];[];[];[];[];7.73079999999027
HE_13_6_C1;1;1290.54204620783;1911.88604020922;-0.314502406277091;0.77164979717287;120.557800000824;"1";0;1419.06203215221;1912.95465828802;0.18612184795526;5.13492911786409;3.47566814829594;57.5934000007692;"1";0;[];[];[];[];6.66860000274028;["1", "1"];[0, 0];0;0;2.4;0.8;105.127800001355;"1";0;[];[];[];[];[];[];52.2835000010673;"1";0;[];[];[];[];[];2.88739999814425
HE_15_5_C1;1;1304.91770605151;1911.6560310705;-0.113625751232148;0.825990863620405;35.0834000018949;"1";0;1433.38115296132;1912.71075498974;0.21319205060592;5.1338825255977;3.48357926967999;116.497600000002;"1";0;[];[];[];[];5.38460000097984;["1", "1"];[0, 0];0;0;0;0;94.5304000015312;"1";0;[];[];[];[];[];[];26.4502000027278;"1";0;[];[];[];[];[];7.26399999985006
HE_15_6_C1;1;1294.82493849267;1896.18479512174;-0.293390918040198;0.772373116163777;117.069199997786;"1";0;1417.68075823279;1900.85138696257;0.205605379742403;5.1339435530292;3.47320880744816;55.4563000005146;"1";0;[];[];[];[];10.2693999979238;["1", "1"];[0, 0];0;0;0;2.4;102.272899999662;"1";0;[];[];[];[];[];[];46.4252000019769;"1";0;[];[];[];[];[];4.55810000130441
HE_14_5_C1;1;1322.10326909734;1907.9677327085;-0.155288787690501;0.798499502896732;77.5046999988263;"1";0;1447.90359105224;1910.08728416959;0.203602143651858;5.13777815739588;3.48938685085071;62.9962999992131;"1";0;[];[];[];[];4.67829999979585;["1", "1"];[0, 0];0;0;0.8;0;105.806299998221;"1";0;[];[];[];[];[];[];47.8583000003709;"1";0;[];[];[];[];[];4.46390000070096
HE_17_5_C1;1;1310.76784339483;1910.545796105;-0.173062566590018;0.848360837739648;42.8213000013784;"1";0;1440.99536868936;1915.70184393972;0.246007926645125;5.14294187229436;3.47795887612537;112.218199999916;"1";0;[];[];[];[];7.88789999933215;["1", "1"];[0, 0];0;0;0;2.4;45.8815999991202;"1";0;[];[];[];[];[];[];50.7503999979235;"1";0;[];[];[];[];[];1.56110000170884
HE_16_6_C1;1;1308.60805297002;1881.94399281151;-0.0575040773080849;0.754987396012751;28.0302999999549;"1";0;1432.92448960282;1887.26764096681;0.20283315770295;5.13997725294757;3.47557881490415;118.393900000228;"1";0;[];[];[];[];4.23780000346596;["1", "1"];[0, 0];0;0;0;0;45.4655000030471;"1";0;[];[];[];[];[];[];44.9329999973997;"1";0;[];[];[];[];[];2.00430000040797
HE_18_6_C1;1;1317.85126344972;1884.67132239361;-0.0717581158703595;0.774349882459887;92.4349999986589;"1";0;1442.63089646728;1888.1043126003;0.262565686151111;5.13689099389028;3.4706175161048;112.862399997539;"1";0;[];[];[];[];4.52189999850816;["1", "1"];[0, 0];0;0;4;4;53.2365999970352;"1";0;[];[];[];[];[];[];54.1981999995187;"1";0;[];[];[];[];[];2.06899999830057
HE_16_5_C1;1;1316.858213399;1900.03264410834;-0.0891108510959376;0.830849248951182;28.461599998991;"1";0;1446.1820458424;1904.92808475096;0.201598900830089;5.14583559453238;3.48641187022494;121.546599999419;"1";0;[];[];[];[];5.7252000005974;["1", "1"];[0, 0];0;0;0;2.4;45.7745000021532;"1";0;[];[];[];[];[];[];13.6749999983294;"1";0;[];[];[];[];[];5.91820000045118
HE_17_8_C1;1;1291.7292564691;1903.03771342927;0;0.797607158435881;33.4653999998409;"1";0;1417.98425805851;1904.06742828499;0.253819106090184;5.13203033905543;3.48814369998671;89.2822999994678;"1";0;[];[];[];[];6.35379999948782;["1", "1"];[0, 0];0;0;5.6;0;104.520600001706;"1";0;[];[];[];[];[];[];30.3687000014179;"1";0;[];[];[];[];[];2.05090000235941
HE_17_6_C1;1;1301.30651071732;1894.65857702032;-0.0573766293462986;0.789519803782724;90.507200002321;"1";0;1427.65105756591;1900.2433122571;0.229008585241572;5.1299603927973;3.46913113519012;74.0643999997701;"1";0;[];[];[];[];13.4144000003289;["1", "1"];[0, 0];0;0;0;2.4;109.593299999688;"1";0;[];[];[];[];[];[];21.3038000001688;"1";0;[];[];[];[];[];2.72490000133985
HE_18_5_C1;1;1330.71788232813;1899.84870599086;0;0.838527366811746;35.240100001829;"1";0;1456.25036672757;1901.05959949476;0.233534811598578;5.13613649865983;3.46983953201714;94.4816000010178;"1";0;[];[];[];[];4.75849999929778;["1", "1"];[0, 0];0;0;0;0;130.960099999356;"1";0;[];[];[];[];[];[];18.5342000004312;"1";0;[];[];[];[];[];5.07040000229608
HE_17_7_C1;1;1301.08896384807;1920.83534295083;-0.232574855266847;0.822611336546998;34.4113000028301;"1";0;1432.27560880864;1917.45422034549;0.235108725522033;5.13348337769924;3.48628894818917;59.4965999989654;"1";0;[];[];[];[];6.4304000006814;["1", "1"];[0, 0];0;0;0.8;0.8;95.6746000010753;"1";0;[];[];[];[];[];[];54.7958999995899;"1";0;[];[];[];[];[];1.75569999919389
HE_18_8_C1;1;1305.04073333133;1889.77779720979;0;0.806371400829192;64.149500001804;"1";0;1433.29145945574;1893.21229169954;0.21289033076012;5.13780074554558;3.48566328387001;76.8110999997589;"1";0;[];[];[];[];5.15769999765325;["1", "1"];[0, 0];0;0;0.8;0;130.768800001533;"1";0;[];[];[];[];[];[];18.720600000961;"1";0;[];[];[];[];[];2.37410000045202
HE_18_7_C1;1;1318.77490729223;1904.42618987823;0;0.816760998952276;59.1681999976572;"1";0;1447.26220286183;1907.18308191309;0.237129997146672;5.13058601580813;3.48387154581212;115.758399999322;"1";0;[];[];[];[];4.60050000037882;["1", "1"];[0, 0];0;0;0;4;56.5876999971806;"1";0;[];[];[];[];[];[];27.0267000014428;"1";0;[];[];[];[];[];3.3235999981116
HE_16_8_C1;1;1309.25800088788;1894.13132860281;-0.100278109815682;0.7631489489834;42.6744999967923;"1";0;1433.82438273835;1901.11714539535;0.188369097427198;5.14154609727886;3.4862802943337;104.466000000684;"1";0;[];[];[];[];9.40800000171294;["1", "1"];[0, 0];0;4;0;0;59.5117000011669;"1";0;[];[];[];[];[];[];16.7316000006394;"1";0;[];[];[];[];[];5.31300000147894
HE_15_7_C1;1;1306.87277690197;1917.94313188551;-0.0783957853726299;0.836743070820233;40.0320000007923;"1";0;1432.56702446706;1927.51612248503;0.191011979525518;5.1463207877533;3.48990246328638;104.175299999042;"1";0;[];[];[];[];4.91900000270107;["1", "1"];[0, 0];0;0;2.4;0;87.6534999988507;"1";0;[];[];[];[];[];[];22.1672000006947;"1";0;[];[];[];[];[];1.70090000028722
HE_15_8_C1;1;1292.26074025646;1909.2659087163;-0.07876363252897;0.792637311907953;35.4135999987193;"1";0;1419.77103813168;1912.25223940958;0.243254110520842;5.13838893509381;3.48825578333179;135.170099998504;"1";0;[];[];[];[];4.57950000054552;["1", "1"];[0, 0];0;5.6;0;0;39.9419000023045;"1";0;[];[];[];[];[];[];16.4702000001853;"1";0;[];[];[];[];[];5.2986000009696
