;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
HE_5_4_L;"1";1;2989620;2989620;7653427.2;7653427.2;-1.47652502923133;"1";0;1245.1765394279;1903.6716701446;0.306550926935325;4029.15537677979;1986.9667537841;1381.08898424353;1908.07284791331;0.205695949903164;5082.52452918513;3427.81122535775;1313.13276183572;1905.87225902896;-1.53842518999567;-217.459911705003;-7.04188442992672;217.573898561091;0.100854977032162;88.6890000001586;"1";0;0;0;0;0;0;[0.549866137616498, 0.498933513376771, 0.523369148457354, 0.502142632467571, 0.486590056897955, 0.516203658906228, 0.517372352264227, 0.509411420730399, 0.530174165752817];[24, 23.2, 23.2, 22.4, 23.2, 22.4, 23.2, 24.8, 24];[59.2, 59.2, 59.2, 57.6, 57.6, 60.8, 59.2, 57.6, 56];4.68569999793544;"1";0;0;0;0;0;0;0;0;0;4.43359999917448;"1";1;32419;32419;82992.64;82992.64;-4.84898945175097;5.6;2879.18225731824;-2114.30822665721;-277.826630488786;17.3899000001256;"FM";"1";0;0;0;0;0;117.729599998711;"FM";"1";0;0;0;0;0;0;0;10.9287999985099
HE_6_4_L;"1";1;2989788;2989788;7653857.28;7653857.28;-1.45704068238001;"1";0;1258.40636309303;1897.11433685598;0.318166176361826;4028.97905808066;1987.16109099099;1395.08743330264;1900.13686867145;0.225582987622135;5085.66183604716;3429.85163012453;1326.74689819783;1898.62560276371;-1.54868617456737;-218.689712335366;-4.83605090474484;218.7431774243;0.0925831887396915;171.20210000212;"1";0;0;0;0;0;0;[0.546838189146923, 0.513567110622968, 0.514359282890262, 0.581797896881762, 0.549116379400059, 0.520141862827955, 0.566393764148436, 0.551742052475336, 0.51518854770989];[23.2, 25.6, 23.2, 26.4, 26.4, 22.4, 26.4, 26.4, 22.4];[59.2, 57.6, 57.6, 57.6, 59.2, 57.6, 59.2, 57.6, 60.8];4.12990000040736;"1";0;0;0;0;0;0;0;0;0;1.90740000107326;"1";1;32742;32742;83819.52;83819.52;-5.03886112552339;5.6;2884.96321544194;-2141.61549080691;-288.70547604503;6.14710000081686;"FM";"1";0;0;0;0;0;129.964700001437;"FM";"1";0;0;0;0;0;0;0;31.3538999980665
HE_4_4_L;"1";1;2990768;2990768;7656366.08;7656366.08;-1.53245818293896;"1";0;1256.781018235;1897.42958113134;0.244418956240647;4028.85311440208;1987.28016859648;1394.2786021095;1898.50083830339;0.216107133893299;5083.27754432541;3430.62993893283;1325.52981017225;1897.96520971736;-1.56300538627713;-219.996134199195;-1.7140114752794;220.002811113694;0.0283118223473478;131.858100001409;"1";0;0;0;0;0;0;[0.551500535589966, 0.622677406512945, 0.549469247571873, 0.629976553503642, 0.561652575147802, 0.589759021690639, 0.49025078226924, 0.557338432667456, 0.571588893804276];[25.6, 27.2, 23.2, 28, 28, 28, 22.4, 26.4, 24.8];[59.2, 59.2, 60.8, 60.8, 57.6, 59.2, 60.8, 60.8, 62.4];5.06600000153412;"1";0;0;0;0;0;0;0;0;0;4.39189999815426;"1";1;32223;32223;82490.88;82490.88;-4.9812840618208;4.8;2863.98450796015;-2130.82883654532;-285.406553298116;15.0684000000183;"FM";"1";0;0;0;0;0;71.0646999978053;"FM";"1";0;0;0;0;0;0;0;10.5355999985477
HE_3_4_L;"1";1;2990732;2990732;7656273.92;7656273.92;-1.52315534049599;"1";0;1243.51725203281;1907.32951789474;0.256730219715649;4029.16511657713;1987.23455351509;1379.83922960584;1910.0072986919;0.227581001606028;5078.73614307264;3429.43609883836;1311.67824081933;1908.66840829332;-1.55115579254301;-218.115164116857;-4.28444927546589;218.157239905802;0.0291492181096207;127.962099999422;"1";0;0;0;0;0;0;[0.599765610238651, 0.544478082380511, 0.516987261980641, 0.592087981019244, 0.513864400690526, 0.554972948032745, 0.518999925680809, 0.554210531048841, 0.523046489794079];[27.2, 23.2, 23.2, 27.2, 22.4, 27.2, 24, 28, 23.2];[57.6, 60.8, 59.2, 59.2, 57.6, 59.2, 59.2, 59.2, 62.4];4.5862999977544;"1";0;0;0;0;0;0;0;0;0;5.07700000162004;"1";1;32083;32083;82132.48;82132.48;-5.07803942520755;5.6;2882.72543091357;-2108.57767665119;-290.950227265431;8.11969999995199;"FM";"1";0;0;0;0;0;136.242100001255;"FM";"1";0;0;0;0;0;0;0;33.5730999977386
HE_4_3_L;"1";1;2994479;2994479;7665866.24;7665866.24;-1.50748120203667;"1";0;1253.68963674913;1911.7973870848;0.269280084674647;4028.8986378512;1987.5016373176;1389.80856674543;1912.44626627429;0.206203905702752;5081.70987904009;3432.89998020197;1321.74910174728;1912.12182667954;-1.56602936106531;-217.790287994092;-1.038206703174;217.792762546665;0.0630761789718947;199.099999997998;"1";0;0;0;0;0;0;[0.579940405400578, 0.550126151005576, 0.529687137728681, 0.518017758015506, 0.535324968244127, 0.516369268933577, 0.509420440279329, 0.525485653709199, 0.556546242876073];[28.8, 28, 25.6, 24.8, 28, 24.8, 24.8, 25.6, 24.8];[59.2, 59.2, 57.6, 59.2, 60.8, 59.2, 59.2, 60.8, 59.2];8.82800000181305;"1";0;0;0;0;0;0;0;0;0;3.58979999873554;"1";1;31980;31980;81868.8;81868.8;-5.26497782561958;5.6;2880.58676672921;-2129.3820137586;-301.661008637967;9.494400001131;"FM";"1";0;0;0;0;0;106.354800002009;"FM";"1";0;0;0;0;0;0;0;19.4795999996131
HE_3_3_L;"1";1;2992976;2992976;7662018.56;7662018.56;-1.53495400622877;"1";0;1237.05143608036;1925.31341402721;0.24719464242245;4029.37037877441;1987.30536924704;1377.94123711434;1922.25603601017;0.254189303647984;5077.21046653902;3433.11046985234;1307.49633659735;1923.78472501869;1.54909924004945;-225.423681654363;4.89180482726515;225.476752693212;-0.00699466122553369;126.284699999815;"1";0;0;0;0;0;0;[0.509967812470567, 0.47813733950995, 0.540019855690668, 0.508609843654595, 0.490710400689201, 0.523826480759909, 0.552340832261632, 0.554467133154267, 0.532948683741785];[24.8, 24, 27.2, 23.2, 24, 26.4, 27.2, 27.2, 27.2];[57.6, 56, 57.6, 57.6, 57.6, 59.2, 56, 57.6, 59.2];6.47810000009486;"1";0;0;0;0;0;0;0;0;0;4.09480000234907;"1";1;32497;32497;83192.32;83192.32;-4.83015529389657;5.6;2924.745594978;-2103.48450626212;-276.747512733045;8.5092999979679;"FM";"1";0;0;0;0;0;130.28789999953;"FM";"1";0;0;0;0;0;0;0;39.1607000019576
HE_1_3_L;"1";1;2994122;2994122;7664952.32;7664952.32;-1.50040850328356;"1";0;1247.36272913048;1909.54950797611;0.275979711574608;4029.71579137535;1987.32998339012;1381.51428729378;1913.04091977365;0.179359009659038;5087.17192909533;3434.33367684997;1314.43850821213;1911.29521387488;-1.54477632473633;-214.642493061271;-5.58625887606395;214.715174395729;0.0966207019155697;179.316399997333;"1";0;0;0;0;0;0;[0.578910023609325, 0.563352133070611, 0.535347008922, 0.569943663664641, 0.563636458106163, 0.5045202747318, 0.486560501832803, 0.55549134073184, 0.551077028890343];[27.2, 28, 24.8, 28, 28, 24.8, 26.4, 26.4, 28];[59.2, 57.6, 59.2, 59.2, 59.2, 57.6, 57.6, 56, 59.2];3.74469999951543;"1";0;0;0;0;0;0;0;0;0;2.13529999746243;"1";1;31898;31898;81658.88;81658.88;-4.89491896406815;5.6;2886.78984262336;-2106.58228102075;-280.458197699654;8.87119999970309;"FM";"1";0;0;0;0;0;106.197099998099;"FM";"1";0;0;0;0;0;0;0;18.3261999991373
HE_2_3_L;"1";1;2995139;2995139;7667555.84;7667555.84;-1.48903430385912;"1";0;1258.17290177705;1901.59259881502;0.285809123470037;4029.02823580443;1987.36700135008;1395.45939213949;1902.99956028188;0.232336285673756;5077.29543057783;3434.45773265386;1326.81614695827;1902.29607954845;-1.56054832490447;-219.658384579902;-2.25113834698132;219.669919515871;0.0534728377962804;143.995099999302;"1";0;0;0;0;0;0;[0.523320225536202, 0.573201027403518, 0.52120888316482, 0.545485521236945, 0.522230327754578, 0.524143189068028, 0.519652316086025, 0.512803826573189, 0.51227294269154];[24.8, 24.8, 24.8, 24.8, 24.8, 24, 24, 24, 23.2];[60.8, 62.4, 60.8, 60.8, 60.8, 57.6, 59.2, 62.4, 57.6];8.72670000171638;"1";0;0;0;0;0;0;0;0;0;3.03810000332305;"1";1;32156;32156;82319.36;82319.36;-5.04648271546734;5.6;2873.149496206;-2135.118895385;-289.142160981998;9.61850000021514;"FM";"72";1;0;12.1852369693823;71.68;71.68;156.250399999408;"FM";"1";1;0;0;0;12.1852369693823;71.68;71.68;13.4677999994892
HE_1_4_L;"1";1;2991714;2991714;7658787.84;7658787.84;-1.45048641561312;"1";0;1248.81868250202;1900.88621870721;0.331374120580609;4029.37827579855;1987.22469110791;1383.79018255644;1904.25716060106;0.239176883874845;5087.93800558022;3430.58525773951;1316.30443252923;1902.57168965414;-1.54582630521951;-215.954400087065;-5.39350703016971;216.02174157952;0.0921972367057643;169.886899999256;"1";0;0;0;0;0;0;[0.540265681559791, 0.524317513088605, 0.577126572553442, 0.549796608211309, 0.557678285269265, 0.532139717429523, 0.53789416515529, 0.55002230875132, 0.547568853504347];[22.4, 24.8, 24.8, 24, 24.8, 24, 28, 23.2, 24.8];[57.6, 57.6, 62.4, 57.6, 59.2, 60.8, 57.6, 60.8, 59.2];2.56390000140527;"1";0;0;0;0;0;0;0;0;0;1.59549999807496;"1";1;32112;32112;82206.72;82206.72;-4.82352664783306;5.6;2865.45879422023;-2116.22571001495;-276.36771928972;5.96109999969485;"FM";"1";0;0;0;0;0;119.229899999482;"FM";"1";0;0;0;0;0;0;0;11.1997999993037
HE_2_4_L;"1";1;2991417;2991417;7658027.52;7658027.52;-1.48997004719089;"1";0;1257.78847693375;1892.73012105516;0.278975656880748;4029.56368761808;1987.07841921;1396.87420171895;1893.6420591254;0.197958506508198;5078.20969943572;3431.76099212216;1327.33133932635;1893.18609009028;-1.56423975886549;-222.537159656332;-1.45910091238984;222.541943020592;0.0810171503725503;127.766400000837;"1";0;0;0;0;0;0;[0.566171712928037, 0.531301794415279, 0.535871656644249, 0.530766567909643, 0.573936739286879, 0.501106515956339, 0.548343632485374, 0.516592106913966, 0.542422623901863];[23.2, 23.2, 24, 22.4, 23.2, 22.4, 23.2, 22.4, 22.4];[59.2, 59.2, 62.4, 60.8, 60.8, 59.2, 60.8, 57.6, 60.8];7.56130000081612;"1";0;0;0;0;0;0;0;0;0;3.8633000003756;"1";1;32058;32058;82068.48;82068.48;-4.75730745610716;5.6;2858.00566473267;-2124.57126458294;-272.573639081058;12.5525000003108;"FM";"1";0;0;0;0;0;123.418299997866;"FM";"1";0;0;0;0;0;0;0;14.6459999996296
HE_1_6_L;"1";1;2983749;2983749;7638397.44;7638397.44;-1.52440013124182;"1";0;1270.69899645199;1912.33930695216;0.257047856952801;4028.9497998256;1987.13468899427;1404.16803400688;1914.39423464623;0.217975958967115;5081.5421150494;3430.3208850989;1337.43351522943;1913.36677079919;-1.55540125551671;-213.550460087819;-3.2878843105158;213.575769194351;0.0390718979856854;166.516799999954;"1";0;0;0;0;0;0;[0.577775927579323, 0.504569096832358, 0.500741257871521, 0.509318111944807, 0.541775919919729, 0.504747150927759, 0.48299663214649, 0.522098230213746, 0.514297194031492];[25.6, 21.6, 23.2, 22.4, 24, 23.2, 21.6, 21.6, 22.4];[57.6, 56, 59.2, 57.6, 57.6, 57.6, 54.4, 59.2, 56];3.87270000283024;"1";0;0;0;0;0;0;0;0;0;3.57989999974961;"1";1;33813;33813;86561.28;86561.28;-4.95825843191271;5.6;2912.55051015882;-2188.72268062579;-284.087281883752;17.9820000012114;"FM";"1";0;0;0;0;0;170.450800000253;"FM";"1";0;0;0;0;0;0;0;26.4975999998569
HE_2_5_L;"1";1;2986514;2986514;7645475.84;7645475.84;-1.49458678530763;"1";0;1275.68886601475;1914.02866771378;0.277965290561865;4029.48862471541;1987.61135382381;1412.27378028105;1916.65688657213;0.213044370005071;5076.51866873451;3438.89024595483;1343.9813231479;1915.34277714296;-1.5515563209591;-218.535862826074;-4.20515017335856;218.576317630976;0.0649209205567938;138.497099997039;"1";0;0;0;0;0;0;[0.543722785555618, 0.552587848525086, 0.524415237739512, 0.521746761351063, 0.516434732007003, 0.489846729129237, 0.481312833448354, 0.521202475836901, 0.502164407133696];[25.6, 24.8, 23.2, 23.2, 23.2, 24, 23.2, 23.2, 21.6];[57.6, 56, 57.6, 56, 57.6, 56, 56, 56, 57.6];9.07910000023548;"1";0;0;0;0;0;0;0;0;0;3.62500000119326;"1";1;34381;34381;88015.36;88015.36;-4.9012931826471;5.6;2925.27700764957;-2205.39651551729;-280.823413521922;14.100899999903;"FM";"1";0;0;0;0;0;105.518699998356;"FM";"1";0;0;0;0;0;0;0;16.3965000028838
HE_1_5_L;"1";1;2984705;2984705;7640844.8;7640844.8;-1.40683531143683;"1";0;1262.05037220271;1927.46649744399;0.373251538221053;4029.49500963416;1987.44709819876;1398.83109513405;1928.11302755101;0.235029491913694;5087.08021801044;3438.63187104176;1330.44073366838;1927.7897624975;-1.56606959865484;-218.849156690135;-1.03444817123163;218.851601472327;0.138222046307359;121.900300000561;"1";0;0;0;0;0;0;[0.528294075631279, 0.51031958202541, 0.539173113163884, 0.518532291996812, 0.572097363169975, 0.567490686701929, 0.534948525815024, 0.528641260846994, 0.550953849282841];[24, 23.2, 25.6, 23.2, 25.6, 26.4, 24.8, 26.4, 24.8];[56, 56, 56, 56, 56, 56, 57.6, 56, 56];2.49859999894397;"1";0;0;0;0;0;0;0;0;0;6.4392999993288;"1";1;34993;34993;89582.08;89582.08;-5.20086738877695;5.6;2965.31877804132;-2198.57951018775;-297.987751184144;17.8298999999242;"FM";"1";0;0;0;0;0;171.729599998798;"FM";"1";0;0;0;0;0;0;0;44.5456000015838
HE_2_6_L;"1";1;2984011;2984011;7639068.16;7639068.16;-1.51937791893585;"1";0;1282.61641902584;1903.09047802788;0.254005965452724;4029.28150660152;1987.1442098166;1417.53345501985;1904.80736110785;0.195248176896041;5081.8396571602;3432.03982095135;1350.07493702284;1903.94891956786;-1.55807154077865;-215.867257590428;-2.74701292796199;215.884735402109;0.0587577885566828;181.597899998451;"1";0;0;0;0;0;0;[0.530691494605474, 0.508483487844748, 0.499293179342367, 0.489697907039913, 0.498202370689496, 0.511901797759315, 0.492036277157047, 0.470602360825244, 0.496779754237104];[21.6, 22.4, 21.6, 22.4, 22.4, 22.4, 21.6, 22.4, 23.2];[57.6, 60.8, 57.6, 57.6, 57.6, 57.6, 57.6, 59.2, 56];7.57789999988745;"1";0;0;0;0;0;0;0;0;0;3.62660000246251;"1";1;34161;34161;87452.16;87452.16;-5.17396957054278;5.6;2908.17308626797;-2214.25976991306;-296.446619721216;31.8107000020973;"FM";"1";0;0;0;0;0;180.029300001479;"FM";"1";0;0;0;0;0;0;0;21.008100000472
HE_3_5_L;"1";1;2990519;2990519;7655728.64;7655728.64;-1.49790862443475;"1";0;1247.5668170072;1917.68476708035;0.295181502262532;4028.13311771234;1988.15506879142;1384.67335154308;1919.9797509137;0.224243711444188;5079.77301343336;3434.81276298924;1316.12008427514;1918.83225899703;-1.55405919943565;-219.370455257407;-3.67197413336144;219.401185124142;0.0709377908183432;162.347999998019;"1";0;0;0;0;0;0;[0.508470500608009, 0.484591854228422, 0.514943858095454, 0.510517960286759, 0.51346318323176, 0.487895182712001, 0.463753467125458, 0.50655487033868, 0.500086729634341];[24.8, 25.6, 25.6, 25.6, 25.6, 25.6, 26.4, 25.6, 25.6];[51.2, 52.8, 54.4, 54.4, 52.8, 52.8, 56, 54.4, 52.8];2.3600999993505;"1";0;0;0;0;0;0;0;0;0;2.09349999931874;"1";1;32717;32717;83755.52;83755.52;-4.84068695139761;5.6;2926.88576580982;-2117.08291102485;-277.350932259132;7.06750000244938;"FM";"1";0;0;0;0;0;164.959400000953;"FM";"1";0;0;0;0;0;0;0;41.5758999988611
HE_4_5_L;"1";1;2992347;2992347;7660408.32;7660408.32;-1.49093021537736;"1";0;1261.54717182405;1908.22568180639;0.299704431623808;4028.37922254986;1988.26897319066;1399.29146686519;1909.79084960859;0.218961459032397;5082.83399988029;3433.98473433825;1330.41931934462;1909.00826570749;-1.55943396550756;-220.390872065833;-2.50426848350762;220.405099420535;0.0807429725914114;173.857900001167;"1";0;0;0;0;0;0;[0.530349587107569, 0.500969684871638, 0.527735966812317, 0.51717470621568, 0.508248788360375, 0.496337633083241, 0.485023366161314, 0.528282920888235, 0.516265522204306];[25.6, 25.6, 25.6, 24.8, 25.6, 24.8, 25.6, 25.6, 25.6];[54.4, 51.2, 52.8, 52.8, 52.8, 52.8, 52.8, 54.4, 52.8];4.59829999817885;"1";0;0;0;0;0;0;0;0;0;2.37710000146762;"1";1;32528;32528;83271.68;83271.68;-4.92600565230227;5.6;2915.98071815052;-2133.97402852927;-282.239333734508;24.6503999987908;"FM";"1";0;0;0;0;0;99.8392000001331;"FM";"1";0;0;0;0;0;0;0;16.180999999051
HE_4_6_L;"1";1;2990011;2990011;7654428.16;7654428.16;-1.48878378843296;"1";0;1266.55849414093;1899.19374132208;0.30019285017218;4027.79719419125;1987.50195594968;1400.96602422308;1900.28292051503;0.216950020565492;5090.9527409678;3429.08942709317;1333.76225918201;1899.73833091855;-1.56269294633738;-215.052048131442;-1.74268670872152;215.059108996789;0.0832428296066876;146.271099998557;"1";0;0;0;0;0;0;[0.535035731932059, 0.525277673376038, 0.46686053948067, 0.443708804649619, 0.493512269403551, 0.516811368385965, 0.478629960631594, 0.520267982568193, 0.42212857849447];[24.8, 26.4, 26.4, 25.6, 25.6, 25.6, 25.6, 26.4, 24];[52.8, 54.4, 56, 52.8, 52.8, 54.4, 52.8, 52.8, 52.8];3.62869999662507;"1";0;0;0;0;0;0;0;0;0;1.62219999765512;"1";1;32343;32343;82798.08;82798.08;-4.95662462782453;5.6;2902.29027610302;-2136.76702841419;-283.993671804948;7.29119999959948;"FM";"1";0;0;0;0;0;133.10730000012;"FM";"1";0;0;0;0;0;0;0;19.3698000002769
HE_3_6_L;"1";1;2988757;2988757;7651217.92;7651217.92;-1.42598326238637;"1";0;1253.00054171054;1906.44793979095;0.369567422240918;4027.54063043994;1987.54846330049;1389.31477568329;1909.80397505037;0.245790882385386;5075.79741536004;3428.23407686688;1321.15765869691;1908.12595742066;-1.54618145470098;-218.102774356392;-5.36965641507741;218.1688643963;0.123776539855532;105.324699998164;"1";0;0;0;0;0;0;[0.425441221443004, 0.525608709471009, 0.49670150661562, 0.499143434413848, 0.519425293886444, 0.485127665620191, 0.399783421655447, 0.494610574176539, 0.484854285081744];[23.2, 25.6, 24.8, 24.8, 24.8, 24.8, 23.2, 25.6, 23.2];[52.8, 52.8, 51.2, 52.8, 51.2, 54.4, 52.8, 52.8, 52.8];4.32870000076946;"1";0;0;0;0;0;0;0;0;0;8.38819999989937;"1";1;32515;32515;83238.4;83238.4;-4.89272189724445;5.6;2912.75706596955;-2120.58577272028;-280.332315043348;7.95320000179345;"FM";"1";0;0;0;0;0;84.2761999992945;"FM";"1";0;0;0;0;0;0;0;27.9850000006263
HE_5_5_L;"1";1;2991701;2991701;7658754.56;7658754.56;-1.49678985581635;"1";0;1248.54834885935;1918.88509738869;0.295028857394686;4028.93456602336;1988.17593650677;1386.5607631661;1921.50341987355;0.206551937644568;5082.37235123703;3433.46856190054;1317.55455601272;1920.19425863112;-1.55182695774156;-220.819862890793;-4.18931597578267;220.859598422739;0.0884769197501172;133.450400000584;"1";0;0;0;0;0;0;[0.503321965056998, 0.510882795296805, 0.528552278361669, 0.460484817936784, 0.449737164119243, 0.442783980682559, 0.488766468808615, 0.489925378030606, 0.516941879478727];[25.6, 26.4, 26.4, 23.2, 24.8, 25.6, 26.4, 26.4, 25.6];[54.4, 54.4, 56, 54.4, 52.8, 56, 56, 54.4, 54.4];2.04479999956675;"1";0;0;0;0;0;0;0;0;0;4.44870000137598;"1";1;33051;33051;84610.56;84610.56;-4.65408035455394;5.6;2922.37843333031;-2127.82485250068;-266.65916183069;14.3023999989964;"FM";"1";0;0;0;0;0;147.775500001444;"FM";"1";0;0;0;0;0;0;0;13.5351999997511
HE_5_6_L;"1";1;2989674;2989674;7653565.44;7653565.44;-1.4442923798023;"1";0;1249.24987485027;1915.85393492209;0.334266749010007;4028.17449255316;1987.11829943748;1387.84366593675;1912.93740276226;0.234463867791419;5087.10404257239;3423.72392362221;1318.54677039351;1914.39566884217;1.54975568902079;-221.750065738364;4.66645145572111;221.79916010697;0.0998028812185887;159.315400000196;"1";0;0;0;0;0;0;[0.479816053972094, 0.523314944836365, 0.46486140805902, 0.56358446750374, 0.522011683455033, 0.524808728982459, 0.459004147350714, 0.519654579169061, 0.545570047155678];[22.4, 26.4, 24.8, 26.4, 26.4, 25.6, 22.4, 26.4, 26.4];[56, 54.4, 56, 56, 54.4, 54.4, 54.4, 52.8, 56];3.57310000254074;"1";0;0;0;0;0;0;0;0;0;7.02530000125989;"1";1;32691;32691;83688.96;83688.96;-5.03159338549574;5.6;2922.11311981891;-2123.20577528984;-288.289065214847;8.28679999904125;"FM";"1";0;0;0;0;0;172.417900001165;"FM";"1";0;0;0;0;0;0;0;15.2804999997898
HE_6_6_L;"1";1;2991345;2991345;7657843.2;7657843.2;-1.50173739310054;"1";0;1262.97799560324;1902.79154151506;0.28811632813873;4028.72748882981;1987.73276526508;1400.61603806003;1902.3440596558;0.207312619197504;5078.96028776716;3424.38748203829;1331.79701683163;1902.56780058543;1.56754518870356;-220.22086793086;0.715970974818629;220.22203179214;0.0808037089412262;210.433899999771;"1";0;0;0;0;0;0;[0.577039963863664, 0.519796944400464, 0.492825046070974, 0.475308017255562, 0.425778170578328, 0.532958817775969, 0.458140840147731, 0.48538031971158, 0.482548639658532];[25.6, 27.2, 26.4, 22.4, 22.4, 27.2, 22.4, 22.4, 24.8];[57.6, 56, 57.6, 57.6, 56, 54.4, 54.4, 57.6, 57.6];12.4372999998741;"1";0;0;0;0;0;0;0;0;0;5.53440000294358;"1";1;32005;32005;81932.8;81932.8;-4.9964678063708;5.6;2904.5323168255;-2122.65038587721;-286.276517778035;9.25389999974868;"FM";"1";0;0;0;0;0;77.4397999994108;"FM";"1";0;0;0;0;0;0;0;11.8082000008144
HE_6_5_L;"1";1;2992374;2992374;7660477.44;7660477.44;-1.50548377004912;"1";0;1261.10424905654;1907.32775987572;0.268427007587427;4028.85766378789;1987.58736650262;1398.9931575922;1911.93612664395;0.210884805182286;5084.72358631289;3434.86681299303;1330.04870332437;1909.63194325983;-1.53738789541535;-220.622253657044;-7.37338682915615;220.745431758044;0.057542202405141;96.2018999998691;"1";0;0;0;0;0;0;[0.489585341426885, 0.537918826427116, 0.467494144194818, 0.488110942478889, 0.509384869613461, 0.507355395081544, 0.489466060314879, 0.497930197781547, 0.44201262718954];[24.8, 27.2, 25.6, 25.6, 25.6, 27.2, 26.4, 26.4, 24.8];[54.4, 56, 54.4, 54.4, 56, 54.4, 54.4, 54.4, 57.6];4.58349999826169;"1";0;0;0;0;0;0;0;0;0;5.40610000098241;"1";1;33356;33356;85391.36;85391.36;-4.8300871122569;5.6;2909.75848423072;-2156.22722148939;-276.743606212852;22.6755000003322;"FM";"1";0;0;0;0;0;108.885200002987;"FM";"1";0;0;0;0;0;0;0;19.6025999975973
HE_7_5_L;"1";1;2992026;2992026;7659586.56;7659586.56;-1.46454879106938;"1";0;1248.91614726934;1919.16939618218;0.31931718408122;4029.21206501614;1987.61749205645;1386.54971146347;1924.30653482863;0.24581227034383;5074.5275488797;3432.49677944387;1317.7329293664;1921.7379655054;-1.53348889318233;-220.213702710602;-8.21942183431456;220.367043263741;0.0735049137373902;174.529399999301;"1";0;0;0;0;0;0;[0.525645743818821, 0.555467306727811, 0.493512717479777, 0.510536731386353, 0.481675119516286, 0.492324820420997, 0.497200530540091, 0.541149642330628, 0.505405338976651];[25.6, 28, 24.8, 24.8, 23.2, 27.2, 26.4, 27.2, 24];[57.6, 57.6, 57.6, 60.8, 57.6, 56, 56, 57.6, 56];6.63100000019767;"1";0;0;0;0;0;0;0;0;0;1.73930000164546;"1";1;33412;33412;85534.72;85534.72;-4.70226775927914;5.6;2916.25691368371;-2141.55948760924;-269.420096747134;15.736499997729;"FM";"1";0;0;0;0;0;194.391099998029;"FM";"1";0;0;0;0;0;0;0;13.9186000014888
HE_8_6_L;"1";1;2992723;2992723;7661370.88;7661370.88;-1.49992543685481;"1";0;1266.69603976458;1899.16986987605;0.279145034109807;4029.34036453943;1987.48496944563;1403.335894205;1901.65487806384;0.211805822587455;5082.82039890513;3423.39627719015;1335.01596698479;1900.41237396994;-1.55261177676356;-218.623767104671;-3.97601310045102;218.659919105474;0.0673392115223518;158.334600000671;"1";0;0;0;0;0;0;[0.575768948698074, 0.541704175723064, 0.568780804386408, 0.545206478850586, 0.581095298316302, 0.486679773593106, 0.557359278021376, 0.531022318604687, 0.557452196433042];[26.4, 27.2, 27.2, 27.2, 27.2, 23.2, 26.4, 27.2, 27.2];[57.6, 59.2, 60.8, 59.2, 60.8, 56, 59.2, 59.2, 59.2];2.471499999956;"1";0;0;0;0;0;0;0;0;0;3.44659999973373;"1";1;31554;31554;80778.24;80778.24;-5.05158808165091;5.6;2873.5490397414;-2125.89460607213;-289.434676917185;9.80280000294442;"FM";"1";0;0;0;0;0;149.087899997539;"FM";"1";0;0;0;0;0;0;0;27.688300000591
HE_7_6_L;"1";1;2991114;2991114;7657251.84;7657251.84;-1.49043573796687;"1";0;1254.96682079249;1909.74416351472;0.293319136367721;4028.85125677541;1987.2544478343;1389.1316549835;1912.45041243799;0.221315983043254;5076.03525060738;3422.55146156341;1322.049237888;1911.09728797635;-1.55062798688219;-214.663734705621;-4.32999827722088;214.707400624305;0.0720031533244675;119.965099998808;"1";0;0;0;0;0;0;[0.53806427878023, 0.528931428311591, 0.553396302644111, 0.508331999911724, 0.507223345272624, 0.554146309978792, 0.53033059663995, 0.524701125685803, 0.526008544854891];[27.2, 27.2, 26.4, 23.2, 25.6, 26.4, 26.4, 26.4, 26.4];[57.6, 57.6, 54.4, 56, 57.6, 56, 56, 56, 57.6];3.58170000254177;"1";0;0;0;0;0;0;0;0;0;11.2707000007504;"1";1;31762;31762;81310.72;81310.72;-4.87638767207966;5.6;2901.22768087652;-2108.03667275361;-279.396432879789;11.2380999999004;"FM";"1";0;0;0;0;0;163.338899998053;"FM";"1";0;0;0;0;0;0;0;16.1920999998983
