;;Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14720379;HE_1_1_C1;1;1299.0228958774;1892.21810228019;0.138250637079817;0.742144079831604;15.1364000048488;"1";0;1432.37692148646;1894.0894214047;0.221795748881495;5.14984045661295;3.47784402313421;22.6199000608176;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.49779985845089;["1", "1"];[0, 0];0;0;0;0;77.4668999947608;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;33.3324999082834;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.94850005209446
HRH14720379;HE_2_1_C1;1;1314.11755166999;1883.63845539907;0.0610367783121014;0.710764543903935;37.8711000084877;"1";0;1446.91956529263;1882.79159600934;0.254535766130183;5.14197743623298;3.47822306160885;32.0474000182003;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;7.177600171417;["1", "1"];[0, 0];0;0;0;0;65.9008000511676;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;37.9425999708474;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;9.77300014346838
HRH14720379;HE_2_2_C1;1;1304.3664474546;1870.17992687693;-0.105185260976109;0.686939876733987;72.2908999305218;"1";0;1434.21923781368;1870.34128449902;0.239054293510057;5.14181239285987;3.48233511241986;74.8290999326855;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;8.42669978737831;["1", "1"];[0, 0];0;0;0;0;73.6354000400752;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;36.1025000456721;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.00219990499318
HRH14720379;HE_1_2_C1;1;1290.57952161801;1881.14726457573;-0.0178681651992606;0.721863053577636;63.0445999559015;"1";0;1420.99618681939;1881.20711486207;0.223396737688825;5.14605195756537;3.47974117081425;75.3413001075387;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;8.45369999296963;["1", "1"];[0, 0];0;0;0;0;64.877999946475;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;20.0311001390219;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.53339999169111
HRH14720379;HE_3_1_C1;1;1292.21565899797;1889.60704189884;0.0887052717285707;0.742789991575137;44.3055001087487;"1";0;1424.86552001777;1887.22962143121;0.229009787424971;5.1442339775608;3.47793725397475;81.7982000298798;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;15.392699977383;["1", "1"];[0, 0];0;0;0;0;77.5888999924064;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;13.4039002005011;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.16520011983812
HRH14720379;HE_4_2_C1;1;1302.02539731627;1862.04249548116;-0.161481976920265;0.70065602184323;41.9642999768257;"1";0;1429.91810303871;1860.96259216334;0.233985250189752;5.14150378805939;3.48024077719352;29.7006999608129;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.31209995783865;["1", "1"];[0, 0];0;0;0;0;79.6409999020398;"1";0;[];;;0.0000;[];;;0.0000;616;616;616;616.0000;80.859;80.859;80.859;80.8590;[];;;0.0000;[];;;0.0000;29.9613000825047;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.58979992941022
HRH14720379;HE_4_1_C1;1;1311.40781642186;1875.24725219032;-0.05978031889653;0.708986076376902;28.8819000124931;"1";0;1442.79749446679;1875.98345031381;0.249242079138526;5.14051133249048;3.48144197510069;25.0381000805646;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.54870012961328;["1", "1"];[0, 0];0;0;0;0;72.5881000980735;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;39.1629000660032;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.22089996188879
HRH14720379;HE_3_2_C1;1;1283.02856031267;1875.45650950089;-0.06786902649345;0.671231968493061;16.6982999071479;"1";0;1412.32696771639;1873.9524849947;0.248336805803536;5.13951569423755;3.47925910118506;73.634099913761;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.44659993425012;["1", "1"];[0, 0];0;0;0;0;28.5740999970585;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;26.9388998858631;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;7.14150001294911
HRH14720379;HE_5_1_C1;1;1290.60532767577;1893.00675801741;0.113922960456749;0.726706965979758;30.1477001048625;"1";0;1423.40485762144;1895.29357641449;0.27023001921101;5.1426481621281;3.4790552434968;42.4299000296742;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.17419995553792;["1", "1"];[0, 0];0;0;0;0;45.741000212729;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;17.9029998835176;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.98670004121959
