;;Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14720423;HE_1_1_C1;1;1292.13589410245;1898.69660528042;0.211313407290349;0.683201669885733;16.2439001724124;"1";0;1420.72710363687;1897.82566588491;0.277542116256992;5.13461490951207;3.47423012336892;34.7700000274926;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.58619999699295;["1", "1"];[0, 0];0;0;0;0;61.781199881807;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;26.7288000322878;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.06849989667535
HRH14720423;HE_2_2_C1;1;1293.40340926699;1872.039835555;0.240465874475801;0.698233541735249;26.4188998844475;"1";0;1421.40599882106;1871.3230046713;0.246983816314347;5.13937110321275;3.47688008344104;45.9873999934644;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.10559999383986;["1", "1"];[0, 0];0;0;0;0;66.3419000338763;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;51.3821998611093;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.96369993500412
HRH14720423;HE_2_1_C1;1;1310.1230127659;1881.99330981203;0.186703742282285;0.650586106557938;22.4213998299092;"1";0;1435.76774188295;1886.65956863648;0.262906645073662;5.13818525423566;3.47538227433653;16.790899913758;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.58879992179573;["1", "1"];[0, 0];0;0;0;0;50.901300041005;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;47.1179999876767;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.8417999856174
HRH14720423;HE_1_2_C1;1;1280.90608970127;1886.35911504251;0.116701135105509;0.747075091759115;19.4773999974132;"1";0;1407.25460330644;1883.82806782418;0.266320348686194;5.13799339409021;3.47630565838318;21.2451000697911;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.47609980963171;["1", "1"];[0, 0];0;0;0;0;72.8045001160353;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;35.1609000936151;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.89580000005662
HRH14720423;HE_4_1_C1;1;1302.42910430682;1879.9236645624;0.257922458162859;0.581081995065887;17.0740999747068;"1";0;1433.73997815008;1883.89310004799;0.242284748801063;5.13970563294341;3.47534900260221;55.0533998757601;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;9.32720000855625;["1", "1"];[0, 0];0;0;0;0;38.7846000958234;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;12.5309999566525;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.88939995132387
HRH14720423;HE_3_2_C1;1;1275.20722366915;1878.10265112204;-0.0066995448412805;0.729068476419968;18.0296001490206;"1";0;1402.53289921664;1876.83694117441;0.23988683107935;5.13689184598721;3.47522883718442;62.3598999809474;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.44869992882013;["1", "1"];[0, 0];0;0;0;0;31.0721001587808;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;10.5937998741865;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.66860013268888
HRH14720423;HE_3_1_C1;1;1285.41376864043;1895.82687233195;0.154736098525931;0.627744747187762;50.82289990969;"1";0;1416.23864929112;1895.21362096905;0.26451272405807;5.13515109729502;3.4751490782804;64.8980000987649;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.56530002318323;["1", "1"];[0, 0];0;0;0;0;39.3519999925047;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;11.8462999816984;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.13300017639995
HRH14720423;HE_4_2_C1;1;1293.09615156914;1864.86287089208;0.178953670304763;0.681907947236084;30.4354999680072;"1";0;1420.02800985899;1865.31789461845;0.26314484111594;5.1365180143872;3.4761341546112;67.41389981471;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.49089985340834;["1", "1"];[0, 0];0;0;0;0;42.3097000457346;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;15.4493998270482;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.85719993896782
HRH14720423;HE_5_1_C1;1;1289.89030437032;1899.00151956159;0.239882122726456;0.656196756736932;95.4116999637336;"1";0;1418.00706861926;1900.79704728168;0.277971453596244;5.1325410433328;3.47250144343242;27.2047000471503;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.82989987358451;["1", "1"];[0, 0];0;0;0;0;27.9663000255823;"1";0;[];;;0.0000;[];;;0.0000;672;672;672;672.0000;90.58;90.58;90.58;90.5800;[];;;0.0000;[];;;0.0000;29.2626000009477;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.58070016652346
