;;FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB)
Lot ID;Unit;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. circularity;8. circularity (min);8. circularity (max);8. circularity (avg);9. inner_radius (um);9. inner_radius (um) (min);9. inner_radius (um) (max);9. inner_radius (um) (avg);10. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. rect2_len2 (um);8. rect2_len2 (um) (min);8. rect2_len2 (um) (max);8. rect2_len2 (um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time
HRH14721038;HE_2_1_L1;"1";1;6850914;6850914;6850914;6850914;6850914.0000;17.53833984;17.53833984;17.53833984;17.53833984;17.5383;0.186543706194334;0.186543706194334;0.186543706194334;0.1865;3.01632011495109;-2.32978646598104;10.6881670596637;"1";0;583.65758173952;2295.90189236803;0.189503953398283;1.84117550001928;0.0995215335986971;3.67344302778885;-0.933852130783231;10.8577767307654;16.743800137192;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.697711695237385, 0.638461683171994, 0.797638098284992, 0.805531305044169, 0.782873802989917, 0.814115340468705];0.638461683171994;0.814115340468705;0.7561;[18.4, 16, 16.8, 18.4, 18.4, 18.4];16;18.4;17.7333;3.65619990043342;"1";16;5672;[444, 347, 349, 317, 414, 336, 392, 349, 359, 346, 366, 357, 302, 316, 337, 341];302;444;354.5000;14520.32;[1136.64, 888.32, 893.44, 811.52, 1059.84, 860.16, 1003.52, 893.44, 919.04, 885.76, 936.96, 913.92, 773.12, 808.96, 862.72, 872.96];773.12;1136.64;907.5200;[5.39901983951423, 5.50472051282583, 19.9649178643112, -18.4129860028642, 0.387751748083554, -2.66982494926231, 4.02640175888597, 2.61919571458648, 20.5872622824559, -5.357002700709, 9.61478177523666, 0, 15.4978615755451, 11.1808904686465, 6.34820392723378, 1.41021936847125];-18.4129860028642;20.5872622824559;4.7563;1.95610010996461;"1";9;7872;[911, 877, 938, 855, 839, 856, 859, 907, 830];830;938;874.6667;0.02015232;[0.00233216, 0.00224512, 0.00240128, 0.0021888, 0.00214784, 0.00219136, 0.00219904, 0.00232192, 0.0021248];0.0021248;0.00240128;0.0022;[-86.9763695167993, -86.6634676721183, -88.5552918224177, -86.6200292471925, -81.0715752015589, -86.6769108901889, -84.5877049453878, -87.2551888704769, -87.783628237986];-88.5552918224177;-81.0715752015589;-86.2434;[0.0275483574827974, 0.0253813788225708, 0.0265631323454144, 0.0259854452070731, 0.0265801986697989, 0.0244179101128174, 0.0242437914420898, 0.0253813788225709, 0.0254558441227157];0.0242437914420898;0.0275483574827974;0.0257;3.4959998447448;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.97569995746017
HRH14721038;HE_1_1_L1;"1";1;6849306;6849306;6849306;6849306;6849306.0000;17.53422336;17.53422336;17.53422336;17.53422336;17.5342;0.295331037607135;0.295331037607135;0.295331037607135;0.2953;3.03092279025057;-2.29788106532253;16.9212220141082;"1";0;562.802177627693;2303.43715722762;0.294571927199337;1.84211722347483;0.0998729958779404;3.6854994515642;-0.900483484204309;16.8777281915569;25.3893998451531;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.727086201534029, 0.644039216167705, 0.757381132084046, 0.809212999458216, 0.86436447276617, 0.741143456382873, 0.798197348350431, 0.811665705993921, 0.69343797755551];0.644039216167705;0.86436447276617;0.7607;[19.2, 19.2, 19.2, 19.2, 20, 17.6, 20, 20, 19.2];17.6;20;19.2889;7.31929996982217;"1";16;5563;[427, 345, 328, 330, 394, 355, 389, 346, 334, 346, 344, 352, 268, 337, 308, 360];268;427;347.6875;14241.28;[1093.12, 883.2, 839.68, 844.8, 1008.64, 908.8, 995.84, 885.76, 855.04, 885.76, 880.64, 901.12, 686.08, 862.72, 788.48, 921.6];686.08;1093.12;890.0800;[3.97642092151655, 14.464983606149, 18.1540643935698, -16.5018698981125, 3.38340409712748, -1.94598601617949, 16.6546731966755, -0.530472186752328, 19.8733184012455, -5.357002700709, 13.9853323910375, -4.47580550533382, 52.3957945565794, -3.79358507033606, 28.6325379399786, -0.639442280253934];-16.5018698981125;52.3957945565794;8.6423;2.32289987616241;"1";9;8768;[932, 1010, 986, 970, 932, 977, 1030, 1036, 895];895;1036;974.2222;0.02244608;[0.00238592, 0.0025856, 0.00252416, 0.0024832, 0.00238592, 0.00250112, 0.0026368, 0.00265216, 0.0022912];0.0022912;0.00265216;0.0025;[-76.0210517559675, -70.8139969878378, -77.4314980682605, -57.3226642854208, -58.0727771191388, -65.6703245666694, -72.3580607108892, -68.5508486198509, -72.7095435686928];-77.4314980682605;-57.3226642854208;-68.7723;[0.0262048712832167, 0.0257910303731049, 0.0288499566724111, 0.0260215295476649, 0.0258229966495625, 0.0260677849416611, 0.0267537792822313, 0.0261818492618307, 0.0260215295476649];0.0257910303731049;0.0288499566724111;0.0264;2.65659997239709;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.98799996078014
HRH14721038;HE_1_2_L1;"1";1;6845199;6845199;6845199;6845199;6845199.0000;17.52370944;17.52370944;17.52370944;17.52370944;17.5237;0.21760776090133;0.21760776090133;0.21760776090133;0.2176;3.01182976950707;-2.27818328565758;12.4680062889381;"1";0;550.605746128773;2290.94872850771;0.251002957788995;1.84100016001056;0.098911914083889;3.66551796561234;-0.880969193806037;14.3814101266098;17.194600077346;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.794947571097272, 0.791487229558842, 0.764739179106271, 0.784406207601321, 0.74408201043783, 0.791299747043891, 0.814478365273732, 0.797418383411651, 0.713485694640821];0.713485694640821;0.814478365273732;0.7774;[19.2, 19.2, 20.8, 19.2, 19.2, 19.2, 19.2, 20, 19.2];19.2;20.8;19.4667;12.1926001738757;"1";16;5354;[452, 323, 319, 315, 382, 322, 384, 323, 341, 336, 338, 339, 267, 290, 300, 323];267;452;334.6250;13706.24;[1157.12, 826.88, 816.64, 806.4, 977.92, 824.32, 983.04, 826.88, 872.96, 860.16, 865.28, 867.84, 683.52, 742.4, 768, 826.88];683.52;1157.12;856.6400;[13.9296162536006, 0, 28.1112031724288, -15.9353310371289, 12.1892064641695, 19.214038672842, 8.19794975467695, 0, 26.3329631031803, 0, 20.5360230619564, 1.39926543565941, 54.2889855349672, 18.434948822922, 32.933691380585, 8.42845350046594];-15.9353310371289;54.2889855349672;14.2538;14.7192000877112;"1";9;8826;[928, 1006, 976, 905, 973, 962, 982, 1057, 1037];905;1057;980.6667;0.02259456;[0.00237568, 0.00257536, 0.00249856, 0.0023168, 0.00249088, 0.00246272, 0.00251392, 0.00270592, 0.00265472];0.0023168;0.00270592;0.0025;[-59.5619078219486, -69.6760438295504, -64.3846143913309, -64.2507160927035, -69.7011802264834, -69.1796307631472, -77.8784620850567, -82.6165776186148, -46.1109464992212];-82.6165776186148;-46.1109464992212;-67.0400;[0.0264750448535975, 0.0254017322243975, 0.0257235262353394, 0.0248901586977665, 0.0266165804141174, 0.0257713383888564, 0.0257858121475379, 0.0273220789838549, 0.0272367040733728];0.0248901586977665;0.0273220789838549;0.0261;12.9568001721054;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.95459993928671
HRH14721038;HE_2_2_L1;"1";1;6845637;6845637;6845637;6845637;6845637.0000;17.52483072;17.52483072;17.52483072;17.52483072;17.5248;0.435589316254776;0.435589316254776;0.435589316254776;0.4356;2.99544638548611;-2.300446949904;24.9574294223879;"1";0;561.105788346133;2277.95095372439;0.41408917837399;1.84489627819024;0.0998440935385684;3.64472152595903;-0.897769261353813;23.7255622628696;26.1358001735061;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.823828348948956, 0.70964187453968, 0.791350353076789, 0.737180830485262, 0.715241291497203, 0.773245254849622, 0.711773529733516, 0.74575366881064, 0.709164875874439];0.709164875874439;0.823828348948956;0.7464;[20, 20, 19.2, 19.2, 19.2, 20, 20, 19.2, 18.4];18.4;20;19.4667;3.07799992151558;"1";16;5448;[445, 313, 343, 298, 412, 314, 394, 309, 361, 327, 362, 306, 303, 305, 332, 324];298;445;340.5000;13946.88;[1139.2, 801.28, 878.08, 762.88, 1054.72, 803.84, 1008.64, 791.04, 924.16, 837.12, 926.72, 783.36, 775.68, 780.8, 849.92, 829.44];762.88;1139.2;871.6800;[7.47153626647275, -11.0133611153991, 20.7956925186749, -15.9418671504993, 4.05139145847779, -2.4382805211236, 7.99717822472053, 4.25442357325087, 16.1820112224096, -11.3776843686709, 15.6056816542629, -22.2526537954029, 31.5455887351023, -4.38610733920401, 16.9788201327529, -0.844410598638167];-22.2526537954029;31.5455887351023;3.5392;2.30449996888638;"1";9;7558;[861, 942, 795, 835, 828, 819, 854, 819, 805];795;942;839.7778;0.01934848;[0.00220416, 0.00241152, 0.0020352, 0.0021376, 0.00211968, 0.00209664, 0.00218624, 0.00209664, 0.0020608];0.0020352;0.00241152;0.0021;[-53.177132720469, 75.146081974777, -87.7317368317867, -33.404092435795, -66.7068391623544, -60.9655522533244, -32.4427494541617, -61.9909169258459, 66.481704455204];-87.7317368317867;75.146081974777;-28.3101;[0.0254558441227157, 0.0262244930684512, 0.0254558441227157, 0.0254558441227157, 0.0252954861906549, 0.0248901586977665, 0.0250703219989423, 0.0254558441227157, 0.0246957597158946];0.0246957597158946;0.0262244930684512;0.0253;5.23789995349944;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;16.7396001052111
HRH14721038;HE_3_1_L1;"1";1;6841591;6841591;6841591;6841591;6841591.0000;17.51447296;17.51447296;17.51447296;17.51447296;17.5145;0.348534229884162;0.348534229884162;0.348534229884162;0.3485;3.03394691860417;-2.29109246360971;19.9695403882049;"1";0;561.51638458498;2304.37739897045;0.34788378847498;1.8391349333986;0.0980909684118769;3.68700383835272;-0.898426215335968;19.9322728406382;21.437699906528;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.711144059355771, 0.821132476893331, 0.773620263496868, 0.716949481240688, 0.810405714897365, 0.780569351315028, 0.860692355904378, 0.772965311216624];0.711144059355771;0.860692355904378;0.7809;[19.2, 20, 19.2, 18.4, 19.2, 20, 20.8, 20];18.4;20.8;19.6000;6.22559990733862;"1";16;5368;[449, 333, 303, 361, 383, 333, 361, 330, 319, 347, 314, 339, 248, 311, 293, 344];248;449;335.5000;13742.08;[1149.44, 852.48, 775.68, 924.16, 980.48, 852.48, 924.16, 844.8, 816.64, 888.32, 803.84, 867.84, 634.88, 796.16, 750.08, 880.64];634.88;1149.44;858.8800;[4.78796489002818, -2.60666792826952, 28.7926426703857, -8.27657847234889, 3.81111077586743, -8.30025233667486, 9.51704190009133, -7.89198087976758, 15.0511335843862, -5.50472051282583, 25.4908713763987, 0.343922856959601, 69.9168563915738, 18.8006837908019, 39.0563920930156, -3.76303621655409];-8.30025233667486;69.9168563915738;11.2016;2.58729979395866;"1";9;8728;[971, 979, 923, 956, 971, 989, 969, 1016, 954];923;1016;969.7778;0.02234368;[0.00248576, 0.00250624, 0.00236288, 0.00244736, 0.00248576, 0.00253184, 0.00248064, 0.00260096, 0.00244224];0.00236288;0.00260096;0.0025;[-80.2580281985152, -76.8711710088722, -67.5518937751004, -74.8939650860857, -81.9486302704362, -74.9536340787093, -78.6663137358376, -76.8899461951514, -84.0492925035324];-84.0492925035324;-67.5518937751004;-77.3425;[0.0269900055741171, 0.0258357755693548, 0.02496, 0.026164705882353, 0.026484712571595, 0.0253543508274686, 0.0282842712474619, 0.0253543508274686, 0.0255863869130885];0.02496;0.0282842712474619;0.0261;3.00530018284917;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.26620002649724
HRH14721038;HE_3_2_L1;"1";1;6837553;6837553;6837553;6837553;6837553.0000;17.50413568;17.50413568;17.50413568;17.50413568;17.5041;0.287889486852281;0.287889486852281;0.287889486852281;0.2879;3.0140082928498;-2.26929617306074;16.4948525628227;"1";0;542.696651811116;2293.36347962919;0.269415063318684;1.84321199479147;0.100618439509003;3.6693815674067;-0.868314642897785;15.4363460654105;25.5001001060009;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.779100421211834, 0.745104337188836, 0.737859114766759, 0.791050226873952, 0.741199160266643, 0.765382051792436, 0.774732355151168, 0.796243077012281, 0.803969203912349];0.737859114766759;0.803969203912349;0.7705;[20, 19.2, 20, 20, 19.2, 20, 19.2, 20, 20];19.2;20;19.7333;4.03029983863235;"1";16;5354;[411, 328, 312, 334, 375, 328, 365, 328, 322, 346, 328, 334, 283, 318, 299, 343];283;411;334.6250;13706.24;[1052.16, 839.68, 798.72, 855.04, 960, 839.68, 934.4, 839.68, 824.32, 885.76, 839.68, 855.04, 724.48, 814.08, 765.44, 878.08];724.48;1052.16;856.6400;[7.85693586263144, -7.37845078855363, 25.2820137108464, -10.2994017593628, 6.56505309902157, -7.37845078855363, 9.23667329103114, -7.37845078855363, 29.0041503818833, -4.09362302715853, 14.6414710830486, 1.34038031658472, 53.7773704443349, -4.42363966925865, 32.7383861558597, -3.74474497104292];-10.2994017593628;53.7773704443349;8.4841;4.82930010184646;"1";9;8916;[1025, 975, 1033, 942, 1019, 989, 959, 992, 982];942;1033;990.6667;0.02282496;[0.002624, 0.002496, 0.00264448, 0.00241152, 0.00260864, 0.00253184, 0.00245504, 0.00253952, 0.00251392];0.00241152;0.00264448;0.0025;[-73.0687294782634, -72.9314386321798, -69.3760688386833, -74.038547911604, -66.1689450105378, -82.5191328946394, -81.2053175059541, -79.3578180315958, -87.0538221760706];-87.0538221760706;-66.1689450105378;-76.1911;[0.0253663154021538, 0.0256310156942179, 0.0261783527419941, 0.0259076923076924, 0.0254659333515953, 0.0259653096486814, 0.0260793086656682, 0.0261967010902984, 0.0264208602371327];0.0253663154021538;0.0264208602371327;0.0259;22.0004001166672;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.83279991708696
HRH14721038;HE_4_1_L1;"1";1;6839110;6839110;6839110;6839110;6839110.0000;17.5081216;17.5081216;17.5081216;17.5081216;17.5081;0.0155828670475881;0.0155828670475881;0.0155828670475881;0.0156;3.01497532421616;-2.319198985599;0.892832514540286;"1";0;580.384392798503;2297.10013003324;0.0527734165872913;1.83929180992394;0.0986343124985706;3.67536020805318;-0.928615028477604;3.02369404093748;12.4725999776274;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.786167875594518, 0.761556807038542, 0.820463658703763, 0.834030476679231, 0.747278828267565, 0.751207519616336, 0.694761145979612, 0.772943969684446, 0.770766973833517];0.694761145979612;0.834030476679231;0.7710;[20, 20, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 18.4];18.4;20;19.2889;4.61070006713271;"1";16;5513;[440, 326, 328, 310, 415, 330, 405, 326, 344, 319, 355, 331, 302, 314, 328, 340];302;440;344.5625;14113.28;[1126.4, 834.56, 839.68, 793.6, 1062.4, 844.8, 1036.8, 834.56, 880.64, 816.64, 908.8, 847.36, 773.12, 803.84, 839.68, 870.4];773.12;1126.4;882.0800;[6.05557083181767, -0.497280554423821, 19.9320046497063, -30.9008705234315, -0.993606201326956, -5.41851627070772, 3.14632110130395, 2.31049731024466, 11.0669286055882, -15.3646090362453, 8.56883490766038, -10.0418810377613, 14.2112577753633, -6.13791569367134, 8.86998635743699, 0];-30.9008705234315;19.9320046497063;0.3004;2.14110012166202;"1";9;7967;[858, 887, 801, 877, 857, 901, 920, 919, 947];801;947;885.2222;0.02039552;[0.00219648, 0.00227072, 0.00205056, 0.00224512, 0.00219392, 0.00230656, 0.0023552, 0.00235264, 0.00242432];0.00205056;0.00242432;0.0023;[-63.0766803889113, -81.1785427566289, -67.4588890989523, -87.8756115330799, -81.5039818942451, -88.7006286852208, -76.4327127162691, -76.9625080342581, -88.1386327643765];-88.7006286852208;-63.0766803889113;-79.0365;[0.0254558441227157, 0.0261833067839057, 0.0248901586977665, 0.0258221901347601, 0.0246965111753375, 0.0259859814328544, 0.0256737332144037, 0.0257595031007974, 0.0264750448535974];0.0246965111753375;0.0264750448535974;0.0257;3.51499998942018;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.5265000294894
HRH14721038;HE_4_2_L1;"1";1;6835830;6835830;6835830;6835830;6835830.0000;17.4997248;17.4997248;17.4997248;17.4997248;17.4997;0.490354402102225;0.490354402102225;0.490354402102225;0.4904;2.99394539021596;-2.29566523123015;28.0952377061184;"1";0;557.771979706355;2277.31687040744;0.472101973726837;1.84547189500772;0.100109979986397;3.64370699265191;-0.892435167530167;27.0494505943438;9.31520015001297;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.664358463278408, 0.707772197173032, 0.713346583630084, 0.695478255028384, 0.81593071028667, 0.818597105917628, 0.830809971979851, 0.73203208699115];0.664358463278408;0.830809971979851;0.7473;[16.8, 19.2, 18.4, 18.4, 20, 20, 20.8, 19.2];16.8;20.8;19.1000;2.98270001076162;"1";16;5387;[424, 315, 340, 286, 416, 314, 403, 325, 350, 318, 356, 327, 275, 289, 330, 319];275;424;336.6875;13790.72;[1085.44, 806.4, 870.4, 732.16, 1064.96, 803.84, 1031.68, 832, 896, 814.08, 911.36, 837.12, 704, 739.84, 844.8, 816.64];704;1085.44;861.9200;[11.4081321335924, -11.9120124718431, 15.1839919056105, -37.2381593310683, 3.23034432035628, -22.0815181832645, 5.68513588842372, -4.18902240916585, 18.9275774234584, -21.7986233713964, 18.8158713437266, 1.49335497708222, 48.7532922196603, -43.1185175407184, 25.1143463057033, 2.91907552679347];-43.1185175407184;48.7532922196603;0.6996;1.72480009496212;"1";9;7393;[797, 825, 784, 813, 816, 830, 843, 835, 850];784;850;821.4444;0.01892608;[0.00204032, 0.002112, 0.00200704, 0.00208128, 0.00208896, 0.0021248, 0.00215808, 0.0021376, 0.002176];0.00200704;0.002176;0.0021;[-47.1229560339322, -56.0110639784978, -44.5772852133544, -89.5028180048202, -59.7130536717861, -89.2967882531837, -83.4623921560939, -59.1154829195693, -12.515005279369];-89.5028180048202;-12.515005279369;-60.1463;[0.0243244732728172, 0.0248901586977665, 0.0248901586977665, 0.0254558441227157, 0.0248901586977665, 0.0254558441227157, 0.0254558441227157, 0.0254558441227157, 0.0254558441227157];0.0243244732728172;0.0254558441227157;0.0251;3.41650005429983;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.97350000962615
HRH14721038;HE_5_1_L1;"1";1;6837223;6837223;6837223;6837223;6837223.0000;17.50329088;17.50329088;17.50329088;17.50329088;17.5033;0.460600424276753;0.460600424276753;0.460600424276753;0.4606;3.0249349056481;-2.29403449722204;26.390460352993;"1";0;558.712397167746;2297.3584881096;0.441453790464037;1.84116790938574;0.0990839858981841;3.67577358097536;-0.893939835468394;25.2934390436419;26.5718998853117;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.807164618223318, 0.654908787248342, 0.704530755121919, 0.792240669587765, 0.81938800624365, 0.838293721577718, 0.810774646233136, 0.800043601489337];0.654908787248342;0.838293721577718;0.7784;[20, 17.6, 20, 20, 20, 19.2, 20, 19.2];17.6;20;19.5000;4.89260000176728;"1";16;5408;[415, 351, 295, 359, 373, 340, 374, 346, 312, 364, 313, 351, 273, 312, 286, 344];273;415;338.0000;13844.48;[1062.4, 898.56, 755.2, 919.04, 954.88, 870.4, 957.44, 885.76, 798.72, 931.84, 801.28, 898.56, 698.88, 798.72, 732.16, 880.64];698.88;1062.4;865.2800;[6.45153189703154, -4.61757633184574, 34.7678360714389, -13.6211478407426, 4.50399272673199, -9.90542815845591, 9.65384201071413, -5.357002700709, 32.924380344844, -4.16872221942336, 28.9761304497115, 4.68627153909547, 86.9956032763974, -13.2993881553131, 43.1153174087137, -4.49790439032332];-13.6211478407426;86.9956032763974;12.2880;1.89790013246238;"1";9;8291;[898, 842, 910, 905, 942, 904, 941, 979, 970];842;979;921.2222;0.02122496;[0.00229888, 0.00215552, 0.0023296, 0.0023168, 0.00241152, 0.00231424, 0.00240896, 0.00250624, 0.0024832];0.00215552;0.00250624;0.0024;[-74.0414082479242, -83.3473954212112, -67.6728857298501, -59.3545025078945, -72.4369199117708, -66.3632843136146, -69.5020483889141, -65.562470217407, -68.6417810320608];-83.3473954212112;-59.3545025078945;-69.6581;[0.0251976579707939, 0.0254558441227157, 0.0251043603959769, 0.0246286887124003, 0.0248329951286352, 0.024431475877946, 0.024938479981422, 0.0257098054905256, 0.0265872149726142];0.024431475877946;0.0265872149726142;0.0252;3.3013999927789;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.23690015263855
