;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. *Row 2;9. *Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. *Row Difference;17. *Column Difference;18. Distance;19. *Angle Difference;20. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. *width (um);11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *contlength;9. *inner_radius;10. *bulkiness;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *inner_radius (um);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. Area ALL (um2)(FM);7. *Cummulative Area (um2)(FM);8. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. *Area FAIL (um)(FM);7. Diameter ALL (um)(FM);8. Area ALL (um2)(FM);9. *Cummulative Area (um2)(FM);10. Inspection Time
HE_1_10_L;"1";1;2980965;2980965;7631270.4;7631270.4;-1.37421589396546;"1";0;1254.38476403717;1911.37305785791;0.405976306974051;4029.42360994576;1985.19518739255;1387.37829683113;1912.42681125749;0.309437708886041;5074.95984159296;3433.60798683482;1320.88153043415;1911.8999345577;-1.56287314942713;-212.789652470338;-1.68600543933753;212.79633176535;0.0965385980880099;115.696700002445;"1";0;0;0;0;0;0;[0.658830428887264, 0.659750718990749, 0.656886191517115, 0.603682645621076, 0.626484764024594, 0.612172217621585, 0.639344386646105, 0.580858573316883, 0.657907154972481];[26.4, 27.2, 26.4, 23.2, 23.2, 24.8, 26.4, 24.8, 25.6];[62.4, 64, 64, 64, 64, 62.4, 60.8, 64, 62.4];2.72670000049402;"1";0;0;0;0;0;0;0;0;0;2.04700000176672;"1";1;35593;35593;91118.08;91118.08;-5.43511360712528;5.6;2903.65449386115;-2216.64668895569;-311.409070862403;10.8049000009487;"FM";"1";0;0;0;0;0;108.377199998358;"FM";"1";0;0;0;0;0;0;0;71.9993999991857
HE_3_9_L;"1";1;2991969;2991969;7659440.64;7659440.64;-1.41277525065669;"1";0;1260.45576615078;1924.18449405622;0.384548597376254;4028.93190087742;1987.98114029199;1392.1694133021;1923.71680354019;0.290218130611302;5075.64721333819;3428.93287319904;1326.31258972644;1923.95064879821;1.56724552882847;-210.74183544211;0.748304825648666;210.743163983133;0.0943304667649524;124.716999998782;"1";0;0;0;0;0;0;[0.684238420072436, 0.695563795669635, 0.656875029174772, 0.672318216031379, 0.645789883644101, 0.662002008675308, 0.686392771495518, 0.68482748278101, 0.621381452568281];[29.6, 29.6, 30.4, 29.6, 26.4, 28.8, 29.6, 28.8, 28.8];[62.4, 60.8, 62.4, 62.4, 62.4, 62.4, 62.4, 64, 62.4];5.98909999825992;"1";0;0;0;0;0;0;0;0;0;6.14870000208612;"1";1;32814;32814;84003.84;84003.84;-4.72036678591458;5.6;2936.48579264948;-2140.40797220699;-270.457094586639;8.99679999929504;"FM";"1";0;0;0;0;0;137.897900000098;"FM";"1";0;0;0;0;0;0;0;87.3702999997477
HE_6_10_L;"1";1;2989494;2989494;7653104.64;7653104.64;-1.2686863547699;"1";0;1269.93949722683;1895.03173388544;0.513132655138845;4028.8438714394;1987.37594358221;1403.58274462874;1896.77164116295;0.313834034438093;5079.71859640471;3430.34562081455;1336.76112092778;1895.9016875242;-1.55777801858123;-213.829195843068;-2.78385164401261;213.847316618351;0.199298620700752;233.52629999863;"1";0;0;0;0;0;0;[0.675564131986217, 0.701491591247451, 0.702071951265536, 0.652140100176228, 0.732729609750458, 0.690089390753157, 0.688456587714769, 0.625424828280866, 0.708255999324457];[28.8, 28.8, 29.6, 28, 28.8, 28.8, 28.8, 24, 28];[60.8, 60.8, 62.4, 60.8, 62.4, 60.8, 60.8, 62.4, 64];55.0073999984306;"1";0;0;0;0;0;0;0;0;0;4.00979999903939;"1";1;33098;33098;84730.88;84730.88;-4.68499180637117;5.6;2894.15283098677;-2163.58257296513;-268.43025755844;9.57030000063241;"FM";"1";0;0;0;0;0;295.418500001688;"FM";"1";0;0;0;0;0;0;0;85.1107999988017
HE_3_10_L;"1";1;2991440;2991440;7658086.4;7658086.4;-1.48238121920254;"1";0;1260.59602151845;1914.24346133227;0.301942268219816;4028.44361203883;1987.20528209058;1394.19185741682;1915.27099562279;0.202860394257766;5078.2411259795;3431.31031725598;1327.39393946763;1914.75722847753;-1.56310511379904;-213.753337437398;-1.64405486482356;213.759659856636;0.0990818739620503;187.785800000711;"1";0;0;0;0;0;0;[0.709485986017188, 0.671925263194762, 0.715317068988975, 0.671381049266807, 0.737423744439585, 0.713325448436067, 0.651443080703631, 0.680068150794024, 0.700703795682123];[29.6, 25.6, 29.6, 28.8, 30.4, 29.6, 26.4, 28.8, 28.8];[62.4, 62.4, 60.8, 60.8, 62.4, 64, 62.4, 64, 65.6];6.36730000042007;"1";0;0;0;0;0;0;0;0;0;2.41310000274098;"1";1;31479;31479;80586.24;80586.24;-4.88069281352645;5.6;2891.12467359192;-2113.65855332126;-279.643099314897;9.62280000021565;"FM";"1";0;0;0;0;0;110.520499998529;"FM";"1";0;0;0;0;0;0;0;66.3458999988507
HE_4_9_L;"1";1;2993919;2993919;7664432.64;7664432.64;-1.45606705367611;"1";0;1272.36393522798;1915.58357053233;0.32408069788767;4029.17889365847;1987.57214074633;1405.40888936134;1915.5097917772;0.153878478849498;5077.71416929532;3429.50650147178;1338.88641229466;1915.54668115477;1.57024178680467;-212.87192661337;0.118046008203237;212.871959343987;0.170202219038172;117.756999999983;"1";0;0;0;0;0;0;[0.749918775139203, 0.744839904686197, 0.639353299946321, 0.718335227520698, 0.66094505143124, 0.690273905231857, 0.719595205772146, 0.665539712902116, 0.718696135881438];[29.6, 30.4, 28, 30.4, 28.8, 29.6, 29.6, 29.6, 30.4];[67.2, 64, 64, 64, 64, 65.6, 62.4, 62.4, 64];3.13269999969634;"1";0;0;0;0;0;0;0;0;0;1.65840000045137;"1";1;32338;32338;82785.28;82785.28;-4.94740191611748;5.6;2902.89502133713;-2155.32275341703;-283.465249348468;15.6543999983114;"FM";"1";0;0;0;0;0;169.064400000934;"FM";"1";0;0;0;0;0;0;0;106.480299997202
HE_6_9_L;"1";1;2991456;2991456;7658127.36;7658127.36;-1.48692633150172;"1";0;1269.14226795125;1905.8180786443;0.29423589878409;4029.03914006725;1987.74708533556;1401.52960285836;1906.98876743844;0.1433683951384;5081.10958125869;3430.51997188193;1335.33593540481;1906.40342304137;-1.56195365100862;-211.819735851371;-1.87310207062656;211.828017522498;0.15086750364569;255.797200003144;"1";0;0;0;0;0;0;[0.67806661374341, 0.695733980014933, 0.675797678703975, 0.705580194012068, 0.688778993735731, 0.655227111787929, 0.675177558759877, 0.711270292663462, 0.685702818584586];[28.8, 28.8, 28.8, 28.8, 28.8, 24.8, 28.8, 28.8, 28];[62.4, 60.8, 62.4, 59.2, 62.4, 60.8, 62.4, 64, 64];3.80559999757679;"1";0;0;0;0;0;0;0;0;0;1.6886000012164;"1";1;34342;34342;87915.52;87915.52;-4.6219030877807;5.6;2902.47687379885;-2193.81892726108;-264.815540248317;6.95319999795174;"FM";"1";0;0;0;0;0;303.862799999479;"FM";"1";0;0;0;0;0;0;0;96.2791999991168
HE_8_10_L;"1";1;2992452;2992452;7660677.12;7660677.12;-1.41816120280895;"1";0;1269.53344953442;1898.92650105085;0.370070292530829;4029.12009772209;1987.4424212929;1401.60799538827;1899.42341196419;0.196493022109652;5079.57712605533;3428.32608870376;1335.57072246134;1899.17495650752;-1.56703399268651;-211.319273366159;-0.795057461337274;211.320769003826;0.173577270421177;208.230699998239;"1";0;0;0;0;0;0;[0.728200415165957, 0.721814156770758, 0.716966758332328, 0.760485430885371, 0.675739473399541, 0.702012468122061, 0.725685687644968, 0.681720455204377, 0.700524452714699];[29.6, 29.6, 28.8, 29.6, 25.6, 28.8, 29.6, 24.8, 28.8];[62.4, 64, 64, 64, 64, 64, 65.6, 64, 60.8];17.5382000015816;"1";0;0;0;0;0;0;0;0;0;4.28139999712585;"1";1;31648;31648;81018.88;81018.88;-4.78389496925537;5.6;2862.0406471183;-2134.56218402427;-274.096991372199;15.4261999996379;"FM";"1";0;0;0;0;0;114.406900000176;"FM";"1";0;0;0;0;0;0;0;104.275699999562
HE_5_10_L;"1";1;2988088;2988088;7649505.28;7649505.28;-1.56002141017602;"1";0;1257.8168251358;1904.95379858825;0.219079860548504;4028.64195919314;1987.00984604487;1391.5967118625;1907.52975594438;0.0546848019676332;5076.69343891818;3431.99539486025;1324.70676849915;1906.24177726631;-1.55154351432883;-214.047818762729;-4.12153176980319;214.08749552744;0.16439505858087;187.998200002767;"1";0;0;0;0;0;0;[0.745889687969013, 0.73124504544666, 0.727219164099848, 0.704095314192157, 0.65723346032271, 0.662557630425423, 0.683394308777592, 0.623068803722273, 0.628107718422347];[28.8, 28.8, 28.8, 28.8, 28.8, 27.2, 28.8, 25.6, 26.4];[60.8, 60.8, 60.8, 60.8, 62.4, 60.8, 60.8, 60.8, 62.4];5.48979999803123;"1";0;0;0;0;0;0;0;0;0;4.23719999889727;"1";1;32672;32672;83640.32;83640.32;-4.73685525956729;5.6;2898.99314397649;-2131.9249755142;-271.401814537552;7.84059999932651;"FM";"1";0;0;0;0;0;403.302900002018;"FM";"1";0;0;0;0;0;0;0;116.816499998095
HE_10_10_L;"1";1;2990760;2990760;7656345.6;7656345.6;-1.53580245847619;"1";0;1269.49546952482;1900.92901214978;0.244594017345252;4028.90827572916;1987.56614282488;1401.6700801794;1902.30105437304;0.0573142332029626;5083.24794120839;3430.72776937324;1335.58277485211;1901.61503326141;-1.56041617180129;-211.479377047331;-2.19526755721854;211.490770758383;0.187279784142289;247.801000001346;"1";0;0;0;0;0;0;[0.662378213412197, 0.663304704676232, 0.652664995416864, 0.683358179319656, 0.741566192196406, 0.762189400104497, 0.670034040370195, 0.703423570848256, 0.646253066175462];[25.6, 24.8, 24, 28.8, 28.8, 28.8, 27.2, 28, 25.6];[59.2, 62.4, 60.8, 64, 60.8, 62.4, 64, 62.4, 60.8];13.2980000016687;"1";0;0;0;0;0;0;0;0;0;1.81700000030105;"1";1;32592;32592;83435.52;83435.52;-5.01817310895587;5.6;2904.00711831124;-2148.37663230241;-287.520140009214;5.81559999773162;"FM";"1";0;0;0;0;0;281.6378000025;"FM";"1";0;0;0;0;0;0;0;172.704200002045
HE_7_9_L;"1";1;2991274;2991274;7657661.44;7657661.44;-1.38657027608149;"1";0;1254.3114484933;1920.22314029399;0.413426207279201;4028.75119293816;1988.10028943945;1387.28707376874;1919.55746264234;0.278572335417389;5071.59484651483;3427.77839201507;1320.79926113102;1919.89030146817;1.56579035604131;-212.761000440705;1.06508424263666;212.763666336557;0.134853871861813;260.581299997284;"1";0;0;0;0;0;0;[0.686003252580734, 0.660923286503822, 0.652327465805502, 0.677805370104152, 0.69675325016855, 0.658555665100142, 0.680166093385548, 0.693019103108415, 0.632431588020586];[29.6, 25.6, 28.8, 29.6, 28.8, 28.8, 28.8, 29.6, 28.8];[60.8, 62.4, 62.4, 62.4, 59.2, 64, 60.8, 60.8, 64];3.31949999963399;"1";0;0;0;0;0;0;0;0;0;1.64870000298833;"1";1;33502;33502;85765.12;85765.12;-5.24606881716424;5.6;2953.04447495672;-2149.15269536147;-300.577602258699;7.71520000125747;"FM";"1";0;0;0;0;0;142.804499999329;"FM";"1";0;0;0;0;0;0;0;90.077900000324
HE_8_9_L;"1";1;2993850;2993850;7664256;7664256;-1.50727003251704;"1";0;1266.12210429074;1911.58037976725;0.28432235063128;4029.10289641105;1987.83777260412;1398.68116302638;1910.27771340302;0.109355573897264;5076.35536870876;3428.73158935199;1332.40163365856;1910.92904658513;1.56096957903631;-212.094493977034;2.08426618276499;212.104734838463;0.174966776734016;166.586800001824;"1";0;0;0;0;0;0;[0.711787992534348, 0.752366214820485, 0.720445829216963, 0.679396352550221, 0.726213348514841, 0.684501299861185, 0.665587110647084, 0.696449529115478, 0.676923256311152];[29.6, 30.4, 29.6, 26.4, 30.4, 24, 28.8, 28.8, 29.6];[62.4, 64, 62.4, 64, 65.6, 62.4, 62.4, 64, 62.4];5.02570000026026;"1";0;0;0;0;0;0;0;0;0;3.59360000220477;"1";1;32599;32599;83453.44;83453.44;-5.15510548304628;5.6;2891.95413356238;-2156.44676217062;-295.365787123302;14.6684000028472;"FM";"1";0;0;0;0;0;88.1154000016977;"FM";"1";0;0;0;0;0;0;0;13.2980000016687
HE_12_10_L;"1";1;2991819;2991819;7659056.64;7659056.64;-1.61410448379569;"1";0;1273.18851520253;1900.61487194466;0.195416401526369;4028.11396394421;1987.97209436483;1406.0758790156;1900.80376781216;0.0295687774975023;5082.47608248299;3431.62412080219;1339.63219710907;1900.70931987841;-1.56937485424212;-212.619782100921;-0.302233387995511;212.61999690919;0.165847624028867;270.71949999663;"1";0;0;0;0;0;0;[0.718943758628581, 0.733438489880562, 0.703783361789782, 0.743165474215369, 0.703449477681598, 0.723665342651836, 0.687127546941779, 0.711162824282591, 0.74185678232172];[29.6, 28.8, 28, 29.6, 28.8, 28.8, 28.8, 28.8, 29.6];[60.8, 59.2, 57.6, 62.4, 60.8, 59.2, 60.8, 60.8, 62.4];52.6245000000927;"1";0;0;0;0;0;0;0;0;0;8.68210000044201;"1";1;31367;31367;80299.52;80299.52;-5.03352289365698;5.6;2900.03318136895;-2118.95411100838;-288.399617889022;15.0414999989152;"FM";"1";0;0;0;0;0;176.220400000602;"FM";"1";0;0;0;0;0;0;0;14.9748000003456
HE_9_9_L;"1";1;2989119;2989119;7652144.64;7652144.64;-1.42403546017953;"1";0;1258.85023163659;1920.93518516654;0.36277236957769;4028.22218784237;1987.68409711724;1392.51619104477;1920.40425913175;0.236624042803238;5072.36560448653;3427.52884355491;1325.68321134068;1920.66972214914;1.56682431144402;-213.865535053081;0.849481655656564;213.867222132388;0.126148326774452;114.562799997657;"1";0;0;0;0;0;0;[0.680145243891151, 0.667381996898862, 0.648650774934657, 0.682288072620687, 0.698632574311754, 0.653310022090384, 0.667031347377826, 0.669871837240609, 0.68436526000878];[28.8, 28.8, 28, 28.8, 28, 28, 28, 28, 28];[59.2, 59.2, 59.2, 60.8, 59.2, 59.2, 59.2, 59.2, 59.2];8.1620999990264;"1";0;0;0;0;0;0;0;0;0;1.40629999805242;"1";1;33828;33828;86599.68;86599.68;-4.74072962133015;5.6;2933.78313822869;-2164.43225730164;-271.62379911487;8.92510000267066;"FM";"1";0;0;0;0;0;97.9783999973733;"FM";"1";0;0;0;0;0;0;0;12.5181999974302
HE_7_10_L;"1";1;2991458;2991458;7658132.48;7658132.48;-1.49458215881974;"1";0;1260.74610020082;1909.45590854629;0.293422427284407;4028.83075193849;1987.42957443144;1393.37473288356;1912.47753772212;0.10909305192989;5078.333473329;3430.94676001985;1327.06041654219;1910.9667231342;-1.54801763649995;-212.205812292378;-4.83460668133339;212.26087767752;0.184329375354516;234.6976000008;"1";0;0;0;0;0;0;[0.665933742408992, 0.726427111489068, 0.715876007690715, 0.726051628367157, 0.681692059502768, 0.644572014574954, 0.667923564464442, 0.654068738703024, 0.698347428804534];[24.8, 30.4, 29.6, 30.4, 25.6, 29.6, 25.6, 25.6, 24];[62.4, 62.4, 64, 65.6, 62.4, 62.4, 60.8, 62.4, 62.4];3.00000000061118;"1";0;0;0;0;0;0;0;0;0;1.65310000011232;"1";1;31676;31676;81090.56;81090.56;-5.38513930302172;5.6;2875.80739992423;-2129.54953908322;-308.545754153166;6.97799999761628;"FM";"1";0;0;0;0;0;166.432800000621;"FM";"1";0;0;0;0;0;0;0;102.145500000915
HE_14_10_L;"1";1;2991517;2991517;7658283.52;7658283.52;-1.40581332979266;"1";0;1278.68214162702;1888.82758776659;0.378473476533279;4029.03086296286;1987.34935978543;1410.72756725823;1891.00673533313;0.193818770914608;5082.06780098225;3430.87845645794;1344.70485444262;1889.91716154986;-1.55429481030131;-211.272681009924;-3.48663610646654;211.301449054331;0.184654705618671;109.661400001642;"1";0;0;0;0;0;0;[0.655440863632507, 0.699602522004722, 0.681511636187797, 0.647393750313272, 0.626017712410003, 0.705074875334167, 0.706880010750219, 0.719118431959543, 0.659975215394582];[24.8, 24.8, 23.2, 24.8, 24, 24.8, 28.8, 28.8, 24.8];[62.4, 62.4, 64, 62.4, 62.4, 64, 60.8, 64, 62.4];8.96260000081384;"1";0;0;0;0;0;0;0;0;0;1.67340000189142;"1";1;32788;32788;83937.28;83937.28;-4.95346892772919;5.6;2837.0518970355;-2187.79411979993;-283.812863508076;7.64950000302633;"FM";"1";0;0;0;0;0;173.39229999925;"FM";"1";0;0;0;0;0;0;0;35.3574000000663
HE_10_9_L;"1";1;2991323;2991323;7657786.88;7657786.88;-1.58416654185842;"1";0;1270.26192879476;1913.41138217061;0.202171303866285;4028.67346724811;1987.8292529154;1403.36254873359;1911.84829171238;0.068364087445804;5080.06803384826;3428.3653400109;1336.81223876418;1912.62983694149;1.55905319135654;-212.960991902128;2.50094473316931;212.975676537244;0.133807216420482;122.54490000123;"1";0;0;0;0;0;0;[0.685963780078493, 0.707465511033106, 0.7072058516198, 0.662062441659769, 0.636857415021974, 0.700577062993473, 0.66191344146805, 0.657747038936611, 0.654698991105916];[28.8, 28.8, 29.6, 28.8, 28, 28.8, 28, 28.8, 28.8];[60.8, 62.4, 62.4, 60.8, 64, 60.8, 59.2, 60.8, 59.2];5.5209999991348;"1";0;0;0;0;0;0;0;0;0;1.34969999999157;"1";1;34423;34423;88122.88;88122.88;-5.4094849682837;5.6;2940.91276181623;-2197.38333091247;-309.940658022116;7.33219999892754;"FM";"1";0;0;0;0;0;158.542599998327;"FM";"1";0;0;0;0;0;0;0;112.973499999498
HE_11_10_L;"1";1;2989149;2989149;7652221.44;7652221.44;-1.66221383732417;"1";0;1263.66878755379;1909.15846935714;0.133671552716071;4027.49455027599;1987.56841415252;1395.42479234188;1911.38351980973;-0.015402899384249;5078.45353001575;3427.49992162165;1329.54678994784;1910.27099458344;-1.55391027314292;-210.809607660945;-3.56008072413897;210.839666232244;0.14907445210032;206.392800002504;"1";0;0;0;0;0;0;[0.68411521395531, 0.71010922348001, 0.658198959128204, 0.718968938764376, 0.71008474516972, 0.713647477783715, 0.674727366038175, 0.714974922770882, 0.678084918743273];[26.4, 26.4, 28, 28.8, 28, 28, 28, 28.8, 27.2];[59.2, 59.2, 57.6, 60.8, 57.6, 59.2, 57.6, 59.2, 59.2];3.17619999987073;"1";0;0;0;0;0;0;0;0;0;1.65370000104303;"1";1;31699;31699;81149.44;81149.44;-4.9317007739299;5.6;2908.91235685668;-2113.68510047636;-282.565640167585;12.4734999990324;"FM";"1";0;0;0;0;0;374.601299998176;"FM";"1";0;0;0;0;0;0;0;139.986400001362
HE_11_9_L;"1";1;2989617;2989617;7653419.52;7653419.52;-1.56872713431684;"1";0;1258.95940096248;1919.64053779752;0.230602432516137;4027.76094938034;1987.93005954836;1392.71708268395;1919.58035324567;0.0684799623078476;5072.82991659232;3426.65378231629;1325.83824182322;1919.61044552159;1.57034637470981;-214.012290754346;0.0962952829577262;214.012312418478;0.16212247020829;140.250500000548;"1";0;0;0;0;0;0;[0.640675799932894, 0.692012241065103, 0.629108777665175, 0.69255935364844, 0.677897094875983, 0.626476408202847, 0.676998233820623, 0.653725030193003, 0.639854420825352];[28, 28.8, 28, 28.8, 27.2, 28, 28, 28.8, 27.2];[59.2, 60.8, 57.6, 59.2, 56, 59.2, 60.8, 57.6, 57.6];24.855399999069;"1";0;0;0;0;0;0;0;0;0;25.9689000013168;"1";1;33444;33444;85616.64;85616.64;-4.69499089784236;5.6;2923.74873818921;-2154.57222820237;-269.003163298704;12.4609000013152;"FM";"1";0;0;0;0;0;304.243200000201;"FM";"1";0;0;0;0;0;0;0;199.698599997646
HE_16_10_L;"1";1;2992687;2992687;7661278.72;7661278.72;-1.52098411551292;"1";0;1290.96577952523;1894.7329642848;0.266201467287043;4028.87011095124;1987.62897092423;1424.37127165332;1899.61592742024;0.1082909018453;5079.34811590406;3429.66545130567;1357.66852558928;1897.17444585252;-1.53421024491482;-213.448787404946;-7.81274101670788;213.591722140246;0.157910565441742;134.668999999121;"1";0;0;0;0;0;0;[0.690892905529816, 0.696420357290045, 0.731557001499007, 0.668812927525272, 0.765644191480933, 0.677389120762393, 0.6415142413117, 0.663971713841893, 0.665395510594438];[25.6, 25.6, 30.4, 24.8, 28.8, 24.8, 24.8, 24.8, 28.8];[60.8, 62.4, 65.6, 64, 65.6, 62.4, 60.8, 62.4, 62.4];5.2453999996942;"1";0;0;0;0;0;0;0;0;0;11.5931999971508;"1";1;31600;31600;80896;80896;-5.04982158603901;5.6;2865.204;-2165.15529113924;-289.333464174095;8.9821999972628;"FM";"1";0;0;0;0;0;870.329699999274;"FM";"1";0;0;0;0;0;0;0;55.2690000004077
HE_12_9_L;"1";1;2992070;2992070;7659699.2;7659699.2;-1.69294718688931;"1";0;1269.9687592601;1910.67880554901;0.0884209073503253;4028.23643878839;1987.83347678532;1403.6360592014;1911.2262415222;-0.0755340346415914;5078.44761114262;3428.01098001763;1336.80240923075;1910.9525235356;-1.56670083812487;-213.867679906078;-0.875897557096687;213.869473522846;0.163954941991917;167.655599998398;"1";0;0;0;0;0;0;[0.651932442156305, 0.638279799499483, 0.651733996989641, 0.649600183629357, 0.698306993965998, 0.60022133252324, 0.636819383255824, 0.651495144233882, 0.600855068535119];[28, 28, 28.8, 28, 28, 28, 28, 28, 27.2];[57.6, 57.6, 60.8, 64, 60.8, 57.6, 57.6, 57.6, 59.2];23.8504000008106;"1";0;0;0;0;0;0;0;0;0;14.1855999972904;"1";1;32206;32206;82447.36;82447.36;-4.8571125535829;5.6;2905.54877973048;-2138.00439669627;-278.29204994031;15.3811000018322;"FM";"1";0;0;0;0;0;261.557800000446;"FM";"1";0;0;0;0;0;0;0;86.1956000007922
HE_18_10_L;"1";1;2992821;2992821;7661621.76;7661621.76;-1.69103249168583;"1";0;1294.04258091639;1887.66872644646;0.0745210706305112;4029.2065295529;1987.27157608292;1427.98823306344;1894.35214495919;-0.0831495723612125;5072.8722979125;3427.69209501027;1361.01540698992;1891.01043570282;-1.52094117885997;-214.313043435273;-10.6934696203683;214.579660916432;0.157670642991724;206.495499998709;"1";0;0;0;0;0;0;[0.724963454712138, 0.711980512052082, 0.615917494931559, 0.669009804045615, 0.691994995140022, 0.71752361179734, 0.63872675473264, 0.643540253799619, 0.623673586301788];[28.8, 29.6, 24.8, 25.6, 26.4, 29.6, 25.6, 28, 24.8];[60.8, 62.4, 64, 60.8, 62.4, 62.4, 60.8, 60.8, 64];6.35550000151852;"1";0;0;0;0;0;0;0;0;0;14.7016999981133;"1";1;32104;32104;82186.24;82186.24;-5.14620376222368;5.6;2867.10216795415;-2179.99486668328;-294.855756089762;10.4068000000552;"FM";"1";0;0;0;0;0;121.702600001299;"FM";"1";0;0;0;0;0;0;0;15.311399998609
HE_9_10_L;"1";1;2988056;2988056;7649423.36;7649423.36;-1.67155170200173;"1";0;1262.43611095658;1910.43912861154;0.117573360646188;4027.94108910441;1987.32724744088;1397.51524588494;1911.87551091039;0.0176764569642043;5071.83557344663;3426.26497519279;1329.97567842076;1911.15731976097;-1.56016309195794;-216.126615885374;-2.29821167817099;216.138834712741;0.099896903681984;209.30589999989;"1";0;0;0;0;0;0;[0.732918366810017, 0.731232420826892, 0.682996033086727, 0.694060726232263, 0.686164736354649, 0.675303821576984, 0.677020607860036, 0.723962591219508, 0.68167001164407];[28, 28.8, 28, 27.2, 28, 27.2, 28, 28.8, 24.8];[60.8, 59.2, 59.2, 59.2, 59.2, 57.6, 59.2, 60.8, 60.8];10.0865999993403;"1";0;0;0;0;0;0;0;0;0;1.97390000175801;"1";1;34001;34001;87042.56;87042.56;-5.62038974464366;5.6;2939.60394106056;-2174.18118290639;-322.024611586692;9.73449999946752;"FM";"1";0;0;0;0;0;133.857900000294;"FM";"1";1;0;0;0;13.670405992508;135.68;135.68;1161.13319999931
HE_13_9_L;"1";1;2991526;2991526;7658306.56;7658306.56;-1.70408979584476;"1";0;1260.3523639799;1908.87505816066;0.0845906887148065;4028.88582095441;1987.81244734586;1393.6383862433;1908.86747267319;-0.00403259465141529;5073.1697962846;3428.44165190715;1326.9953751116;1908.87126541693;1.57073941544485;-213.257635621448;0.0121367799638392;213.257635966808;0.0886232833662217;1627.49110000004;"1";0;0;0;0;0;0;[0.695834106466977, 0.683365385168349, 0.657585951809277, 0.683184053204228, 0.624001116465761, 0.680294966777941, 0.685959455599468, 0.626525046740426, 0.617937053830434];[29.6, 28.8, 28, 28.8, 28, 28, 28.8, 28, 26.4];[60.8, 62.4, 60.8, 62.4, 60.8, 62.4, 59.2, 59.2, 60.8];5.03060000119149;"1";0;0;0;0;0;0;0;0;0;5.22650000129943;"1";1;33525;33525;85824;85824;-4.8000115834693;5.6;2905.97598210291;-2158.71828187919;-275.020405346698;12.0289999977103;"FM";"1";0;0;0;0;0;1212.08719999777;"FM";"1";0;0;0;0;0;0;0;43.124000003445
HE_13_10_L;"1";1;2989127;2989127;7652165.12;7652165.12;-1.64104654633326;"1";0;1265.76022846604;1900.42944982488;0.1463116975428;4028.56720826664;1987.50622891729;1397.54101138837;1902.01485579112;-0.0218922977423331;5077.41437088531;3428.10116265591;1331.6506199272;1901.222152808;-1.55876627621203;-210.849252675731;-2.53664954599335;210.864510870923;0.168203995285133;172.253999997338;"1";0;0;0;0;0;0;[0.72696741623182, 0.723394474250645, 0.675485062997167, 0.699215967127821, 0.711911853277008, 0.720556916303778, 0.651271722088857, 0.618456813846734, 0.704272864010155];[28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 24.8, 24.8, 28.8];[62.4, 60.8, 59.2, 64, 60.8, 60.8, 60.8, 60.8, 59.2];8.54299999991781;"1";0;0;0;0;0;0;0;0;0;6.4542000000074;"1";1;33336;33336;85340.16;85340.16;-5.81552237730961;5.6;2930.71240700744;-2163.49714422846;-333.204887883728;8.37999999930616;"FM";"1";0;0;0;0;0;124.296999998478;"FM";"1";0;0;0;0;0;0;0;14.9582000012742
