;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. *Row 2;9. *Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. *Row Difference;17. *Column Difference;18. Distance;19. *Angle Difference;20. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. *width (um);11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *contlength;9. *inner_radius;10. *bulkiness;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *inner_radius (um);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. Area ALL (um2)(FM);7. *Cummulative Area (um2)(FM);8. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. *Area FAIL (um)(FM);7. Diameter ALL (um)(FM);8. Area ALL (um2)(FM);9. *Cummulative Area (um2)(FM);10. Inspection Time
HE_12_3_L;"1";1;2993635;2993635;7663705.6;7663705.6;-1.38554007346419;"1";0;1266.00779083212;1884.04894549034;0.390169499238102;4029.1117901028;1987.63440124027;1399.93336925952;1885.87245644031;0.223291746687242;5076.93692186777;3432.18280700191;1332.97058004582;1884.96070096532;-1.55718131541217;-214.280925483836;-2.91761751995327;214.300787488526;0.166877752550859;179.73770000026;"1";0;0;0;0;0;0;[0.675378873977691, 0.709570985950046, 0.681201002945453, 0.677499086815878, 0.675851949300895, 0.682459513393921, 0.649531740719663, 0.634075872209268, 0.655874288875099];[25.6, 24.8, 28.8, 25.6, 25.6, 28, 24.8, 24.8, 26.4];[64, 67.2, 64, 67.2, 65.6, 65.6, 62.4, 64, 62.4];4.65930000063963;"1";0;0;0;0;0;0;0;0;0;5.6598999981361;"1";1;32442;32442;83051.52;83051.52;-5.25410703201421;5.6;2828.9441094877;-2164.06524875162;-301.038158044422;13.3642000000691;"FM";"1";0;0;0;0;0;63.1351999982144;"FM";"1";0;0;0;0;0;0;0;28.9996999999858
HE_11_4_L;"1";1;2990058;2990058;7654548.48;7654548.48;-1.69000511118417;"1";0;1263.58802135219;1885.39339527066;0.0976976630039351;4028.6408669604;1987.00533059646;1396.07654792786;1886.26946225571;-0.029831748382358;5077.59452332671;3428.31077646227;1329.83228464002;1885.83142876319;-1.56418402428311;-211.981642521061;-1.40170717608817;211.986276793887;0.127529411386293;150.602900001104;"1";0;0;0;0;0;0;[0.710934484072744, 0.657728342561621, 0.665039093540627, 0.670381314703583, 0.668890496065755, 0.656705289141377, 0.680177544941466, 0.679461195356094, 0.614563681045191];[24.8, 24, 25.6, 24, 24.8, 24, 24.8, 24.8, 24.8];[62.4, 62.4, 64, 65.6, 64, 64, 65.6, 62.4, 65.6];7.79669999974431;"1";0;0;0;0;0;0;0;0;0;3.43310000243946;"1";1;32843;32843;84078.08;84078.08;-5.52505257846028;4.8;2856.32649879731;-2169.57042901075;-316.562194333647;8.71510000069975;"FM";"1";0;0;0;0;0;139.678999999887;"FM";"1";0;0;0;0;0;0;0;15.9002000000328
HE_10_4_L;"1";1;2992482;2992482;7660753.92;7660753.92;-1.57764529886639;"1";0;1269.74982881625;1881.51559814564;0.202005896210199;4028.92581618039;1987.02586588508;1403.08403075345;1881.58404494693;0.05163194797886;5081.26223649856;3429.34690296176;1336.41692978485;1881.54982154628;-1.57028297917455;-213.334723099523;-0.109514882060466;213.334751209125;0.150373948231339;154.169600002206;"1";0;0;0;0;0;0;[0.676060201157847, 0.641091266050501, 0.665612121221156, 0.682996569981466, 0.652892977427634, 0.609558065972291, 0.663068550331803, 0.626998882069007, 0.671608090646558];[27.2, 25.6, 29.6, 25.6, 25.6, 25.6, 25.6, 25.6, 24.8];[60.8, 60.8, 60.8, 62.4, 60.8, 64, 62.4, 62.4, 62.4];2.01960000049439;"1";0;0;0;0;0;0;0;0;0;2.07880000016303;"1";1;31843;31843;81518.08;81518.08;-4.68830667170584;5.6;2839.94196526709;-2138.39454825236;-268.62018535177;5.70739999966463;"FM";"1";0;0;0;0;0;97.7158999994572;"FM";"1";0;0;0;0;0;0;0;28.7619999980961
HE_12_4_L;"1";1;2991781;2991781;7658959.36;7658959.36;-1.66531101479799;"1";0;1272.56961896459;1872.85369434063;0.112887716277704;4028.98932449871;1986.94252854341;1404.26764530049;1875.23537947971;-0.0195637425274626;5076.78882824554;3430.52328842145;1338.41863213254;1874.04453691017;-1.55271385725998;-210.716842137449;-3.81069622252544;210.75129647544;0.132451458805167;148.476800000935;"1";0;0;0;0;0;0;[0.695614307183997, 0.690340225129605, 0.675304375645162, 0.622982181920409, 0.687752325958775, 0.66643885053832, 0.703842868053606, 0.64634177367149, 0.63934859668689];[24, 24.8, 24.8, 24.8, 24, 24.8, 24, 24.8, 24.8];[64, 65.6, 67.2, 64, 64, 62.4, 65.6, 64, 65.6];1.88970000090194;"1";0;0;0;0;0;0;0;0;0;2.07520000185468;"1";1;32217;32217;82475.52;82475.52;-5.22247961597645;4.8;2812.13168203123;-2161.85780178167;-299.226040588554;7.26710000162711;"FM";"72";1;0;9.32952303175248;51.2;51.2;111.759100000199;"FM";"1";1;0;0;0;9.32952303175248;51.2;51.2;19.5985999998811
HE_9_4_L;"1";1;2991490;2991490;7658214.4;7658214.4;-1.5690938650715;"1";0;1257.88390088998;1891.61045241273;0.217433654473514;4028.44534680686;1987.02576591795;1390.83495877079;1891.23941000011;0.093889988686685;5077.14640365363;3428.19343498976;1324.35942983039;1891.42493120642;1.56800551448226;-212.721692609305;0.593667860185815;212.72252101763;0.123543665786829;171.333099999174;"1";0;0;0;0;0;0;[0.683585849384031, 0.672100069936029, 0.629325042379962, 0.637829285449264, 0.657351333219217, 0.647907086239518, 0.644702816296332, 0.568935029374888, 0.628922450247669];[29.6, 24.8, 25.6, 25.6, 25.6, 24.8, 25.6, 24.8, 24.8];[62.4, 62.4, 62.4, 59.2, 60.8, 64, 60.8, 62.4, 60.8];9.52230000257259;"1";0;0;0;0;0;0;0;0;0;4.24180000118213;"1";1;31715;31715;81190.4;81190.4;-5.09239425013988;5.6;2859.9884723317;-2116.10470755163;-291.772698149703;8.73079999655602;"FM";"72";1;0;13.7637204272682;112.64;112.64;128.619899998739;"FM";"1";1;0;0;0;13.7637204272682;112.64;112.64;18.3200000028592
HE_10_3_L;"1";1;2994627;2994627;7666245.12;7666245.12;-1.68830962021053;"1";0;1268.50208960586;1891.63557668917;0.0813851703748217;4029.19594082075;1987.59338423483;1401.41231885723;1890.84768045293;-0.0701369008098762;5081.76175648992;3431.65971181237;1334.95720423155;1891.24162857105;1.56486836314932;-212.656366802201;1.26063397797989;212.660103309339;0.151522071184698;171.099999999569;"1";0;0;0;0;0;0;[0.721757618735535, 0.6984297166536, 0.651516419111688, 0.633184074165853, 0.62540847449664, 0.643841136690698, 0.660432340516045, 0.667650679924641, 0.668919672583181];[30.4, 30.4, 28.8, 27.2, 25.6, 26.4, 27.2, 26.4, 29.6];[62.4, 65.6, 64, 67.2, 64, 64, 62.4, 62.4, 62.4];7.72039999719709;"1";0;0;0;0;0;0;0;0;0;3.80600000062259;"1";1;31866;31866;81576.96;81576.96;-5.44053896391134;5.6;2846.70678466077;-2145.47100985376;-311.719920908597;9.62499999877764;"FM";"72";1;0;12.1852369693823;102.4;102.4;171.227599999838;"FM";"1";1;0;0;0;12.1852369693823;102.4;102.4;29.0657000005012
HE_9_3_L;"1";1;2993037;2993037;7662174.72;7662174.72;-1.53335502343276;"1";0;1256.96580422988;1897.94862801002;0.249034836163609;4028.96381835097;1987.64384116323;1389.73494272444;1898.40144146061;0.0932929413646807;5079.19629359224;3429.77645729432;1323.35037347716;1898.17503473532;-1.56738580760294;-212.430621591294;-0.724501520945341;212.431857055662;0.155741894798928;116.398400001344;"1";0;0;0;0;0;0;[0.640451878962115, 0.646386566215644, 0.617597608476864, 0.68321170540264, 0.618287700482294, 0.626257226508271, 0.610437117217364, 0.618695694160986, 0.594566948987033];[24.8, 26.4, 24.8, 28.8, 24.8, 24.8, 24.8, 28, 26.4];[62.4, 60.8, 62.4, 60.8, 62.4, 64, 60.8, 60.8, 62.4];6.25959999888437;"1";0;0;0;0;0;0;0;0;0;3.12340000164113;"1";1;32382;32382;82897.92;82897.92;-4.65197784334471;5.6;2876.58254585881;-2126.09578160707;-266.538696812023;20.9890000005544;"FM";"1";0;0;0;0;0;88.4874000003038;"FM";"1";0;0;0;0;0;0;0;12.5241999994614
HE_7_3_L;"1";1;2993836;2993836;7664220.16;7664220.16;-1.58274064981597;"1";0;1256.20461376364;1895.76430207352;0.19887885288223;4029.23347970765;1987.71692050425;1388.4692728629;1895.41219986556;0.0470586614618196;5075.23457030523;3428.33203728315;1322.33694331327;1895.58825096954;1.56813422961336;-211.623454558814;0.563363532735821;211.624204423494;0.15182019142041;154.172099999414;"1";0;0;0;0;0;0;[0.660512879216012, 0.673331204827948, 0.615525762217106, 0.654002481151712, 0.694929033950788, 0.706720085340405, 0.608718201026975, 0.682311008792801, 0.610695727429038];[25.6, 28.8, 25.6, 30.4, 28.8, 30.4, 24.8, 28.8, 25.6];[64, 60.8, 62.4, 62.4, 62.4, 64, 60.8, 62.4, 60.8];2.99820000145701;"1";0;0;0;0;0;0;0;0;0;1.74069999775384;"1";1;31844;31844;81520.64;81520.64;-4.89685176828126;5.6;2858.49436000502;-2119.56784323577;-280.568939223691;9.03449999896111;"FM";"1";0;0;0;0;0;194.587000001775;"FM";"1";0;0;0;0;0;0;0;14.8416000010911
HE_7_4_L;"1";1;2992589;2992589;7661027.84;7661027.84;-1.45825862321018;"1";0;1254.63844358385;1888.01570886074;0.332795424676389;4028.97398141138;1987.44943437047;1387.89575346615;1887.66321504854;0.189885666317419;5077.81483287056;3430.55190407834;1321.267098525;1887.83946195464;1.56815112113699;-213.211695811672;0.563990099527291;213.212441747008;0.14290975835897;130.488399998285;"1";0;0;0;0;0;0;[0.704505878574781, 0.70162882714016, 0.664826916055407, 0.701135490587058, 0.69754847091901, 0.721046363493139, 0.635894473509732, 0.616256746386231, 0.635762064553756];[24.8, 24.8, 24.8, 24.8, 30.4, 24.8, 24.8, 26.4, 24.8];[65.6, 65.6, 62.4, 62.4, 64, 65.6, 62.4, 59.2, 64];2.51170000046841;"1";0;0;0;0;0;0;0;0;0;5.93469999876106;"1";1;30909;30909;79127.04;79127.04;-4.96478828259906;5.6;2838.08185318192;-2096.40878708467;-284.46141476893;36.0187000005681;"FM";"1";0;0;0;0;0;80.5604999986826;"FM";"1";0;0;0;0;0;0;0;20.9001999974134
HE_8_3_L;"1";1;2994662;2994662;7666334.72;7666334.72;-1.78782030620254;"1";0;1267.30989234863;1888.0789969432;-0.00175394405259453;4028.89972036735;1987.59855353525;1399.52028976927;1886.0383069024;-0.154383491231804;5082.36120578609;3430.3610830868;1333.41509105895;1887.0586519228;1.55536238178969;-211.536635873024;3.26510406527814;211.561833091495;0.15262954717921;112.167399998725;"1";0;0;0;0;0;0;[0.665732495683689, 0.635364139926818, 0.633230661900472, 0.685557761177094, 0.616654267007118, 0.704980328171191, 0.651627544253663, 0.622994370507065, 0.649452073652302];[25.6, 30.4, 25.6, 28, 25.6, 28.8, 26.4, 26.4, 25.6];[65.6, 62.4, 64, 64, 64, 65.6, 62.4, 64, 64];2.53970000267145;"1";0;0;0;0;0;0;0;0;0;1.7334000003757;"1";1;32616;32616;83496.96;83496.96;-6.32727015670338;5.6;2923.53863134658;-2147.33004660289;-362.525875818183;14.0982000011718;"FM";"1";0;0;0;0;0;88.4979999973439;"FM";"1";0;0;0;0;0;0;0;12.0231000000786
HE_5_3_L;"1";1;2993757;2993757;7664017.92;7664017.92;-1.280980695037;"1";0;1250.48248212628;1898.3425327888;0.502349890562863;4029.14234898233;1987.74127968465;1382.96643918487;1897.64437101366;0.326721375976082;5075.78923088512;3428.10451136224;1316.72446065558;1897.99345190123;1.565526592044;-211.974331293729;1.11705884021576;211.977274602435;0.17562851458678;186.468899999454;"1";0;0;0;0;0;0;[0.662914031334523, 0.665345832621949, 0.633546125266831, 0.654395582488923, 0.653636152504249, 0.625970484487952, 0.651792628887836, 0.651710727252077, 0.601270876705844];[26.4, 25.6, 25.6, 26.4, 25.6, 25.6, 26.4, 25.6, 25.6];[62.4, 62.4, 64, 60.8, 64, 64, 62.4, 64, 60.8];3.25669999801903;"1";0;0;0;0;0;0;0;0;0;3.49590000041644;"1";1;31799;31799;81405.44;81405.44;-4.76671384972519;5.6;2865.44794490393;-2110.11244378754;-273.11258573581;8.33869999769377;"FM";"1";0;0;0;0;0;94.1093999972509;"FM";"1";0;0;0;0;0;0;0;12.4257999996189
HE_5_4_L;"1";1;2992715;2992715;7661350.4;7661350.4;-1.48817825901485;"1";0;1253.55597136696;1889.80046863292;0.298201134167837;4029.08343496853;1987.30618981249;1385.16557648208;1890.01830755736;0.111291349684707;5076.6322897539;3431.53776738815;1319.36077392452;1889.90938809514;-1.56914113813815;-210.575368184195;-0.348542279102549;210.575656635874;0.18690978448313;130.293400001392;"1";0;0;0;0;0;0;[0.696221862098577, 0.70418859455085, 0.685299413648444, 0.652899781913812, 0.69726536761281, 0.678169954560024, 0.648886268200894, 0.640355287558438, 0.647166514374324];[25.6, 25.6, 25.6, 24.8, 24.8, 24.8, 24.8, 24.8, 24.8];[60.8, 64, 64, 64, 64, 62.4, 64, 62.4, 62.4];3.79049999901326;"1";0;0;0;0;0;0;0;0;0;2.14829999822541;"1";1;30932;30932;79185.92;79185.92;-4.69843774677867;4.8;2843.02035432562;-2093.66957196431;-269.200653195374;25.5940999995801;"FM";"1";0;0;0;0;0;89.4241999994847;"FM";"1";0;0;0;0;0;0;0;28.2821000000695
HE_6_4_L;"1";1;2992799;2992799;7661565.44;7661565.44;-1.23270633657573;"1";0;1268.52981406269;1876.81473900001;0.547037991571896;4029.28139479866;1987.36251556049;1400.98875006827;1876.84593810923;0.428674745221478;5084.96134174037;3432.78649335075;1334.75928206548;1876.83033855462;-1.57056078882681;-211.934297608937;-0.0499185747496085;211.934303487797;0.118363246350418;159.227400003147;"1";0;0;0;0;0;0;[0.736829371785174, 0.769436007073972, 0.72170775006861, 0.700695271363669, 0.764022354720632, 0.665751640439814, 0.783716334198252, 0.73692362581631, 0.658727556060179];[28, 30.4, 30.4, 25.6, 30.4, 27.2, 30.4, 30.4, 24.8];[62.4, 65.6, 62.4, 62.4, 62.4, 62.4, 65.6, 64, 65.6];3.09399999969173;"1";0;0;0;0;0;0;0;0;0;4.74879999819677;"1";1;31213;31213;79905.28;79905.28;-4.73945412995103;5.6;2829.71797648416;-2121.57155031557;-271.550718842042;15.3447000011511;"FM";"1";0;0;0;0;0;100.268499998492;"FM";"1";0;0;0;0;0;0;0;18.0775000007998
HE_6_3_L;"1";1;2995179;2995179;7667658.24;7667658.24;-1.75035462468265;"1";0;1264.10494166121;1888.13903285024;0.0533618749493892;4029.27332130402;1987.68790687346;1396.03245502318;1886.33896268304;-0.0928991403644117;5080.40179738118;3429.81192922664;1330.06869834219;1887.23899776664;1.55715278552087;-211.084021379145;2.88011226752642;211.103669149224;0.146261015313801;130.937300000369;"1";0;0;0;0;0;0;[0.673966305905103, 0.707209863695545, 0.704048239653891, 0.710523400261976, 0.655359281552447, 0.669277849103363, 0.740640652711978, 0.637974757612109, 0.654886719822658];[25.6, 29.6, 26.4, 25.6, 25.6, 28.8, 30.4, 25.6, 26.4];[64, 64, 64, 67.2, 64, 65.6, 65.6, 62.4, 65.6];7.63219999862486;"1";0;0;0;0;0;0;0;0;0;1.88960000014049;"1";1;32191;32191;82408.96;82408.96;-4.92958557709585;5.6;2873.22021683079;-2130.6717032711;-282.444448316155;6.27700000040932;"FM";"1";0;0;0;0;0;56.4420000009704;"FM";"1";0;0;0;0;0;0;0;20.0471999996807
HE_4_3_L;"1";1;2993843;2993843;7664238.08;7664238.08;-1.32246116962356;"1";0;1265.98208055084;1878.32322327627;0.455743639307034;4029.23383667094;1987.80474454276;1397.5959432148;1879.36066786124;0.28881943408711;5082.55637123913;3429.98293526365;1331.78901188282;1878.84194556876;-1.56291400286604;-210.58218026235;-1.65991133594944;210.588722275643;0.166924205219924;141.793099999632;"1";0;0;0;0;0;0;[0.656146999279465, 0.689439692627876, 0.708453057789522, 0.690175427369963, 0.638930207493054, 0.644307647418257, 0.645084398757129, 0.654922231587311, 0.617422204340727];[26.4, 26.4, 27.2, 25.6, 24.8, 25.6, 25.6, 25.6, 25.6];[64, 60.8, 64, 62.4, 62.4, 64, 62.4, 62.4, 64];2.73600000218721;"1";0;0;0;0;0;0;0;0;0;1.96530000175699;"1";1;32657;32657;83601.92;83601.92;-5.12732312041797;5.6;2847.64327403007;-2157.53270661726;-293.773974999797;14.9374000029638;"FM";"1";0;0;0;0;0;165.332099997613;"FM";"1";0;0;0;0;0;0;0;34.007099999144
HE_3_4_L;"1";1;2991805;2991805;7659020.8;7659020.8;-1.44350081935884;"1";0;1254.80577630918;1879.85877934505;0.343834439234359;4029.05053698951;1987.26525224688;1389.00304174895;1880.0145081343;0.12774383142591;5077.35052224588;3430.86428692867;1321.90440902906;1879.93664373967;-1.56963588050095;-214.715624703629;-0.249166062785298;214.715769275562;0.216090607808449;171.25699999815;"1";0;0;0;0;0;0;[0.755469887878088, 0.674780328734058, 0.733370776762752, 0.708629647204323, 0.706207716980217, 0.740344554616221, 0.736449439408804, 0.699773630444143, 0.689129250576254];[30.4, 26.4, 30.4, 30.4, 24.8, 28.8, 29.6, 28.8, 25.6];[64, 64, 64, 64, 62.4, 62.4, 62.4, 60.8, 60.8];4.42779999866616;"1";0;0;0;0;0;0;0;0;0;11.3529000009294;"1";1;31645;31645;81011.2;81011.2;-5.09026293330231;5.6;2821.6483109496;-2120.1998167167;-291.650582690105;13.1992999995418;"FM";"1";0;0;0;0;0;136.491699999169;"FM";"1";0;0;0;0;0;0;0;23.5439999996743
HE_3_3_L;"1";1;2992773;2992773;7661498.88;7661498.88;-1.19471100378635;"1";0;1256.4147201228;1887.95224199741;0.589699228101107;4029.08606462101;1987.6713110665;1388.1563158302;1888.09691005086;0.386881156289553;5078.00692049211;3429.71618931266;1322.2855179765;1888.02457602413;-1.56969820744604;-210.786553131841;-0.231468885513095;210.786680222085;0.202818071811554;107.074300001841;"1";0;0;0;0;0;0;[0.690603035871457, 0.686108847041543, 0.651945652303482, 0.659952181314836, 0.653416321294536, 0.680664671372898, 0.711334463274618, 0.669164639950158, 0.631633097293389];[26.4, 25.6, 25.6, 25.6, 26.4, 29.6, 29.6, 28.8, 25.6];[62.4, 64, 64, 62.4, 60.8, 60.8, 65.6, 64, 60.8];3.28679999802262;"1";0;0;0;0;0;0;0;0;0;4.13689999913913;"1";1;33046;33046;84597.76;84597.76;-4.6858995216956;5.6;2863.45854868971;-2149.188694547;-268.482265815529;13.4437999986403;"FM";"1";0;0;0;0;0;115.542600000481;"FM";"1";0;0;0;0;0;0;0;15.3317000003881
HE_4_4_L;"1";1;2991578;2991578;7658439.68;7658439.68;-1.40602420312078;"1";0;1269.38547264731;1870.67154431322;0.374821833649991;4029.45771558636;1987.28502179455;1402.66914443682;1870.96372371348;0.203155495499448;5081.49120108425;3433.10911449684;1336.02730854207;1870.81763401335;-1.56860416830835;-213.253874863206;-0.46748704041529;213.254387266252;0.171666338150543;154.056399998808;"1";0;0;0;0;0;0;[0.762315937123069, 0.711898475529033, 0.684155247735039, 0.706797443107028, 0.727617637561591, 0.653427389252809, 0.680147761090837, 0.690919099739141, 0.66536246685259];[24.8, 24.8, 24.8, 25.6, 24.8, 24.8, 24, 24, 24.8];[65.6, 62.4, 64, 64, 64, 65.6, 65.6, 65.6, 62.4];3.87609999961569;"1";0;0;0;0;0;0;0;0;0;2.49899999835179;"1";1;31821;31821;81461.76;81461.76;-5.10511886185435;5.6;2832.25839539926;-2138.39263379529;-292.501764696884;11.1857999982021;"FM";"1";0;0;0;0;0;60.2053999973577;"FM";"1";0;0;0;0;0;0;0;44.2385000023933
HE_2_3_L;"1";1;2994726;2994726;7666498.56;7666498.56;-1.43902580129493;"1";0;1270.11121637185;1883.94576683652;0.339845915813065;4029.3235166408;1987.7306975067;1401.53485311669;1883.00973942763;0.154012162590047;5081.05754289014;3427.14213317912;1335.82303474427;1883.47775313207;1.56367423212769;-210.277818791747;1.49764385421295;210.283151994945;0.185833753223018;100.974400000268;"1";0;0;0;0;0;0;[0.679334565346322, 0.717324328136111, 0.665518788277738, 0.71084712752446, 0.740872306113892, 0.714422141178669, 0.697143491404046, 0.66532252123902, 0.694905171184744];[27.2, 30.4, 30.4, 30.4, 29.6, 30.4, 27.2, 29.6, 30.4];[64, 62.4, 65.6, 67.2, 64, 64, 64, 62.4, 64];2.76750000193715;"1";0;0;0;0;0;0;0;0;0;1.45630000042729;"1";1;32197;32197;82424.32;82424.32;-5.082530597908;5.6;2850.78445817933;-2150.43041277138;-291.207552506231;26.4922999995179;"FM";"1";0;0;0;0;0;90.4195000002801;"FM";"1";0;0;0;0;0;0;0;11.4586999989115
HE_1_3_L;"1";1;2994009;2994009;7664663.04;7664663.04;-1.38935676856593;"1";0;1257.02599667553;1894.24346813973;0.389432582196687;4029.55021420653;1987.51126797147;1389.54322493954;1892.51126969071;0.267902152158876;5078.6328244748;3426.22824675108;1323.28461080753;1893.37736891522;1.55772557497623;-212.027565222412;2.77151751842612;212.045678389113;0.12153043003781;167.485499998293;"1";0;0;0;0;0;0;[0.726952309712594, 0.772244630685637, 0.728578313598661, 0.720862771599989, 0.692602343988033, 0.681438934516384, 0.710972855329826, 0.694377214889161, 0.669845704813166];[30.4, 31.2, 30.4, 29.6, 30.4, 29.6, 30.4, 29.6, 30.4];[64, 65.6, 64, 64, 64, 62.4, 64, 64, 64];8.94659999903524;"1";0;0;0;0;0;0;0;0;0;1.40620000092895;"1";1;32114;32114;82211.84;82211.84;-4.57421935742894;5.6;2862.27086006103;-2122.64911253659;-262.083463747721;10.1528999985021;"FM";"1";0;0;0;0;0;110.292699999263;"FM";"1";0;0;0;0;0;0;0;29.2525000004389
HE_2_4_L;"1";1;2992082;2992082;7659729.92;7659729.92;-1.36951908555378;"1";0;1272.59241777472;1873.74361023202;0.411139353741966;4029.52212314582;1987.3904001895;1405.26803233491;1874.62734596887;0.237958635141404;5084.93922132572;3432.60672152045;1338.93022505482;1874.18547810044;-1.56413554990319;-212.280983296306;-1.41397717896289;212.285692406975;0.173180718600562;126.030200000969;"1";0;0;0;0;0;0;[0.726670174122606, 0.689998712499314, 0.68017573339584, 0.794899860261019, 0.723031720905929, 0.717113212872887, 0.693806274885463, 0.686969090494917, 0.72385514523375];[24.8, 24.8, 24.8, 30.4, 24.8, 30.4, 25.6, 28, 24.8];[64, 62.4, 64, 62.4, 62.4, 62.4, 65.6, 62.4, 64];8.27550000030897;"1";0;0;0;0;0;0;0;0;0;2.12029999966035;"1";1;31664;31664;81059.84;81059.84;-5.03450330072896;5.6;2838.48089944416;-2137.98509348156;-288.455791076452;6.72050000139279;"FM";"1";0;0;0;0;0;149.304800001119;"FM";"1";0;0;0;0;0;0;0;17.6042000020971
HE_1_4_L;"1";1;2991680;2991680;7658700.8;7658700.8;-1.43261385528778;"1";0;1258.79775149623;1885.28549488524;0.350174978587548;4029.30324042693;1987.13459293462;1390.24335657951;1884.93614282879;0.194245878297598;5079.00408436585;3429.8539528765;1324.52055403787;1885.11081885701;1.56813856403704;-210.312968133243;0.558963290316387;210.313710929589;0.15592910028995;127.566999999544;"1";0;0;0;0;0;0;[0.765837245046867, 0.670403723332107, 0.68771371285899, 0.728256890456908, 0.706829230935579, 0.697027627424455, 0.696623461951631, 0.653004047064116, 0.681189620101828];[30.4, 25.6, 25.6, 24.8, 25.6, 25.6, 25.6, 25.6, 29.6];[64, 62.4, 64, 65.6, 60.8, 62.4, 65.6, 62.4, 64];2.70140000066021;"1";0;0;0;0;0;0;0;0;0;1.42710000000079;"1";1;31298;31298;80122.88;80122.88;-5.05837188368099;5.6;2826.91157262445;-2115.92699853026;-289.823360142561;7.60609999997541;"FM";"1";0;0;0;0;0;135.328199998185;"FM";"1";0;0;0;0;0;0;0;11.9586000000709
HE_1_5_L;"1";1;2984470;2984470;7640243.2;7640243.2;-1.26607638076458;"1";0;1270.10847964098;1905.72754156598;0.50461914092482;4029.77110827665;1986.6889722942;1400.63294604553;1904.54863524601;0.318321803700388;5077.15136091914;3431.94284065841;1335.37071284326;1905.138088406;1.56176450083706;-208.839146247276;1.88625011194745;208.847664446543;0.186297337224432;133.475099999487;"1";0;0;0;0;0;0;[0.743219644206715, 0.728731848904459, 0.696190575762381, 0.756867573005871, 0.754204902399265, 0.726130093047084, 0.709176769918844, 0.711384994175447, 0.68873126933954];[24.8, 24, 24.8, 24.8, 24.8, 24.8, 25.6, 23.2, 23.2];[62.4, 64, 62.4, 64, 62.4, 65.6, 62.4, 62.4, 62.4];6.04989999919781;"1";0;0;0;0;0;0;0;0;0;4.29670000085025;"1";1;33333;33333;85332.48;85332.48;-4.82315203303822;5.6;2879.24221642216;-2183.33658536585;-276.346255443033;14.427699999942;"FM";"1";0;0;0;0;0;166.557599997759;"FM";"1";0;0;0;0;0;0;0;10.2774999977555
HE_2_6_L;"1";1;2983606;2983606;7638031.36;7638031.36;-1.28767665059608;"1";0;1283.43483745885;1886.781218469;0.480154701390594;4029.50556401262;1986.75134718683;1413.52235937567;1886.7679897333;0.319182672469971;5080.49684457158;3435.85114223085;1348.47859841726;1886.77460410115;1.57069463575292;-208.140035066917;0.0211659771164705;208.140036143112;0.160972028920622;166.830600002868;"1";0;0;0;0;0;0;[0.752103778874833, 0.741473818424303, 0.706399653134891, 0.681138475401712, 0.701540689725738, 0.689890072208571, 0.720733803295506, 0.715630002811813, 0.733812625629032];[22.4, 23.2, 21.6, 22.4, 21.6, 20.8, 22.4, 21.6, 24];[64, 64, 64, 62.4, 62.4, 64, 65.6, 67.2, 65.6];3.69090000094729;"1";0;0;0;0;0;0;0;0;0;1.86430000030668;"1";1;33026;33026;84546.56;84546.56;-4.96697705885597;5.6;2858.44335977715;-2194.47654575183;-284.58682241075;9.34129999950528;"FM";"1";0;0;0;0;0;156.94159999839;"FM";"1";0;0;0;0;0;0;0;36.4176000002772
