;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;P/A;P/A;P/A;P/A;P/A;P/A;P/A;Glue;Glue;Glue;Glue;Glue;Glue;Glue;FM;FM;FM;FM;FM;FM;FM;FM;FM;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond
HE_3_5_C1;1;1306.50053260114;1900.70968860043;0;0.833501462243419;38.9762000013434;"1";0;1430.82753654402;1903.70305087185;0.302917878340965;5.12604041113688;3.47021538424837;63.0292999994708;"1";0;[];[];[];[];3.58739999865065;["1", "1"];[0, 0];0;0;2.4;0;57.2448000020813;"1";0;[];[];[];[];[];[];13.6181999987457;"1";0;[];[];[];[];[];2.83219999982975
HE_3_6_C1;1;1294.21370192593;1890.47984457381;-0.201953444719413;0.764667296724838;47.1872999987681;"1";0;1417.62165742487;1892.81703726344;0.220535216118935;5.12252306626867;3.46916285842619;66.3119999990158;"1";0;[];[];[];[];3.77170000137994;["1", "1"];[0, 0];0;0.8;4;0;54.4038999978511;"1";0;[];[];[];[];[];[];28.59030000036;"1";0;[];[];[];[];[];1.82850000055623
HE_2_5_C1;1;1322.70390457968;1893.81217783128;0;0.757570584568327;50.9777000006579;"1";0;1447.28637860799;1894.97679908421;0.290830848908308;5.12750363036127;3.47590952598688;82.6424000006227;"1";0;[];[];[];[];5.35819999640808;["1", "1"];[0, 0];0;0;4;0;50.5607000013697;"1";0;[];[];[];[];[];[];23.2648999990488;"1";0;[];[];[];[];[];2.19310000102269
HE_4_6_C1;1;1297.27290378223;1882.22455635361;-0.0561177377784561;0.747952701337852;52.8362000004563;"1";0;1424.28728432083;1880.87061544033;0.242344423770329;5.12854956118679;3.4686035257936;75.9772000019439;"1";0;[];[];[];[];5.64119999762625;["1", "1"];[0, 0];0;0;0;0;68.6530000020866;"1";0;[];[];[];[];[];[];17.2585999971488;"1";0;[];[];[];[];[];1.82329999734065
HE_4_5_C1;1;1317.92531404609;1892.23139243619;-0.332742219905734;0.757847141933524;64.0069000000949;"1";0;1442.5636583707;1893.56270423595;-0.133680573483933;5.12546230554773;3.46989054517778;70.3671000010218;"1";0;[];[];[];[];2.82350000270526;["1", "1"];[0, 0];0;0;0;0;46.7901000010897;"1";0;[];[];[];[];[];[];13.9070999975957;"1";0;[];[];[];[];[];2.03729999702773
HE_6_6_C1;1;1298.62773505891;1881.83049253706;-0.0576395120926287;0.714937724472207;33.6730000017269;"1";0;1425.01842491555;1880.92046151097;0.291077596687316;5.13000692959501;3.46898042185706;77.5255999978981;"1";0;[];[];[];[];10.3726999986975;["1", "1"];[0, 0];0;0;0;0;92.2893999995722;"1";0;[];[];[];[];[];[];18.9778999992996;"1";0;[];[];[];[];[];5.64769999982673
HE_6_5_C1;1;1316.28048586209;1891.39971741295;-0.500247798822498;0.799984255106949;33.8989999982005;"1";0;1440.67273537249;1892.554848704;-0.1922275033346;5.13040163441215;3.46890826109448;132.130300000426;"1";0;[];[];[];[];4.17920000109007;["1", "1"];[0, 0];0;0;4;0;63.9183999992383;"1";0;[];[];[];[];[];[];35.8478000016476;"1";0;[];[];[];[];[];1.37059999906342
HE_1_6_C1;1;1294.34911780246;1895.87775209653;0;0.674730094995397;30.9549000012339;"1";0;1420.57461925907;1898.48301208521;0.441859891541354;5.13021211803287;3.47465604686312;1234.27570000058;"1";0;[];[];[];[];7.11080000110087;["1", "1"];[0, 0];0;0;4;0;78.3244999984163;"1";0;[];[];[];[];[];[];37.1257000006153;"1";0;[];[];[];[];[];2.90989999848534
HE_5_5_C1;1;1302.86523335036;1903.83484982165;-0.33821603163733;0.807291905286974;62.2722000007343;"1";0;1427.98999626285;1902.66187374516;-0.0463527832613975;5.12601404828169;3.46794195719001;111.816900000122;"1";0;[];[];[];[];7.07450000118115;["1", "1"];[0, 0];0;0;4;0;43.7095999986923;"1";0;[];[];[];[];[];[];35.0806999995257;"1";0;[];[];[];[];[];6.23730000006617
HE_8_5_C1;1;1315.57729550162;1888.99028817953;-0.273459936066059;0.782331931822199;35.6758999987505;"1";0;1442.00687371503;1890.46384497395;-0.000819563949144565;5.12987331059565;3.46983974043479;91.1761999996088;"1";0;[];[];[];[];5.73209999856772;["1", "1"];[0, 0];0;0;0;0;40.4651999997441;"1";0;[];[];[];[];[];[];20.1956999990216;"1";0;[];[];[];[];[];2.5260000002163
HE_7_5_C1;1;1305.32085197068;1897.78251343446;-0.30612771143057;0.833187183580009;33.4053000005952;"1";0;1429.01679893618;1898.53527897607;0.0687822763913228;5.12689419665988;3.46887178008998;66.2062999981572;"1";0;[];[];[];[];3.04940000205534;["1", "1"];[0, 0];0;0;0;0;84.4972000013513;"1";0;[];[];[];[];[];[];32.6773999986472;"1";0;[];[];[];[];[];1.97699999989709
HE_5_6_C1;1;1287.2935302425;1892.95335255786;-0.0618939671854572;0.752830012806101;81.8397000002733;"1";0;1413.36304974407;1893.04329951063;0.16754158996283;5.12673768534869;3.4684264191743;83.5650999979407;"1";0;[];[];[];[];4.51239999893005;["1", "1"];[0, 0];0;0;0;0;46.6937999990478;"1";0;[];[];[];[];[];[];53.4394999995129;"1";0;[];[];[];[];[];2.12820000160718
HE_8_6_C1;1;1294.86024138521;1882.00921163357;-0.218765322010224;0.740849112903021;84.6769000017957;"1";0;1420.58548498626;1881.28198935946;0.0621743848304551;5.12243824091883;3.46783358929969;74.4502000015927;"1";0;[];[];[];[];5.88090000019292;["1", "1"];[0, 0];0;0;0;0;58.2194999988133;"1";0;[];[];[];[];[];[];28.9511000009952;"1";0;[];[];[];[];[];2.42250000155764
HE_9_5_C1;1;1302.53769426371;1901.19806371538;-0.415658966121199;0.808466308135678;76.5427999976964;"1";0;1428.10436718411;1901.79259395125;-0.00992568754697654;5.12754396414746;3.46928355554275;74.2855999997118;"1";0;[];[];[];[];8.18960000106017;["1", "1"];[0, 0];0;0;2.4;0;62.1887000015704;"1";0;[];[];[];[];[];[];27.8487000032328;"1";0;[];[];[];[];[];2.61650000174996
HE_7_6_C1;1;1289.75155761598;1892.76812977879;-0.232031101540557;0.760710162272545;113.28720000165;"1";0;1413.37905137105;1892.31233324417;0.132486079001213;5.12876127509805;3.46715666884245;56.9754000025569;"1";0;[];[];[];[];5.97060000291094;["1", "1"];[0, 0];0;0;2.4;0;87.3256000013498;"1";0;[];[];[];[];[];[];20.7257000001846;"1";0;[];[];[];[];[];1.705700000457
HE_11_5_C1;1;1307.76785264655;1899.80712788946;0;0.75460448554287;39.6618000013405;"1";0;1433.81987965835;1899.58430595236;0.266057149372654;5.12327129850048;3.46772581085675;366.78540000139;"1";0;[];[];[];[];3.71850000010454;["1", "1"];[0, 0];0;0;5.6;0;87.0476999989478;"1";0;[];[];[];[];[];[];18.2848000004014;"1";0;[];[];[];[];[];2.07510000109323
HE_10_6_C1;1;1298.92402688678;1882.60016338217;-0.168891642291147;0.748972617133632;28.0108000006294;"1";0;1426.37472798983;1883.59821565475;0.126624302313034;5.12656279215895;3.46779405784642;479.891200000566;"1";0;[];[];[];[];5.18599999850267;["1", "1"];[0, 0];0;0;7.2;0;66.6960999988078;"1";0;[];[];[];[];[];[];25.0493999992614;"1";0;[];[];[];[];[];4.86829999863403
HE_12_6_C1;1;1306.94665817738;1879.27320274343;-0.0640778041818099;0.719636645634324;53.2982999975502;"1";0;1432.60741152677;1879.27142060449;0.145122931745265;5.1286067909209;3.46678871719276;78.4444999990228;"1";0;[];[];[];[];4.98480000169366;["1", "1"];[0, 0];0;0;5.6;0;64.9775999991107;"1";0;[];[];[];[];[];[];20.0179000021308;"1";0;[];[];[];[];[];2.3680999984208
HE_9_6_C1;1;1288.91020093486;1893.87002446462;-0.319537558131715;0.784634044315396;47.9864999979327;"1";0;1414.06259771658;1894.11721291055;0.106920052713791;5.12308189897615;3.46497760836323;53.7449000003107;"1";0;[];[];[];[];6.97280000167666;["1", "1"];[0, 0];0;0;4;0;63.3044999995036;"1";0;[];[];[];[];[];[];24.2322000012791;"1";0;[];[];[];[];[];15.4350999982853
HE_14_6_C1;1;1313.00563449295;1876.97608813824;-0.410967786819509;0.732709498534632;47.9255999998713;"1";0;1438.45506295064;1880.33142822695;0.030050442050148;5.12804114149449;3.46806099151327;56.0861000012665;"1";0;[];[];[];[];4.97230000109994;["1", "1"];[0, 0];0;4;5.6;0;60.8447000013257;"1";0;[];[];[];[];[];[];16.8892000001506;"1";0;[];[];[];[];[];5.18170000214013
HE_10_5_C1;1;1316.7496372364;1890.17383269579;-0.145110460832372;0.805507216365271;38.8357000010728;"1";0;1442.52569829359;1891.89951832221;0.158125673239555;5.12071459866174;3.46934619605971;399.910599997384;"1";0;[];[];[];[];7.11830000000191;["1", "1"];[0, 0];0;0;0;0;81.6181000009237;"1";0;[];[];[];[];[];[];25.3978999971878;"1";0;[];[];[];[];[];1.91679999988992
HE_16_6_C1;1;1314.06986757709;1873.49825545258;-0.402091324372984;0.724835439486128;78.7483999993128;"1";0;1442.42967945673;1876.51476523164;-0.00631384337754591;5.12654187006489;3.46593327914082;91.2487999994482;"1";0;[];[];[];[];4.4657999969786;["1", "1"];[0, 0];0;4;7.2;0;86.5889999986393;"1";0;[];[];[];[];[];[];46.7551999972784;"1";0;[];[];[];[];[];2.0466000023589
HE_11_6_C1;1;1290.97846672281;1889.01996881441;-0.165643455454918;0.773614972028383;84.0812999995251;"1";0;1415.86819761285;1889.89924514159;0.0111805972779754;5.12614349735155;3.46609897041013;74.7676999999385;"1";0;[];[];[];[];4.06840000141528;["1", "1"];[0, 0];0;0;2.4;0;60.4256999977224;"1";0;[];[];[];[];[];[];14.1292999978759;"1";0;[];[];[];[];[];2.77009999990696
HE_12_5_C1;1;1309.30820493195;1890.7363774989;0;0.677356571360207;45.0009999985923;"1";0;1437.4039432192;1895.08146776889;0.437109749587445;5.12622847027343;3.46828842952653;92.8161999981967;"1";0;[];[];[];[];5.05209999755607;["1", "1"];[0, 0];0;5.6;0;0;57.8999999997905;"1";0;[];[];[];[];[];[];17.2354000023915;"1";0;[];[];[];[];[];2.56570000055945
HE_13_6_C1;1;1295.37501743156;1888.06298914307;-0.324634563731538;0.757618522051473;61.6329999975278;"1";0;1422.57976927824;1891.72539271432;-0.016999984367822;5.12069468028316;3.466855736179;72.2682000014174;"1";0;[];[];[];[];4.23640000008163;["1", "1"];[0, 0];0;0;0;0;55.062800001906;"1";0;[];[];[];[];[];[];19.5507999997062;"1";0;[];[];[];[];[];3.00970000171219
HE_14_5_C1;1;1325.98792550001;1885.95187156708;-0.16268122074313;0.786544208944349;40.6017000022985;"1";0;1450.37558136746;1890.169731483;0.0517810635872176;5.13022144107385;3.46746323577896;75.926100002107;"1";0;[];[];[];[];3.19339999987278;["1", "1"];[0, 0];0;0;0;0;56.7809999993187;"1";0;[];[];[];[];[];[];67.6792000012938;"1";0;[];[];[];[];[];7.02610000007553
HE_13_5_C1;1;1311.01316777368;1897.09161294899;-0.164777368583983;0.788678540246536;96.8739000018104;"1";0;1436.2020810677;1901.19864706096;0.119100144404456;5.12503000051431;3.46850372925834;51.1767999996664;"1";0;[];[];[];[];4.81329999820446;["1", "1"];[0, 0];0;0;2.4;0;64.118000002054;"1";0;[];[];[];[];[];[];22.1649000013713;"1";0;[];[];[];[];[];2.00159999803873
HE_18_6_C1;1;1318.80786414232;1874.04224086661;0;0.732728948579023;68.6523000003945;"1";0;1444.758357202;1879.50735185949;0.103377111512042;5.13252009184344;3.47043050230671;79.9090000000433;"1";0;[];[];[];[];6.63179999901331;["1", "1"];[0, 0];0;0;5.6;0;91.2764000022435;"1";0;[];[];[];[];[];[];34.2690999968909;"1";0;[];[];[];[];[];3.94880000021658
HE_15_5_C1;1;1319.135438927;1894.81088780315;-0.140572156153577;0.825079593022082;67.4972000015259;"1";0;1444.0719351981;1897.36219629908;0.141319980552264;5.12014888337512;3.4671086477088;89.6491000021342;"1";0;[];[];[];[];3.23439999920083;["1", "1"];[0, 0];0;0;5.6;0;85.3024999996705;"1";0;[];[];[];[];[];[];40.1039000025776;"1";0;[];[];[];[];[];4.6662999993714
HE_18_5_C1;1;1332.22056035773;1883.60578332314;-0.266647198496088;0.793618393103316;37.1520000007877;"1";0;1459.12407610107;1891.81608633034;-0.0060642851076399;5.12925685431688;3.46897325977498;98.9403999992646;"1";0;[];[];[];[];4.88699999914388;["1", "1"];[0, 0];0;0;0.8;0;100.770799999736;"1";0;[];[];[];[];[];[];42.9128000032506;"1";0;[];[];[];[];[];1.75979999767151
HE_17_5_C1;1;1320.26886016292;1898.02480342107;0;0.816362043832981;125.262600002316;"1";0;1449.80617688029;1901.26894247654;0.0733627496006659;5.12583367421991;3.46783904185074;55.8942999996361;"1";0;[];[];[];[];7.8771999978926;["1", "1"];[0, 0];0;5.6;5.6;0;91.5453000015987;"1";0;[];[];[];[];[];[];15.0281999995059;"1";0;[];[];[];[];[];2.78489999982412
HE_17_6_C1;1;1304.38726710295;1889.20559652632;-0.187864085753212;0.775308632122801;140.417300000991;"1";0;1428.00738044841;1891.56250477376;-0.0760893009352686;5.12783001745255;3.46601105294447;56.3698000005388;"1";0;[];[];[];[];6.92809999964084;["1", "1"];[0, 0];0;0;4;0;84.6052999986568;"1";0;[];[];[];[];[];[];18.4583999980532;"1";0;[];[];[];[];[];2.83369999669958
HE_18_8_C1;1;1330.14108188744;1882.53793517061;-0.25861606198978;0.821292335388478;38.240500001848;"1";0;1455.5335409141;1886.83024841412;-0.083729178193662;5.12999468270429;3.4707331103607;106.404300000577;"1";0;[];[];[];[];7.94830000086222;["1", "1"];[0, 0];0;0;7.2;0;70.850000000064;"1";0;[];[];[];[];[];[];22.4187999992864;"1";0;[];[];[];[];[];1.7708000013954
HE_17_7_C1;1;1337.9560010909;1901.25162175697;-0.298430644226636;0.854740910718476;85.1718999983859;"1";0;1461.1511464954;1907.45239713376;0.039542895921434;5.12038423869443;3.46949158718245;77.6702000002842;"1";0;[];[];[];[];3.36060000336147;["1", "1"];[0, 0];0;0;2.4;0;67.8043000007165;"1";0;[];[];[];[];[];[];22.2204999990936;"1";0;[];[];[];[];[];1.43349999780185
HE_15_6_C1;1;1304.51739593713;1883.82366953308;-0.504023545572503;0.765054463938441;79.5866000007663;"1";0;1432.59815807999;1888.17391173855;-0.151916696144971;5.12597896838465;3.4671866231249;95.822399998724;"1";0;[];[];[];[];5.72910000119009;["1", "1"];[0, 0];0;0;2.4;0;53.8296999984595;"1";0;[];[];[];[];[];[];28.867299999547;"1";0;[];[];[];[];[];4.92270000177086
HE_16_5_C1;1;1331.41187444101;1881.93537902563;-0.263049158137341;0.812162013035078;87.1593000010762;"1";0;1455.32603588595;1888.02087467863;0.0437635283451731;5.12741944000231;3.46875577247468;83.0496000016865;"1";0;[];[];[];[];6.51720000314526;["1", "1"];[0, 0];0;0;2.4;0;54.2143999991822;"1";0;[];[];[];[];[];[];34.8877000033099;"1";0;[];[];[];[];[];4.6392999975069
HE_15_7_C1;1;1316.77840688097;1904.46805528392;-0.384660908575853;0.852924918358326;33.7112999986857;"1";0;1440.3113409151;1908.75423002269;-0.0670445078906521;5.1246896802356;3.46936321704701;71.7648999998346;"1";0;[];[];[];[];5.97199999901932;["1", "1"];[0, 0];0;0;2.4;0;110.817200002202;"1";0;[];[];[];[];[];[];22.2059000006993;"1";0;[];[];[];[];[];3.41539999863016
HE_17_8_C1;1;1320.13769324566;1896.7981414771;-0.425415143159821;0.823383575346526;55.2274000001489;"1";0;1442.36467059133;1898.90336551773;-0.129066421322329;5.12451811191947;3.46840569558273;59.2517999975826;"1";0;[];[];[];[];8.1361000011384;["1", "1"];[0, 0];0;0;4;0;75.0059999991208;"1";0;[];[];[];[];[];[];29.008800000156;"1";0;[];[];[];[];[];2.11929999932181
HE_16_8_C1;1;1313.97130218992;1884.16222857801;0;0.798039971039856;28.3626999989792;"1";0;1439.38644281496;1887.41661446987;0.113085794266909;5.13007480887725;3.47188785478142;100.634800000989;"1";0;[];[];[];[];3.19430000308785;["1", "1"];[0, 0];0;0;4;0;115.219800001796;"1";0;[];[];[];[];[];[];20.9446000008029;"1";0;[];[];[];[];[];2.17740000152844
HE_18_7_C1;1;1350.55382907123;1892.01834593975;-0.369402975851768;0.826964741095622;59.9737000011373;"1";0;1476.04365970625;1898.418712739;-0.126605906319071;5.13068758741957;3.47370972402356;55.3676999988966;"1";0;[];[];[];[];7.1432000004279;["1", "1"];[0, 0];0;0;4;0;68.1450000010955;"1";0;[];[];[];[];[];[];16.0501999998814;"1";0;[];[];[];[];[];4.70660000064527
HE_14_8_C1;1;1310.93850685302;1888.6679993047;-0.15040622742331;0.754789228220403;60.5285999990883;"1";0;1436.76487725394;1891.49695588856;0.258729160027888;5.1256672755968;3.46551858137677;86.9461000002048;"1";0;[];[];[];[];4.07160000031581;["1", "1"];[0, 0];0;0;5.6;0;69.9624000008043;"1";0;[];[];[];[];[];[];16.8674000015017;"1";0;[];[];[];[];[];6.97349999973085
HE_13_7_C1;1;1311.80267258731;1910.39724843392;-0.328901782976589;0.848467780239616;81.2254000011308;"1";0;1434.48345076153;1913.36499032055;0.0025220812202324;5.12255807199989;3.46889300757932;81.935499998508;"1";0;[];[];[];[];11.1375000014959;["1", "1"];[0, 0];0;0;2.4;0;119.190599998547;"1";0;[];[];[];[];[];[];24.0254000018467;"1";0;[];[];[];[];[];1.26489999820478
HE_15_8_C1;1;1298.40415462568;1898.65426104785;-0.394714995522988;0.821474131089587;56.8678999989061;"1";0;1422.82939000725;1900.0658866244;-0.237865265522657;5.1285350650418;3.46721961070342;71.9907999991847;"1";0;[];[];[];[];7.78269999864278;["1", "1"];[0, 0];0;0;2.4;0;77.6589999986754;"1";0;[];[];[];[];[];[];25.1786000007996;"1";0;[];[];[];[];[];5.8911000014632
HE_16_7_C1;1;1330.93295466806;1897.03658988353;-0.506129098537669;0.826990347046319;57.3839000026055;"1";0;1454.60365560144;1899.33710662593;-0.209006241365095;5.12725810155613;3.47171188491644;64.5293999987189;"1";0;[];[];[];[];6.11080000089714;["1", "1"];[0, 0];0;0;4;0;84.5842999988236;"1";0;[];[];[];[];[];[];51.2292000021262;"1";0;[];[];[];[];[];2.31270000222139
HE_12_8_C1;1;1307.56629454298;1894.10804165576;0;0.780305132415265;104.075000002922;"1";0;1432.69373021314;1896.9754198908;0.312691703930932;5.1267927787974;3.46795889515669;699.555200000759;"1";0;[];[];[];[];3.01669999680598;["1", "1"];[0, 0];0;0;2.4;0;404.270199996972;"1";0;[];[];[];[];[];[];25.126900000032;"1";0;[];[];[];[];[];5.15910000103759
HE_11_7_C1;1;1301.87622922731;1916.03885014985;-0.335439572574628;0.829773733533557;36.5456999970775;"1";0;1428.15258348957;1916.78738230789;-0.0576893755498139;5.12724476797103;3.4692244867655;116.705099997489;"1";0;[];[];[];[];3.60569999975269;["1", "1"];[0, 0];0;0;0;0;58.0028000003949;"1";0;[];[];[];[];[];[];33.5427999998501;"1";0;[];[];[];[];[];1.32099999973434
HE_14_7_C1;1;1322.69019455552;1902.25270497329;-0.397427444226337;0.827006326207368;54.2898999992758;"1";0;1447.91298142898;1903.68691395182;-0.0501073337702709;5.12605650852524;3.47149515896546;88.5343000009016;"1";0;[];[];[];[];6.05799999902956;["1", "1"];[0, 0];0;0;4;0;69.5570999996562;"1";0;[];[];[];[];[];[];16.5794999993523;"1";0;[];[];[];[];[];1.59770000027493
HE_13_8_C1;1;1292.9734605471;1898.40562785658;0;0.798483130805494;75.0881000021764;"1";0;1419.5905803619;1901.72360890257;0.190057846917144;5.12590624016731;3.46482864530326;90.5084000005445;"1";0;[];[];[];[];6.60069999867119;["1", "1"];[0, 0];0;2.4;0;0;89.750200000708;"1";0;[];[];[];[];[];[];37.2975999998744;"1";0;[];[];[];[];[];1.72980000206735
HE_11_8_C1;1;1292.46812324527;1905.20376088871;-0.081379370127454;0.802227886490243;48.3678000018699;"1";0;1416.64358901996;1907.46428314552;0.32281191725145;5.12017338404065;3.46693409271305;619.751900001575;"1";0;[];[];[];[];2.89239999983693;["1", "1"];[0, 0];0;0;2.4;0;347.903900001256;"1";0;[];[];[];[];[];[];21.6345999979239;"1";0;[];[];[];[];[];3.46179999905871
HE_12_7_C1;1;1319.74045410624;1908.3034698658;-0.176893495764087;0.804100067867523;68.2655999989947;"1";0;1445.69729376517;1908.42487176244;0.100126415545241;5.11994960880683;3.47202253870596;56.1969999980647;"1";0;[];[];[];[];5.98979999995208;["1", "1"];[0, 0];0;0;4;0;1041.81270000117;"1";0;[];[];[];[];[];[];31.2226000023657;"1";0;[];[];[];[];[];4.87819999761996
HE_9_8_C1;1;1288.6826250904;1910.088796487;0;0.713475696724629;21.0106999984419;"1";0;1415.89026711255;1911.73964992047;0.364610793316963;5.12507952033561;3.46612449595198;124.490499998501;"1";0;[];[];[];[];3.07660000180476;["1", "1"];[0, 0];0;4;0;0;55.754099998012;"1";0;[];[];[];[];[];[];34.710100000666;"1";0;[];[];[];[];[];2.97430000136956
HE_10_7_C1;1;1318.8454128223;1908.80078411425;-0.249825473230582;0.818987799825777;403.36539999771;"1";0;1443.98769600034;1909.3482652451;0.0626769282015951;5.12704885554771;3.47015674449771;339.778300000035;"1";0;[];[];[];[];11.4114999996673;["1", "1"];[0, 0];0;0;4;0;58.1404000004113;"1";0;[];[];[];[];[];[];17.9609000006167;"1";0;[];[];[];[];[];2.27739999900223
HE_9_7_C1;1;1305.66029790733;1918.65357396332;-0.159717323231503;0.833679787061186;50.1702000001387;"1";0;1430.1868683701;1917.69885545591;0.203251106330108;5.12434855457777;3.46803916360993;135.778200001369;"1";0;[];[];[];[];5.55869999880088;["1", "1"];[0, 0];0;0;4;0;79.6272000006866;"1";0;[];[];[];[];[];[];20.6266999994114;"1";0;[];[];[];[];[];4.51909999901545
HE_6_8_C1;1;1307.82991054691;1899.85262902311;0;0.7630011417437;36.6252000021632;"1";0;1432.78429935879;1898.81801907188;0.30529231903208;5.11977695828856;3.46609855116563;121.10500000199;"1";0;[];[];[];[];3.649399997812;["1", "1"];[0, 0];0;0;5.6;0;123.451799998293;"1";0;[];[];[];[];[];[];21.1080000008224;"1";0;[];[];[];[];[];4.17119999838178
HE_7_7_C1;1;1304.64847939661;1916.98036773382;0;0.813191752085601;76.0272000006808;"1";0;1429.10951039476;1919.37781498725;0.302419984036054;5.12319616569456;3.4680803768415;72.1130999991146;"1";0;[];[];[];[];7.52119999742717;["1", "1"];[0, 0];0;0;0;0;108.739999999671;"1";0;[];[];[];[];[];[];16.8722999987949;"1";0;[];[];[];[];[];3.89150000046357
HE_8_8_C1;1;1302.47026075643;1897.1708602715;0;0.712508040644082;38.5476000010385;"1";0;1430.81390280906;1900.02781873975;0.476263382202641;5.1262300620186;3.46660669513609;80.3430999985721;"1";0;[];[];[];[];6.45879999865429;["1", "1"];[0, 0];4;7.2;5.6;0;118.70380000255;"1";0;[];[];[];[];[];[];26.8441999978677;"1";0;[];[];[];[];[];3.35139999879175
HE_4_8_C1;1;1302.24113206058;1889.09234055336;0;0.729474962701232;26.9526000010956;"1";0;1430.85251265289;1892.93262260191;0.333666940104508;5.12788301724505;3.46690368578692;153.58120000019;"1";0;[];[];[];[];3.89799999902607;["1", "1"];[0, 0];0;4;4;0;180.916299999808;"1";0;[];[];[];[];[];[];22.5285000014992;"1";0;[];[];[];[];[];2.42310000248835
HE_7_8_C1;1;1290.22435116419;1909.06285624643;0;0.783220346981153;24.3953999997757;"1";0;1415.50908385503;1910.44581665037;0.362061546953472;5.1219978332308;3.46637540646467;122.691799999302;"1";0;[];[];[];[];4.19190000320668;["1", "1"];[0, 0];0;0;4;0;114.148399999976;"1";0;[];[];[];[];[];[];14.4225000003644;"1";0;[];[];[];[];[];1.52000000161934
HE_5_7_C1;1;1306.09199876316;1919.06843335763;-0.0460638073695098;0.822919393815738;35.9380999980203;"1";0;1430.65358083108;1918.26712326394;0.390409508419836;5.12434973328017;3.46893271420433;136.429100002715;"1";0;[];[];[];[];7.71950000125798;["1", "1"];[0, 0];0;0;4;0;109.219400001166;"1";0;[];[];[];[];[];[];38.8827000024321;"1";0;[];[];[];[];[];1.34030000117491
HE_8_7_C1;1;1320.0568165007;1910.35546807813;-0.186990398100607;0.811769344798819;25.4776000001584;"1";0;1443.22916243295;1909.64498250537;0.0896381213458333;5.12815118179567;3.46931083780017;133.675300003233;"1";0;[];[];[];[];6.35159999728785;["1", "1"];[0, 0];0;0;2.4;0;159.973400001036;"1";0;[];[];[];[];[];[];18.1961000016599;"1";0;[];[];[];[];[];5.63179999880958
HE_5_8_C1;1;1291.27601739983;1910.8499102743;0;0.757171891402493;52.0437000013771;"1";0;1417.54338323981;1909.39433471191;0.225532575135953;5.1262259084713;3.46530848333297;56.039499999315;"1";0;[];[];[];[];5.80780000018422;["1", "1"];[0, 0];0;0;5.6;0;157.525400001759;"1";0;[];[];[];[];[];[];21.4909999995143;"1";0;[];[];[];[];[];1.66180000087479
HE_2_8_C1;1;1302.43686660899;1897.17075139148;0;0.690878347002268;72.4811000000045;"1";0;1429.35089168305;1898.76040718003;0.374366290034668;5.12794295862209;3.46704133593481;69.4225000006554;"1";0;[];[];[];[];8.70820000272943;["1", "1"];[0, 0];0;0;0;0;115.516499998193;"1";0;[];[];[];[];[];[];27.4138000022504;"1";0;[];[];[];[];[];2.93320000128006
HE_6_7_C1;1;1320.32451616078;1905.17165649188;0;0.798166494560945;84.4780000006722;"1";0;1444.36993944141;1907.53757630834;0.294553127594498;5.12446307159335;3.46937911661802;78.0360999997356;"1";0;[];[];[];[];4.69259999954375;["1", "1"];[0, 0];0;0;2.4;0;196.441499996581;"1";0;[];[];[];[];[];[];15.303700001823;"1";0;[];[];[];[];[];3.84489999851212
HE_4_7_C1;1;1321.23683449563;1901.64906766289;-0.069265262956765;0.823583642301458;31.1002000016742;"1";0;1444.89958549856;1902.51386691335;0.209022848599291;5.12912483490145;3.46973640369392;67.1944000023359;"1";0;[];[];[];[];8.03590000214172;["1", "1"];[0, 0];0;0;0;0;102.156600001763;"1";0;[];[];[];[];[];[];23.5536000000138;"1";0;[];[];[];[];[];3.12789999952656
HE_2_10_C1;1;1312.17222733431;1908.16718904482;0;0.762235058850479;63.1291999998211;"1";0;1437.41907917179;1906.78134640492;0.222233907674531;5.12676584708404;3.46966102261292;117.310300000099;"1";0;[];[];[];[];5.10070000018459;["1", "1"];[0, 0];0;0;7.2;0;231.501800000842;"1";0;[];[];[];[];[];[];14.3583999997645;"1";0;[];[];[];[];[];1.30110000100103
HE_3_8_C1;1;1286.82339612201;1902.75625201653;-0.0572752483973763;0.732865033401396;53.2853000004252;"1";0;1414.98714997359;1904.22466056938;0.276262025033127;5.12451661269689;3.4670159471241;151.329199998145;"1";0;[];[];[];[];4.69349999912083;["1", "1"];[0, 0];0;5.6;0;0;117.326899999171;"1";0;[];[];[];[];[];[];19.4931000005454;"1";0;[];[];[];[];[];4.28019999890239
HE_1_8_C1;1;1290.25120104265;1906.14274271304;0;0.736444299987909;34.6401000024343;"1";0;1416.04920981821;1911.60309574698;0.414427057809824;5.12866714932642;3.4664771087096;171.482499998092;"1";0;[];[];[];[];4.2384000007587;["1", "1"];[0, 0];0;0;0;0;118.308900000557;"1";0;[];[];[];[];[];[];23.8771000003908;"1";0;[];[];[];[];[];14.2677000003459
HE_4_10_C1;1;1300.8192936106;1901.87276634199;0;0.778877289594192;47.798600000533;"1";0;1425.78264344509;1904.10953750147;0.220811354198172;5.12076707857703;3.47163288580141;69.7034999975585;"1";0;[];[];[];[];6.32730000143056;["1", "1"];[0, 0];0;0;0;0;113.332699998864;"1";0;[];[];[];[];[];[];17.9542999976547;"1";0;[];[];[];[];[];1.93509999735397
