;;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;Glue;Glue;Glue;Glue;Glue;Glue;Glue;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14440978;HE_1_1_C1;1;1319.01933711776;1905.27211985413;0.216393474161757;0.794573540906157;29.5986999990419;"1";0;1446.01361676656;1912.25777355892;0.434276596512176;5.14288668901544;3.47741753754577;29.2953000025591;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.19149999995716;["1", "1"];[0, 0];0;0;0;0;70.5082999920705;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;36.0012000019196;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.93939999735449
HRH14440978;HE_1_2_C1;1;1299.77179586331;1892.15172095755;-0.256545551729339;0.73239174898788;68.2478999951854;"1";0;1423.06361590117;1893.2348469804;0.174246542241748;5.14455952007799;3.48279759851722;54.6941000065999;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.29199999780394;["1", "1"];[0, 0];0;0;0;0;65.4513999907067;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;17.6165000011679;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.83730000571813
HRH14440978;HE_2_1_C1;1;1327.15639214721;1889.70704605137;-0.237544066256284;0.779563673147265;32.4736999900779;"1";0;1456.05896394235;1891.13044713077;0.0168120585491275;5.14359570600143;3.47879695556197;27.8643000056036;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.86480000067968;["1", "1"];[0, 0];0;0;0;0;80.4540999961318;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;27.4827999965055;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.92039999819826
HRH14440978;HE_4_1_C1;1;1322.50074858644;1887.19155447184;-0.332707885625248;0.725654567954962;49.6419999981299;"1";0;1452.43721664042;1887.60186121434;-0.024431467077572;5.1446659565434;3.4804454204392;27.4582999991253;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.83390000206418;["1", "1"];[0, 0];0;0;0;0;68.80030001048;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;12.2386000002734;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.49019999662414
HRH14440978;HE_2_2_C1;1;1312.46929643684;1877.80745039401;0.0843205860978241;0.707071196585673;71.0719000053359;"1";0;1437.62338562589;1879.81291647538;0.516057012076541;5.14313772682568;3.48424897851188;50.4944000131218;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.25159999576863;["1", "1"];[0, 0];0;0;0;0;55.3763000061736;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;20.0410000106785;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.06529999175109
HRH14440978;HE_4_2_C1;1;1311.8480178388;1871.12547225095;0.0657453660129266;0.664801862403408;33.4558000031393;"1";0;1435.31441637964;1878.97987650361;0.430507795857965;5.14721670787372;3.48989347724661;34.0283999976236;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.67300000309478;["1", "1"];[0, 0];0;0;0;0;85.5016999994405;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;25.0181000010343;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.65969998913351
HRH14440978;HE_3_2_C1;1;1289.89216505801;1888.61887191504;-0.206597138079517;0.71329219832603;43.7848000001395;"1";0;1413.68161119231;1892.63597068493;0.159213269706109;5.1458202722403;3.48708379801135;66.1867000017082;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.49440000334289;["1", "1"];[0, 0];0;0;0;0;27.0653999905335;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;15.2127000037581;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.79249999928288
HRH14440978;HE_3_1_C1;1;1301.1858910784;1906.58471559992;0.341699042283094;0.777843621241772;49.9409999902127;"1";0;1429.88603198329;1907.02205806537;0.522030040129407;5.14166542999005;3.47665295837825;68.7562999955844;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.0479999948293;["1", "1"];[0, 0];0;0;0;0;35.7992999925045;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;29.1454999969574;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.34039999870583
HRH14440978;HE_6_1_C1;1;1313.39486464663;1880.26980971864;-0.25369309978553;0.634088932542596;35.2362999983598;"1";0;1445.30339292278;1884.4802459292;0.0953645931523504;5.14303418851867;3.48150614109819;29.1568999964511;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.78260000050068;["1", "1"];[0, 0];0;0;0;0;47.9625000007218;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;42.114700001548;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.52309999975841
