;;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;Unbonded;Unbonded;Unbonded;Unbonded;Missing;Missing;Missing;Missing;Broken;Broken;Broken;Broken;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;NSOP;NSOP;NSOP;NSOP;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. I_Defect;4. Result;5. area pad;5. area pad (min);5. area pad (max);5. area pad (avg);6. circularity pad;6. circularity pad (min);6. circularity pad (max);6. circularity pad (avg);7. area lead;7. area lead (min);7. area lead (max);7. area lead (avg);8. area wire;8. area wire (min);8. area wire (max);8. area wire (avg);9. height wire;9. height wire (min);9. height wire (max);9. height wire (avg);10. width wire-const;10. width wire-const (min);10. width wire-const (max);10. width wire-const (avg);11. width wire;11. width wire (min);11. width wire (max);11. width wire (avg);12. area bond tail;12. area bond tail (min);12. area bond tail (max);12. area bond tail (avg);13. outer_radius bond tail;13. outer_radius bond tail (min);13. outer_radius bond tail (max);13. outer_radius bond tail (avg);14. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;5. Area Bond Tail;5. Area Bond Tail (min);5. Area Bond Tail (max);5. Area Bond Tail (avg);6. Row Bond Tail;6. Row Bond Tail (min);6. Row Bond Tail (max);6. Row Bond Tail (avg);7. Column Bond Tail;7. Column Bond Tail (min);7. Column Bond Tail (max);7. Column Bond Tail (avg);7. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. width (um);8. width (um) (min);8. width (um) (max);8. width (um) (avg);9. Inspection Time
HRH14440978;HE_1_1_O;1;1315.67015066342;1905.79684440776;0.150926407752082;0.990746830824463;22.107099997811;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.117200001725;"1";0;0;"Wire Sweep";[1636, 1652, 1629, 1671, 1651, 1667, 1639, 1697, 1650];1629;1697;1654.6667;[0.691934208898856, 0.793848484679216, 0.816569421484201, 0.771631450059006, 0.780702545172055, 0.725820917968832, 0.755465668952955, 0.757740632402209, 0.771084359116673];0.691934208898856;0.816569421484201;0.7628;[167, 181, 179, 175, 169, 140, 157, 145, 140];140;181;161.4444;[4151, 4180, 4195, 4153, 4220, 4236, 4205, 4196, 4319];4151;4319;4206.1111;[125, 126, 123, 125, 123, 122, 123, 120, 123];120;126;123.3333;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;20.5618000036338;"1";0;0;0.355199998011813;"1";0;0;0.250900004175492;"1";0;0;0.455100002000108;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.497499990160577;"1";0;0;0.356199991074391;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 32, 30.4, 32, 30.4, 30.4, 30.4, 33.6, 32];30.4;33.6;31.2889;4.19379999220837
HRH14440978;HE_1_2_O;1;1295.54664360008;1890.48935077105;-0.132544480908649;0.990028204803352;37.6528999913717;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.15640000533313;"1";0;0;"Wire Sweep";[1684, 1641, 1606, 1674, 1674, 1652, 1578, 1647, 1692];1578;1692;1649.7778;[0.730610001982665, 0.75891511292116, 0.768649431885592, 0.787084662306592, 0.807393096918455, 0.762570280416022, 0.803598202043198, 0.773956451962212, 0.813491873353848];0.730610001982665;0.813491873353848;0.7785;[197, 186, 187, 180, 164, 172, 186, 161, 157];157;197;176.6667;[3766, 3899, 3838, 4046, 3810, 4071, 3876, 4063, 3847];3766;4071;3912.8889;[123, 122, 121, 121, 119, 121, 121, 119, 120];119;123;120.7778;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;19.4183999992674;"1";0;0;0.427599996328354;"1";0;0;0.276899998425506;"1";0;0;0.43339999683667;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.553000005311333;"1";0;0;0.344699990819208;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 28.8, 30.4, 28.8, 32, 32, 32, 32];28.8;32;30.5778;5.67420000152197
HRH14440978;HE_2_2_O;1;1307.87498771078;1877.25964547611;0.237208241675918;0.992040109206556;20.4206999915186;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.40080000367016;"1";0;0;"Wire Sweep";[1675, 1622, 1674, 1668, 1650, 1740, 1780, 1696, 1673];1622;1780;1686.4444;[0.776582325104365, 0.820107499960142, 0.77783475890394, 0.839313282153875, 0.797665068693592, 0.778420270698795, 0.792263068513152, 0.758118268581782, 0.805091146338594];0.758118268581782;0.839313282153875;0.7939;[136, 158, 168, 147, 148, 120, 133, 136, 117];117;168;140.3333;[3903, 3814, 3902, 4055, 4007, 4199, 4040, 4001, 3794];3794;4199;3968.3333;[122, 122, 121, 121, 121, 121, 121, 118, 117];117;122;120.4444;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;21.0789999982808;"1";0;0;0.201100003323518;"1";0;0;0.202899987925775;"1";0;0;0.697900002705865;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.356999997165985;"1";0;0;0.714299996616319;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[32, 32, 32, 32, 30.4, 32, 32, 32, 30.4];30.4;32;31.6444;2.93689999671187
HRH14440978;HE_2_1_O;1;1325.3893182247;1888.83853676771;-0.210506096703993;0.989296632921793;17.6279000006616;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.30700000631623;"1";0;0;"Wire Sweep";[1757, 1746, 1714, 1686, 1708, 1719, 1691, 1698, 1676];1676;1757;1710.5556;[0.725507044518202, 0.7408458969189, 0.76669918473307, 0.751217695915401, 0.805170543570172, 0.769608435401321, 0.796727105314153, 0.785178876698512, 0.784302800759217];0.725507044518202;0.805170543570172;0.7695;[163, 139, 151, 113, 112, 120, 129, 125, 100];100;163;128.0000;[4827, 4781, 4678, 4659, 4536, 4590, 4685, 4353, 3548];3548;4827;4517.4444;[127, 125, 123, 123, 122, 123, 125, 122, 123];122;127;123.6667;[132, 132, 132, 132, 132, 132, 132, 123, 70];70;132;124.1111;[132, 132, 132, 132, 132, 132, 132, 123, 70];70;132;124.1111;0;0;0;0.0000;0;0;0;0.0000;17.1086999907857;"1";0;0;0.328099995385855;"1";0;0;0.329400005284697;"1";0;0;0.229499986744486;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.227299999096431;"1";0;0;0.234400009503588;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[33.6, 32, 32, 35.2, 30.4, 33.6, 32, 32, 32];30.4;35.2;32.5333;2.90780000796076
HRH14440978;HE_3_2_O;1;1286.77199791863;1882.96950312811;-0.110829892574537;0.979900292029612;21.0631000081776;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.08320000092499;"1";0;0;"Wire Sweep";[1628, 1616, 1660, 1653, 1631, 1629, 1622, 1666, 1629];1616;1666;1637.1111;[0.754180346075477, 0.79044847773163, 0.719652724000669, 0.772098635798756, 0.768063036436126, 0.740144880187918, 0.778211693939442, 0.784656367564238, 0.782904576817272];0.719652724000669;0.79044847773163;0.7656;[206, 204, 199, 202, 169, 193, 188, 191, 164];164;206;190.6667;[3992, 3884, 3853, 3959, 3924, 3864, 3887, 3820, 4009];3820;4009;3910.2222;[123, 121, 120, 121, 121, 122, 121, 117, 118];117;123;120.4444;[132, 132, 132, 132, 131, 131, 131, 131, 131];131;132;131.4444;[132, 132, 132, 132, 131, 131, 131, 131, 131];131;132;131.4444;0;0;0;0.0000;0;0;0;0.0000;25.3649999940535;"1";0;0;0.489199999719858;"1";0;0;0.299099992844276;"1";0;0;0.275099999271333;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.329800008330494;"1";0;0;0.368699998944066;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 32, 28.8, 30.4, 28.8, 28.8, 28.8, 28.8, 32];28.8;32;29.6889;6.58830000611488
HRH14440978;HE_3_1_O;1;1299.96187312022;1901.63728394084;0.372871371944438;0.9880397729451;20.4333000001498;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.1954999974696;"1";0;0;"Wire Sweep";[1661, 1627, 1634, 1640, 1640, 1680, 1660, 1684, 1666];1627;1684;1654.6667;[0.72880559249436, 0.793463713290732, 0.792759558377716, 0.744085617103662, 0.773412065489976, 0.711221184601174, 0.797887280125073, 0.764001547500772, 0.793680568477873];0.711221184601174;0.797887280125073;0.7666;[168, 180, 186, 155, 160, 161, 161, 169, 149];149;186;165.4444;[4177, 4198, 4187, 4259, 4056, 4159, 4367, 4273, 4136];4056;4367;4201.3333;[123, 122, 124, 122, 125, 122, 124, 120, 119];119;125;122.3333;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;27.2765999980038;"1";0;0;0.335100005031563;"1";0;0;0.345799999195151;"1";0;0;0.282499997410923;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.468999991426244;"1";0;0;0.425699996412732;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 32, 32, 30.4, 32, 32, 32, 24];24;32;30.4000;7.83729999966454
HRH14440978;HE_4_1_O;1;1321.7441110363;1882.43349178277;-0.295388516557314;0.992725585978945;47.8369000047678;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;6.16930000251159;"1";0;0;"Wire Sweep";[1697, 1754, 1654, 1682, 1699, 1690, 1697, 1631, 1647];1631;1754;1683.4444;[0.736856934515872, 0.758072843657906, 0.743842385817882, 0.74941969714255, 0.743872683777137, 0.804713139011826, 0.773786793400538, 0.810723978660064, 0.80289747846748];0.736856934515872;0.810723978660064;0.7694;[150, 141, 130, 118, 159, 137, 137, 141, 116];116;159;136.5556;[4391, 4336, 4445, 4270, 4207, 4233, 4278, 4357, 4381];4207;4445;4322.0000;[124, 125, 123, 122, 122, 123, 126, 124, 121];121;126;123.3333;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;24.1779000061797;"1";0;0;0.297599995974451;"1";0;0;0.252199999522418;"1";0;0;0.331699993694201;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.252800004091114;"1";0;0;0.680400000419468;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[33.6, 33.6, 32, 30.4, 32, 32, 28.8, 32, 33.6];28.8;33.6;32.0000;4.37700000475161
HRH14440978;HE_4_2_O;1;1308.01367977969;1871.49285704224;0.139112970880424;0.993615515810021;44.9637999990955;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.19960000342689;"1";0;0;"Wire Sweep";[1646, 1690, 1655, 1656, 1632, 1733, 1722, 1701, 1694];1632;1733;1681.0000;[0.756585294078994, 0.787266936138694, 0.831483032764289, 0.772894648224134, 0.833735424282858, 0.743750422383553, 0.775462222651467, 0.786767047386152, 0.764709884074589];0.743750422383553;0.833735424282858;0.7836;[173, 181, 200, 179, 164, 154, 164, 160, 142];142;200;168.5556;[2968, 3095, 2865, 3680, 3732, 4087, 4030, 3899, 3915];2865;4087;3585.6667;[122, 123, 122, 121, 119, 122, 121, 118, 118];118;123;120.6667;[44, 44, 46, 87, 131, 131, 131, 131, 131];44;131;97.3333;[44, 44, 46, 87, 131, 131, 131, 131, 131];44;131;97.3333;0;0;0;0.0000;0;0;0;0.0000;29.0053999924567;"1";0;0;0.398000003769994;"1";0;0;0.274299993179739;"1";0;0;0.260000000707805;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.645600011921488;"1";0;0;0.340899990987964;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[32, 30.4, 27.2, 32, 30.4, 35.2, 30.4, 32, 30.4];27.2;35.2;31.1111;1.90319999819621
HRH14440978;HE_5_1_O;1;1295.92647835723;1897.99525405917;0.0589297737237604;0.993696525512519;46.8436000082875;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;6.4803999994183;"1";0;0;"Wire Sweep";[1557, 1634, 1733, 1642, 1651, 1639, 1646, 1645, 1612];1557;1733;1639.8889;[0.764114461846943, 0.770253450453642, 0.76814577208149, 0.793484417836638, 0.760849584879884, 0.814600288999819, 0.714159081045923, 0.788037334183047, 0.738895352729976];0.714159081045923;0.814600288999819;0.7681;[172, 181, 185, 179, 145, 173, 158, 156, 128];128;185;164.1111;[4009, 3973, 4219, 4079, 3988, 4098, 4049, 4056, 3936];3936;4219;4045.2222;[124, 123, 123, 122, 121, 122, 122, 118, 117];117;124;121.3333;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;28.1568000063999;"1";0;0;0.8081999985734;"1";0;0;0.553499994566664;"1";0;0;0.377400006982498;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.647499997285195;"1";0;0;0.83940000331495;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 28.8, 32, 30.4, 30.4, 32, 30.4, 30.4];28.8;32;30.4000;4.10840001131874
