;;Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);Unbonded (WB);Unbonded (WB);Unbonded (WB);Unbonded (WB);Missing (WB);Missing (WB);Missing (WB);Missing (WB);Broken (WB);Broken (WB);Broken (WB);Broken (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);NSOP (WB);NSOP (WB);NSOP (WB);NSOP (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. I_Defect;4. Result;5. area pad;5. area pad (min);5. area pad (max);5. area pad (avg);6. circularity pad;6. circularity pad (min);6. circularity pad (max);6. circularity pad (avg);7. area lead;7. area lead (min);7. area lead (max);7. area lead (avg);8. area wire;8. area wire (min);8. area wire (max);8. area wire (avg);9. height wire;9. height wire (min);9. height wire (max);9. height wire (avg);10. width wire-const;10. width wire-const (min);10. width wire-const (max);10. width wire-const (avg);11. width wire;11. width wire (min);11. width wire (max);11. width wire (avg);12. area bond tail;12. area bond tail (min);12. area bond tail (max);12. area bond tail (avg);13. outer_radius bond tail;13. outer_radius bond tail (min);13. outer_radius bond tail (max);13. outer_radius bond tail (avg);14. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;5. Area Bond Tail;5. Area Bond Tail (min);5. Area Bond Tail (max);5. Area Bond Tail (avg);6. Row Bond Tail;6. Row Bond Tail (min);6. Row Bond Tail (max);6. Row Bond Tail (avg);7. Column Bond Tail;7. Column Bond Tail (min);7. Column Bond Tail (max);7. Column Bond Tail (avg);7. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. width (um);8. width (um) (min);8. width (um) (max);8. width (um) (avg);9. Inspection Time
HRH14721034;HE_5_2_O_88;1;1287.47672335059;1879.11218886142;0.485288086398557;0.984991807407283;82.1243999525905;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.79790006950498;"1";0;0;"Wire Sweep";[1617, 1623, 1616, 1659, 1653, 1773, 1676, 1723, 1689];1616;1773;1669.8889;[0.738960110168476, 0.71547090588718, 0.78251601195717, 0.778934492566906, 0.748131780477335, 0.680313044902915, 0.776128115129333, 0.733864620731409, 0.728914755322267];0.680313044902915;0.78251601195717;0.7426;[205, 193, 178, 196, 206, 193, 205, 201, 201];178;206;197.5556;[4233, 3966, 3936, 2701, 3893, 3970, 0, 3826, 2776];0;4233;3255.6667;[124, 123, 123, 122, 121, 120, 0, 120, 119];0;124;108.0000;[131, 131, 131, 46, 111, 131, 0, 120, 47];0;131;94.2222;[131, 131, 131, 46, 111, 131, 0, 120, 47];0;131;94.2222;0;0;0;0.0000;0;0;0;0.0000;23.7634000368416;"1";0;0;0.667700078338385;"1";0;0;0.482100062072277;"88";1;7;0.481000170111656;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.429299892857671;"1";0;0;0.25769998319447;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 28.8, 27.2, 32, 30.4, 27.2, 27.2, 32, 22.4];22.4;32;28.6400;7.61880003847182
HRH14721034;HE_8_2_O_88;1;1306.40185998759;1870.92584555445;0.0587353763123991;0.984370863787731;76.9076000433415;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.11320005171001;"1";0;0;"Wire Sweep";[1768, 1689, 1747, 1789, 1727, 1835, 1880, 1783, 1798];1689;1880;1779.5556;[0.779699695166561, 0.774729441859542, 0.743424933555142, 0.765034499056027, 0.791304888476069, 0.717826854508592, 0.753363220034157, 0.78190494728953, 0.765529860531471];0.717826854508592;0.791304888476069;0.7636;[143, 146, 148, 139, 154, 143, 130, 133, 149];130;154;142.7778;[0, 4024, 3983, 3933, 4060, 4102, 4069, 4033, 3944];0;4102;3572.0000;[0, 124, 123, 121, 122, 122, 121, 119, 117];0;124;107.6667;[0, 131, 131, 131, 131, 131, 131, 131, 131];0;131;116.4444;[0, 131, 131, 131, 131, 131, 131, 131, 131];0;131;116.4444;0;0;0;0.0000;0;0;0;0.0000;39.5782999694347;"1";0;0;0.258899992331862;"1";0;0;0.34380005672574;"88";1;1;0.41759992018342;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.361499842256308;"1";0;0;0.708399806171656;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[32, 33.6, 33.6, 32, 32, 32, 30.4, 32, 30.4];30.4;33.6;32.0000;7.71360006183386
HRH14721034;HE_9_1_O_78;1;1885.56888770592;2228.01269557734;-0.225337415332018;0.476903889765559;50.9345000609756;"78";1;1142237;1142237;1142237;1142237;1142237.0000;2924126.72;2924126.72;2924126.72;2924126.72;2924126.7200;0.298511409125205;0.298511409125205;0.298511409125205;0.2985;3013.07867561636;-2081.95490077803;17.1034438793773;5.03550004214048;"1";0;0;"Bond Tail";[3131, 3131, 3131, 3131, 3131, 3131];3131;3131;3131.0000;[0.682622091535239, 0.682622091535239, 0.66076296524824, 0.682622091535239, 0.682622091535239, 0.682622091535239];0.66076296524824;0.682622091535239;0.6790;[2793, 2793, 2793];2793;2793;2793.0000;[16637, 16637, 16637, 16637, 16637, 14962, 0, 0, 0];0;16637;10905.2222;[127, 128, 128, 127, 128, 127, 0, 0, 0];0;128;85.0000;[131, 131, 131, 131, 131, 119, 0, 0, 0];0;131;86.0000;[131, 131, 131, 131, 131, 119, 0, 0, 0];0;131;86.0000;119075;119075;119075;119075.0000;355.088657755861;355.088657755861;355.088657755861;355.0887;37.8588000312448;"1";0;0;0.656899996101856;"1";0;0;0.547199975699186;"88";9;[1, 2, 3, 4, 5, 6, 7, 8, 9];0.756300054490566;"97";1;1;119075;119075;119075;119075.0000;1332.9979760655;1332.9979760655;1332.9979760655;1332.9980;2446.11806004619;2446.11806004619;2446.11806004619;2446.1181;0.680800061672926;"89";3;[7, 8, 9];0.382199883460999;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;1100.8;1100.8;1100.8;1100.8000;2.4216000456363
HRH14721034;HE_7_4_O_88;1;1290.34193432056;1891.4696379668;0.295625171113063;0.980265195298088;31.8758999928832;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;8.65769991651177;"1";0;0;"Wire Sweep";[1620, 1634, 1572, 1650, 1601, 1698, 1632, 1651, 1657];1572;1698;1635.0000;[0.703680076424425, 0.737694606821258, 0.765325000372087, 0.75358490165169, 0.726801187743744, 0.689907617615816, 0.723336166015447, 0.680204802226186, 0.688908313281627];0.680204802226186;0.765325000372087;0.7188;[222, 210, 226, 232, 245, 213, 228, 229, 234];210;245;226.5556;[3829, 0, 3187, 3621, 3130, 3113, 3261, 3747, 3800];0;3829;3076.4444;[124, 0, 123, 122, 121, 122, 122, 119, 117];0;124;107.7778;[131, 0, 88, 131, 89, 87, 90, 131, 131];0;131;97.5556;[131, 0, 88, 131, 89, 87, 90, 131, 131];0;131;97.5556;0;0;0;0.0000;0;0;0;0.0000;29.1918001603335;"1";0;0;0.330599956214428;"1";0;0;0.429299892857671;"88";1;2;0.290799885988235;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.719199888408184;"1";0;0;0.300199957564473;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[27.2, 28.8, 28.8, 30.4, 30.4, 28.8, 30.4, 32, 25.6];25.6;32;29.1556;4.38830000348389
HRH14721034;HE_1_9_O_78;1;1011.45313040858;2261.28733028767;0.667900597984463;0.43450044308377;29.0906999725848;"78";1;1148535;1148535;1148535;1148535;1148535.0000;2940249.6;2940249.6;2940249.6;2940249.6;2940249.6000;0.728928451597701;0.728928451597701;0.728928451597701;0.7289;3079.68512235152;-2103.69030878467;41.7645238435544;2.00460013002157;"1";0;0;"Good/OthersDefect";0;0;0;0.0000;0;0;0;0.0000;[2787, 2793, 2793, 2793, 2793, 2793, 2793, 2793, 2794];2787;2794;2792.4444;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;13.1715999450535;"1";0;0;0.513900071382523;"1";0;0;0.423600198701024;"88";9;[1, 2, 3, 4, 5, 6, 7, 8, 9];0.237100059166551;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.367600005120039;"89";9;[1, 2, 3, 4, 5, 6, 7, 8, 9];0.342499930411577;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;1.62889994680882
HRH14721034;HE_18_9_O_78;1;936.282945661341;1551.21988482103;0.124039152425804;0.415374209243481;30.3079001605511;"78";1;1151180;1151180;1151180;1151180;1151180.0000;2947020.8;2947020.8;2947020.8;2947020.8;2947020.8000;0.524439367155579;0.524439367155579;0.524439367155579;0.5244;3028.61179242169;-2140.53957018016;30.0481623485265;3.34920012392104;"1";0;0;"Good/OthersDefect";0;0;0;0.0000;0;0;0;0.0000;[2793, 2793, 2793, 2743, 2793, 2793, 2793, 2793, 2793];2743;2793;2787.4444;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;9.23989992588758;"1";0;0;0.402299920096993;"1";0;0;0.393599970266223;"88";9;[1, 2, 3, 4, 5, 6, 7, 8, 9];0.238999957218766;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.563099980354309;"89";9;[1, 2, 3, 4, 5, 6, 7, 8, 9];0.352199887856841;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;1.24789983965456
HRH14721034;HE_9_16_O_78;1;895.458148393239;2272.58912866044;0.280952364694133;0.421512672047506;50.3348000347614;"78";1;1144788;1144788;1144788;1144788;1144788.0000;2930657.28;2930657.28;2930657.28;2930657.28;2930657.2800;0.452430931008714;0.452430931008714;0.452430931008714;0.4524;3093.47804903615;-2057.30955530631;25.9223828679739;2.1445001475513;"1";0;0;"Good/OthersDefect";0;0;0;0.0000;0;0;0;0.0000;[2691, 2780, 2793, 2793, 2793, 2793, 2793, 2314, 2793];2314;2793;2727.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;10.5948999989778;"1";0;0;0.363499857485294;"1";0;0;0.512700062245131;"88";9;[1, 2, 3, 4, 5, 6, 7, 8, 9];0.313000055029988;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.623400090262294;"89";9;[1, 2, 3, 4, 5, 6, 7, 8, 9];0.703700119629502;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;3.60869988799095
