;;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;Glue;Glue;Glue;Glue;Glue;Glue;Glue;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond
HRH14520024;HE_8_2_C1;1;1302.11297897743;1868.13709111213;0.229038750693189;0.732282514395138;35.5349000310525;"1";0;1433.61725864819;1871.47676923895;0.420359992859487;5.13149758668863;3.47298272639663;47.2340999986045;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.27859999379143;["1", "1"];[0, 0];0;0;0;0;41.90050001489;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;18.835199996829;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.39419996412471
HRH14520024;HE_7_2_C1;1;1287.30241594133;1879.89621920592;0.341682724350275;0.746067160334121;39.1679999884218;"1";0;1415.66591224612;1880.08219966033;0.613038830274579;5.12646900081396;3.47256999145604;39.8378999670967;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.63819999620318;["1", "1"];[0, 0];0;0;0;0;60.0532999960706;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;27.6798999984749;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.43050000770018
HRH14520024;HE_9_2_C1;1;1287.74824005079;1869.28006787502;0.255758418684686;0.739058661005203;14.8907999973744;"1";0;1419.35945131117;1871.21171753885;0.518969255067496;5.13669706625108;3.47257008183619;27.0891999825835;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.13049997203052;["1", "1"];[0, 0];0;0;0;0;78.2520999782719;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;16.9937000027858;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.71679997583851
HRH14520024;HE_10_2_C1;1;1308.55551869966;1863.0545438214;0.336642195830253;0.724913894547342;22.8024999960326;"1";0;1437.75503815065;1863.46312293257;0.465410713975815;5.13525050500664;3.47258981565907;31.2093000393361;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.23450000723824;["1", "1"];[0, 0];0;0;0;0;52.2149999742396;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;31.4901999663562;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.39819998387247
HRH14520024;HE_10_1_C1;1;1322.98838526817;1874.03185860522;0.350483155067831;0.689129480216195;49.256999976933;"1";0;1456.06039426038;1874.73894303306;0.471292443296542;5.14136744761916;3.48195762352229;44.57889997866;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.95379996532574;["1", "1"];[0, 0];0;0;0;0;41.7406000196934;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;20.0503999949433;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.75389996729791
HRH14520024;HE_11_1_C1;1;1309.49424340199;1887.97201427493;0.332793706786474;0.716796939153227;20.4279000172392;"1";0;1441.21996822905;1891.56415759033;0.524363803345958;5.13491354366089;3.48145195222745;27.9679999803193;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.48870002198964;["1", "1"];[0, 0];0;0;0;0;83.7093000300229;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;21.7000999837182;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.27459998475388
HRH14520024;HE_11_2_C1;1;1295.74784936767;1873.24450302169;0.144102782192525;0.746184908414307;15.1246000314131;"1";0;1423.5219174541;1876.16248866255;0.392501072252449;5.13275717042761;3.47111863127433;30.0223999656737;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.86529998993501;["1", "1"];[0, 0];0;0;0;0;71.7618000344373;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;11.8637999985367;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.72810000367463
HRH14520024;HE_12_2_C1;1;1313.83643438007;1865.67348933914;0.313703521900092;0.734778865378786;34.8576999967918;"1";0;1442.71638137566;1868.2444647259;0.45296962394293;5.13110129199745;3.47165939827821;30.6875000242144;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.0902999676764;["1", "1"];[0, 0];0;0;0;0;40.9575999947265;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;45.8397000329569;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.68229999346659
HRH14520024;HE_12_1_C1;1;1334.83881291251;1874.65485101189;0.238629381293876;0.720346997928971;16.284600016661;"1";0;1459.98641997349;1878.17753156242;0.534105792343118;5.14807252337977;3.48268011620907;33.3331000292674;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.26979999570176;["1", "1"];[0, 0];0;0;0;0;75.2578999963589;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;43.3614999637939;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.24529999447986
HRH14520024;HE_13_1_C1;1;1323.11623584122;1883.15574754612;-0.150100364233566;0.78490870251801;24.0449000266381;"1";0;1448.52943344755;1889.40431634281;0.250738811181657;5.14242873360907;3.48195706597879;20.6345999613404;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.02580002648756;["1", "1"];[0, 0];0;0;0;0;107.96420002589;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;17.6182000432163;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.46790000144392
HRH14520024;HE_14_1_C1;1;1334.0878376994;1867.8054536182;0.219616507455212;0.699403229421677;14.7256999625824;"1";0;1465.1607092797;1874.95775198622;0.302787996389816;5.14328117009807;3.48247687430957;69.1095999791287;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.83429996529594;["1", "1"];[0, 0];0;0;0;0;36.8678000522777;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;12.4283999903128;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.19780004024506
HRH14520024;HE_14_2_C1;1;1313.22616898787;1864.03359400665;0.234041948478335;0.732280353279094;24.0901000215672;"1";0;1443.50202922401;1864.80785157439;0.330271791936419;5.1338795837998;3.47076024205534;69.6586000267416;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.37599997874349;["1", "1"];[0, 0];0;0;0;0;30.3112000110559;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;14.9994000094011;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.63150002481416
HRH14520024;HE_16_2_C1;1;1317.39272979187;1857.55849943575;0.251332684129555;0.694685382122088;56.8617999670096;"1";0;1446.91348027464;1864.04990865081;0.383840460548587;5.14287933314071;3.47138025770226;53.3234999747947;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.87870002305135;["1", "1"];[0, 0];0;0;0;0;45.0470000505447;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;15.2838999638334;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.6382000176236
HRH14520024;HE_13_2_C1;1;1297.82090022581;1868.54526247054;0.136066420274271;0.752803948436849;45.8725999924354;"1";0;1426.9432271211;1871.1327625932;0.417249803878834;5.13194032298988;3.47022755372273;53.7336000124924;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.46920000063255;["1", "1"];[0, 0];0;0;0;0;44.4923000177369;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;18.2272999663837;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.39009999111295
HRH14520024;HE_16_1_C1;1;1344.36476162336;1871.24758537248;0.33770193202055;0.688902890473457;43.9478000043891;"1";0;1473.74025787488;1877.27500380948;0.505468709653515;5.14021270967972;3.48230619708092;33.1265000277199;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.46549997245893;["1", "1"];[0, 0];0;0;0;0;38.005200040061;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;39.5312000182457;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.34200002159923
HRH14520024;HE_15_1_C1;1;1321.66600115389;1884.99374428382;0.248107857368302;0.671536423901728;39.8118000011891;"1";0;1452.29651893862;1890.1476987549;0.412353487661769;5.14117025595736;3.48207360546087;33.1079000025056;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.4565999628976;["1", "1"];[0, 0];0;0;0;0;37.0433999923989;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;36.4154999842867;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.95539998821914
HRH14520024;HE_15_2_C1;1;1296.62830438819;1865.6921029041;0.00350390780636812;0.668062659071154;65.0834999978542;"1";0;1427.39017071033;1873.71111552077;0.251167627915658;5.13161810990363;3.4705803643597;32.908099994529;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.19710001349449;["1", "1"];[0, 0];0;0;0;0;76.993599999696;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;35.4985999874771;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.94720004219562
HRH14520024;HE_18_1_C1;1;1353.77816268199;1865.48605446683;0.244362306733324;0.690666361164915;59.9240000010468;"1";0;1483.32901291301;1873.24447883556;0.324712344364239;5.13993647733421;3.48348518852163;29.4551000115462;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.29179997788742;["1", "1"];[0, 0];0;0;0;0;50.1777000026777;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;35.8356999931857;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.80170002952218
HRH14520024;HE_17_1_C1;1;1329.24969632376;1876.70517924381;-0.0977798408266367;0.691805269319815;15.9660999779589;"1";0;1460.66875341632;1881.61068300592;0.128355844065539;5.14126350008367;3.48285727705381;32.1977999992669;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.67549999989569;["1", "1"];[0, 0];0;0;0;0;49.8997999820858;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;39.5007000188343;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.14029995165765
HRH14520024;HE_17_2_C1;1;1325.01809934304;1863.90067102845;0.09281663005126;0.750426720789051;44.008600001689;"1";0;1451.13139424086;1868.6103948069;0.53795470682223;5.141204011874;3.48213826655342;36.950399982743;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.8879000027664;["1", "1"];[0, 0];0;0;0;0;60.235700046178;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;10.4426000034437;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.54420000035316
HRH14520024;HE_18_2_C1;1;1335.86933963163;1844.1879270473;-0.106092305878054;0.73235605782898;26.9154999987222;"1";0;1462.9411428433;1856.64921547277;0.283630481831514;5.14154800716229;3.48260033349239;27.8834999771789;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.94490004004911;["1", "1"];[0, 0];0;0;0;0;71.7274000053294;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;16.4673000108451;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.57240004045889
HRH14520024;HE_18_4_C1;1;1317.40296516685;1855.88618565263;0.238955214703847;0.705750885659853;72.3840999999084;"1";0;1447.89414448775;1864.24944261283;0.358393276286208;5.13306958199668;3.47390781933884;32.8056000289507;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.89419997716323;["1", "1"];[0, 0];0;0;0;0;33.2898999913596;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;14.7485000197776;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.65989998681471
HRH14520024;HE_17_4_C1;1;1299.23731116126;1869.11299082756;0.111536186300317;0.774363635016527;49.2109000333585;"1";0;1424.87934282369;1875.10123687867;0.349553878939688;5.12986695667612;3.47336904635111;47.8706000139937;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.45490000816062;["1", "1"];[0, 0];0;0;0;0;29.366500035394;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;19.9282000539824;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.01819995325059
HRH14520024;HE_18_3_C1;1;1334.27827176068;1875.62274346643;-0.0725655473237724;0.749067313309354;22.5932000321336;"1";0;1462.6228262381;1879.4928404563;0.175784447511865;5.1318413773419;3.47437280058557;26.6346999560483;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;8.21439997525886;["1", "1"];[0, 0];0;0;0;0;51.2524000369012;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;41.4806000189856;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.64009997388348
HRH14520024;HE_17_3_C1;1;1323.3777419041;1880.92643979506;-0.180376673938698;0.838754873391593;39.5215000025928;"1";0;1446.06031736878;1887.0981763426;0.0877963605002448;5.13042487863625;3.47456961243407;35.6311000068672;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.13989999610931;["1", "1"];[0, 0];0;0;0;0;25.515399989672;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;15.4123000102118;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.34919997071847
