Machine ID=ASM AD210PS#60
PCBA ID=HRH14720261

Time,PCBA Col,PCBA Row,Wafer Col,Wafer Row,Bin,Wafmap Filename


Machine ID=ASM AD210PS#60
PCBA ID=HRH14720261

Time,PCBA Col,PCBA Row,Wafer Col,Wafer Row,Bin,Wafmap Filename
11/18/21 10:38:57,1,1,17,56,1,j122cmj_025
11/18/21 10:38:59,2,1,17,57,1,j122cmj_025
11/18/21 10:39:01,3,1,17,59,1,j122cmj_025
11/18/21 10:39:03,4,1,17,60,1,j122cmj_025
11/18/21 10:39:05,5,1,17,61,1,j122cmj_025
11/18/21 10:39:07,6,1,17,63,1,j122cmj_025
11/18/21 10:39:09,7,1,17,64,1,j122cmj_025
11/18/21 10:39:11,8,1,17,65,1,j122cmj_025
11/18/21 10:39:13,10,1,17,66,1,j122cmj_025
11/18/21 10:39:15,11,1,17,67,1,j122cmj_025
11/18/21 10:39:17,12,1,17,69,1,j122cmj_025
11/18/21 10:39:18,13,1,17,70,1,j122cmj_025
11/18/21 10:39:20,14,1,17,71,1,j122cmj_025
11/18/21 10:39:22,15,1,17,73,1,j122cmj_025
11/18/21 10:39:24,16,1,17,74,1,j122cmj_025
11/18/21 10:39:26,17,1,17,76,1,j122cmj_025
11/18/21 10:39:28,18,1,17,77,1,j122cmj_025
11/18/21 10:39:30,18,2,17,78,1,j122cmj_025
11/18/21 10:39:32,17,2,17,79,1,j122cmj_025
11/18/21 10:39:34,16,2,17,81,1,j122cmj_025
11/18/21 10:39:36,15,2,17,82,1,j122cmj_025
11/18/21 10:39:38,14,2,17,83,1,j122cmj_025
11/18/21 10:39:40,13,2,17,84,1,j122cmj_025
11/18/21 10:39:42,12,2,17,85,1,j122cmj_025
11/18/21 10:39:44,11,2,17,86,1,j122cmj_025
11/18/21 10:39:46,10,2,17,87,1,j122cmj_025
11/18/21 10:39:48,9,2,17,88,1,j122cmj_025
11/18/21 10:39:50,8,2,16,88,1,j122cmj_025
11/18/21 10:39:52,7,2,16,87,1,j122cmj_025
11/18/21 10:39:54,6,2,16,86,1,j122cmj_025
11/18/21 10:39:56,5,2,16,85,1,j122cmj_025
11/18/21 10:39:58,4,2,16,84,1,j122cmj_025
11/18/21 10:40:00,3,2,16,83,1,j122cmj_025
11/18/21 10:40:02,2,2,16,81,1,j122cmj_025
11/18/21 10:40:04,1,2,16,77,1,j122cmj_025
11/18/21 10:40:06,1,3,16,76,1,j122cmj_025
11/18/21 10:40:08,2,3,16,75,1,j122cmj_025
11/18/21 10:40:10,3,3,16,74,1,j122cmj_025
11/18/21 10:40:11,4,3,16,73,1,j122cmj_025
11/18/21 10:40:13,5,3,16,72,1,j122cmj_025
11/18/21 10:40:15,6,3,16,71,1,j122cmj_025
11/18/21 10:40:17,7,3,16,70,1,j122cmj_025
11/18/21 10:40:19,8,3,16,69,1,j122cmj_025
11/18/21 10:40:21,9,3,16,68,1,j122cmj_025
11/18/21 10:40:23,10,3,16,67,1,j122cmj_025
11/18/21 10:40:25,11,3,16,66,1,j122cmj_025
11/18/21 10:40:27,12,3,16,65,1,j122cmj_025
11/18/21 10:40:29,13,3,16,64,1,j122cmj_025
