Machine ID=ASM AD210PS#55
PCBA ID=HRH14720064

Time,PCBA Col,PCBA Row,Wafer Col,Wafer Row,Bin,Wafmap Filename
11/18/21 11:28:48,1,1,27,47,1,J122PRA_024
11/18/21 11:28:49,2,1,27,46,1,J122PRA_024
11/18/21 11:28:51,3,1,27,45,1,J122PRA_024
11/18/21 11:28:53,4,1,27,44,1,J122PRA_024
11/18/21 11:28:55,5,1,27,43,1,J122PRA_024
11/18/21 11:28:57,6,1,27,42,1,J122PRA_024
11/18/21 11:28:59,7,1,27,41,1,J122PRA_024
11/18/21 11:29:01,8,1,27,40,2,J122PRA_024
11/18/21 11:29:03,10,1,27,39,1,J122PRA_024
11/18/21 11:29:05,11,1,27,38,1,J122PRA_024
11/18/21 11:29:07,12,1,27,36,1,J122PRA_024
11/18/21 11:29:09,13,1,27,35,1,J122PRA_024
11/18/21 11:29:11,14,1,27,34,1,J122PRA_024
11/18/21 11:29:13,15,1,27,33,1,J122PRA_024
11/18/21 11:29:15,16,1,27,32,1,J122PRA_024
11/18/21 11:29:16,17,1,27,31,1,J122PRA_024
11/18/21 11:29:18,18,1,27,30,1,J122PRA_024
11/18/21 11:29:20,18,2,27,29,1,J122PRA_024
11/18/21 11:29:22,17,2,27,28,1,J122PRA_024
11/18/21 11:29:24,16,2,27,27,1,J122PRA_024
11/18/21 11:29:26,15,2,27,26,1,J122PRA_024
11/18/21 11:29:28,14,2,27,25,1,J122PRA_024
11/18/21 11:29:30,13,2,27,24,1,J122PRA_024
11/18/21 11:29:32,12,2,27,23,1,J122PRA_024
11/18/21 11:29:34,11,2,27,22,2,J122PRA_024
11/18/21 11:29:36,10,2,27,21,1,J122PRA_024
11/18/21 11:29:38,9,2,27,20,1,J122PRA_024
11/18/21 11:29:40,8,2,27,19,1,J122PRA_024
11/18/21 11:29:42,7,2,27,18,1,J122PRA_024
11/18/21 11:29:43,6,2,27,15,1,J122PRA_024
11/18/21 11:29:45,5,2,27,14,1,J122PRA_024
11/18/21 11:29:47,4,2,27,12,1,J122PRA_024
11/18/21 11:29:49,3,2,27,11,1,J122PRA_024
11/18/21 11:29:51,2,2,27,10,1,J122PRA_024
11/18/21 11:29:53,1,2,27,9,1,J122PRA_024
11/18/21 11:29:55,1,3,27,4,1,J122PRA_024
11/18/21 11:29:57,2,3,26,4,1,J122PRA_024
11/18/21 11:29:59,3,3,26,5,1,J122PRA_024
11/18/21 11:30:01,4,3,26,6,1,J122PRA_024
11/18/21 11:30:03,5,3,26,7,1,J122PRA_024
11/18/21 11:30:05,6,3,26,8,1,J122PRA_024
11/18/21 11:30:07,7,3,26,9,1,J122PRA_024
11/18/21 11:30:09,8,3,26,10,1,J122PRA_024
11/18/21 11:30:10,9,3,26,11,1,J122PRA_024
11/18/21 11:30:12,10,3,26,12,1,J122PRA_024
11/18/21 11:30:14,11,3,26,13,1,J122PRA_024
11/18/21 11:30:16,12,3,26,14,1,J122PRA_024
11/18/21 11:30:18,13,3,26,15,1,J122PRA_024
11/18/21 11:30:20,14,3,26,16,1,J122PRA_024
11/18/21 11:30:22,15,3,26,18,1,J122PRA_024
11/18/21 11:30:24,16,3,26,19,1,J122PRA_024
11/18/21 11:30:26,17,3,26,20,1,J122PRA_024
11/18/21 11:30:28,18,3,26,21,1,J122PRA_024
11/18/21 11:30:30,18,4,26,22,1,J122PRA_024
11/18/21 11:30:32,17,4,26,23,1,J122PRA_024
11/18/21 11:30:34,16,4,26,24,1,J122PRA_024
11/18/21 11:30:35,15,4,26,25,1,J122PRA_024
11/18/21 11:30:37,14,4,26,26,1,J122PRA_024
11/18/21 11:30:39,13,4,26,27,1,J122PRA_024
11/18/21 11:30:41,12,4,26,28,1,J122PRA_024
11/18/21 11:30:43,11,4,26,29,1,J122PRA_024
11/18/21 11:30:45,10,4,26,30,1,J122PRA_024
11/18/21 11:30:47,9,4,26,31,1,J122PRA_024
11/18/21 11:30:49,8,4,26,32,1,J122PRA_024
11/18/21 11:30:51,7,4,26,33,1,J122PRA_024
11/18/21 11:30:53,6,4,26,34,1,J122PRA_024
11/18/21 11:30:55,5,4,26,35,1,J122PRA_024
11/18/21 11:30:57,4,4,26,36,1,J122PRA_024
11/18/21 11:30:59,3,4,26,37,1,J122PRA_024
11/18/21 11:31:01,2,4,26,38,1,J122PRA_024
11/18/21 11:31:02,1,4,26,39,1,J122PRA_024
11/18/21 11:31:04,1,5,26,40,1,J122PRA_024
11/18/21 11:31:06,2,5,26,41,1,J122PRA_024
11/18/21 11:31:08,3,5,26,42,1,J122PRA_024
11/18/21 11:31:10,4,5,26,43,1,J122PRA_024
11/18/21 11:31:12,5,5,26,44,1,J122PRA_024
