Machine ID=ASM AD210PS#55
PCBA ID=HRH14721038

Time,PCBA Col,PCBA Row,Wafer Col,Wafer Row,Bin,Wafmap Filename
11/18/21 11:39:55,1,1,24,83,1,J122PRA_024
11/18/21 11:39:56,2,1,24,84,1,J122PRA_024
11/18/21 11:39:58,3,1,24,85,1,J122PRA_024
11/18/21 11:40:00,4,1,24,86,1,J122PRA_024
11/18/21 11:40:02,5,1,24,87,1,J122PRA_024
11/18/21 11:40:04,6,1,24,88,1,J122PRA_024
11/18/21 11:40:06,7,1,24,89,1,J122PRA_024
11/18/21 11:40:08,8,1,24,90,1,J122PRA_024
11/18/21 11:40:10,10,1,23,90,1,J122PRA_024
11/18/21 11:40:12,11,1,23,89,1,J122PRA_024
11/18/21 11:40:14,12,1,23,88,1,J122PRA_024
11/18/21 11:40:16,13,1,23,87,1,J122PRA_024
11/18/21 11:40:18,14,1,23,86,1,J122PRA_024
11/18/21 11:40:20,15,1,23,85,1,J122PRA_024
11/18/21 11:40:21,16,1,23,84,1,J122PRA_024
11/18/21 11:40:23,17,1,23,83,1,J122PRA_024
11/18/21 11:40:25,18,1,23,82,1,J122PRA_024
11/18/21 11:40:27,18,2,23,81,1,J122PRA_024
11/18/21 11:40:29,17,2,23,80,1,J122PRA_024
11/18/21 11:40:31,16,2,23,79,1,J122PRA_024
11/18/21 11:40:33,15,2,23,78,1,J122PRA_024
11/18/21 11:40:35,14,2,23,77,1,J122PRA_024
11/18/21 11:40:37,13,2,23,76,1,J122PRA_024
11/18/21 11:40:39,12,2,23,75,1,J122PRA_024
11/18/21 11:40:41,11,2,23,74,1,J122PRA_024
11/18/21 11:40:43,10,2,23,73,1,J122PRA_024
11/18/21 11:40:45,9,2,23,72,1,J122PRA_024
11/18/21 11:40:47,8,2,23,71,1,J122PRA_024
11/18/21 11:40:48,7,2,23,70,1,J122PRA_024
11/18/21 11:40:50,6,2,23,69,1,J122PRA_024
11/18/21 11:40:52,5,2,23,68,1,J122PRA_024
11/18/21 11:40:54,4,2,23,67,1,J122PRA_024
11/18/21 11:40:56,3,2,23,66,1,J122PRA_024
11/18/21 11:40:58,2,2,23,65,1,J122PRA_024
11/18/21 11:41:00,1,2,23,64,1,J122PRA_024
11/18/21 11:41:02,1,3,23,63,1,J122PRA_024
11/18/21 11:41:04,2,3,23,62,1,J122PRA_024
11/18/21 11:41:06,3,3,23,61,1,J122PRA_024
11/18/21 11:41:08,4,3,23,60,1,J122PRA_024
11/18/21 11:41:10,5,3,23,59,1,J122PRA_024
11/18/21 11:41:12,6,3,23,57,1,J122PRA_024
11/18/21 11:41:14,7,3,23,56,1,J122PRA_024
11/18/21 11:41:15,8,3,23,55,1,J122PRA_024
11/18/21 11:41:17,9,3,23,54,1,J122PRA_024
11/18/21 11:41:19,10,3,23,53,1,J122PRA_024
11/18/21 11:41:21,11,3,23,52,1,J122PRA_024
11/18/21 11:41:23,12,3,23,51,1,J122PRA_024
11/18/21 11:41:25,13,3,23,49,1,J122PRA_024
11/18/21 11:41:27,14,3,23,48,1,J122PRA_024
11/18/21 11:41:29,15,3,23,47,1,J122PRA_024
11/18/21 11:41:31,16,3,23,45,1,J122PRA_024
11/18/21 11:41:33,17,3,23,44,1,J122PRA_024
11/18/21 11:41:35,18,3,23,43,1,J122PRA_024
11/18/21 11:41:37,18,4,23,42,1,J122PRA_024
11/18/21 11:41:39,17,4,23,41,1,J122PRA_024
11/18/21 11:41:40,16,4,23,40,1,J122PRA_024
11/18/21 11:41:42,15,4,23,39,1,J122PRA_024
11/18/21 11:41:44,14,4,23,38,1,J122PRA_024
11/18/21 11:41:46,13,4,23,37,1,J122PRA_024
11/18/21 11:41:48,12,4,23,36,1,J122PRA_024
11/18/21 11:41:50,11,4,23,35,1,J122PRA_024
11/18/21 11:41:52,10,4,23,34,1,J122PRA_024
11/18/21 11:41:54,9,4,23,33,1,J122PRA_024
11/18/21 11:41:56,8,4,23,32,1,J122PRA_024
11/18/21 11:41:58,7,4,23,31,1,J122PRA_024
11/18/21 11:42:00,6,4,23,30,1,J122PRA_024
11/18/21 11:42:02,5,4,23,29,1,J122PRA_024
11/18/21 11:42:04,4,4,23,28,1,J122PRA_024
11/18/21 11:42:06,3,4,23,27,1,J122PRA_024
11/18/21 11:42:08,2,4,23,26,1,J122PRA_024
11/18/21 11:42:09,1,4,23,25,1,J122PRA_024
11/18/21 11:42:11,1,5,23,24,1,J122PRA_024
11/18/21 11:42:13,2,5,23,23,1,J122PRA_024
11/18/21 11:42:15,3,5,23,22,1,J122PRA_024
11/18/21 11:42:17,4,5,23,21,1,J122PRA_024
11/18/21 11:42:19,5,5,23,20,1,J122PRA_024
11/18/21 11:42:21,6,5,23,19,1,J122PRA_024
11/18/21 11:42:23,7,5,23,18,1,J122PRA_024
11/18/21 11:42:25,8,5,23,17,1,J122PRA_024
11/18/21 11:42:27,9,5,23,16,1,J122PRA_024
11/18/21 11:42:29,10,5,23,15,1,J122PRA_024
11/18/21 11:42:31,11,5,23,14,1,J122PRA_024
11/18/21 11:42:33,12,5,23,13,1,J122PRA_024
11/18/21 11:42:34,13,5,23,12,1,J122PRA_024
11/18/21 11:42:36,14,5,23,11,1,J122PRA_024
11/18/21 11:42:38,15,5,23,10,1,J122PRA_024
11/18/21 11:42:40,16,5,23,9,1,J122PRA_024
11/18/21 11:42:42,17,5,23,8,1,J122PRA_024
11/18/21 11:42:44,18,5,23,7,1,J122PRA_024
11/18/21 11:42:46,18,6,23,6,1,J122PRA_024
11/18/21 11:42:48,17,6,23,5,1,J122PRA_024
11/18/21 11:42:50,16,6,23,4,1,J122PRA_024
11/18/21 11:42:52,15,6,23,3,1,J122PRA_024
11/18/21 11:42:54,14,6,22,4,1,J122PRA_024
11/18/21 11:42:56,13,6,22,7,1,J122PRA_024
11/18/21 11:42:58,12,6,22,8,1,J122PRA_024
11/18/21 11:43:00,11,6,22,9,1,J122PRA_024
11/18/21 11:43:01,10,6,22,10,1,J122PRA_024
11/18/21 11:43:03,9,6,22,11,1,J122PRA_024
11/18/21 11:43:05,8,6,22,12,1,J122PRA_024
11/18/21 11:43:07,7,6,22,14,1,J122PRA_024
11/18/21 11:43:09,6,6,22,15,1,J122PRA_024
11/18/21 11:43:11,5,6,22,16,1,J122PRA_024
11/18/21 11:43:13,4,6,22,17,1,J122PRA_024
11/18/21 11:43:15,3,6,22,19,1,J122PRA_024
11/18/21 11:43:17,2,6,22,20,1,J122PRA_024
11/18/21 11:43:19,1,6,22,22,1,J122PRA_024
11/18/21 11:43:21,1,7,22,23,1,J122PRA_024
11/18/21 11:43:23,2,7,22,24,1,J122PRA_024
11/18/21 11:43:25,3,7,22,25,1,J122PRA_024
11/18/21 11:43:27,4,7,22,26,1,J122PRA_024
11/18/21 11:43:29,5,7,22,27,1,J122PRA_024
11/18/21 11:43:30,6,7,22,28,1,J122PRA_024
11/18/21 11:43:32,7,7,22,29,1,J122PRA_024
11/18/21 11:43:34,8,7,22,30,1,J122PRA_024
11/18/21 11:43:36,9,7,22,31,1,J122PRA_024
11/18/21 11:43:38,10,7,22,32,1,J122PRA_024
11/18/21 11:43:40,11,7,22,33,1,J122PRA_024
11/18/21 11:43:42,12,7,22,34,1,J122PRA_024
11/18/21 11:43:44,13,7,22,35,1,J122PRA_024
11/18/21 11:43:46,14,7,22,36,1,J122PRA_024
11/18/21 11:43:48,15,7,22,37,1,J122PRA_024
11/18/21 11:43:50,16,7,22,38,1,J122PRA_024
11/18/21 11:43:52,17,7,22,39,1,J122PRA_024
11/18/21 11:43:54,18,7,22,40,1,J122PRA_024
11/18/21 11:43:55,18,8,22,41,1,J122PRA_024
11/18/21 11:43:57,17,8,22,42,1,J122PRA_024
11/18/21 11:43:59,16,8,22,43,1,J122PRA_024
11/18/21 11:44:01,15,8,22,44,1,J122PRA_024
11/18/21 11:44:03,14,8,22,45,1,J122PRA_024
11/18/21 11:44:05,13,8,22,46,1,J122PRA_024
11/18/21 11:44:07,12,8,22,47,1,J122PRA_024
11/18/21 11:44:09,11,8,22,48,1,J122PRA_024
11/18/21 11:44:11,10,8,22,49,1,J122PRA_024
11/18/21 11:44:13,9,8,22,50,1,J122PRA_024
11/18/21 11:44:15,8,8,22,51,1,J122PRA_024
11/18/21 11:44:17,7,8,22,52,1,J122PRA_024
11/18/21 11:44:19,6,8,22,53,1,J122PRA_024
11/18/21 11:44:21,5,8,22,54,1,J122PRA_024
11/18/21 11:44:22,4,8,22,55,1,J122PRA_024
11/18/21 11:44:24,3,8,22,56,1,J122PRA_024
11/18/21 11:44:26,2,8,22,57,1,J122PRA_024
11/18/21 11:44:28,1,8,22,58,1,J122PRA_024
11/18/21 11:44:30,2,9,22,59,1,J122PRA_024
