,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,changes made in fail file,Smash Bond 9. inner_radius,Smash Bond 9. inner_radius (min),Smash Bond 9. inner_radius (max),Smash Bond 9. inner_radius (avg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPNO,Unit,FO 1. Defect,FO 2. N_Defect,FO 3. Total Area,FO 4. Areas,FO 4. Areas (min),FO 4. Areas (max),FO 4. Areas (avg),FO 5. Total Area (um),FO 6. Areas (um),FO 6. Areas (um) (min),FO 6. Areas (um) (max),FO 6. Areas (um) (avg),FO 7. Angle (deg),FO 7. Angle (deg) (min),FO 7. Angle (deg) (max),FO 7. Angle (deg) (avg),FO 8. Offset X,FO 9. Offset Y,FO 10. Offset Theta,2DM 1. Defect,2DM 2. N_Defect,2DM 3. Row,2DM 4. Column,2DM 5. Angle,2DM 6. Width,2DM 7. Height,2DM 8. Offset X,2DM 9. Offset Y,2DM 10. Offset Theta,2DM 11. Inspection Time,Smash Bond 1. Defect,Smash Bond 2. N_Defect,Smash Bond 3. Total Area,Smash Bond 4. Areas,Smash Bond 4. Areas (min),Smash Bond 4. Areas (max),Smash Bond 4. Areas (avg),Smash Bond 5. Total Area (um),Smash Bond 6. Areas (um),Smash Bond 6. Areas (um) (min),Smash Bond 6. Areas (um) (max),Smash Bond 6. Areas (um) (avg),Smash Bond 7. Angle (deg),Smash Bond 7. Angle (deg) (min),Smash Bond 7. Angle (deg) (max),Smash Bond 7. Angle (deg) (avg),Smash Bond 8. circularity,Smash Bond 8. circularity (min),Smash Bond 8. circularity (max),Smash Bond 8. circularity (avg),Smash Bond 9. inner_radius (um),Smash Bond 9. inner_radius (um) (min),Smash Bond 9. inner_radius (um) (max),Smash Bond 9. inner_radius (um) (avg),Smash Bond 10. Inspection Time,Bond Offset 1. Defect,Bond Offset 2. N_Defect,Bond Offset 3. Total Area,Bond Offset 4. Areas,Bond Offset 4. Areas (min),Bond Offset 4. Areas (max),Bond Offset 4. Areas (avg),Bond Offset 5. Total Area (um),Bond Offset 6. Areas (um),Bond Offset 6. Areas (um) (min),Bond Offset 6. Areas (um) (max),Bond Offset 6. Areas (um) (avg),Bond Offset 7. Angle (deg),Bond Offset 7. Angle (deg) (min),Bond Offset 7. Angle (deg) (max),Bond Offset 7. Angle (deg) (avg),Bond Offset 8. Inspection Time,NSOL 1. Defect,NSOL 2. N_Defect,NSOL 3. Total Area,NSOL 4. Areas,NSOL 4. Areas (min),NSOL 4. Areas (max),NSOL 4. Areas (avg),NSOL 5. Total Area (um),NSOL 6. Areas (um),NSOL 6. Areas (um) (min),NSOL 6. Areas (um) (max),NSOL 6. Areas (um) (avg),NSOL 7. Angle (deg),NSOL 7. Angle (deg) (min),NSOL 7. Angle (deg) (max),NSOL 7. Angle (deg) (avg),NSOL 8. Inspection Time,FM Lead 1. Defect,FM Lead 2. N_Defect,FM Lead 3. Total Area,FM Lead 4. Areas,FM Lead 4. Areas (min),FM Lead 4. Areas (max),FM Lead 4. Areas (avg),FM Lead 5. Total Area (um),FM Lead 6. Areas (um),FM Lead 6. Areas (um) (min),FM Lead 6. Areas (um) (max),FM Lead 6. Areas (um) (avg),FM Lead 7. Angle (deg),FM Lead 7. Angle (deg) (min),FM Lead 7. Angle (deg) (max),FM Lead 7. Angle (deg) (avg),FM Lead 8. Offset X,FM Lead 9. Offset Y,FM Lead 10. Offset Theta,FM Lead 11. Inspection Time,Smash Bond 9. inner_radius,Smash Bond 9. inner_radius (min),Smash Bond 9. inner_radius (max),Smash Bond 9. inner_radius (avg)
HRH14450847,HE_6_10_L1,1,1,6847373,6847373,6847373,6847373,6847373,17.52927488,17.52927488,17.52927488,17.52927488,17.5293,0.556466297,0.556466297,0.556466297,0.5565,3.041784107,-2.29284925,31.88317023,1,0,559.3175388,2304.948848,0.538280661,1.843905328,0.100681414,3.687918157,-0.894908062,30.84121007,46.95989998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.891059253687309, 0.849542640998025, 0.91927680851389, 0.898780712283121, 0.908597093206517, 0.85891332977552, 0.795918434141098, 0.795006266321089]",0.795006266,0.919276809,0.8646,"[27.2, 26.4, 26.4, 25.6, 24.8, 25.6, 23.2, 24]",23.2,27.2,25.4,4.974400013,1,16,4377,"[320, 217, 301, 247, 343, 233, 368, 200, 380, 135, 354, 184, 322, 227, 277, 269]",135,380,273.5625,11205.12,"[819.2, 555.52, 770.56, 632.32, 878.08, 596.48, 942.08, 512, 972.8, 345.6, 906.24, 471.04, 824.32, 581.12, 709.12, 688.64]",345.6,972.8,700.32,"[13.7905156129619, -80.2512021351739, -28.7314734168699, 80.3895824781668, 8.64039211080474, -77.9070608206795, 16.6072819617876, -79.6616849043327, 0.619720816782418, 14.251273751691, 3.50591924116529, 87.5957646091804, 2.94794979826515, 88.9431589995454, 64.2043579462815, -58.1353326473475]",-80.25120214,88.943159,3.5506,1.934,1,9,11346,"[1292, 1254, 1222, 1242, 1200, 1401, 1200, 1247, 1288]",1200,1401,1260.6667,0.02904576,"[0.00330752, 0.00321024, 0.00312832, 0.00317952, 0.003072, 0.00358656, 0.003072, 0.00319232, 0.00329728]",0.003072,0.00358656,0.0032,"[13.9607046979071, -65.3465036125879, 82.9386899003766, -81.5591269421554, 0.111249229243624, 20.9335645231555, 1.77341256642036, 78.9907897261381, -64.6084756508058]",-81.55912694,82.9386899,-1.4229,1.544500003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.017700015,,,,
HRH14450847,HE_7_9_L1,1,1,6843102,6843102,6843102,6843102,6843102,17.51834112,17.51834112,17.51834112,17.51834112,17.5183,0.144767078,0.144767078,0.144767078,0.1448,3.088262838,-2.279082644,8.294542564,1,0,551.2804205,2342.304861,0.13489449,1.840703139,0.098951069,3.747687778,-0.882048673,7.728884954,10.2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.861375858790009, 0.900474850103466, 0.867847461848677, 0.869107642827805, 0.867974765209009, 0.879193546994787, 0.858529841858486, 0.884836297394083, 0.876617568636893]",0.858529842,0.90047485,0.874,"[24.8, 25.6, 24, 24.8, 24.8, 24, 24, 25.6, 23.2]",23.2,25.6,24.5333,7.337799994,1,16,4632,"[306, 257, 301, 267, 343, 230, 400, 214, 353, 236, 360, 255, 310, 242, 254, 304]",214,400,289.5,11857.92,"[783.36, 657.92, 770.56, 683.52, 878.08, 588.8, 1024, 547.84, 903.68, 604.16, 921.6, 652.8, 793.6, 619.52, 650.24, 778.24]",547.84,1024,741.12,"[-24.990729357247, 71.395791239776, 21.5718438562478, 71.341598664536, -4.36374713836279, 89.7297517381291, -1.36322035568069, -84.2068007350484, 1.51258754236142, -80.5254276405061, -6.30876368475905, 72.0962113894703, -13.9364401383056, 83.9673690107747, -74.8124731318791, 16.6820168245766]",-84.20680074,89.72975174,8.6118,4.82989999,1,9,11597,"[1322, 1296, 1284, 1273, 1269, 1240, 1279, 1310, 1324]",1240,1324,1288.5556,0.02968832,"[0.00338432, 0.00331776, 0.00328704, 0.00325888, 0.00324864, 0.0031744, 0.00327424, 0.0033536, 0.00338944]",0.0031744,0.00338944,0.0033,"[-58.6758954010364, 80.4388385149042, 58.0568102143784, 84.5077280660951, 9.72595100494235, -7.19877123272098, 81.4457131580668, -69.0620674185381, 69.3398852424069]",-69.06206742,84.50772807,27.6198,2.567399992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.091600007,,,,
HRH14450847,HE_7_10_L1,1,1,6843598,6843598,6843598,6843598,6843598,17.51961088,17.51961088,17.51961088,17.51961088,17.5196,0.453254202,0.453254202,0.453254202,0.4533,3.063673097,-2.257981445,25.96955284,1,0,540.5460366,2322.038365,0.501341486,1.841125584,0.100182151,3.715261383,-0.864873659,28.72475122,19.04839999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.913373070769799, 0.868659518018496, 0.890685085199248, 0.912052580776825, 0.861532711459698, 0.88149442234083, 0.870140234511004, 0.867287887006689, 0.823343020139206]",0.82334302,0.913373071,0.8765,"[24.8, 23.2, 25.6, 25.6, 26.4, 25.6, 24.8, 25.6, 26.4]",23.2,26.4,25.3333,15.186,1,16,4663,"[325, 256, 307, 266, 330, 241, 354, 259, 361, 266, 317, 265, 303, 272, 256, 285]",241,361,291.4375,11937.28,"[832, 655.36, 785.92, 680.96, 844.8, 616.96, 906.24, 663.04, 924.16, 680.96, 811.52, 678.4, 775.68, 696.32, 655.36, 729.6]",616.96,924.16,746.08,"[5.45713741285711, -67.9820046471838, -23.7837345818468, -87.4554945452748, -0.940197834302694, -76.171160606826, -3.20603978936017, -69.1616239681225, 0, -57.4543887035105, -0.744872403742463, 68.2714780794184, -33.0192513952473, -90, -84.6091277611783, 55.0038757681355]",-90,68.27147808,-29.1122,2.431400004,1,9,11391,"[1282, 1255, 1264, 1204, 1265, 1277, 1261, 1264, 1319]",1204,1319,1265.6667,0.02916096,"[0.00328192, 0.0032128, 0.00323584, 0.00308224, 0.0032384, 0.00326912, 0.00322816, 0.00323584, 0.00337664]",0.00308224,0.00337664,0.0032,"[81.1082173703712, 48.3927754413208, 73.5848864698561, -40.0923274223715, 83.2724288921395, -73.0549963053153, 81.2440240765802, -88.4699768482951, 54.9465373617282]",-88.46997685,83.27242889,24.548,2.194400004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.200599993,,,,
HRH14450847,HE_8_9_L1,1,1,6851853,6851853,6851853,6851853,6851853,17.54074368,17.54074368,17.54074368,17.54074368,17.5407,0.046140387,0.046140387,0.046140387,0.0461,3.068668913,-2.306616609,2.643649445,1,0,569.1756596,2330.55209,0.074128063,1.84433407,0.100505711,3.728883345,-0.910681055,4.24722516,11.6269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.833278709363396, 0.78177195843867, 0.892954063524357, 0.809273337237589, 0.774903705830878, 0.846927898718218, 0.837441754618471, 0.797116761889043, 0.830250367032307]",0.774903706,0.892954064,0.8227,"[24.8, 22.4, 27.2, 21.6, 24.8, 26.4, 23.2, 22.4, 24]",21.6,27.2,24.0889,3.260900005,1,16,4756,"[378, 212, 350, 252, 356, 237, 404, 215, 415, 198, 361, 220, 361, 272, 289, 236]",198,415,297.25,12175.36,"[967.68, 542.72, 896, 645.12, 911.36, 606.72, 1034.24, 550.4, 1062.4, 506.88, 924.16, 563.2, 924.16, 696.32, 739.84, 604.16]",506.88,1062.4,760.96,"[9.48368020128416, 84.3729772143683, 0.994479654769025, 83.67061916594, -0.866500746533392, -87.8477140203645, -1.07176140124716, 87.5877594022921, 1.00784956511398, -86.6209732773918, -3.21721802972422, -89.3284314474904, -10.9092295950618, -86.5156474516319, -49.7879000840306, 85.0921027789502]",-89.32843145,87.5877594,-3.9972,2.490899991,1,9,11115,"[1272, 1219, 1242, 1210, 1228, 1239, 1192, 1213, 1300]",1192,1300,1235,0.0284544,"[0.00325632, 0.00312064, 0.00317952, 0.0030976, 0.00314368, 0.00317184, 0.00305152, 0.00310528, 0.003328]",0.00305152,0.003328,0.0032,"[20.3191746517902, 73.2226978353918, 45.6575747421241, 25.1645574172831, 42.043790415918, -17.9778488268756, 82.3221145238919, -71.234501511453, 18.9767465107968]",-71.23450151,82.32211452,24.2771,2.247199998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.678000008,,,,
HRH14450847,HE_10_9_L1,1,1,6857343,6857343,6857343,6857343,6857343,17.55479808,17.55479808,17.55479808,17.55479808,17.5548,0.372356741,0.372356741,0.372356741,0.3724,3.055241811,-2.307079731,21.33446972,1,0,566.8364115,2317.896926,0.408467645,1.844135459,0.099303226,3.708635082,-0.906938258,23.40347212,16.27930001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.865164878591379, 0.873047515379548, 0.863987024414049, 0.882597891567981, 0.876487247933074, 0.880583204557711, 0.882155971223787, 0.831633330486752, 0.873096532923225]",0.83163333,0.882597892,0.8699,"[24.8, 25.6, 25.6, 24.8, 26.4, 23.2, 26.4, 24, 24.8]",23.2,26.4,25.0667,2.373099996,1,16,4672,"[332, 213, 340, 241, 393, 205, 445, 194, 367, 252, 377, 213, 331, 245, 270, 254]",194,445,292,11960.32,"[849.92, 545.28, 870.4, 616.96, 1006.08, 524.8, 1139.2, 496.64, 939.52, 645.12, 965.12, 545.28, 847.36, 627.2, 691.2, 650.24]",496.64,1139.2,747.52,"[-10.5372596921725, 83.1924626810821, 0.463558494210617, 89.9675870059237, -1.18306678957289, -78.1105929920139, 1.56048612575555, -88.6293192743881, 8.39973263991524, -71.6477603540157, -1.24978559860788, 85.2016452739046, 13.8656328675551, 66.3247441296503, -74.7831640439282, 76.1801720729233]",-88.62931927,89.96758701,6.1884,1.277100004,1,9,11446,"[1299, 1293, 1243, 1259, 1253, 1257, 1252, 1295, 1295]",1243,1299,1271.7778,0.02930176,"[0.00332544, 0.00331008, 0.00318208, 0.00322304, 0.00320768, 0.00321792, 0.00320512, 0.0033152, 0.0033152]",0.00318208,0.00332544,0.0033,"[16.3161775687209, 47.7711534474061, 88.8043389271562, 52.8074647150725, 44.1355985321234, -62.0821721442323, 60.5862673335011, 43.1098943083653, 0.822682233656192]",-62.08217214,88.80433893,32.4746,10.07719999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.100599977,,,,
HRH14450847,HE_9_9_L1,1,1,6857229,6857229,6857229,6857229,6857229,17.55450624,17.55450624,17.55450624,17.55450624,17.5545,0.489542544,0.489542544,0.489542544,0.4895,3.072000705,-2.271611143,28.04872167,1,0,543.8765529,2327.315348,0.565140524,1.845244491,0.100702516,3.723704557,-0.870202485,32.38016686,18.3617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.856662006394601, 0.895959814648516, 0.883738951638946, 0.882322126390543, 0.815875650108812, 0.881896803173053, 0.859826912842771, 0.867164241174528, 0.85846067768196]",0.81587565,0.895959815,0.8669,"[25.6, 24.8, 25.6, 25.6, 22.4, 25.6, 24.8, 25.6, 24]",22.4,25.6,24.8889,4.954100004,1,16,4638,"[301, 239, 306, 281, 322, 256, 358, 222, 355, 246, 340, 272, 296, 273, 253, 318]",222,358,289.875,11873.28,"[770.56, 611.84, 783.36, 719.36, 824.32, 655.36, 916.48, 568.32, 908.8, 629.76, 870.4, 696.32, 757.76, 698.88, 647.68, 814.08]",568.32,916.48,742.08,"[-36.2792398788102, 79.9008208389762, -8.30353297415713, 48.5377689882964, 2.0701846561179, 74.4359114403303, -6.30438789232301, -78.2838260161787, -1.8548490654702, -89.9782933867422, -7.68034010827112, 62.3913388388751, -37.1042240791285, -84.8102372776293, -78.2252052132227, 2.29314630999447]",-89.97829339,79.90082084,-9.9497,3.017800016,1,9,11547,"[1331, 1272, 1284, 1295, 1262, 1256, 1264, 1250, 1333]",1250,1333,1283,0.02956032,"[0.00340736, 0.00325632, 0.00328704, 0.0033152, 0.00323072, 0.00321536, 0.00323584, 0.0032, 0.00341248]",0.0032,0.00341248,0.0033,"[1.64329944192383, 66.3241238453271, 60.9270250860525, -89.3567927128489, 18.3350611893144, 59.5316808165956, 74.8887304329249, 55.1477238360756, 65.9464503432917]",-89.35679271,74.88873043,34.8208,3.360199975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.582699992,,,,
HRH14450847,HE_9_10_L1,1,1,6845421,6845421,6845421,6845421,6845421,17.52427776,17.52427776,17.52427776,17.52427776,17.5243,0.383738525,0.383738525,0.383738525,0.3837,3.050169666,-2.261159001,21.98659792,1,0,543.6037844,2314.593031,0.363911199,1.842217072,0.098727032,3.70334885,-0.869766055,20.8505758,24.16489998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.742021074132998, 0.870359041735949, 0.844857768412816, 0.938712498113739, 0.902353462387042, 0.827657746715888, 0.891204340753087, 0.838508496519865, 0.794549564596675]",0.742021074,0.938712498,0.85,"[25.6, 24.8, 26.4, 26.4, 22.4, 23.2, 25.6, 25.6, 24]",22.4,26.4,24.8889,3.975600004,1,16,4486,"[295, 230, 312, 227, 327, 234, 384, 208, 362, 232, 347, 229, 304, 255, 258, 282]",208,384,280.375,11484.16,"[755.2, 588.8, 798.72, 581.12, 837.12, 599.04, 983.04, 532.48, 926.72, 593.92, 888.32, 586.24, 778.24, 652.8, 660.48, 721.92]",532.48,983.04,717.76,"[-35.1471194389804, 88.3314606624274, -16.9456463261923, -82.6713013162216, -3.45260806659494, -79.6897033700062, -0.919652977036781, -86.1804284870437, 8.62010567917122, -80.1167688904087, 10.5033937420134, 88.8176024796585, -25.5517846198662, 76.0259824270008, 82.9264006540357, 80.9160494791562]",-86.18042849,88.81760248,1.5916,3.204999986,1,9,11720,"[1348, 1243, 1329, 1330, 1283, 1303, 1283, 1321, 1280]",1243,1348,1302.2222,0.0300032,"[0.00345088, 0.00318208, 0.00340224, 0.0034048, 0.00328448, 0.00333568, 0.00328448, 0.00338176, 0.0032768]",0.00318208,0.00345088,0.0033,"[13.4189196210632, 43.8322909754687, 84.8247289443455, -86.1369992517457, -86.2941929758903, -85.6957923984312, 73.384735426173, 70.0830906810462, -20.7271501015358]",-86.29419298,84.82472894,0.7433,2.054299985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646699995,,,,
HRH14450847,HE_10_10_L1,1,1,6847813,6847813,6847813,6847813,6847813,17.53040128,17.53040128,17.53040128,17.53040128,17.5304,0.724662521,0.724662521,0.724662521,0.7247,3.038005468,-2.278134033,41.52010402,1,0,549.960534,2301.253343,0.410976376,1.839582647,0.099421864,3.682005348,-0.879936854,23.54721185,26.83350001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.844497886816399, 0.924165509401266, 0.781332237131639, 0.901522531438129, 0.893842917677141, 0.842380983795163, 0.891390960527082, 0.858564236896465, 0.818853465752873]",0.781332237,0.924165509,0.8618,"[25.6, 24.8, 24.8, 25.6, 24.8, 23.2, 27.2, 24.8, 23.2]",23.2,27.2,24.8889,4.550699989,1,16,4579,"[324, 196, 323, 232, 376, 213, 424, 236, 382, 211, 367, 194, 304, 242, 297, 258]",194,424,286.1875,11722.24,"[829.44, 501.76, 826.88, 593.92, 962.56, 545.28, 1085.44, 604.16, 977.92, 540.16, 939.52, 496.64, 778.24, 619.52, 760.32, 660.48]",496.64,1085.44,732.64,"[-4.69611137674723, 88.5996134068437, 9.18036147327176, -88.6182735480897, 5.06486106410975, -81.7745472450301, 1.14146457128644, -73.1588927246729, 6.43556397236717, -86.7517855466536, 4.066316800099, 89.2837537673502, 35.2689268246043, 86.0803849215376, 29.5109338653812, -71.7557193320073]",-88.61827355,89.28375377,-3.2577,3.446200019,1,9,11373,"[1314, 1247, 1255, 1257, 1249, 1266, 1279, 1248, 1258]",1247,1314,1263.6667,0.02911488,"[0.00336384, 0.00319232, 0.0032128, 0.00321792, 0.00319744, 0.00324096, 0.00327424, 0.00319488, 0.00322048]",0.00319232,0.00336384,0.0032,"[54.2985942159146, -0.331181398796627, 59.6829211416485, 61.5131464475912, 86.1530827808774, 25.1214833726563, 28.4154429123833, 76.9307311799624, 62.9310875279283]",-0.331181399,86.15308278,50.5239,1.445900009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.423200015,,,,
HRH14450847,HE_11_10_L1,1,1,6848877,6848877,6848877,6848877,6848877,17.53312512,17.53312512,17.53312512,17.53312512,17.5331,0.546753411,0.546753411,0.546753411,0.5468,3.043760711,-2.269442697,31.32666287,1,0,543.3470674,2306.613126,0.545853434,1.842775861,0.100419552,3.690581002,-0.869355308,31.27509802,49.5701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.768168780524937, 0.925864399267418, 0.909282884622687, 0.887265569629173, 0.883944039748799, 0.917274035393463, 0.818970487011558, 0.868632825343838, 0.897823806078171]",0.768168781,0.925864399,0.8752,"[26.4, 28.8, 24.8, 27.2, 27.2, 24.8, 25.6, 26.4, 26.4]",24.8,28.8,26.4,6.503699988,1,16,4275,"[265, 200, 293, 259, 322, 203, 353, 205, 329, 228, 351, 249, 277, 250, 245, 246]",200,353,267.1875,10944,"[678.4, 512, 750.08, 663.04, 824.32, 519.68, 903.68, 524.8, 842.24, 583.68, 898.56, 637.44, 709.12, 640, 627.2, 629.76]",512,903.68,684,"[70.3482314505825, -87.8798789968584, -24.0995075337949, 80.9142151006838, -11.2659082518789, -86.5968956792333, 6.16882701596607, -76.6659844349193, 4.17924712918083, -80.0575412415353, -8.55355202919378, -66.0850720383387, -58.4678429898156, 81.5852868562105, 85.2020462668066, -88.2034587755462]",-88.20345878,85.20204627,-16.2174,2.117099997,1,9,11730,"[1340, 1305, 1320, 1309, 1293, 1278, 1304, 1260, 1321]",1260,1340,1303.3333,0.0300288,"[0.0034304, 0.0033408, 0.0033792, 0.00335104, 0.00331008, 0.00327168, 0.00333824, 0.0032256, 0.00338176]",0.0032256,0.0034304,0.0033,"[-32.0096615431821, 75.6639420502432, 89.0711635725384, 17.1607465993464, -85.0476078279854, 88.6187496644236, -74.9875709794172, 66.5197100982009, 54.4703963904626]",-85.04760783,89.07116357,22.1622,4.042999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.719999994,,,,
HRH14450847,HE_12_10_L1,1,1,6852007,6852007,6852007,6852007,6852007,17.54113792,17.54113792,17.54113792,17.54113792,17.5411,0.766302667,0.766302667,0.766302667,0.7663,3.027271015,-2.293692451,43.90590864,1,0,556.8953514,2295.309986,0.750733515,1.845389789,0.100490348,3.672495978,-0.891032562,43.01386192,11.5128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.876349069159223, 0.899098402686103, 0.856892813817633, 0.911636286259963, 0.849114398237304, 0.848474519219317, 0.895797618999448, 0.887674268344383, 0.842038566983336]",0.842038567,0.911636286,0.8741,"[27.2, 26.4, 23.2, 27.2, 24.8, 25.6, 25.6, 25.6, 24]",23.2,27.2,25.5111,4.718099983,1,16,4452,"[362, 155, 339, 200, 368, 156, 410, 192, 418, 178, 392, 193, 336, 211, 303, 239]",155,418,278.25,11397.12,"[926.72, 396.8, 867.84, 512, 942.08, 399.36, 1049.6, 491.52, 1070.08, 455.68, 1003.52, 494.08, 860.16, 540.16, 775.68, 611.84]",396.8,1070.08,712.32,"[-7.21723344190173, -76.7181423644114, -12.1089588723448, -83.854737377609, -6.28048175747499, -85.991988244539, 7.05287144749259, -89.8103794373518, -4.70183735737447, -85.3909095137864, -7.13929510629071, -89.6335942591113, -9.2109284129119, 82.1254689353321, -34.8673752701418, 89.0517408483954]",-89.81037944,89.05174085,-25.9185,1.380699978,1,9,11578,"[1294, 1311, 1245, 1246, 1276, 1290, 1295, 1330, 1291]",1245,1330,1286.4444,0.02963968,"[0.00331264, 0.00335616, 0.0031872, 0.00318976, 0.00326656, 0.0033024, 0.0033152, 0.0034048, 0.00330496]",0.0031872,0.0034048,0.0033,"[30.9741243854469, -83.1157491481175, -46.210426391977, -2.10994627532158, -86.1265922528929, 70.6706195546874, 81.1332103693543, 82.1688826739431, 69.3876037107568]",-86.12659225,82.16888267,12.9746,7.757499989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.059399984,,,,
HRH14450847,HE_11_9_L1,1,1,6847038,6847038,6847038,6847038,6847038,17.52841728,17.52841728,17.52841728,17.52841728,17.5284,0.472968621,0.472968621,0.472968621,0.473,3.068873482,-2.292836489,27.09910584,1,0,559.5945842,2325.983467,0.482243996,1.838833532,0.097801637,3.721573547,-0.895351335,27.63054566,48.4262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.81781773500938, 0.876545138225661, 0.841574227466604, 0.8849393182747, 0.843375748504304, 0.907364423643354, 0.841868884115934, 0.840715167198516, 0.77131407881583]",0.771314079,0.907364424,0.8473,"[27.2, 24, 24.8, 25.6, 24, 24.8, 27.2, 24, 23.2]",23.2,27.2,24.9778,5.428200006,1,16,4696,"[291, 233, 308, 283, 344, 245, 380, 260, 358, 260, 356, 250, 292, 268, 262, 306]",233,380,293.5,12021.76,"[744.96, 596.48, 788.48, 724.48, 880.64, 627.2, 972.8, 665.6, 916.48, 665.6, 911.36, 640, 747.52, 686.08, 670.72, 783.36]",596.48,972.8,751.36,"[-40.3784560274245, -74.8393138745948, -2.69881770603539, -62.5572305413724, 4.05742888179927, 85.1900786660998, 2.57288088317698, -86.4719408279068, 1.46740438364487, -72.547869623443, -1.3798206345417, 84.3242759275779, -42.4130005931967, -76.8351097020414, -75.4562663225638, 6.03801944020176]",-86.47194083,85.19007867,-21.9955,1.5977,1,9,11984,"[1381, 1312, 1324, 1311, 1307, 1327, 1348, 1343, 1331]",1307,1381,1331.5556,0.03067904,"[0.00353536, 0.00335872, 0.00338944, 0.00335616, 0.00334592, 0.00339712, 0.00345088, 0.00343808, 0.00340736]",0.00334592,0.00353536,0.0034,"[57.0981113652628, -89.607083216469, 85.6783852083176, 68.1298893082899, 84.3010729647799, 82.2268848090669, 81.7013872841944, -80.1483871280649, 67.070285586715]",-89.60708322,85.67838521,39.6056,2.161900018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43619999,,,,
HRH14450847,HE_12_9_L1,1,1,6848705,6848705,6848705,6848705,6848705,17.5326848,17.5326848,17.5326848,17.5326848,17.5327,0.354930566,0.354930566,0.354930566,0.3549,3.046102729,-2.323060153,20.33602347,1,0,579.9180128,2312.502963,0.368254277,1.843129668,0.099973801,3.70000474,-0.92786882,21.09941585,17.23689999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.79549202304474, 0.83538634288041, 0.745308012973185, 0.89217436199536, 0.791620143464509, 0.873663214479073, 0.815780840881057, 0.84147553994448, 0.727530094491853]",0.727530094,0.892174362,0.8132,"[22.4, 24.8, 20.8, 24, 23.2, 23.2, 22.4, 22.4, 21.6]",20.8,24.8,22.7556,3.1112,1,16,4647,"[372, 161, 375, 207, 393, 180, 432, 153, 445, 184, 416, 161, 377, 223, 337, 231]",153,445,290.4375,11896.32,"[952.32, 412.16, 960, 529.92, 1006.08, 460.8, 1105.92, 391.68, 1139.2, 471.04, 1064.96, 412.16, 965.12, 570.88, 862.72, 591.36]",391.68,1139.2,743.52,"[-9.6943019494709, 85.6911891776537, -9.53203305068873, -84.6513094439516, -5.96001940067109, -78.2206512265989, 1.199151046212, -87.383642078759, -2.42141891919361, -77.0411583408516, -2.74121477431365, -88.1576303199139, 0.896667179351558, 85.8703936032846, -0.834102744457712, -85.3033220755192]",-88.15763032,85.8703936,-22.3927,1.145199989,1,9,11538,"[1323, 1303, 1267, 1297, 1286, 1240, 1253, 1250, 1319]",1240,1323,1282,0.02953728,"[0.00338688, 0.00333568, 0.00324352, 0.00332032, 0.00329216, 0.0031744, 0.00320768, 0.0032, 0.00337664]",0.0031744,0.00338688,0.0033,"[61.5508611835979, 48.0186058395543, 26.4485240701124, 77.3542255492679, 71.0996690798785, -75.2889070130014, -35.5324102237685, 44.0042446178209, 85.0646063042488]",-75.28890701,85.0646063,33.6355,3.006300016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.607000002,,,,
