,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,changes made in fail file,Smash Bond 9. inner_radius,Smash Bond 9. inner_radius (min),Smash Bond 9. inner_radius (max),Smash Bond 9. inner_radius (avg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPNO,Unit,FO 1. Defect,FO 2. N_Defect,FO 3. Total Area,FO 4. Areas,FO 4. Areas (min),FO 4. Areas (max),FO 4. Areas (avg),FO 5. Total Area (um),FO 6. Areas (um),FO 6. Areas (um) (min),FO 6. Areas (um) (max),FO 6. Areas (um) (avg),FO 7. Angle (deg),FO 7. Angle (deg) (min),FO 7. Angle (deg) (max),FO 7. Angle (deg) (avg),FO 8. Offset X,FO 9. Offset Y,FO 10. Offset Theta,2DM 1. Defect,2DM 2. N_Defect,2DM 3. Row,2DM 4. Column,2DM 5. Angle,2DM 6. Width,2DM 7. Height,2DM 8. Offset X,2DM 9. Offset Y,2DM 10. Offset Theta,2DM 11. Inspection Time,Smash Bond 1. Defect,Smash Bond 2. N_Defect,Smash Bond 3. Total Area,Smash Bond 4. Areas,Smash Bond 4. Areas (min),Smash Bond 4. Areas (max),Smash Bond 4. Areas (avg),Smash Bond 5. Total Area (um),Smash Bond 6. Areas (um),Smash Bond 6. Areas (um) (min),Smash Bond 6. Areas (um) (max),Smash Bond 6. Areas (um) (avg),Smash Bond 7. Angle (deg),Smash Bond 7. Angle (deg) (min),Smash Bond 7. Angle (deg) (max),Smash Bond 7. Angle (deg) (avg),Smash Bond 8. circularity,Smash Bond 8. circularity (min),Smash Bond 8. circularity (max),Smash Bond 8. circularity (avg),Smash Bond 9. inner_radius (um),Smash Bond 9. inner_radius (um) (min),Smash Bond 9. inner_radius (um) (max),Smash Bond 9. inner_radius (um) (avg),Smash Bond 10. Inspection Time,Bond Offset 1. Defect,Bond Offset 2. N_Defect,Bond Offset 3. Total Area,Bond Offset 4. Areas,Bond Offset 4. Areas (min),Bond Offset 4. Areas (max),Bond Offset 4. Areas (avg),Bond Offset 5. Total Area (um),Bond Offset 6. Areas (um),Bond Offset 6. Areas (um) (min),Bond Offset 6. Areas (um) (max),Bond Offset 6. Areas (um) (avg),Bond Offset 7. Angle (deg),Bond Offset 7. Angle (deg) (min),Bond Offset 7. Angle (deg) (max),Bond Offset 7. Angle (deg) (avg),Bond Offset 8. Inspection Time,NSOL 1. Defect,NSOL 2. N_Defect,NSOL 3. Total Area,NSOL 4. Areas,NSOL 4. Areas (min),NSOL 4. Areas (max),NSOL 4. Areas (avg),NSOL 5. Total Area (um),NSOL 6. Areas (um),NSOL 6. Areas (um) (min),NSOL 6. Areas (um) (max),NSOL 6. Areas (um) (avg),NSOL 7. Angle (deg),NSOL 7. Angle (deg) (min),NSOL 7. Angle (deg) (max),NSOL 7. Angle (deg) (avg),NSOL 8. Inspection Time,FM Lead 1. Defect,FM Lead 2. N_Defect,FM Lead 3. Total Area,FM Lead 4. Areas,FM Lead 4. Areas (min),FM Lead 4. Areas (max),FM Lead 4. Areas (avg),FM Lead 5. Total Area (um),FM Lead 6. Areas (um),FM Lead 6. Areas (um) (min),FM Lead 6. Areas (um) (max),FM Lead 6. Areas (um) (avg),FM Lead 7. Angle (deg),FM Lead 7. Angle (deg) (min),FM Lead 7. Angle (deg) (max),FM Lead 7. Angle (deg) (avg),FM Lead 8. Offset X,FM Lead 9. Offset Y,FM Lead 10. Offset Theta,FM Lead 11. Inspection Time,Smash Bond 9. inner_radius,Smash Bond 9. inner_radius (min),Smash Bond 9. inner_radius (max),Smash Bond 9. inner_radius (avg)
HRH14450847,HE_18_13_L1,1,1,6847155,6847155,6847155,6847155,6847155,17.5287168,17.5287168,17.5287168,17.5287168,17.5287,0.560410966,0.560410966,0.560410966,0.5604,3.081009032,-2.354004394,32.10918317,1,0,597.8800268,2332.084047,0.593057144,1.84553015,0.100486303,3.731334475,-0.956608043,33.97967138,16.99430001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.847386715971765, 0.699232047212344, 0.706531492597982, 0.689330902177721, 0.752415485391483, 0.759650013382238, 0.78824080293532, 0.816643172650792, 0.706694479543122]",0.689330902,0.847386716,0.7518,"[22.4, 22.4, 23.2, 22.4, 22.4, 22.4, 22.4, 23.2, 21.6]",21.6,23.2,22.4889,3.628299979,1,16,4771,"[327, 222, 336, 259, 372, 214, 414, 218, 388, 232, 391, 267, 328, 241, 280, 282]",214,414,298.1875,12213.76,"[837.12, 568.32, 860.16, 663.04, 952.32, 547.84, 1059.84, 558.08, 993.28, 593.92, 1000.96, 683.52, 839.68, 616.96, 716.8, 721.92]",547.84,1059.84,763.36,"[-3.79107800117015, 86.5504034398057, 0, 76.7401747947896, 11.2693790421044, -89.4856814767023, -2.05474874138793, -75.4567692214474, -2.25735977468924, 87.6933812592252, -3.84391177657142, 87.8568833819954, 10.5505643798447, 82.4973831769297, -54.7204658922771, -51.8816254010331]",-89.48568148,87.85688338,9.9792,7.389000006,1,9,11419,"[1333, 1239, 1274, 1293, 1266, 1207, 1231, 1283, 1293]",1207,1333,1268.7778,0.02923264,"[0.00341248, 0.00317184, 0.00326144, 0.00331008, 0.00324096, 0.00308992, 0.00315136, 0.00328448, 0.00331008]",0.00308992,0.00341248,0.0032,"[87.1375377151709, 44.994204046189, 23.0684706752346, 79.2990651553552, -77.4406222851175, 71.2782738140898, 63.8756862389002, 76.903516380754, -65.9699396085275]",-77.44062229,87.13753772,33.6829,4.604299989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631600015,,,,
HRH14450847,HE_18_16_L1,1,1,6848894,6848894,6848894,6848894,6848894,17.53316864,17.53316864,17.53316864,17.53316864,17.5332,0.228291311,0.228291311,0.228291311,0.2283,3.069328678,-2.340223449,13.08012864,1,0,592.7050492,2328.785564,0.22453954,1.844034016,0.098775711,3.726056902,-0.948328079,12.86516797,27.4503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.711575091337426, 0.718291673879914, 0.80747034979782, 0.79467607036017, 0.799451828930032, 0.669773839594459, 0.719495648210986, 0.748254968497604, 0.772144842029214]",0.66977384,0.80747035,0.749,"[24, 23.2, 23.2, 24, 21.6, 22.4, 22.4, 23.2, 23.2]",21.6,24,23.0222,3.722299996,1,16,4763,"[297, 239, 319, 272, 358, 217, 401, 245, 390, 247, 364, 265, 311, 255, 287, 296]",217,401,297.6875,12193.28,"[760.32, 611.84, 816.64, 696.32, 916.48, 555.52, 1026.56, 627.2, 998.4, 632.32, 931.84, 678.4, 796.16, 652.8, 734.72, 757.76]",555.52,1026.56,762.08,"[-19.0211381187068, 71.5521580903053, -16.2409186588587, 63.7733712431731, 2.38777837095415, 86.8115225644872, -9.25856548555645, -71.8230432915768, 0.656150791661115, -69.8633656583885, 1.35886659797916, 87.2443588662481, -21.9986921130141, 81.176866910957, -44.759184502617, 34.1153968672788]",-71.82304329,87.24435887,11.007,8.415399992,1,9,11412,"[1318, 1266, 1222, 1273, 1240, 1260, 1248, 1274, 1311]",1222,1318,1268,0.02921472,"[0.00337408, 0.00324096, 0.00312832, 0.00325888, 0.0031744, 0.0032256, 0.00319488, 0.00326144, 0.00335616]",0.00312832,0.00337408,0.0032,"[19.0061120778269, 21.9669169401361, 45.2680324872741, 44.3359330784681, 63.3981187456861, 66.3832036038467, 77.9979942537992, 67.7217806511668, 56.4924841151469]",19.00611208,77.99799425,51.3967,3.424199997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.419800003,,,,
HRH14450847,HE_18_15_L1,1,1,6844447,6844447,6844447,6844447,6844447,17.52178432,17.52178432,17.52178432,17.52178432,17.5218,0.324569452,0.324569452,0.324569452,0.3246,3.094045568,-2.364608654,18.59645976,1,0,606.2558408,2343.778385,0.318645142,1.843056301,0.098814903,3.750045415,-0.970009345,18.25702178,19.76290002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.675932755044869, 0.693937969514932, 0.705291534943801, 0.748288250418838, 0.687894702849598, 0.803537391621349, 0.762693473925759, 0.654605255165021, 0.697059357449452]",0.654605255,0.803537392,0.7144,"[23.2, 23.2, 22.4, 23.2, 22.4, 22.4, 22.4, 22.4, 20]",20,23.2,22.4,3.392000013,1,16,4876,"[334, 237, 328, 270, 389, 249, 392, 247, 396, 243, 360, 248, 340, 246, 298, 299]",237,396,304.75,12482.56,"[855.04, 606.72, 839.68, 691.2, 995.84, 637.44, 1003.52, 632.32, 1013.76, 622.08, 921.6, 634.88, 870.4, 629.76, 762.88, 765.44]",606.72,1013.76,780.16,"[8.28065013840727, 75.7824810143651, -12.9180519875284, 51.8919338505469, -6.17731640028115, -81.2266698529788, -3.10910490206268, -88.5825365946676, -1.472060757373, -77.9224152756456, -11.0635269629207, 67.9079643685047, -10.7017092353748, 84.1995809785784, -30.6026498943439, -24.433322172594]",-88.58253659,84.19958098,-3.7592,4.562400019,1,9,11257,"[1292, 1243, 1210, 1255, 1257, 1218, 1243, 1254, 1285]",1210,1292,1250.7778,0.02881792,"[0.00330752, 0.00318208, 0.0030976, 0.0032128, 0.00321792, 0.00311808, 0.00318208, 0.00321024, 0.0032896]",0.0030976,0.00330752,0.0032,"[41.3200980470409, 41.335461795648, 49.0579743280767, 71.887296420635, 84.6466165800442, 31.2923369773435, 80.6434289575055, 61.1793436420341, 45.6991954987219]",31.29233698,84.64661658,56.3402,2.544399991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.231499984,,,,
HRH14450847,HE_17_13_L1,1,1,6844245,6844245,6844245,6844245,6844245,17.5212672,17.5212672,17.5212672,17.5212672,17.5213,0.522213172,0.522213172,0.522213172,0.5222,3.09374156,-2.319744251,29.92061076,1,0,576.6851537,2339.929583,0.536606316,1.840343553,0.098710655,3.743887333,-0.922696246,30.74527714,26.33719999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.880729818264681, 0.740049815775951, 0.839048309841681, 0.716631668066829, 0.820875808285797, 0.738816135585198, 0.707862168223955, 0.799288476227998, 0.756152367913943]",0.707862168,0.880729818,0.7777,"[24.8, 21.6, 25.6, 21.6, 22.4, 21.6, 21.6, 21.6, 20.8]",20.8,25.6,22.4,4.901100008,1,16,4456,"[270, 241, 290, 272, 324, 222, 374, 222, 342, 250, 360, 238, 289, 221, 248, 293]",221,374,278.5,11407.36,"[691.2, 616.96, 742.4, 696.32, 829.44, 568.32, 957.44, 568.32, 875.52, 640, 921.6, 609.28, 739.84, 565.76, 634.88, 750.08]",565.76,957.44,712.96,"[-67.3121221589928, 85.9774394394334, 29.2632954629544, -90, -8.96790222462068, -88.9101668542651, 0, -89.2974453583842, 13.699069522512, -81.5852868562106, -4.30146559736005, -90, -41.0124030393414, -90, -79.4731088266253, 38.6318603236807]",-90,85.97743944,-35.2055,2.729200001,1,9,11390,"[1297, 1248, 1277, 1259, 1267, 1247, 1246, 1277, 1272]",1246,1297,1265.5556,0.0291584,"[0.00332032, 0.00319488, 0.00326912, 0.00322304, 0.00324352, 0.00319232, 0.00318976, 0.00326912, 0.00325632]",0.00318976,0.00332032,0.0032,"[81.3422563067167, 72.0359328235139, 68.6046712075245, -85.1903453161829, 45.9353113869854, -75.4746739107761, -86.4019552749271, 86.9280017187001, 72.6996689075315]",-86.40195527,86.92800172,20.0532,7.096099987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.286700026,,,,
HRH14450847,HE_17_16_L1,1,1,6845135,6845135,6845135,6845135,6845135,17.5235456,17.5235456,17.5235456,17.5235456,17.5235,0.317374456,0.317374456,0.317374456,0.3174,3.085594475,-2.317319641,18.18421684,1,0,577.6818601,2338.682679,0.302738594,1.843981437,0.100369229,3.741892286,-0.924290976,17.34564374,13.339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.816546395031034, 0.858380830138265, 0.872081135095206, 0.789498785186966, 0.87350961645314, 0.862189823730499, 0.836820440101788, 0.756813424669639, 0.813367533156883]",0.756813425,0.873509616,0.831,"[24.8, 25.6, 28, 22.4, 26.4, 25.6, 24.8, 22.4, 25.6]",22.4,28,25.0667,5.455300008,1,16,4465,"[318, 257, 307, 248, 346, 223, 338, 234, 331, 221, 348, 244, 288, 253, 244, 265]",221,348,279.0625,11430.4,"[814.08, 657.92, 785.92, 634.88, 885.76, 570.88, 865.28, 599.04, 847.36, 565.76, 890.88, 624.64, 737.28, 647.68, 624.64, 678.4]",565.76,890.88,714.4,"[4.35858584982947, 76.5928188768026, -27.8615471168086, 80.4794775406701, -9.70013560104526, -83.9848470065408, 9.02000047882758, -73.7477499915742, 22.0500151378825, -78.3207224743486, 0.489156613610895, 88.7253060589101, 52.7428630784547, 85.5280333063037, -90, 85.0535876231689]",-90,88.72530606,8.8391,5.470300006,1,9,11669,"[1343, 1271, 1293, 1333, 1293, 1296, 1273, 1265, 1302]",1265,1343,1296.5556,0.02987264,"[0.00343808, 0.00325376, 0.00331008, 0.00341248, 0.00331008, 0.00331776, 0.00325888, 0.0032384, 0.00333312]",0.0032384,0.00343808,0.0033,"[50.0082027594406, 60.046218121014, -15.1367978610675, -20.4097166136448, 81.2041345486887, 43.5555538300556, 60.0728072193202, 6.42734683600277, 25.8567695858232]",-20.40971661,81.20413455,32.4027,3.531399998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.133900006,,,,
HRH14450847,HE_16_16_L1,1,1,6849205,6849205,6849205,6849205,6849205,17.5339648,17.5339648,17.5339648,17.5339648,17.534,0.423283845,0.423283845,0.423283845,0.4233,3.083565861,-2.313504881,24.25237784,1,0,574.3976131,2335.917406,0.431311011,1.845006501,0.09999884,3.737467849,-0.919036181,24.71230061,13.06950001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.884162472776425, 0.897760932773973, 0.857573486814288, 0.889366578085477, 0.873927772065537, 0.862309533281654, 0.801728923367823, 0.847132453063997, 0.817061031237538]",0.801728923,0.897760933,0.859,"[26.4, 25.6, 27.2, 27.2, 27.2, 26.4, 24, 24.8, 24]",24,27.2,25.8667,5.691700004,1,16,4671,"[299, 233, 312, 263, 356, 241, 388, 207, 352, 241, 366, 264, 321, 255, 283, 290]",207,388,291.9375,11957.76,"[765.44, 596.48, 798.72, 673.28, 911.36, 616.96, 993.28, 529.92, 901.12, 616.96, 936.96, 675.84, 821.76, 652.8, 724.48, 742.4]",529.92,993.28,747.36,"[-9.31601937181988, 88.6704551561868, 14.4046517882989, 76.1029017695793, 8.55626588987789, 88.3999682201313, -2.26050968476699, 89.8315290033733, 8.28660424924981, -77.8950448394414, 0.997660638464319, 77.847485207362, -11.2641826184812, 80.914195662926, -56.8576487381776, 43.7305671336464]",-77.89504484,89.831529,26.2593,2.8055,1,9,11375,"[1311, 1252, 1274, 1253, 1293, 1243, 1199, 1264, 1286]",1199,1311,1263.8889,0.02912,"[0.00335616, 0.00320512, 0.00326144, 0.00320768, 0.00331008, 0.00318208, 0.00306944, 0.00323584, 0.00329216]",0.00306944,0.00335616,0.0032,"[34.1505264898874, 74.5806340623128, 36.7078204369656, 79.897620867969, 38.6762214962611, 83.4433901313251, 50.5815144471643, 75.6408994535782, 43.3612043708459]",34.15052649,83.44339013,57.4489,8.152300026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.032600012,,,,
HRH14450847,HE_15_15_L1,1,1,6835471,6835471,6835471,6835471,6835471,17.49880576,17.49880576,17.49880576,17.49880576,17.4988,0.20349285,0.20349285,0.20349285,0.2035,3.120209997,-2.308516977,11.65928149,1,0,572.8287995,2362.846683,0.222176803,1.839615653,0.098054078,3.780554693,-0.916526079,12.72979314,17.03639998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.833793154524803, 0.841328945006714, 0.913970471444456, 0.869978132343181, 0.870537752052125, 0.870102561264817, 0.807142968677431, 0.887002715515826, 0.800712742773778]",0.800712743,0.913970471,0.855,"[24.8, 25.6, 25.6, 24.8, 24.8, 24.8, 23.2, 25.6, 23.2]",23.2,25.6,24.7111,7.072899985,1,16,4902,"[315, 248, 329, 266, 371, 232, 416, 232, 400, 250, 393, 262, 328, 275, 266, 319]",232,416,306.375,12549.12,"[806.4, 634.88, 842.24, 680.96, 949.76, 593.92, 1064.96, 593.92, 1024, 640, 1006.08, 670.72, 839.68, 704, 680.96, 816.64]",593.92,1064.96,784.32,"[5.25413595945024, 79.3329927183466, -2.75328639012719, 69.9167162598392, -6.4467182333471, -82.2483736807192, -1.1839917247261, -85.7448609533828, 1.36322035568069, -86.1196535873896, -0.756391628948673, 77.048315897577, -18.0517132408679, -76.2965873492006, -82.0547724251005, 16.4347724744211]",-86.11965359,79.33299272,-12.0191,7.467699994,1,9,11464,"[1341, 1249, 1281, 1282, 1283, 1210, 1249, 1290, 1279]",1210,1341,1273.7778,0.02934784,"[0.00343296, 0.00319744, 0.00327936, 0.00328192, 0.00328448, 0.0030976, 0.00319744, 0.0033024, 0.00327424]",0.0030976,0.00343296,0.0033,"[88.636961729982, 68.3560934967219, 69.0274092628103, -88.5523945629259, 87.9432015441436, -88.409826213339, 89.6681718623733, -73.6560108857617, 70.6312159289399]",-88.55239456,89.66817186,24.8494,3.001499979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.279800003,,,,
HRH14450847,HE_17_15_L1,1,1,6838916,6838916,6838916,6838916,6838916,17.50762496,17.50762496,17.50762496,17.50762496,17.5076,0.358210039,0.358210039,0.358210039,0.3582,3.10741592,-2.342297902,20.52392343,1,0,593.0566003,2351.834501,0.379291977,1.845597978,0.100479283,3.762935202,-0.94889056,21.73182949,17.8761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.817834130787524, 0.821111674215717, 0.876138911333041, 0.661377111939283, 0.872038664111954, 0.731580565210876, 0.709318014548782, 0.895802120573128, 0.796179310832675]",0.661377112,0.895802121,0.7979,"[20.8, 25.6, 24.8, 19.2, 24.8, 20, 20, 23.2, 20.8]",19.2,25.6,22.1333,6.86980001,1,16,4551,"[294, 230, 315, 259, 359, 235, 379, 242, 356, 239, 345, 254, 266, 238, 250, 290]",230,379,284.4375,11650.56,"[752.64, 588.8, 806.4, 663.04, 919.04, 601.6, 970.24, 619.52, 911.36, 611.84, 883.2, 650.24, 680.96, 609.28, 640, 742.4]",588.8,970.24,728.16,"[-37.7643363222919, 82.5116920686491, -12.0770533893309, 84.5069557116907, -7.18393026019648, -86.073236896613, -2.79764236700764, -76.8150621382322, -0.13016061219948, -88.596095078529, -1.81437509408423, 87.6146711026009, -63.1132254984671, -90, -81.0441301562076, 43.9918133043316]",-90,87.6146711,-15.549,5.101499992,1,9,11450,"[1327, 1274, 1268, 1257, 1270, 1237, 1260, 1269, 1288]",1237,1327,1272.2222,0.029312,"[0.00339712, 0.00326144, 0.00324608, 0.00321792, 0.0032512, 0.00316672, 0.0032256, 0.00324864, 0.00329728]",0.00316672,0.00339712,0.0033,"[60.4062147581954, 55.8600680063971, 89.0780709616648, -71.6157253347818, 88.6658035647204, 62.8323189326626, -54.9678201442648, -73.3673252599687, 67.3599176231493]",-73.36732526,89.07807096,24.9168,3.041400021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.142400004,,,,
HRH14450847,HE_16_15_L1,1,1,6843170,6843170,6843170,6843170,6843170,17.5185152,17.5185152,17.5185152,17.5185152,17.5185,0.445653916,0.445653916,0.445653916,0.4457,3.103394599,-2.33753437,25.5340885,1,0,589.0385733,2347.70252,0.497897237,1.844210345,0.100361706,3.756324032,-0.942461717,28.52741033,15.6632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.883455423692798, 0.810073325420694, 0.732863427992727, 0.691404892899541, 0.716058855904951, 0.648883114482367, 0.744079989818074, 0.773179648622164, 0.767294766701341]",0.648883114,0.883455424,0.7519,"[23.2, 21.6, 21.6, 22.4, 21.6, 21.6, 22.4, 22.4, 22.4]",21.6,23.2,22.1333,12.3417,1,16,4937,"[340, 243, 334, 279, 363, 244, 392, 208, 402, 285, 387, 265, 343, 272, 276, 304]",208,402,308.5625,12638.72,"[870.4, 622.08, 855.04, 714.24, 929.28, 624.64, 1003.52, 532.48, 1029.12, 729.6, 990.72, 678.4, 878.08, 696.32, 706.56, 778.24]",532.48,1029.12,789.92,"[2.95288698440159, 84.5986046839802, -12.9591688794529, 72.3988214107683, -9.06161656194457, -79.9374005686488, -2.59204255818632, -87.3958767094687, -2.17088151531975, -79.1838366745349, -1.39227511775761, 76.6007533868462, -15.9637330172213, -90, -89.1373175247778, 5.90053170828478]",-90,84.59860468,-14.2089,4.011200013,1,9,11219,"[1283, 1251, 1212, 1266, 1241, 1172, 1213, 1311, 1270]",1172,1311,1246.5556,0.02872064,"[0.00328448, 0.00320256, 0.00310272, 0.00324096, 0.00317696, 0.00300032, 0.00310528, 0.00335616, 0.0032512]",0.00300032,0.00335616,0.0032,"[-82.244005979366, 54.0784199119334, 18.0213924106462, 72.3812644354902, -80.0946122591433, 88.5892001001345, -84.4194527571695, 64.756365790214, 79.5141522673192]",-84.41945276,88.5892001,14.5092,3.874400019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.520899998,,,,
HRH14450847,HE_14_16_L1,1,1,6848108,6848108,6848108,6848108,6848108,17.53115648,17.53115648,17.53115648,17.53115648,17.5312,0.437779021,0.437779021,0.437779021,0.4378,3.070667575,-2.309198998,25.08289024,1,0,569.5742743,2327.083884,0.460460808,1.843891089,0.099996085,3.723334215,-0.911318839,26.38246092,21.58890001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.911173179271633, 0.80765597506556, 0.865973214027168, 0.782909778021506, 0.935720426844015, 0.850832743777369, 0.763958020802539, 0.783600203623184, 0.735450972914208]",0.735450973,0.935720427,0.8264,"[28.8, 23.2, 27.2, 24.8, 27.2, 24, 24, 24, 23.2]",23.2,28.8,25.1556,4.028399999,1,16,4766,"[345, 237, 328, 238, 381, 229, 448, 223, 387, 208, 376, 239, 318, 249, 303, 257]",208,448,297.875,12200.96,"[883.2, 606.72, 839.68, 609.28, 975.36, 586.24, 1146.88, 570.88, 990.72, 532.48, 962.56, 611.84, 814.08, 637.44, 775.68, 657.92]",532.48,1146.88,762.56,"[-9.98818390723702, -72.0363858394855, -9.40452661593155, 83.463874244954, 6.22951991500153, -69.3144716786933, 1.22630201732023, -70.3024623891599, -0.816629177569292, -83.0508351565375, -5.33603628411498, 74.4257508310133, 7.68149980069183, 86.5963965798653, 5.35287445812622, -64.878064608241]",-83.05083516,86.59639658,-7.5095,2.219199989,1,9,11537,"[1311, 1293, 1268, 1238, 1292, 1263, 1271, 1276, 1325]",1238,1325,1281.8889,0.02953472,"[0.00335616, 0.00331008, 0.00324608, 0.00316928, 0.00330752, 0.00323328, 0.00325376, 0.00326656, 0.003392]",0.00316928,0.003392,0.0033,"[76.2173654388406, 29.2189677758554, 23.3361281122973, 52.4527013174301, -80.862188068543, -85.6218893189216, 67.0393272470119, 64.2743489805288, 47.2534628080186]",-85.62188932,76.21736544,21.4787,2.066899993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055799985,,,,
HRH14450847,HE_15_16_L1,1,1,6833434,6833434,6833434,6833434,6833434,17.49359104,17.49359104,17.49359104,17.49359104,17.4936,0.363704473,0.363704473,0.363704473,0.3637,3.09749916,-2.289449782,20.83873132,1,0,560.4043778,2345.86947,0.387614447,1.839920646,0.098592891,3.753391153,-0.896647005,22.20867191,21.42470001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84225962180813, 0.826040572785224, 0.84595398243724, 0.870419923616427, 0.893556595466824, 0.767120543940423, 0.842617799128031, 0.835865087149592, 0.859613109087339]",0.767120544,0.893556595,0.8426,"[25.6, 26.4, 25.6, 26.4, 25.6, 23.2, 23.2, 23.2, 24.8]",23.2,26.4,24.8889,2.398399985,1,16,4816,"[324, 222, 310, 263, 369, 242, 403, 224, 389, 262, 381, 237, 347, 272, 279, 292]",222,403,301,12328.96,"[829.44, 568.32, 793.6, 673.28, 944.64, 619.52, 1031.68, 573.44, 995.84, 670.72, 975.36, 606.72, 888.32, 696.32, 714.24, 747.52]",568.32,1031.68,770.56,"[-16.7085899769588, 86.4376848184229, -22.4623491694816, -84.7024004809462, -3.31121097043036, -85.5534711507727, 0.894611303110798, -75.1041234648849, 0.250657976298926, -68.5348237185976, -3.30507226038919, 74.5088586357275, -11.2428317994941, -90, -77.9763749861256, -24.1000510865559]",-90,86.43768482,-25.0568,2.821700007,1,9,11464,"[1301, 1292, 1283, 1263, 1292, 1239, 1248, 1268, 1278]",1239,1301,1273.7778,0.02934784,"[0.00333056, 0.00330752, 0.00328448, 0.00323328, 0.00330752, 0.00317184, 0.00319488, 0.00324608, 0.00327168]",0.00317184,0.00333056,0.0033,"[85.3264638845524, 64.6218202126936, 78.1681830617784, -89.4681841545639, 89.3385640912658, -75.4040170803792, 80.3810649710462, 79.4307601372222, 58.3927385403963]",-89.46818415,89.33856409,41.1986,4.124700004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173300018,,,,
HRH14450847,HE_13_15_L1,1,1,6838641,6838641,6838641,6838641,6838641,17.50692096,17.50692096,17.50692096,17.50692096,17.5069,0.222928065,0.222928065,0.222928065,0.2229,3.110080623,-2.302297551,12.77283728,1,0,566.0915296,2355.132981,0.222584522,1.844754719,0.100911407,3.76821277,-0.905746447,12.75315371,21.06419997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.902514016691398, 0.863065470329738, 0.830447289758301, 0.83438433614634, 0.860378434237297, 0.72677748999074, 0.735792002451747, 0.758505446640117, 0.829818122132677]",0.72677749,0.902514017,0.8157,"[26.4, 24.8, 24, 23.2, 24.8, 22.4, 22.4, 23.2, 24.8]",22.4,26.4,24,4.307900002,1,16,5023,"[339, 252, 324, 278, 374, 261, 420, 226, 401, 252, 393, 275, 340, 282, 305, 301]",226,420,313.9375,12858.88,"[867.84, 645.12, 829.44, 711.68, 957.44, 668.16, 1075.2, 578.56, 1026.56, 645.12, 1006.08, 704, 870.4, 721.92, 780.8, 770.56]",578.56,1075.2,803.68,"[-5.68713651981635, -86.7659343917407, -14.4864974306232, 71.7497345000031, -3.99020158372003, 85.6201130313818, -2.68797550375475, -88.9463051219946, -1.60821135438743, -75.8531803801685, -4.50118120467544, 85.0271821779362, -13.4201849970707, -56.8437966878055, 13.2850561469727, -9.65474178850304]",-88.94630512,85.62011303,-6.7977,2.091200004,1,9,11564,"[1324, 1285, 1301, 1259, 1292, 1250, 1277, 1280, 1296]",1250,1324,1284.8889,0.02960384,"[0.00338944, 0.0032896, 0.00333056, 0.00322304, 0.00330752, 0.0032, 0.00326912, 0.0032768, 0.00331776]",0.0032,0.00338944,0.0033,"[67.2964532995347, 63.819415959873, 86.9430318286068, 75.82613028822, 83.6165760083969, -81.2284142404056, -87.5959911137442, 72.5039016107013, 70.7709683593951]",-87.59599111,86.94303183,39.1058,1.783299987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.275099996,,,,
