Machine ID=ASM AD210PS#60
PCBA ID=HRH14720423

Time,PCBA Col,PCBA Row,Wafer Col,Wafer Row,Bin,Wafmap Filename
11/18/21 11:37:50,1,1,35,78,1,J122PHV_021
11/18/21 11:37:52,2,1,35,77,1,J122PHV_021
11/18/21 11:37:54,3,1,35,76,1,J122PHV_021
11/18/21 11:37:56,4,1,35,75,1,J122PHV_021
11/18/21 11:37:58,5,1,35,74,1,J122PHV_021
11/18/21 11:38:00,6,1,35,73,1,J122PHV_021
11/18/21 11:38:02,7,1,35,72,1,J122PHV_021
11/18/21 11:38:04,8,1,35,71,1,J122PHV_021
11/18/21 11:38:06,10,1,35,70,1,J122PHV_021
11/18/21 11:38:08,11,1,35,69,1,J122PHV_021
11/18/21 11:38:10,12,1,35,68,1,J122PHV_021
11/18/21 11:38:12,13,1,35,67,1,J122PHV_021
11/18/21 11:38:14,14,1,35,66,1,J122PHV_021
11/18/21 11:38:16,15,1,35,65,1,J122PHV_021
11/18/21 11:38:18,16,1,35,64,1,J122PHV_021
11/18/21 11:38:20,17,1,35,63,1,J122PHV_021
11/18/21 11:38:22,18,1,35,62,1,J122PHV_021
11/18/21 11:38:24,18,2,35,61,1,J122PHV_021
11/18/21 11:38:26,17,2,35,60,1,J122PHV_021
11/18/21 11:38:28,16,2,35,59,1,J122PHV_021
11/18/21 11:38:30,15,2,35,58,1,J122PHV_021
11/18/21 11:38:31,14,2,35,57,1,J122PHV_021
11/18/21 11:38:33,13,2,35,56,1,J122PHV_021
11/18/21 11:38:35,12,2,35,55,1,J122PHV_021
11/18/21 11:38:37,11,2,35,54,1,J122PHV_021
11/18/21 11:38:39,10,2,35,53,1,J122PHV_021
11/18/21 11:38:41,9,2,35,52,1,J122PHV_021
11/18/21 11:38:43,8,2,35,51,1,J122PHV_021
11/18/21 11:38:45,7,2,35,50,1,J122PHV_021
11/18/21 11:38:47,6,2,35,49,1,J122PHV_021
11/18/21 11:38:49,5,2,35,48,1,J122PHV_021
11/18/21 11:38:51,4,2,35,47,1,J122PHV_021
11/18/21 11:38:53,3,2,35,46,1,J122PHV_021
11/18/21 11:38:55,2,2,35,45,1,J122PHV_021
11/18/21 11:38:57,1,2,35,44,1,J122PHV_021
11/18/21 11:38:59,1,3,35,43,1,J122PHV_021
11/18/21 11:39:01,2,3,35,42,1,J122PHV_021
11/18/21 11:39:03,3,3,35,41,1,J122PHV_021
11/18/21 11:39:05,4,3,35,40,1,J122PHV_021
11/18/21 11:39:07,5,3,35,39,1,J122PHV_021
11/18/21 11:39:09,6,3,35,38,1,J122PHV_021
11/18/21 11:39:11,7,3,35,37,1,J122PHV_021
11/18/21 11:39:13,8,3,35,36,1,J122PHV_021
11/18/21 11:39:15,9,3,35,35,1,J122PHV_021
11/18/21 11:39:17,10,3,35,34,1,J122PHV_021
11/18/21 11:39:18,11,3,35,33,1,J122PHV_021
11/18/21 11:39:20,12,3,35,32,1,J122PHV_021
11/18/21 11:39:22,13,3,35,31,1,J122PHV_021
11/18/21 11:39:24,14,3,35,30,1,J122PHV_021
11/18/21 11:39:26,15,3,35,29,1,J122PHV_021
11/18/21 11:39:28,16,3,35,28,1,J122PHV_021
11/18/21 11:39:30,17,3,35,27,1,J122PHV_021
11/18/21 11:39:32,18,3,35,26,1,J122PHV_021
11/18/21 11:39:34,18,4,35,25,1,J122PHV_021
11/18/21 11:39:36,17,4,35,24,1,J122PHV_021
11/18/21 11:39:38,16,4,35,23,1,J122PHV_021
11/18/21 11:39:40,15,4,35,22,1,J122PHV_021
11/18/21 11:39:42,14,4,35,21,1,J122PHV_021
11/18/21 11:39:44,13,4,35,20,1,J122PHV_021
11/18/21 11:39:46,12,4,35,19,1,J122PHV_021
11/18/21 11:39:48,11,4,35,18,1,J122PHV_021
11/18/21 11:39:50,10,4,35,17,1,J122PHV_021
11/18/21 11:39:52,9,4,35,16,1,J122PHV_021
11/18/21 11:39:54,8,4,35,15,1,J122PHV_021
11/18/21 11:39:56,7,4,35,14,1,J122PHV_021
11/18/21 11:39:58,6,4,35,13,1,J122PHV_021
11/18/21 11:40:00,5,4,35,12,1,J122PHV_021
11/18/21 11:40:02,4,4,35,11,1,J122PHV_021
11/18/21 11:40:04,3,4,35,10,1,J122PHV_021
11/18/21 11:40:05,2,4,34,11,1,J122PHV_021
11/18/21 11:40:07,1,4,34,12,1,J122PHV_021
11/18/21 11:40:09,1,5,34,13,1,J122PHV_021
11/18/21 11:40:11,2,5,34,14,1,J122PHV_021
11/18/21 11:40:13,3,5,34,15,1,J122PHV_021
11/18/21 11:40:15,4,5,34,16,1,J122PHV_021
11/18/21 11:40:17,5,5,34,17,1,J122PHV_021
11/18/21 11:40:19,6,5,34,18,1,J122PHV_021
11/18/21 11:40:21,7,5,34,19,1,J122PHV_021
11/18/21 11:40:23,8,5,34,20,1,J122PHV_021
11/18/21 11:40:25,9,5,34,21,1,J122PHV_021
11/18/21 11:40:27,10,5,34,22,1,J122PHV_021
11/18/21 11:40:29,11,5,34,23,1,J122PHV_021
11/18/21 11:40:31,12,5,34,24,1,J122PHV_021
11/18/21 11:40:33,13,5,34,25,1,J122PHV_021
11/18/21 11:40:35,14,5,34,26,1,J122PHV_021
11/18/21 11:40:37,15,5,34,27,1,J122PHV_021
11/18/21 11:40:39,16,5,34,28,1,J122PHV_021
11/18/21 11:40:41,17,5,34,29,1,J122PHV_021
11/18/21 11:40:43,18,5,34,30,1,J122PHV_021
11/18/21 11:40:45,18,6,34,31,1,J122PHV_021
11/18/21 11:40:47,17,6,34,32,1,J122PHV_021
11/18/21 11:40:49,16,6,34,33,1,J122PHV_021
11/18/21 11:40:51,15,6,34,34,1,J122PHV_021
11/18/21 11:40:53,14,6,34,35,1,J122PHV_021
