Machine ID=ASM AD210PS#74
PCBA ID=HRH14720512

Time,PCBA Col,PCBA Row,Wafer Col,Wafer Row,Bin,Wafmap Filename
11/18/21 12:09:15,1,1,17,26,1,J122HSW_010
11/18/21 12:09:17,2,1,17,27,1,J122HSW_010
11/18/21 12:09:19,3,1,17,28,1,J122HSW_010
11/18/21 12:09:21,4,1,17,29,1,J122HSW_010
11/18/21 12:09:23,5,1,17,30,1,J122HSW_010
11/18/21 12:09:25,6,1,17,31,1,J122HSW_010
11/18/21 12:09:27,7,1,17,32,1,J122HSW_010
11/18/21 12:09:29,8,1,17,33,1,J122HSW_010
11/18/21 12:09:31,10,1,17,34,1,J122HSW_010
11/18/21 12:09:33,11,1,17,36,1,J122HSW_010
11/18/21 12:09:35,12,1,17,37,1,J122HSW_010
11/18/21 12:09:37,13,1,17,39,1,J122HSW_010
11/18/21 12:09:39,14,1,17,40,1,J122HSW_010
11/18/21 12:09:41,15,1,17,41,1,J122HSW_010
11/18/21 12:09:43,16,1,17,42,1,J122HSW_010
11/18/21 12:09:45,17,1,17,43,1,J122HSW_010
11/18/21 12:09:47,18,1,17,44,1,J122HSW_010
11/18/21 12:09:48,18,2,17,45,1,J122HSW_010
11/18/21 12:09:50,17,2,17,46,1,J122HSW_010
11/18/21 12:09:52,16,2,17,47,1,J122HSW_010
11/18/21 12:09:54,15,2,17,48,1,J122HSW_010
11/18/21 12:09:56,14,2,17,49,1,J122HSW_010
11/18/21 12:09:58,13,2,17,50,1,J122HSW_010
11/18/21 12:10:00,12,2,17,51,1,J122HSW_010
11/18/21 12:10:02,11,2,17,52,1,J122HSW_010
11/18/21 12:10:04,10,2,17,53,1,J122HSW_010
11/18/21 12:10:06,9,2,17,54,1,J122HSW_010
11/18/21 12:10:08,8,2,17,55,1,J122HSW_010
11/18/21 12:10:10,7,2,17,56,1,J122HSW_010
11/18/21 12:10:12,6,2,17,57,1,J122HSW_010
11/18/21 12:10:14,5,2,17,58,1,J122HSW_010
11/18/21 12:10:16,4,2,17,59,1,J122HSW_010
