DPNO,Unit,PCB 1. Defect,PCB 2. N_Defect,PCB 3. Total Area,PCB 4. Areas,PCB 4. Areas (min),PCB 4. Areas (max),PCB 4. Areas (avg),PCB 5. Total Area (um),PCB 6. Areas (um),PCB 6. Areas (um) (min),PCB 6. Areas (um) (max),PCB 6. Areas (um) (avg),PCB 7. Angle (deg),PCB 7. Angle (deg) (min),PCB 7. Angle (deg) (max),PCB 7. Angle (deg) (avg),PCB 8. Inspection Time,2DM 1. Defect,2DM 2. N_Defect,2DM 3. Row 1,2DM 4. Column 1,2DM 5. Angle 1,2DM 6. Width 1,2DM 7. Height 1,2DM 8. Row 2,2DM 9. Column 2,2DM 10. Angle 2,2DM 11. Width 2,2DM 12. Height 2,2DM 13. Center X,2DM 14. Center Y,2DM 15. Orientation,2DM 16. Row Difference,2DM 17. Column Difference,2DM 18. Distance,2DM 19. Angle Difference,2DM 20. Inspection Time,Smash Bond 1. Defect,Smash Bond 2. N_Defect,Smash Bond 3. Total Area,Smash Bond 4. Areas,Smash Bond 4. Areas (min),Smash Bond 4. Areas (max),Smash Bond 4. Areas (avg),Smash Bond 5. Total Area (um),Smash Bond 6. Areas (um),Smash Bond 6. Areas (um) (min),Smash Bond 6. Areas (um) (max),Smash Bond 6. Areas (um) (avg),Smash Bond 7. Angle (deg),Smash Bond 7. Angle (deg) (min),Smash Bond 7. Angle (deg) (max),Smash Bond 7. Angle (deg) (avg),Smash Bond 8. circularity,Smash Bond 8. circularity (min),Smash Bond 8. circularity (max),Smash Bond 8. circularity (avg),Smash Bond 9. inner_radius (um),Smash Bond 9. inner_radius (um) (min),Smash Bond 9. inner_radius (um) (max),Smash Bond 9. inner_radius (um) (avg),Smash Bond 10. width (um),Smash Bond 10. width (um) (min),Smash Bond 10. width (um) (max),Smash Bond 10. width (um) (avg),Smash Bond 11. Inspection Time,Bond Offset 1. Defect,Bond Offset 2. N_Defect,Bond Offset 3. Total Area,Bond Offset 4. Areas,Bond Offset 4. Areas (min),Bond Offset 4. Areas (max),Bond Offset 4. Areas (avg),Bond Offset 5. Total Area (um),Bond Offset 6. Areas (um),Bond Offset 6. Areas (um) (min),Bond Offset 6. Areas (um) (max),Bond Offset 6. Areas (um) (avg),Bond Offset 7. Angle (deg),Bond Offset 7. Angle (deg) (min),Bond Offset 7. Angle (deg) (max),Bond Offset 7. Angle (deg) (avg),Bond Offset 8. contlength,Bond Offset 8. contlength (min),Bond Offset 8. contlength (max),Bond Offset 8. contlength (avg),Bond Offset 9. inner_radius (um),Bond Offset 9. inner_radius (um) (min),Bond Offset 9. inner_radius (um) (max),Bond Offset 9. inner_radius (um) (avg),Bond Offset 10. bulkiness,Bond Offset 10. bulkiness (min),Bond Offset 10. bulkiness (max),Bond Offset 10. bulkiness (avg),Bond Offset 11. Inspection Time,Die Crack 1. Defect,Die Crack 2. N_Defect,Die Crack 3. Total Area,Die Crack 4. Areas,Die Crack 4. Areas (min),Die Crack 4. Areas (max),Die Crack 4. Areas (avg),Die Crack 5. Total Area (um),Die Crack 6. Areas (um),Die Crack 6. Areas (um) (min),Die Crack 6. Areas (um) (max),Die Crack 6. Areas (um) (avg),Die Crack 7. Angle (deg),Die Crack 7. Angle (deg) (min),Die Crack 7. Angle (deg) (max),Die Crack 7. Angle (deg) (avg),Die Crack 8. inner_radius (um),Die Crack 8. inner_radius (um) (min),Die Crack 8. inner_radius (um) (max),Die Crack 8. inner_radius (um) (avg),Die Crack 9. Offset X,Die Crack 10. Offset Y,Die Crack 11. Offset Theta,Die Crack 12. Inspection Time,BrightField PD (FM) 1. Defect,BrightField PD (FM) 2. N_Defect,BrightField PD (FM) 3. Diameter FAIL (um)(FM),BrightField PD (FM) 3. Diameter FAIL (um)(FM) (min),BrightField PD (FM) 3. Diameter FAIL (um)(FM) (max),BrightField PD (FM) 3. Diameter FAIL (um)(FM) (avg),BrightField PD (FM) 4. Diameter ALL (um)(FM),BrightField PD (FM) 4. Diameter ALL (um)(FM) (min),BrightField PD (FM) 4. Diameter ALL (um)(FM) (max),BrightField PD (FM) 4. Diameter ALL (um)(FM) (avg),BrightField PD (FM) 5. Area ALL (um2)(FM),BrightField PD (FM) 5. Area ALL (um2)(FM) (min),BrightField PD (FM) 5. Area ALL (um2)(FM) (max),BrightField PD (FM) 5. Area ALL (um2)(FM) (avg),BrightField PD (FM) 6. Cummulative Area (um2)(FM),BrightField PD (FM) 7. Inspection Time,BrightField All (FM) 1. Defect,BrightField All (FM) 2. N_Defect,BrightField All (FM) 3. Diameter FAIL PD (um)(FM),BrightField All (FM) 3. Diameter FAIL PD (um)(FM) (min),BrightField All (FM) 3. Diameter FAIL PD (um)(FM) (max),BrightField All (FM) 3. Diameter FAIL PD (um)(FM) (avg),BrightField All (FM) 4. Diameter FAIL Non-Act (um)(FM),BrightField All (FM) 4. Diameter FAIL Non-Act (um)(FM) (min),BrightField All (FM) 4. Diameter FAIL Non-Act (um)(FM) (max),BrightField All (FM) 4. Diameter FAIL Non-Act (um)(FM) (avg),BrightField All (FM) 5. Area FAIL (um)(FM),BrightField All (FM) 5. Area FAIL (um)(FM) (min),BrightField All (FM) 5. Area FAIL (um)(FM) (max),BrightField All (FM) 5. Area FAIL (um)(FM) (avg),BrightField All (FM) 6. Diameter ALL (um)(FM),BrightField All (FM) 6. Diameter ALL (um)(FM) (min),BrightField All (FM) 6. Diameter ALL (um)(FM) (max),BrightField All (FM) 6. Diameter ALL (um)(FM) (avg),BrightField All (FM) 7. Area ALL (um2)(FM),BrightField All (FM) 7. Area ALL (um2)(FM) (min),BrightField All (FM) 7. Area ALL (um2)(FM) (max),BrightField All (FM) 7. Area ALL (um2)(FM) (avg),BrightField All (FM) 8. Cummulative Area (um2)(FM),BrightField All (FM) 9. Inspection Time
HRH14450847,HE_7_4_L,1,1,2989836,2989836,2989836,2989836,2989836,7653980.16,7653980.16,7653980.16,7653980.16,7653980.16,-1.378453956,-1.378453956,-1.378453956,-1.3785,7.38960001,1,0,1260.880445,1885.958498,0.401910357,4030.271884,1988.158105,1388.21327,1889.054821,0.16270289,5082.347586,3436.927122,1324.546857,1887.506659,-1.546484353,-203.7325198,-4.954115833,203.7927449,0.239207468,36.52709999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.590745944691933, 0.586799357892995, 0.623457924694694, 0.61596417401769, 0.608457305674776, 0.594208234052646, 0.614900332248823, 0.599261174942755, 0.59566046224928]",0.586799358,0.623457925,0.6033,"[28, 29.6, 29.6, 30.4, 30.4, 27.2, 25.6, 26.4, 26.4]",25.6,30.4,28.1778,"[62.4, 64, 62.4, 62.4, 64, 64, 62.4, 60.8, 64]",60.8,64,62.9333,3.057900001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825399985,1,1,32829,32829,32829,32829,32829,84042.24,84042.24,84042.24,84042.24,84042.24,-4.700019159,-4.700019159,-4.700019159,-4.7,5.6,5.6,5.6,5.6,2841.288081,-2153.63202,-269.2912615,24.52789998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.467800013
HRH14450847,HE_6_4_L,1,1,2989674,2989674,2989674,2989674,2989674,7653565.44,7653565.44,7653565.44,7653565.44,7653565.44,-1.504854004,-1.504854004,-1.504854004,-1.5049,6.523400021,1,0,1272.410627,1879.723606,0.27375441,4029.927512,1988.107231,1402.96722,1880.653044,0.097604103,5078.661665,3435.228899,1337.688923,1880.188325,-1.563677406,-208.8905492,-1.487100335,208.8958425,0.176150307,51.50860001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.61256519547734, 0.574326500416944, 0.573510407358972, 0.596722576621837, 0.645858926152751, 0.635875877577293, 0.630974405361391, 0.616358322712373, 0.629524600582642]",0.573510407,0.645858926,0.6129,"[28, 28.8, 28.8, 28.8, 29.6, 28.8, 28.8, 29.6, 28.8]",28,29.6,28.8889,"[59.2, 60.8, 62.4, 60.8, 59.2, 60.8, 62.4, 59.2, 60.8]",59.2,62.4,60.6222,2.58260002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.663800017,1,1,32560,32560,32560,32560,32560,83353.6,83353.6,83353.6,83353.6,83353.6,-4.737605555,-4.737605555,-4.737605555,-4.7376,5.6,5.6,5.6,5.6,2860.897641,-2152.568354,-271.4448033,28.55419999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1848
HRH14450847,HE_6_3_L,1,1,2993036,2993036,2993036,2993036,2993036,7662172.16,7662172.16,7662172.16,7662172.16,7662172.16,-1.089721256,-1.089721256,-1.089721256,-1.0897,12.09030001,1,0,1267.303221,1894.249217,0.690479804,4029.84752,1988.14314,1399.573812,1893.852153,0.49097937,5080.511383,3432.325927,1333.438517,1894.050685,1.567794429,-211.6329456,0.635302297,211.6338992,0.199500434,46.87630001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.601952690253769, 0.601149777927597, 0.574724573104339, 0.58606977999917, 0.627058168102562, 0.616730343217298, 0.641191129324629, 0.585867209708025, 0.595316855667117]",0.574724573,0.641191129,0.6033,"[28.8, 29.6, 28.8, 28.8, 28.8, 29.6, 29.6, 28.8, 29.6]",28.8,29.6,29.1556,"[62.4, 60.8, 60.8, 60.8, 60.8, 62.4, 62.4, 59.2, 62.4]",59.2,62.4,61.3333,3.172099998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.194800007,1,1,32701,32701,32701,32701,32701,83714.56,83714.56,83714.56,83714.56,83714.56,-4.253091033,-4.253091033,-4.253091033,-4.2531,5.6,5.6,5.6,5.6,2883.087808,-2149.114657,-243.6841661,6.081300002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.8059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7218
HRH14450847,HE_5_3_L,1,1,2992635,2992635,2992635,2992635,2992635,7661145.6,7661145.6,7661145.6,7661145.6,7661145.6,-1.189436612,-1.189436612,-1.189436612,-1.1894,17.25999999,1,0,1256.399218,1901.83739,0.593204499,4029.888855,1987.987314,1385.976853,1902.631168,0.393494173,5074.316226,3431.302502,1321.188036,1902.234279,-1.564670513,-207.3242156,-1.270045469,207.3281056,0.199710326,48.15710001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.574121617760201, 0.587447830977779, 0.602671796130979, 0.598785987118683, 0.582085594029576, 0.586548800059585, 0.61387462305748, 0.604430116202139, 0.623484081020019]",0.574121618,0.623484081,0.5971,"[28.8, 29.6, 29.6, 29.6, 28.8, 29.6, 29.6, 28.8, 29.6]",28.8,29.6,29.3333,"[59.2, 62.4, 62.4, 62.4, 59.2, 62.4, 59.2, 60.8, 62.4]",59.2,62.4,61.1556,2.559299988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.353899996,1,1,32796,32796,32796,32796,32796,83957.76,83957.76,83957.76,83957.76,83957.76,-4.372896963,-4.372896963,-4.372896963,-4.3729,5.6,5.6,5.6,5.6,2895.681912,-2133.968825,-250.5485402,9.497999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.7623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62690001
HRH14450847,HE_5_4_L,1,1,2991642,2991642,2991642,2991642,2991642,7658603.52,7658603.52,7658603.52,7658603.52,7658603.52,-1.484713824,-1.484713824,-1.484713824,-1.4847,16.33489999,1,0,1256.889397,1888.931303,0.305959417,4029.629381,1988.335597,1387.561044,1890.116947,0.125014426,5078.222258,3432.602788,1322.225221,1889.524125,-1.561723117,-209.0746355,-1.897030138,209.0832416,0.18094499,80.30189999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.541034453445144, 0.626526091404817, 0.583393042534388, 0.525321689054844, 0.599870197612938, 0.570335046330934, 0.561139098813549, 0.562526947020013, 0.589706556987165]",0.525321689,0.626526091,0.5733,"[26.4, 29.6, 28, 26.4, 29.6, 26.4, 26.4, 25.6, 26.4]",25.6,29.6,27.2,"[60.8, 60.8, 57.6, 60.8, 62.4, 60.8, 59.2, 62.4, 62.4]",57.6,62.4,60.8,6.278399989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88969999,1,1,32317,32317,32317,32317,32317,82731.52,82731.52,82731.52,82731.52,82731.52,-4.044942123,-4.044942123,-4.044942123,-4.0449,5.6,5.6,5.6,5.6,2849.265266,-2121.602475,-231.758112,8.445400017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.9379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.19870001
HRH14450847,HE_4_3_L,1,1,2992202,2992202,2992202,2992202,2992202,7660037.12,7660037.12,7660037.12,7660037.12,7660037.12,-1.084903715,-1.084903715,-1.084903715,-1.0849,8.138300007,1,0,1275.584721,1889.315691,0.712196852,4029.67878,1989.045816,1406.198909,1889.997353,0.472396255,5082.503839,3433.560652,1340.891815,1889.656522,-1.56557748,-208.9827009,-1.090658535,208.9855469,0.239800597,96.19349998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.563164642402614, 0.597106318312503, 0.537614616610416, 0.583504352314531, 0.599057915641718, 0.543980392836848, 0.590832705798657, 0.579248731447372, 0.6087645901929]",0.537614617,0.60876459,0.5781,"[27.2, 28.8, 28.8, 28.8, 28.8, 29.6, 28.8, 28.8, 29.6]",27.2,29.6,28.8,"[59.2, 62.4, 60.8, 59.2, 60.8, 62.4, 59.2, 60.8, 62.4]",59.2,62.4,60.8,2.787300007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.139499993,1,1,33726,33726,33726,33726,33726,86338.56,86338.56,86338.56,86338.56,86338.56,-5.084883248,-5.084883248,-5.084883248,-5.0849,5.6,5.6,5.6,5.6,2909.900492,-2189.205859,-291.3423494,14.4856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.9169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.74150001
HRH14450847,HE_3_3_L,1,1,2992803,2992803,2992803,2992803,2992803,7661575.68,7661575.68,7661575.68,7661575.68,7661575.68,-1.063468679,-1.063468679,-1.063468679,-1.0635,15.65310001,1,0,1250.008976,1897.568702,0.736169026,4029.587954,1988.961643,1380.715695,1899.337693,0.531453202,5078.948566,3431.956335,1315.362336,1898.453198,-1.557263104,-209.1307507,-2.830385755,209.1499031,0.204715823,35.97199998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.5764701800862, 0.576253466698032, 0.598589219319487, 0.576494489012914, 0.579311916645558, 0.598452015631802, 0.621754578384415, 0.552118402936487, 0.606555639144148]",0.552118403,0.621754578,0.5873,"[28.8, 28.8, 29.6, 28.8, 28.8, 29.6, 29.6, 28.8, 28.8]",28.8,29.6,29.0667,"[60.8, 60.8, 60.8, 60.8, 59.2, 62.4, 62.4, 60.8, 60.8]",59.2,62.4,60.9778,6.090799987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16209998,1,1,33068,33068,33068,33068,33068,84654.08,84654.08,84654.08,84654.08,84654.08,-4.75403045,-4.75403045,-4.75403045,-4.754,5.6,5.6,5.6,5.6,2909.115616,-2131.587662,-272.3858805,13.03180002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.8698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11589999
HRH14450847,HE_3_4_L,1,1,2991421,2991421,2991421,2991421,2991421,7658037.76,7658037.76,7658037.76,7658037.76,7658037.76,-1.252257144,-1.252257144,-1.252257144,-1.2523,17.47960001,1,0,1265.98328,1883.055924,0.536996134,4029.53179,1988.429859,1394.283019,1886.540428,0.335998015,5080.180239,3432.716152,1330.13315,1884.798176,-1.543643913,-205.2795823,-5.575206329,205.3552771,0.20099812,65.6341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.585284434107325, 0.591500544643959, 0.569291747987378, 0.596448267701654, 0.605264370067463, 0.596484688368329, 0.586847399981658, 0.609821312544498, 0.603468083642298]",0.569291748,0.609821313,0.5938,"[28.8, 28, 28.8, 28.8, 28.8, 28.8, 29.6, 29.6, 26.4]",26.4,29.6,28.6222,"[59.2, 60.8, 60.8, 62.4, 57.6, 60.8, 62.4, 60.8, 60.8]",57.6,62.4,60.6222,5.79190001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.497600013,1,1,32340,32340,32340,32340,32340,82790.4,82790.4,82790.4,82790.4,82790.4,-4.332468235,-4.332468235,-4.332468235,-4.3325,5.6,5.6,5.6,5.6,2861.477699,-2136.558417,-248.2321447,13.83549999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.50460001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28849999
HRH14450847,HE_4_4_L,1,1,2989804,2989804,2989804,2989804,2989804,7653898.24,7653898.24,7653898.24,7653898.24,7653898.24,-1.55411341,-1.55411341,-1.55411341,-1.5541,6.859100016,1,0,1274.585755,1875.676999,0.230192806,4029.727558,1988.329881,1406.64466,1876.115596,0.060078104,5079.863119,3434.952587,1340.615207,1875.896298,-1.567475119,-211.2942473,-0.701754739,211.2954127,0.170114702,42.80729999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.582231490387751, 0.577362852591251, 0.517025982233248, 0.582295124696594, 0.59146028132083, 0.61290228218146, 0.593840249246718, 0.615499404204809, 0.540776987349736]",0.517025982,0.615499404,0.5793,"[28, 28, 25.6, 28, 28, 28.8, 28.8, 28.8, 26.4]",25.6,28.8,27.8222,"[59.2, 59.2, 59.2, 59.2, 59.2, 57.6, 59.2, 59.2, 59.2]",57.6,59.2,59.0222,6.173100002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.750399974,1,1,32671,32671,32671,32671,32671,83637.76,83637.76,83637.76,83637.76,83637.76,-4.649351974,-4.649351974,-4.649351974,-4.6494,5.6,5.6,5.6,5.6,2850.212311,-2158.726259,-266.3882456,8.586899989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.50709999
HRH14450847,HE_2_3_L,1,1,2993969,2993969,2993969,2993969,2993969,7664560.64,7664560.64,7664560.64,7664560.64,7664560.64,-1.24469318,-1.24469318,-1.24469318,-1.2447,5.080100003,1,0,1277.855461,1890.037709,0.527998148,4030.57614,1988.120788,1407.690741,1891.749579,0.330426211,5077.120017,3433.197188,1342.773101,1890.893644,-1.557612157,-207.736449,-2.738991421,207.754505,0.197571937,37.3689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.592062418249101, 0.62485640744373, 0.604603296543759, 0.616658050561976, 0.632667762766434, 0.654939168519437, 0.602135975968529, 0.614133365855994, 0.623882178343027]",0.592062418,0.654939169,0.6184,"[29.6, 31.2, 30.4, 30.4, 30.4, 30.4, 27.2, 26.4, 30.4]",26.4,31.2,29.6,"[62.4, 65.6, 67.2, 62.4, 64, 64, 65.6, 64, 65.6]",62.4,67.2,64.5333,6.398800004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39810001,1,1,32307,32307,32307,32307,32307,82705.92,82705.92,82705.92,82705.92,82705.92,-4.769611791,-4.769611791,-4.769611791,-4.7696,5.6,5.6,5.6,5.6,2847.398867,-2169.084347,-273.2786256,12.26729999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.6626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69380001
HRH14450847,HE_1_3_L,1,1,2990533,2990533,2990533,2990533,2990533,7655764.48,7655764.48,7655764.48,7655764.48,7655764.48,-1.120685386,-1.120685386,-1.120685386,-1.1207,7.190700009,1,0,1261.176289,1897.68526,0.656251418,4030.308671,1987.816429,1390.25117,1900.180206,0.436343121,5079.024368,3433.973914,1325.71373,1898.932733,-1.551469285,-206.5198087,-3.991914066,206.5583858,0.219908297,78.49100002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.644024449763195, 0.613196365547014, 0.598857843288699, 0.615787224580841, 0.647568137012368, 0.637301688045539, 0.634044415191988, 0.631445172587274, 0.632872915407455]",0.598857843,0.647568137,0.6283,"[30.4, 30.4, 29.6, 29.6, 30.4, 30.4, 29.6, 29.6, 30.4]",29.6,30.4,30.0444,"[64, 65.6, 62.4, 62.4, 64, 62.4, 62.4, 62.4, 64]",62.4,65.6,63.2889,5.381199997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99790001,1,1,33004,33004,33004,33004,33004,84490.24,84490.24,84490.24,84490.24,84490.24,-4.787022066,-4.787022066,-4.787022066,-4.787,5.6,5.6,5.6,5.6,2863.82184,-2162.828409,-274.2761608,10.59739999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.82849998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0497
HRH14450847,HE_2_4_L,1,1,2990827,2990827,2990827,2990827,2990827,7656517.12,7656517.12,7656517.12,7656517.12,7656517.12,-1.598320066,-1.598320066,-1.598320066,-1.5983,29.13760001,1,0,1281.800424,1875.484874,0.184749279,4030.525566,1988.480193,1411.725993,1878.184095,0.032163425,5081.050527,3434.406551,1346.763209,1876.834485,-1.55002418,-207.8809107,-4.31875391,207.9257673,0.152585854,77.7463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.608082501001185, 0.606005210934372, 0.55369484085952, 0.584419355346403, 0.65812641325101, 0.582489211670642, 0.66227908994803, 0.632044339073334, 0.594290173954779]",0.553694841,0.66227909,0.609,"[30.4, 29.6, 28, 27.2, 30.4, 27.2, 30.4, 29.6, 26.4]",26.4,30.4,28.8,"[67.2, 65.6, 65.6, 62.4, 64, 62.4, 64, 62.4, 64]",62.4,67.2,64.1778,5.55110001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.312299999,1,1,34257,34257,34257,34257,34257,87697.92,87697.92,87697.92,87697.92,87697.92,-5.192283839,-5.192283839,-5.192283839,-5.1923,5.6,5.6,5.6,5.6,2859.691672,-2215.244441,-297.49595,9.343499987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67179999
HRH14450847,HE_1_4_L,1,1,2989127,2989127,2989127,2989127,2989127,7652165.12,7652165.12,7652165.12,7652165.12,7652165.12,-1.388273815,-1.388273815,-1.388273815,-1.3883,18.6483,1,0,1266.0883,1886.679384,0.399867463,4029.95397,1988.313952,1395.948076,1888.807743,0.238804974,5077.440017,3434.428799,1331.018188,1887.743564,-1.554408124,-207.7756422,-3.405374193,207.8035468,0.161062489,39.45299998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.579698164071828, 0.587840862302618, 0.616379426226502, 0.589070423301065, 0.630658391363287, 0.605026263520177, 0.644332627416636, 0.614763756574233, 0.609046420839759]",0.579698164,0.644332627,0.6085,"[25.6, 26.4, 24.8, 25.6, 26.4, 25.6, 30.4, 26.4, 27.2]",24.8,30.4,26.4889,"[62.4, 62.4, 60.8, 60.8, 65.6, 62.4, 65.6, 60.8, 64]",60.8,65.6,62.7556,6.2836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.873799996,1,1,33250,33250,33250,33250,33250,85120,85120,85120,85120,85120,-5.00150765,-5.00150765,-5.00150765,-5.0015,5.6,5.6,5.6,5.6,2857.802202,-2171.700018,-286.5652796,13.4078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.15569998
HRH14450847,HE_2_6_L,1,1,2978653,2978653,2978653,2978653,2978653,7625351.68,7625351.68,7625351.68,7625351.68,7625351.68,-1.066339941,-1.066339941,-1.066339941,-1.0663,7.407900004,1,0,1275.297996,1885.447575,0.733170242,4030.037661,1983.842481,1406.297175,1886.973333,0.516441299,5077.006417,3435.362882,1340.797585,1886.210454,-1.559149776,-209.5986865,-2.441212114,209.6129025,0.216728943,32.97659999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.543296894736228, 0.521369688820959, 0.483500855286636, 0.533569547129314, 0.533124639522792, 0.531277110211109, 0.50195819945629, 0.534011040272266, 0.516449277700371]",0.483500855,0.543296895,0.5221,"[24, 21.6, 22.4, 22.4, 22.4, 24, 22.4, 22.4, 23.2]",21.6,24,22.7556,"[64, 60.8, 59.2, 62.4, 62.4, 62.4, 62.4, 62.4, 60.8]",59.2,64,61.8667,2.589999989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.653099975,1,1,35868,35868,35868,35868,35868,91822.08,91822.08,91822.08,91822.08,91822.08,-4.610869258,-4.610869258,-4.610869258,-4.6109,5.6,5.6,5.6,5.6,2879.185815,-2245.290287,-264.1833483,25.66100002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.2953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.01120003
HRH14450847,HE_2_5_L,1,1,2981382,2981382,2981382,2981382,2981382,7632337.92,7632337.92,7632337.92,7632337.92,7632337.92,-1.243657725,-1.243657725,-1.243657725,-1.2437,11.36410001,1,0,1271.446907,1905.09348,0.554611513,4030.254282,1984.678516,1405.287961,1902.266215,0.317134474,5076.84624,3434.809655,1338.367434,1903.679847,1.549675422,-214.1456864,4.523623371,214.1934596,0.237477039,74.62480001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.531942108567196, 0.526276647248281, 0.506013752833341, 0.525849514339926, 0.543937447266333, 0.54130050605569, 0.512525850702958, 0.544149377646588, 0.502212592967409]",0.502212593,0.544149378,0.526,"[24.8, 26.4, 25.6, 26.4, 25.6, 26.4, 24.8, 24.8, 23.2]",23.2,26.4,25.3333,"[62.4, 62.4, 62.4, 64, 64, 64, 62.4, 64, 60.8]",60.8,64,62.9333,4.293500009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153999987,1,1,35884,35884,35884,35884,35884,91863.04,91863.04,91863.04,91863.04,91863.04,-4.755256425,-4.755256425,-4.755256425,-4.7553,5.6,5.6,5.6,5.6,2911.285832,-2238.137242,-272.4561237,8.818299975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.3554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.08059998
