;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. *Row 2;9. *Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. *Row Difference;17. *Column Difference;18. Distance;19. *Angle Difference;20. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. *width (um);11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *contlength;9. *inner_radius;10. *bulkiness;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *inner_radius (um);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. *Cumulative Area (um)(FM);7. circularity (FM);8. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. Diameter ALL (um)(FM);7. *Cumulative Area (um)(FM);8. circularity (FM);9. Inspection Time
HE_6_13_L;"1";1;2995792;2995792;7669227.52;7669227.52;-1.53837825319441;"1";0;1260.0257563013;1919.26801914424;0.246007661712045;4029.95414687732;1988.12848158727;1393.13456805636;1916.56173074313;0.352470658095604;5082.53904837248;3436.89673813284;1326.58016217883;1917.91487494369;1.55046772824303;-212.97409880811;4.33006144178289;213.018112364222;-0.106462996383559;297.02000002726;"1";0;0;0;0;0;0;[0.609113241013699, 0.647701096036713, 0.615785847246302, 0.658816504933714, 0.636024295756774, 0.65248827452549, 0.671448141007122, 0.656288327841324, 0.71918552478925];[30.4, 30.4, 29.6, 30.4, 30.4, 30.4, 30.4, 30.4, 30.4];[65.6, 64, 62.4, 65.6, 65.6, 67.2, 64, 65.6, 65.6];4.67080000089481;"1";0;0;0;0;0;0;0;0;0;3.20959999226034;"1";1;32779;32779;83914.24;83914.24;-5.27337264166077;5.6;2924.34668537783;-2145.59375209738;-302.141996166916;49.846499983687;"FM";"1";0;0;0;0;0;63.1405999884009;"FM";"1";0;0;0;0;0;0;43.815299984999
HE_5_13_L;"1";1;2993647;2993647;7663736.32;7663736.32;-1.69382592086684;"1";0;1249.38742957017;1933.38078637656;0.0841002724306895;4029.55681243847;1987.99113662526;1381.9025663492;1930.12635012874;0.139856833845761;5079.0022887693;3435.00037910006;1315.64499795968;1931.75356825265;1.54624228514824;-212.02421884645;5.20709799651413;212.088149709013;-0.0557565614150713;180.92169999727;"1";0;0;0;0;0;0;[0.54304027773627, 0.593135832291403, 0.580411311430468, 0.593106886815274, 0.607188018605158, 0.625741060894492, 0.646992907480597, 0.653189305444357, 0.617751288770401];[28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 29.6, 28.8, 28.8];[60.8, 65.6, 62.4, 62.4, 64, 62.4, 62.4, 62.4, 62.4];4.18300001183525;"1";0;0;0;0;0;0;0;0;0;3.90919999335892;"1";1;32941;32941;84328.96;84328.96;-5.04243257537608;5.6;2951.63002944659;-2125.73680216144;-288.910105048332;15.750599995954;"FM";"1";0;0;0;0;0;90.9093999944162;"FM";"1";0;0;0;0;0;0;46.7683000024408
HE_5_14_L;"1";1;2992665;2992665;7661222.4;7661222.4;-1.846264673583;"1";0;1255.25955092193;1921.44863200833;-0.0633693048780965;4029.39297669468;1987.28351698421;1385.74687562923;1920.01411434141;0.0592996031918371;5078.63841362853;3433.15531572538;1320.50321327558;1920.73137317487;1.5598032293168;-208.779719531667;2.29522826706889;208.792335492756;-0.122668908069934;205.459999997402;"1";0;0;0;0;0;0;[0.578992076171984, 0.61700148748716, 0.58264004295231, 0.627360368511422, 0.623929958173537, 0.627555169563086, 0.572949546665297, 0.641020203828506, 0.640450967260569];[25.6, 30.4, 25.6, 29.6, 28.8, 28.8, 25.6, 29.6, 24.8];[65.6, 62.4, 60.8, 64, 64, 67.2, 64, 60.8, 64];6.20830000843853;"1";0;0;0;0;0;0;0;0;0;4.36170000466518;"1";1;32173;32173;82362.88;82362.88;-5.38657690198426;5.6;2926.60931837255;-2117.59236626985;-308.628122506352;15.3875999967568;"FM";"1";0;0;0;0;0;66.5702999976929;"FM";"1";0;0;0;0;0;0;43.922399985604
HE_8_14_L;"1";1;2992242;2992242;7660139.52;7660139.52;-1.76022158419685;"1";0;1269.63199952387;1911.43476959418;-0.00111351599536661;4029.43976886739;1987.23648718414;1399.61076164342;1909.0322528432;0.138111696454369;5083.52882341297;3433.12763307855;1334.62138058364;1910.23351121869;1.55231451363496;-207.966019391275;3.84402680155436;208.001542695008;-0.139225212449736;256.537100009155;"1";0;0;0;0;0;0;[0.613604376986151, 0.645965040567615, 0.629705809785636, 0.633154716760345, 0.641540682914766, 0.667273555776289, 0.714281192392871, 0.704452705174884, 0.727157157996467];[26.4, 27.2, 28.8, 27.2, 28.8, 28.8, 28.8, 28.8, 30.4];[64, 62.4, 62.4, 62.4, 60.8, 62.4, 62.4, 62.4, 62.4];9.25569998798892;"1";0;0;0;0;0;0;0;0;0;1.90309999743477;"1";1;32009;32009;81943.04;81943.04;-3.96190985234112;5.6;2872.52865131682;-2131.28692555219;-227.000713350445;12.7276999992318;"FM";"1";0;0;0;0;0;58.3363000187092;"FM";"1";0;0;0;0;0;0;52.6761999935843
HE_7_13_L;"1";1;2991808;2991808;7659028.48;7659028.48;-1.53981813961796;"1";0;1245.97472337808;1936.39082283312;0.244227378999101;4029.06639740945;1987.94086061048;1379.6106686803;1933.39680271455;0.317337371534075;5078.5606432816;3435.55989133737;1312.79269602919;1934.89381277383;1.54839577198609;-213.817512483558;4.79043218971856;213.871168896654;-0.0731099925349739;230.482400016626;"1";0;0;0;0;0;0;[0.582850910175028, 0.576459613093441, 0.557675384246413, 0.600136664880645, 0.603306319713311, 0.630876820629123, 0.630080486966529, 0.628393127506523, 0.645518713177284];[28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 28.8];[62.4, 60.8, 62.4, 62.4, 62.4, 65.6, 62.4, 62.4, 60.8];4.39790001837537;"1";0;0;0;0;0;0;0;0;0;2.57810001494363;"1";1;33654;33654;86154.24;86154.24;-5.11285589631331;5.6;2968.04649670173;-2139.17484994354;-292.94506411733;12.7788999816403;"FM";"1";0;0;0;0;0;75.317000009818;"FM";"1";0;0;0;0;0;0;88.2547000073828
HE_8_13_L;"1";1;2992914;2992914;7661859.84;7661859.84;-1.74702291857596;"1";0;1260.8238187305;1925.20268837214;0.0234156398401655;4029.50946413103;1987.87288880791;1394.17159976535;1920.23982178776;0.111355041731722;5078.48967987361;3436.32159194175;1327.49770924793;1922.72125507995;1.53359602974465;-213.35644965577;7.94058653500906;213.50416277964;-0.0879394018915565;195.804799994221;"1";0;0;0;0;0;0;[0.62318245899964, 0.637845971110815, 0.638374419943236, 0.643418764757675, 0.651822758050527, 0.653166112478132, 0.656669785937518, 0.646807480856517, 0.656806683010024];[30.4, 29.6, 30.4, 28.8, 28.8, 28.8, 29.6, 29.6, 28.8];[64, 62.4, 64, 62.4, 62.4, 64, 62.4, 62.4, 64];3.40709998272359;"1";0;0;0;0;0;0;0;0;0;4.8030000180006;"1";1;31031;31031;79439.36;79439.36;-4.87575090121332;5.6;2927.85851567787;-2088.87649125068;-279.359948596631;15.2126000029966;"FM";"1";0;0;0;0;0;58.2761999976356;"FM";"1";0;0;0;0;0;0;51.1603000049945
HE_7_14_L;"1";1;2990001;2990001;7654402.56;7654402.56;-1.56018988524968;"1";0;1262.60583539593;1927.16136588969;0.22357127917195;4029.03630807781;1987.28403824459;1392.01200839367;1924.79747912174;0.423862149317593;5076.71793945203;3432.10973653423;1327.3089218948;1925.97942250571;1.55253117119528;-207.049876796384;3.78221882871294;207.084419164422;-0.200290870145642;200.931800005492;"1";0;0;0;0;0;0;[0.558138247398622, 0.611247368325891, 0.626716083378095, 0.577765875168291, 0.650560286469411, 0.628973823781804, 0.608982082250164, 0.684416013535618, 0.692759516810848];[26.4, 27.2, 29.6, 26.4, 28.8, 28.8, 28.8, 28.8, 28.8];[62.4, 64, 68.8, 62.4, 60.8, 60.8, 60.8, 62.4, 60.8];5.81240002065897;"1";0;0;0;0;0;0;0;0;0;3.53519999771379;"1";1;33507;33507;85777.92;85777.92;-4.4695489048032;5.6;2927.49966275704;-2161.87800758051;-256.086288572543;11.27479999559;"FM";"1";0;0;0;0;0;46.3225000130478;"FM";"1";0;0;0;0;0;0;84.0116000035778
HE_9_13_L;"1";1;2992631;2992631;7661135.36;7661135.36;-1.9987834381719;"1";0;1250.20622338037;1929.81686405325;-0.215575748566096;4029.54640333567;1987.70389816406;1382.93123070716;1924.76207388902;-0.111538559314223;5077.54268546513;3435.00217096887;1316.56872704377;1927.28946897113;1.53273003849577;-212.360011722868;8.08766426276416;212.513963993343;-0.104037189251873;285.031399980653;"1";0;0;0;0;0;0;[0.611007573265341, 0.60158934324799, 0.55930510059804, 0.609602345300539, 0.613537473610076, 0.601412485905046, 0.639825838912109, 0.642336195573341, 0.62665199536032];[28.8, 29.6, 29.6, 29.6, 28.8, 29.6, 29.6, 29.6, 28.8];[64, 62.4, 64, 64, 62.4, 60.8, 62.4, 62.4, 62.4];3.49279999500141;"1";0;0;0;0;0;0;0;0;0;8.1009000132326;"1";1;33576;33576;85954.56;85954.56;-5.1591679216344;5.6;2940.65856564213;-2142.61281868001;-295.598547708932;19.3941000034101;"FM";"1";0;0;0;0;0;59.3701000034343;"FM";"1";0;0;0;0;0;0;40.5671000189614
HE_9_14_L;"1";1;2990973;2990973;7656890.88;7656890.88;-1.91602449344672;"1";0;1257.54989062217;1918.38152309537;-0.136867023048419;4029.69628974023;1987.1959579383;1387.03713775226;1916.50629425624;0.0383366753252626;5078.75012211193;3429.5368119147;1322.29351418721;1917.44390867581;1.55631538136015;-207.179595408155;3.00036614260425;207.201319856984;-0.175203698373681;253.20790000842;"1";0;0;0;0;0;0;[0.60418699542117, 0.638678480657283, 0.659749675805541, 0.666473981566091, 0.679846424877477, 0.647291337624997, 0.641328374386064, 0.691656991806665, 0.686650020181291];[28.8, 29.6, 29.6, 30.4, 30.4, 29.6, 29.6, 28, 28.8];[65.6, 65.6, 64, 64, 62.4, 62.4, 65.6, 62.4, 64];3.11940000392497;"1";0;0;0;0;0;0;0;0;0;9.13970000692643;"1";1;32706;32706;83727.36;83727.36;-4.97008956379542;5.6;2917.52593407937;-2131.38922521861;-284.765155807494;12.5536000123248;"FM";"1";0;0;0;0;0;51.4177999866661;"FM";"1";0;0;0;0;0;0;77.9232000058983
HE_10_13_L;"1";1;2994465;2994465;7665830.4;7665830.4;-1.85875220267047;"1";0;1263.98364853801;1916.50539827936;-0.075681295453038;4029.7143532576;1987.85095796714;1395.99765198237;1912.22336215623;0.0483713674028487;5083.57766282262;3435.48720242224;1329.99065026019;1914.3643802178;1.53837146855182;-211.22240551098;6.85125779700611;211.333490775234;-0.124052662855887;261.773199978052;"1";0;0;0;0;0;0;[0.623137677167529, 0.618654151004798, 0.625735626043419, 0.628812013724111, 0.661212523734264, 0.631631253675283, 0.680767656030075, 0.661455502945108, 0.67395518460693];[26.4, 29.6, 30.4, 29.6, 28.8, 29.6, 30.4, 30.4, 30.4];[65.6, 65.6, 67.2, 64, 65.6, 64, 64, 65.6, 64];12.7919999940787;"1";0;0;0;0;0;0;0;0;0;14.6242999762762;"1";1;33214;33214;85027.84;85027.84;-5.72821247462541;5.6;2914.31873306437;-2166.84092250256;-328.202398950225;15.0298000080511;"FM";"1";0;0;0;0;0;74.5068999822251;"FM";"1";0;0;0;0;0;0;75.5239000136498
HE_10_14_L;"1";1;2993103;2993103;7662343.68;7662343.68;-1.39931538904279;"1";0;1271.19834996481;1905.7712485896;0.380891510155399;4030.06422199937;1987.36083239308;1400.80790344938;1903.06407344447;0.539157643620434;5082.89127046149;3431.07873208125;1336.00312670709;1904.41766101704;1.549912206096;-207.375285575324;4.33148023221183;207.420516797276;-0.158266133465035;213.017399975797;"1";0;0;0;0;0;0;[0.58512004743402, 0.598779003456766, 0.627730570098194, 0.611279666534222, 0.649732459825818, 0.63096690230913, 0.675610432541989, 0.646424543208048, 0.686530961865302];[25.6, 25.6, 25.6, 25.6, 25.6, 26.4, 24.8, 24.8, 25.6];[65.6, 65.6, 67.2, 67.2, 67.2, 68.8, 65.6, 65.6, 65.6];5.30119999893941;"1";0;0;0;0;0;0;0;0;0;2.69759999355301;"1";1;32386;32386;82908.16;82908.16;-4.87338894824309;5.6;2902.70526770827;-2149.20056814673;-279.224618660028;19.3058000004385;"FM";"1";0;0;0;0;0;61.5166000206955;"FM";"1";1;0;0;8;46.08;0.916732472209317;65.1771000120789
HE_11_14_L;"1";1;2989492;2989492;7653099.52;7653099.52;-1.66125410222603;"1";0;1260.40283729053;1915.10413477497;0.117305260381119;4029.29236765293;1987.14099506488;1390.16504683232;1912.90789055676;0.253480663026359;5079.97229762792;3429.84631169541;1325.28394206142;1914.00601266586;1.55387279759812;-207.619535266864;3.51399074913934;207.649270539084;-0.13617540264524;258.548999991035;"1";0;0;0;0;0;0;[0.569435822203826, 0.578615675134763, 0.596844361817116, 0.623447187085659, 0.654688970746577, 0.602328611480625, 0.656961069868591, 0.65143640687959, 0.675466736639119];[25.6, 25.6, 28.8, 25.6, 26.4, 26.4, 28.8, 28.8, 25.6];[62.4, 67.2, 64, 62.4, 64, 64, 64, 62.4, 65.6];5.64639997901395;"1";0;0;0;0;0;0;0;0;0;3.69579999824055;"1";1;33538;33538;85857.28;85857.28;-4.77314905187722;5.6;2916.92785497048;-2158.68180571292;-273.481295659435;13.7192000111099;"FM";"1";0;0;0;0;0;62.6669999910519;"FM";"1";0;0;0;0;0;0;48.683400003938
HE_12_14_L;"1";1;2990904;2990904;7656714.24;7656714.24;-1.52214511805545;"1";0;1272.297111679;1897.22156553572;0.251201532627138;4029.73637166893;1987.22785633405;1401.55861006457;1895.57137721068;0.414623068053385;5078.59533551666;3432.77126475364;1336.92786087179;1896.3964713732;1.55803074147866;-206.818397416903;2.64030132006701;206.835250141645;-0.163421535426247;289.094200008549;"1";0;0;0;0;0;0;[0.604258087376845, 0.636926075521701, 0.639616584038896, 0.592220903989454, 0.718135337075757, 0.587392242377475, 0.646901922325185, 0.614061943121862, 0.673611837871376];[25.6, 29.6, 28.8, 24.8, 29.6, 24.8, 25.6, 26.4, 25.6];[62.4, 64, 64, 64, 65.6, 62.4, 67.2, 62.4, 62.4];5.49270000192337;"1";0;0;0;0;0;0;0;0;0;2.79009999940172;"1";1;33272;33272;85176.32;85176.32;-4.69090917469706;5.6;2885.45592690551;-2172.01798509257;-268.769297789338;22.7422000025399;"FM";"1";0;0;0;0;0;78.6345000087749;"FM";"1";0;0;0;0;0;0;51.1135999986436
HE_11_13_L;"1";1;2990822;2990822;7656504.32;7656504.32;-1.70157844760013;"1";0;1257.12880682569;1920.15347166986;0.0708818588851089;4029.58531147105;1988.04479968165;1391.21425437241;1918.13687236817;0.145423164477026;5076.11647937585;3431.9271983984;1324.17153059905;1919.14517201902;1.5557578023803;-214.536716074754;3.22655888270965;214.560977874271;-0.0745413055919173;268.160100007663;"1";0;0;0;0;0;0;[0.593347286247108, 0.591418598864066, 0.609509773387227, 0.612836917013175, 0.609671969692897, 0.616439014016263, 0.634313265368845, 0.602849702134888, 0.658672530443437];[28.8, 28.8, 28.8, 28.8, 28, 28, 28.8, 28.8, 28.8];[64, 65.6, 62.4, 65.6, 62.4, 64, 64, 60.8, 64];7.30589998420328;"1";0;0;0;0;0;0;0;0;0;6.17220002459362;"1";1;34821;34821;89141.76;89141.76;-5.60599526013327;5.6;2951.93466011889;-2185.80773671061;-321.199868375981;9.33880000957288;"FM";"1";0;0;0;0;0;76.3036000134889;"FM";"1";0;0;0;0;0;0;29.7373999783304
HE_12_13_L;"1";1;2993108;2993108;7662356.48;7662356.48;-1.66181859051582;"1";0;1264.00955554066;1912.0137867302;0.105984711231838;4029.76712920315;1987.79203637653;1395.66120402126;1908.02814404438;0.238217379650671;5081.32651755647;3435.08414980524;1329.83537978096;1910.02096538729;1.54053141363612;-210.642637568947;6.37702829730733;210.739145039329;-0.132232668418833;268.558399984613;"1";0;0;0;0;0;0;[0.587140322140679, 0.559816885692515, 0.592979214307234, 0.630163375948501, 0.62378179192391, 0.638419550725871, 0.658046795122264, 0.628685860138486, 0.684277818243275];[28.8, 28.8, 28.8, 29.6, 28.8, 30.4, 29.6, 28.8, 28.8];[62.4, 60.8, 64, 64, 67.2, 64, 64, 64, 65.6];6.3351999851875;"1";0;0;0;0;0;0;0;0;0;4.99200000194833;"1";1;33611;33611;86044.16;86044.16;-4.61055436262795;5.6;2903.67210734581;-2166.78349349915;-264.165306194211;16.2939000001643;"FM";"1";0;0;0;0;0;54.1043999837711;"FM";"1";0;0;0;0;0;0;47.6819000032265
HE_14_13_L;"1";1;2994434;2994434;7665751.04;7665751.04;-1.58676911635378;"1";0;1265.75485790237;1907.79797350379;0.198912091797982;4029.90761083245;1987.9554567438;1397.90998644789;1906.28197718555;0.291671762563924;5079.97140767678;3434.21307296559;1331.83242217513;1907.03997534467;1.55932549064425;-211.448205672838;2.42559410917893;211.46211762168;-0.0927596707659426;154.163899976993;"1";0;0;0;0;0;0;[0.621129125993732, 0.618257618603719, 0.604357056376361, 0.601091841799974, 0.633099959603599, 0.624307499589696, 0.693251613352405, 0.656745553308085, 0.673464370114317];[30.4, 28, 28.8, 29.6, 28, 29.6, 30.4, 30.4, 30.4];[64, 64, 64, 68.8, 62.4, 62.4, 62.4, 64, 65.6];4.11369997891597;"1";0;0;0;0;0;0;0;0;0;2.76579998899251;"1";1;32997;32997;84472.32;84472.32;-4.94088503272613;5.6;2912.29753007849;-2153.43111191927;-283.091859434565;14.330300007714;"FM";"1";0;0;0;0;0;80.1428999984637;"FM";"1";0;0;0;0;0;0;47.3230000061449
HE_13_13_L;"1";1;2993007;2993007;7662097.92;7662097.92;-1.83714484058004;"1";0;1257.29784876937;1923.48560483463;-0.0602993974835573;4029.73990305414;1987.53023157997;1388.78721149483;1919.88820125126;-0.00750837929865726;5076.90347630635;3434.63134663187;1323.0425301321;1921.68690304295;1.54344425550484;-210.38298036073;5.75584573339547;210.461702420108;-0.0527910181849001;238.014100003056;"1";0;0;0;0;0;0;[0.582235561142772, 0.595939398836333, 0.604246095960174, 0.602939751751922, 0.629462653768622, 0.635559831014029, 0.631903144027685, 0.638548705615161, 0.679418936781934];[28.8, 30.4, 29.6, 28.8, 30.4, 30.4, 29.6, 30.4, 28.8];[65.6, 62.4, 64, 60.8, 62.4, 64, 62.4, 65.6, 62.4];7.12270001531579;"1";0;0;0;0;0;0;0;0;0;4.00399998761714;"1";1;32859;32859;84119.04;84119.04;-4.69675239283146;5.6;2916.86554064336;-2135.29916309078;-269.104089527213;8.68130000890233;"FM";"1";0;0;0;0;0;47.9304999753367;"FM";"1";0;0;0;0;0;0;56.7524999787565
HE_13_14_L;"1";1;2991069;2991069;7657136.64;7657136.64;-1.6845216285514;"1";0;1266.85768427653;1912.82785494655;0.0962525204428855;4029.28552075523;1987.2290633097;1395.40614436064;1910.99388886529;0.259305175179033;5080.69616777962;3430.68738427002;1331.13191431858;1911.91087190592;1.55653056533;-205.677536134576;2.93434573002596;205.698466827667;-0.163052654736147;235.699799988652;"1";0;0;0;0;0;0;[0.577530998155497, 0.591652075463027, 0.60969633763911, 0.643489788562964, 0.604047708054131, 0.651529208666195, 0.640579830980275, 0.645179657616769, 0.703575148083985];[28.8, 25.6, 28.8, 28.8, 26.4, 28.8, 25.6, 28.8, 29.6];[60.8, 60.8, 60.8, 60.8, 62.4, 64, 65.6, 62.4, 60.8];8.50769999669865;"1";0;0;0;0;0;0;0;0;0;2.41459999233484;"1";1;32728;32728;83783.68;83783.68;-4.84841830288848;5.6;2911.97809826448;-2147.25509655341;-277.793906069491;11.7223999986891;"FM";"1";0;0;0;0;0;90.2028999989852;"FM";"1";0;0;0;0;0;0;70.7122000167146
HE_14_14_L;"1";1;2992555;2992555;7660940.8;7660940.8;-1.65671031355209;"1";0;1272.56138001221;1898.65562143391;0.126920505328081;4029.77110803128;1987.12699122088;1402.75669577629;1896.05289472823;0.29970766033537;5083.23462853611;3431.66191452204;1337.65903789425;1897.35425808107;1.55080804950828;-208.312505222535;4.1643627290825;208.354125826748;-0.172787155007288;139.542199991411;"1";0;0;0;0;0;0;[0.598089654889522, 0.601173093955865, 0.584067445411992, 0.625527820167169, 0.648596301877335, 0.637841997966184, 0.669060633605865, 0.673389685850118, 0.659843359248757];[24.8, 26.4, 28, 24.8, 25.6, 25.6, 25.6, 26.4, 25.6];[65.6, 64, 64, 62.4, 62.4, 62.4, 67.2, 62.4, 62.4];4.68339998042211;"1";0;0;0;0;0;0;0;0;0;3.50640001124702;"1";1;32522;32522;83256.32;83256.32;-4.45281254138109;5.6;2875.63544677449;-2151.06672406371;-255.127365584059;10.1563000062015;"FM";"1";0;0;0;0;0;28.0412999854889;"FM";"1";0;0;0;0;0;0;38.6603999941144
HE_15_14_L;"1";1;2991696;2991696;7658741.76;7658741.76;-1.70106466949765;"1";0;1266.15548399105;1917.83902158631;0.0743212638604907;4029.89979335262;1987.21778397893;1393.81534227229;1916.98934091458;0.216402687395137;5082.89432211854;3431.59931567596;1329.98541313167;1917.41418125044;1.56414060794496;-204.255773249992;1.35948907477286;204.260297455224;-0.142081423534647;208.968699997058;"1";0;0;0;0;0;0;[0.612384163759838, 0.626407669841747, 0.58897208826921, 0.648144148638717, 0.699650367876142, 0.65994681315015, 0.668411840037566, 0.689683636609894, 0.704881507007397];[27.2, 25.6, 25.6, 24.8, 25.6, 26.4, 24.8, 29.6, 28.8];[65.6, 65.6, 62.4, 65.6, 65.6, 68.8, 60.8, 67.2, 67.2];10.5120999796782;"1";0;0;0;0;0;0;0;0;0;2.66940001165494;"1";1;32761;32761;83868.16;83868.16;-4.66024723912649;5.6;2907.5974970239;-2149.32652849425;-267.012498289442;16.6094000160228;"FM";"1";0;0;0;0;0;80.1489999867044;"FM";"1";0;0;0;0;0;0;76.3460999878589
HE_15_13_L;"1";1;2992596;2992596;7661045.76;7661045.76;-1.56071515080603;"1";0;1253.24596932325;1931.59710652739;0.223897039732648;4029.86279024177;1987.7246249274;1386.05992612711;1926.42997962838;0.294728542911626;5073.53584131568;3433.84536810239;1319.65294772518;1929.01354307788;1.53191093852465;-212.502330886171;8.26740303841725;212.663091732099;-0.0708315031789782;237.85860001226;"1";0;0;0;0;0;0;[0.60115001268715, 0.589964895158173, 0.622645325583375, 0.596136082413976, 0.619920935638956, 0.605610461522777, 0.66331707466212, 0.656320233547381, 0.651300144090725];[28.8, 28.8, 29.6, 28.8, 28.8, 28.8, 28.8, 28.8, 28.8];[60.8, 60.8, 64, 59.2, 59.2, 62.4, 65.6, 65.6, 59.2];2.98779999138787;"1";0;0;0;0;0;0;0;0;0;1.83240001206286;"1";1;33256;33256;85135.36;85135.36;-4.67386842283117;5.6;2942.21096944912;-2140.42328602357;-267.792934627692;7.60539999464527;"FM";"1";0;0;0;0;0;45.5720000027213;"FM";"1";0;0;0;0;0;0;83.0050999938976
HE_16_13_L;"1";1;2994255;2994255;7665292.8;7665292.8;-1.56729927940403;"1";0;1267.61265606846;1915.71091305951;0.215160323173384;4029.95611964795;1987.84150096231;1398.94498980636;1910.40457200412;0.266276272869357;5081.34489611637;3433.7736551751;1333.27882293741;1913.05774253182;1.53041437182111;-210.131733980639;8.49014568862112;210.30318162007;-0.0511159496959732;151.038699987112;"1";0;0;0;0;0;0;[0.617532184783613, 0.613324330534657, 0.638846343597726, 0.639950478786054, 0.66934563437746, 0.658061404969618, 0.673409578035919, 0.687854309196081, 0.73705408956309];[28, 28.8, 29.6, 28, 29.6, 28.8, 28.8, 29.6, 28.8];[64, 64, 64, 64, 65.6, 62.4, 62.4, 64, 65.6];10.9695999999531;"1";0;0;0;0;0;0;0;0;0;2.21540001803078;"1";1;33327;33327;85317.12;85317.12;-4.66435959921449;5.6;2910.98211060101;-2167.12978665947;-267.248119166323;23.3407999912743;"FM";"1";0;0;0;0;0;56.0073000087868;"FM";"1";0;0;0;0;0;0;73.3359000005294
HE_16_14_L;"1";1;2993000;2993000;7662080;7662080;-1.4892147916149;"1";0;1274.61363330422;1901.32770828796;0.287257740080992;4030.01549799176;1987.22768348758;1405.46333706013;1901.07485477032;0.350107287505713;5084.0417352757;3431.01024306878;1340.03848518217;1901.20128152914;1.56886393263846;-209.35952600946;0.404565628224373;209.35991689971;-0.0628495474247205;285.329299978912;"1";0;0;0;0;0;0;[0.6700236365847, 0.614974295875581, 0.640540372253278, 0.616078187685571, 0.633888083164592, 0.650726438928876, 0.691843857034485, 0.641131846973287, 0.730543987044826];[29.6, 24, 28.8, 25.6, 25.6, 24.8, 27.2, 24.8, 27.2];[64, 65.6, 64, 65.6, 64, 65.6, 62.4, 65.6, 68.8];8.73639999190345;"1";0;0;0;0;0;0;0;0;0;3.94100000266917;"1";1;32548;32548;83322.88;83322.88;-4.8145302391636;5.6;2891.7662037606;-2158.27479415018;-275.852263042185;30.1041000057012;"FM";"1";0;0;0;0;0;76.350800023647;"FM";"1";0;0;0;0;0;0;71.5003999939654
HE_18_14_L;"1";1;2993098;2993098;7662330.88;7662330.88;-1.75271923045419;"1";0;1282.79606595801;1896.16976390115;0.026836867114222;4029.77367422429;1986.69233228016;1413.50375255534;1895.38446109094;0.121246858626036;5080.82999961543;3426.76813545901;1348.14990925667;1895.77711249604;1.56478831470461;-209.132298555724;1.25648449633809;209.136073054101;-0.0944099915118141;292.626899987226;"1";0;0;0;0;0;0;[0.635948418674133, 0.628261129206943, 0.645005402597835, 0.642129594169454, 0.630427975393126, 0.680449151325789, 0.659102900127937, 0.701393603966564, 0.750598102109428];[26.4, 28, 28.8, 24.8, 24.8, 24.8, 24, 29.6, 29.6];[64, 60.8, 65.6, 62.4, 62.4, 64, 64, 64, 64];5.17869999748655;"1";0;0;0;0;0;0;0;0;0;5.18999999621883;"1";1;33466;33466;85672.96;85672.96;-5.09306836365936;5.6;2893.37070459571;-2192.9920516345;-291.811322009282;10.8698999974877;"FM";"1";0;0;0;0;0;71.3914000079967;"FM";"1";0;0;0;0;0;0;38.5840999952052
