Machine ID=ASM AD210PS#55
PCBA ID=HRH14721037

Time,PCBA Col,PCBA Row,Wafer Col,Wafer Row,Bin,Wafmap Filename
11/18/21 12:00:15,1,1,17,16,1,J122PRA_024
11/18/21 12:00:17,2,1,17,15,1,J122PRA_024
11/18/21 12:00:19,3,1,17,14,1,J122PRA_024
11/18/21 12:00:21,4,1,17,13,1,J122PRA_024
11/18/21 12:00:23,5,1,17,12,1,J122PRA_024
11/18/21 12:00:25,6,1,17,11,1,J122PRA_024
11/18/21 12:00:27,7,1,17,10,1,J122PRA_024
11/18/21 12:00:29,8,1,17,9,1,J122PRA_024
11/18/21 12:00:31,10,1,17,8,1,J122PRA_024
11/18/21 12:00:33,11,1,17,7,1,J122PRA_024
11/18/21 12:00:35,12,1,17,6,1,J122PRA_024
11/18/21 12:00:37,13,1,17,5,1,J122PRA_024
11/18/21 12:00:39,14,1,17,4,1,J122PRA_024
11/18/21 12:00:41,15,1,16,5,1,J122PRA_024
11/18/21 12:00:42,16,1,16,6,1,J122PRA_024
11/18/21 12:00:44,17,1,16,7,1,J122PRA_024
11/18/21 12:00:46,18,1,16,8,1,J122PRA_024
11/18/21 12:00:48,18,2,16,9,1,J122PRA_024
11/18/21 12:00:50,17,2,16,10,1,J122PRA_024
11/18/21 12:00:52,16,2,16,11,1,J122PRA_024
11/18/21 12:00:54,15,2,16,12,1,J122PRA_024
11/18/21 12:00:56,14,2,16,13,1,J122PRA_024
11/18/21 12:00:58,13,2,16,14,1,J122PRA_024
11/18/21 12:01:00,12,2,16,15,1,J122PRA_024
11/18/21 12:01:02,11,2,16,16,1,J122PRA_024
11/18/21 12:01:04,10,2,16,17,1,J122PRA_024
11/18/21 12:01:06,9,2,16,18,1,J122PRA_024
11/18/21 12:01:08,8,2,16,19,1,J122PRA_024
11/18/21 12:01:09,7,2,16,20,1,J122PRA_024
11/18/21 12:01:11,6,2,16,21,1,J122PRA_024
11/18/21 12:01:13,5,2,16,22,1,J122PRA_024
11/18/21 12:01:15,4,2,16,23,1,J122PRA_024
11/18/21 12:01:17,3,2,16,24,1,J122PRA_024
11/18/21 12:01:19,2,2,16,25,1,J122PRA_024
11/18/21 12:01:21,1,2,16,26,1,J122PRA_024
11/18/21 12:01:23,1,3,16,27,1,J122PRA_024
11/18/21 12:01:25,2,3,16,28,1,J122PRA_024
11/18/21 12:01:27,3,3,16,29,1,J122PRA_024
11/18/21 12:01:29,4,3,16,30,1,J122PRA_024
11/18/21 12:01:31,5,3,16,31,1,J122PRA_024
11/18/21 12:01:33,6,3,16,32,1,J122PRA_024
11/18/21 12:01:35,7,3,16,33,2,J122PRA_024
11/18/21 12:01:36,8,3,16,34,1,J122PRA_024
11/18/21 12:01:38,9,3,16,35,1,J122PRA_024
11/18/21 12:01:40,10,3,16,36,1,J122PRA_024
11/18/21 12:01:42,11,3,16,37,1,J122PRA_024
11/18/21 12:01:44,12,3,16,38,1,J122PRA_024
11/18/21 12:01:46,13,3,16,39,1,J122PRA_024
11/18/21 12:01:48,14,3,16,40,1,J122PRA_024
11/18/21 12:01:50,15,3,16,41,1,J122PRA_024
11/18/21 12:01:52,16,3,16,42,1,J122PRA_024
11/18/21 12:01:54,17,3,16,43,1,J122PRA_024
11/18/21 12:01:56,18,3,16,44,1,J122PRA_024
11/18/21 12:01:58,18,4,16,45,1,J122PRA_024
11/18/21 12:02:00,17,4,16,46,1,J122PRA_024
11/18/21 12:02:02,16,4,16,47,1,J122PRA_024
11/18/21 12:02:03,15,4,16,48,1,J122PRA_024
11/18/21 12:02:05,14,4,16,49,1,J122PRA_024
11/18/21 12:02:07,13,4,16,50,1,J122PRA_024
11/18/21 12:02:09,12,4,16,51,1,J122PRA_024
11/18/21 12:02:11,11,4,16,52,1,J122PRA_024
11/18/21 12:02:13,10,4,16,53,1,J122PRA_024
11/18/21 12:02:15,9,4,16,54,1,J122PRA_024
11/18/21 12:02:17,8,4,16,55,1,J122PRA_024
11/18/21 12:02:19,7,4,16,57,1,J122PRA_024
11/18/21 12:02:21,6,4,16,58,1,J122PRA_024
11/18/21 12:02:23,5,4,16,59,1,J122PRA_024
11/18/21 12:02:25,4,4,16,60,1,J122PRA_024
11/18/21 12:02:27,3,4,16,61,1,J122PRA_024
11/18/21 12:02:29,2,4,16,62,1,J122PRA_024
11/18/21 12:02:30,1,4,16,63,1,J122PRA_024
11/18/21 12:02:32,1,5,16,64,1,J122PRA_024
11/18/21 12:02:34,2,5,16,65,1,J122PRA_024
11/18/21 12:02:36,3,5,16,66,1,J122PRA_024
11/18/21 12:02:38,4,5,16,67,1,J122PRA_024
11/18/21 12:02:40,5,5,16,69,1,J122PRA_024
11/18/21 12:02:42,6,5,16,70,1,J122PRA_024
11/18/21 12:02:44,7,5,16,71,1,J122PRA_024
11/18/21 12:02:46,8,5,16,72,1,J122PRA_024
11/18/21 12:02:48,9,5,16,73,1,J122PRA_024
11/18/21 12:02:50,10,5,16,74,1,J122PRA_024
11/18/21 12:02:52,11,5,16,75,1,J122PRA_024
11/18/21 12:02:54,12,5,16,76,1,J122PRA_024
11/18/21 12:02:56,13,5,16,81,1,J122PRA_024
11/18/21 12:02:57,14,5,16,87,1,J122PRA_024
11/18/21 12:02:59,15,5,16,88,1,J122PRA_024
11/18/21 12:03:01,16,5,15,87,1,J122PRA_024
11/18/21 12:03:03,17,5,15,81,1,J122PRA_024
11/18/21 12:03:05,18,5,15,74,1,J122PRA_024
