;;Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14720364;HE_2_2_C1;1;1300.90189845151;1860.45692597219;0.241387243412473;0.672283646145843;50.1008999999613;"1";0;1425.66406795035;1862.53536143104;0.224328545621332;5.16074632323964;3.48181573053316;24.8030000366271;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.42820012196898;["1", "1"];[0, 0];0;0;0;0;111.14770011045;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;45.6904999446124;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.41279997862875
HRH14720364;HE_1_1_C1;1;1296.09500062581;1895.34733206767;0.139450363175606;0.670313494174593;30.070299981162;"1";0;1422.85926390364;1891.80740943451;0.236746016720704;5.14213439076155;3.48914651887902;22.1212999895215;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.16459988243878;["1", "1"];[0, 0];0;0;0;0;79.1643999982625;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;61.9345000013709;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.16290005482733
HRH14720364;HE_2_1_C1;1;1315.00291993931;1874.09813837019;0.0823305364086159;0.703566455758477;101.66549985297;"1";0;1439.32879226739;1876.5251357772;0.292103022240196;5.14320980152226;3.48924071272642;79.300899989903;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.03029993362725;["1", "1"];[0, 0];0;0;0;0;52.0951000507921;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;23.5635999124497;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.72009994275868
HRH14720364;HE_1_2_C1;1;1287.94877310823;1874.04731343567;0.135109350207055;0.653632101388638;82.2248000185937;"1";0;1411.54019359594;1875.55277527884;0.267882786999013;5.15257613046267;3.48039595996586;79.2670000810176;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.59619993530214;["1", "1"];[0, 0];0;0;0;0;73.1311000417918;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;24.4316000025719;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.6695000231266
HRH14720364;HE_3_2_C1;1;1282.92724482381;1875.17644288652;0.22785418190999;0.726179195246601;29.975000070408;"1";0;1403.61149095415;1876.12347232128;0.247357891699119;5.14497113576086;3.48199966471052;82.9594999086112;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;9.96990012936294;["1", "1"];[0, 0];0;0;0;0;45.5641997978091;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;33.1838000565767;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.04059993848205
HRH14720364;HE_4_2_C1;1;1295.16760454926;1864.21024356112;0.237911323479474;0.714701180497997;24.0521000232548;"1";0;1418.56277552286;1864.02257293159;0.243070626163929;5.14522983027299;3.48213757175003;60.7471000403166;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.2864999268204;["1", "1"];[0, 0];0;0;0;0;79.264999832958;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;49.1173998452723;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.46820000372827
HRH14720364;HE_4_1_C1;1;1307.09489185732;1876.41902586569;0.081585888604193;0.701421122410977;50.7186001632363;"1";0;1430.77461340872;1878.72184551801;0.250572929824672;5.14726139524136;3.48800249549348;42.8369999863207;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;9.02229989878833;["1", "1"];[0, 0];0;0;0;0;56.746699847281;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;11.4706999156624;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.87669997103512
HRH14720364;HE_3_1_C1;1;1289.52633853408;1889.00906679279;0.252877230127742;0.699438855092211;23.7316000275314;"1";0;1415.06887955644;1890.16307381856;0.236513439292005;5.14627734496678;3.48630271086889;34.9150002002716;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;8.61930008977652;["1", "1"];[0, 0];0;0;0;0;59.3005998525769;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;26.446099858731;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.59449991770089
HRH14720364;HE_6_2_C1;1;1292.39356648379;1861.78013102442;0.0813716900229712;0.701443584920156;24.3669000919908;"1";0;1416.71842156159;1862.64715083948;0.259290478320184;5.14789003844864;3.48531366413941;30.2637000568211;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.23709994740784;["1", "1"];[0, 0];0;0;0;0;45.3607998788357;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;49.491599900648;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.4879999216646
