;;Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);Unbonded (WB);Unbonded (WB);Unbonded (WB);Unbonded (WB);Missing (WB);Missing (WB);Missing (WB);Missing (WB);Broken (WB);Broken (WB);Broken (WB);Broken (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);NSOP (WB);NSOP (WB);NSOP (WB);NSOP (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. I_Defect;4. Result;5. area pad;5. area pad (min);5. area pad (max);5. area pad (avg);6. circularity pad;6. circularity pad (min);6. circularity pad (max);6. circularity pad (avg);7. area lead;7. area lead (min);7. area lead (max);7. area lead (avg);8. area wire;8. area wire (min);8. area wire (max);8. area wire (avg);9. height wire;9. height wire (min);9. height wire (max);9. height wire (avg);10. width wire-const;10. width wire-const (min);10. width wire-const (max);10. width wire-const (avg);11. width wire;11. width wire (min);11. width wire (max);11. width wire (avg);12. area bond tail;12. area bond tail (min);12. area bond tail (max);12. area bond tail (avg);13. outer_radius bond tail;13. outer_radius bond tail (min);13. outer_radius bond tail (max);13. outer_radius bond tail (avg);14. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;5. Area Bond Tail;5. Area Bond Tail (min);5. Area Bond Tail (max);5. Area Bond Tail (avg);6. Row Bond Tail;6. Row Bond Tail (min);6. Row Bond Tail (max);6. Row Bond Tail (avg);7. Column Bond Tail;7. Column Bond Tail (min);7. Column Bond Tail (max);7. Column Bond Tail (avg);7. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. width (um);8. width (um) (min);8. width (um) (max);8. width (um) (avg);9. Inspection Time
HRH14720364;HE_1_2_O;1;1290.45292699616;1873.73601174882;0.250452379714719;0.994236982494641;25.1680000219494;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.78879997879267;"1";0;0;"Wire Sweep";[1638, 1612, 1588, 1730, 1670, 1686, 1602, 1601, 1681];1588;1730;1645.3333;[0.825681864984452, 0.834282410003541, 0.830317723372807, 0.776951884023749, 0.791538137709742, 0.753822490265113, 0.842751441799449, 0.782481737589027, 0.845614305281194];0.753822490265113;0.845614305281194;0.8093;[213, 184, 182, 190, 192, 199, 185, 185, 177];177;213;189.6667;[4638, 4423, 4596, 4505, 4666, 2745, 2849, 2671, 2730];2671;4666;3758.1111;[121, 119, 121, 119, 121, 118, 119, 117, 117];117;121;119.1111;[131, 131, 131, 131, 131, 47, 45, 45, 45];45;131;93.0000;[131, 131, 131, 131, 131, 47, 45, 45, 45];45;131;93.0000;0;0;0;0.0000;0;0;0;0.0000;31.1163000296801;"1";0;0;0.315600074827671;"1";0;0;0.339800026267767;"1";0;0;0.237700063735247;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;1.02049997076392;"1";0;0;0.279400032013655;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 32, 32, 30.4, 30.4, 28.8, 28.8, 28.8, 30.4];28.8;32;30.0444;7.85940000787377
HRH14720364;HE_1_1_O;1;1295.47966716141;1892.31638926912;0.159605160019103;0.972932999932837;25.174300186336;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.1339999511838;"1";0;0;"Wire Sweep";[1628, 1581, 1629, 1621, 1615, 1590, 1565, 1610, 1641];1565;1641;1608.8889;[0.820931933939394, 0.777140651536531, 0.879073431886012, 0.804674969419105, 0.827511644493299, 0.853000886180026, 0.794806147900155, 0.757139257470189, 0.811768049966465];0.757139257470189;0.879073431886012;0.8140;[170, 169, 170, 173, 174, 171, 163, 144, 150];144;174;164.8889;[4041, 4402, 3890, 3851, 4144, 3936, 4011, 3905, 3423];3423;4402;3955.8889;[121, 120, 120, 119, 120, 119, 120, 116, 117];116;121;119.1111;[131, 131, 131, 131, 131, 131, 131, 131, 86];86;131;126.0000;[131, 131, 131, 131, 131, 131, 131, 131, 86];86;131;126.0000;0;0;0;0.0000;0;0;0;0.0000;31.5964999608696;"1";0;0;0.270899850875139;"1";0;0;0.279200030490756;"1";0;0;0.381899997591972;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.375099945813417;"1";0;0;0.319399870932102;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 33.6, 30.4, 28.8, 30.4, 28.8, 28.8, 30.4, 30.4];28.8;33.6;30.2222;5.32980007119477
HRH14720364;HE_2_2_O;1;1303.70781423033;1864.39948529285;0.197821632197565;0.984545436754374;41.2482998799533;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.8024999666959;"1";0;0;"Wire Sweep";[1672, 1650, 1674, 1614, 1618, 1700, 1712, 1625, 1674];1614;1712;1659.8889;[0.851683892558649, 0.794720525990525, 0.808975568863839, 0.864280493740844, 0.803796062701111, 0.797877059799595, 0.825374091641017, 0.841979430134644, 0.878428755992973];0.794720525990525;0.878428755992973;0.8297;[164, 174, 171, 171, 165, 156, 183, 157, 175];156;183;168.4444;[2995, 2716, 3061, 2770, 2779, 3084, 3035, 2965, 2732];2716;3084;2904.1111;[120, 119, 119, 118, 118, 122, 119, 118, 117];117;122;118.8889;[47, 45, 46, 47, 44, 45, 46, 45, 47];44;47;45.7778;[47, 45, 46, 47, 44, 45, 46, 45, 47];44;47;45.7778;0;0;0;0.0000;0;0;0;0.0000;26.94489993155;"1";0;0;0.205800170078874;"1";0;0;0.75999996624887;"1";0;0;0.814799917861819;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.745199853554368;"1";0;0;0.742600066587329;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 28.8, 30.4, 32, 35.2, 28.8, 30.4, 28.8, 33.6];28.8;35.2;30.7556;4.37059998512268
HRH14720364;HE_2_1_O;1;1313.54290078102;1877.00112167292;0.247038628539559;0.986911521592148;22.3620000761002;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.72759997844696;"1";0;0;"Wire Sweep";[1694, 1625, 1639, 1673, 1619, 1692, 1636, 1682, 1621];1619;1694;1653.4444;[0.814878129891622, 0.740662557438798, 0.847230047525546, 0.815685287694176, 0.830584402098103, 0.730270414785554, 0.825493011549347, 0.849549677023192, 0.805506825660792];0.730270414785554;0.849549677023192;0.8067;[138, 168, 128, 163, 153, 136, 147, 167, 153];128;168;150.3333;[3757, 4386, 3854, 4195, 4322, 4417, 4506, 4188, 4296];3757;4506;4213.4444;[121, 120, 121, 120, 120, 119, 120, 117, 117];117;121;119.4444;[96, 132, 101, 132, 131, 131, 131, 131, 131];96;132;124.0000;[96, 132, 101, 132, 131, 131, 131, 131, 131];96;132;124.0000;0;0;0;0.0000;0;0;0;0.0000;17.5330999772996;"1";0;0;0.258499989286065;"1";0;0;0.255699967965484;"1";0;0;0.304399989545345;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.370800029486418;"1";0;0;0.450699822977185;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 28.8, 30.4, 28.8, 28.8, 30.4, 28.8, 30.4, 30.4];28.8;30.4;29.6889;7.54750007763505
HRH14720364;HE_3_2_O;1;1282.32263368027;1873.50341053705;0.235314911078286;0.98858768360445;25.9777000173926;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.81039997935295;"1";0;0;"Wire Sweep";[1631, 1587, 1626, 1664, 1621, 1652, 1645, 1607, 1650];1587;1664;1631.4444;[0.81119659374276, 0.757999618753158, 0.808778567783978, 0.832022535604478, 0.840490990155735, 0.79890913933113, 0.794323854819551, 0.816317370140831, 0.799940387050483];0.757999618753158;0.840490990155735;0.8067;[186, 169, 185, 192, 187, 172, 177, 184, 175];169;192;180.7778;[4536, 4200, 4298, 4386, 4308, 4117, 4421, 4115, 3001];3001;4536;4153.5556;[119, 119, 118, 120, 118, 117, 119, 116, 117];116;120;118.1111;[131, 131, 131, 131, 131, 131, 131, 121, 46];46;131;120.4444;[131, 131, 131, 131, 131, 131, 131, 121, 46];46;131;120.4444;0;0;0;0.0000;0;0;0;0.0000;35.845700185746;"1";0;0;0.382500002160668;"1";0;0;1.17800012230873;"1";0;0;0.815399922430515;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.672199996188283;"1";0;0;0.875199912115932;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 30.4, 28.8, 30.4, 33.6, 30.4, 27.2, 51.2];27.2;51.2;32.5333;10.4416001122445
HRH14720364;HE_3_1_O;1;1289.5456841959;1888.39537659606;0.174052278793725;0.978632970751548;54.7289999667555;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.95279999449849;"1";0;0;"Wire Sweep";[1589, 1633, 1612, 1606, 1613, 1605, 1594, 1652, 1642];1589;1652;1616.2222;[0.78900166720335, 0.792004791101646, 0.84364835687123, 0.801686946703089, 0.725773082696054, 0.788223748860295, 0.815055650563755, 0.780952368085694, 0.793210851378378];0.725773082696054;0.84364835687123;0.7922;[187, 180, 139, 173, 182, 154, 180, 166, 146];139;187;167.4444;[4533, 4322, 4448, 4398, 4410, 4381, 4289, 4302, 4368];4289;4533;4383.4444;[121, 118, 118, 119, 119, 120, 120, 117, 117];117;121;118.7778;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;38.8552001677454;"1";0;0;0.689100008457899;"1";0;0;0.818600179627538;"1";0;0;1.25659978948534;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.8092001080513;"1";0;0;0.313999829813838;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 30.4, 32, 28.8, 28.8, 27.2, 28.8, 30.4];27.2;32;29.6889;5.1335000898689
HRH14720364;HE_4_1_O;1;1305.53278884789;1877.52765811393;0.218674317039728;0.967462654679238;43.121799826622;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.65819998458028;"1";0;0;"Wire Sweep";[1662, 1642, 1632, 1685, 1633, 1693, 1705, 1631, 1651];1631;1705;1659.3333;[0.716216562737337, 0.800223450797233, 0.792378978990324, 0.808169542626943, 0.867397564144023, 0.718975975202984, 0.835489044731087, 0.784567854107953, 0.811181520141263];0.716216562737337;0.867397564144023;0.7927;[144, 147, 153, 135, 138, 133, 146, 153, 148];133;153;144.1111;[3540, 3585, 3505, 3604, 3584, 3807, 3972, 3788, 4088];3505;4088;3719.2222;[120, 120, 122, 120, 118, 119, 120, 118, 117];117;122;119.3333;[93, 97, 97, 97, 98, 131, 131, 131, 131];93;131;111.7778;[93, 97, 97, 97, 98, 131, 131, 131, 131];93;131;111.7778;0;0;0;0.0000;0;0;0;0.0000;36.5643999539316;"1";0;0;0.272999983280897;"1";0;0;0.714299967512488;"1";0;0;0.76170009560883;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.789700075984001;"1";0;0;0.366399995982647;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[32, 30.4, 30.4, 32, 32, 28.8, 30.4, 28.8, 28.8];28.8;32;30.4000;3.60980001278222
HRH14720364;HE_4_2_O;1;1295.82356419502;1863.40969650281;0.191838886776075;0.979242472322724;22.6853999774903;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.18929995410144;"1";0;0;"Wire Sweep";[1673, 1648, 1591, 1664, 1688, 1721, 1643, 1693, 1629];1591;1721;1661.1111;[0.859075626995661, 0.810777562225082, 0.846043059976527, 0.831891380131372, 0.856023469141483, 0.799390920825635, 0.803903057818224, 0.780334382231182, 0.839046000662146];0.780334382231182;0.859075626995661;0.8252;[183, 182, 181, 170, 193, 164, 161, 188, 172];161;193;177.1111;[4394, 4290, 4360, 4159, 4386, 4193, 4346, 4119, 4440];4119;4440;4298.5556;[121, 119, 119, 118, 117, 119, 119, 117, 116];116;121;118.3333;[131, 131, 132, 132, 132, 132, 132, 132, 132];131;132;131.7778;[131, 131, 132, 132, 132, 132, 132, 132, 132];131;132;131.7778;0;0;0;0.0000;0;0;0;0.0000;31.4887000713497;"1";0;0;0.717699993401766;"1";0;0;0.767499906942248;"1";0;0;0.447700032964349;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.628100009635091;"1";0;0;0.370800029486418;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 32, 30.4, 30.4, 30.4, 28.8, 30.4, 28.8, 33.6];28.8;33.6;30.4000;3.83870000950992
HRH14720364;HE_6_2_O;1;1290.19801937433;1857.74244039223;0.180516051288304;0.9830490783594;54.784799925983;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.70150006003678;"1";0;0;"Wire Sweep";[1668, 1683, 1601, 1630, 1577, 1716, 1675, 1611, 1625];1577;1716;1642.8889;[0.809707294896252, 0.832381473349165, 0.787951227385891, 0.855253559218685, 0.88228369079053, 0.76893677966527, 0.8376511818976, 0.792424873616362, 0.828752075470593];0.76893677966527;0.88228369079053;0.8217;[189, 180, 191, 155, 165, 164, 178, 166, 163];155;191;172.3333;[4420, 4081, 4251, 4141, 4195, 4171, 4039, 4205, 4211];4039;4420;4190.4444;[120, 119, 120, 118, 117, 118, 119, 117, 116];116;120;118.2222;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;29.9022998660803;"1";0;0;0.439600087702274;"1";0;0;0.404100166633725;"1";0;0;0.253100180998445;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.375699950382113;"1";0;0;0.660700025036931;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 32, 30.4, 30.4, 30.4, 30.4, 30.4, 33.6];30.4;33.6;30.9333;3.95759986713529
