;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;Unbonded;Unbonded;Unbonded;Unbonded;Missing;Missing;Missing;Missing;Broken;Broken;Broken;Broken;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;NSOP;NSOP;NSOP;NSOP;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep
Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. I_Defect;4. Result;5. area pad;6. circularity pad;7. area lead;8. area wire;9. height wire;10. width wire-const;11. width wire;12. area bond tail;13. outer_radius bond tail;14. Inspection Time;1. Defect;2. *N_Defect;3. *Defect Index;4. Inspection Time;1. Defect;2. *N_Defect;3. *Defect Index;4. Inspection Time;1. Defect;2. *N_Defect;3. *Defect Index;4. Inspection Time;1. Defect;2. *N_Defect;3. *Defect Index;5. Area Bond Tail;6. Row Bond Tail;7. Column Bond Tail;7. Inspection Time;1. Defect;2. *N_Defect;3. *Defect Index;4. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *width (um);9. Inspection Time
HE_16_12_O_86;1;1301.04912755039;1918.782553724;0.00331041523189767;0.993372159786858;49.4734999992943;"1";0;0;0;0;0;0;0;0;0;7.24909999917145;"1";0;0;"Wire Sweep";[1511, 1481, 1497, 1509, 1480, 1526, 1496, 1429, 1487];[0.665571176736239, 0.673956794918119, 0.67150906255859, 0.674148940361458, 0.673519675801929, 0.665145602367925, 0.71025839253485, 0.701901069409452, 0.707096254657933];[237, 262, 244, 231, 238, 256, 251, 240, 240];[2721, 2458, 2520, 2421, 2473, 2550, 2543, 2367, 2371];[119, 120, 120, 119, 119, 121, 122, 118, 116];[92, 43, 41, 40, 43, 59, 62, 39, 41];[92, 43, 41, 40, 43, 59, 62, 39, 41];0;0;34.9743999977363;"1";0;0;0.322600000799866;"1";0;0;0.291600001219194;"1";0;0;0.409699998272117;"1";0;0;0;0;0;0.619800001004478;"1";0;0;0.344200001563877;"86";4;4599;[1127, 1126, 1216, 1130];11773.44;[2885.12, 2882.56, 3112.96, 2892.8];[-84.395803211484, -83.6488446307684, -85.5731024008194, -85.8045985548349];[51.2, 40, 28.8, 51.2, 91.2, 88, 94.4, 88, 28.8];4.74060000124155
HE_15_12_O_86;1;1293.71333259895;1922.04082942081;0.0800191534568745;0.996577764059722;79.2293999984395;"1";0;0;0;0;0;0;0;0;0;5.94959999943967;"1";0;0;"Wire Sweep";[1530, 1513, 1518, 1500, 1541, 1525, 1515, 1469, 1499];[0.682834209922869, 0.698650193099641, 0.684562953068393, 0.680854706998592, 0.667798801887376, 0.716685688551873, 0.69793515350145, 0.732825526244735, 0.71176690714306];[201, 204, 224, 219, 209, 238, 219, 223, 226];[2385, 2636, 2518, 2529, 2549, 2581, 2343, 2356, 2180];[121, 120, 120, 118, 118, 120, 120, 117, 116];[40, 40, 39, 39, 41, 39, 53, 41, 40];[40, 40, 39, 39, 41, 39, 53, 41, 40];0;0;25.0625000007858;"1";0;0;0.380199999199249;"1";0;0;0.50060000285157;"1";0;0;0.303100001474377;"1";0;0;0;0;0;0.562599998374935;"1";0;0;0.906599998415913;"86";1;1189;1189;3043.84;3043.84;-87.9165745264106;[44.8, 49.6, 30.4, 59.2, 30.4, 78.4, 68.8, 28.8, 33.6];3.26739999945858
HE_5_12_O_86;1;1280.43997794934;1923.96354299845;0.13906232228766;0.992350744474166;51.6337000008207;"1";0;0;0;0;0;0;0;0;0;4.46609999926295;"1";0;0;"Wire Sweep";[1526, 1486, 1489, 1528, 1496, 1504, 1539, 1499, 1483];[0.670908964410787, 0.662950481319632, 0.691034134676538, 0.622682052144961, 0.687556239642453, 0.698125763341912, 0.692881303668198, 0.649488930446442, 0.712857967164033];[217, 206, 221, 215, 225, 204, 221, 222, 207];[2542, 2544, 2362, 2505, 2396, 2266, 2460, 2319, 2579];[119, 120, 121, 119, 118, 119, 121, 118, 115];[38, 41, 47, 51, 40, 41, 60, 40, 38];[38, 41, 47, 51, 40, 41, 60, 40, 38];0;0;22.2767000013846;"1";0;0;0.544599999557249;"1";0;0;0.662000002193963;"1";0;0;0.48370000149589;"1";0;0;0;0;0;0.419100000726758;"1";0;0;0.830400000268128;"86";1;1145;1145;2931.2;2931.2;-88.3617436887862;[49.6, 78.4, 49.6, 56, 52.8, 30.4, 52.8, 48, 49.6];2.8600000005099
HE_1_12_O_86;1;1273.70713319559;1927.85884529192;0.0794159213675485;0.996187819051087;28.8782999996329;"1";0;0;0;0;0;0;0;0;0;4.02539999777218;"1";0;0;"Wire Sweep";[1516, 1504, 1511, 1464, 1518, 1533, 1515, 1487, 1478];[0.656730852939477, 0.679427895317911, 0.683379068615328, 0.670468819550301, 0.641896494301901, 0.673331732720858, 0.66232058094711, 0.693705077502379, 0.697810693031175];[212, 243, 228, 251, 263, 260, 239, 242, 245];[2301, 2586, 2527, 2013, 2190, 2595, 2361, 2259, 2361];[120, 120, 120, 119, 120, 120, 125, 119, 117];[70, 43, 40, 39, 42, 43, 46, 40, 38];[70, 43, 40, 39, 42, 43, 46, 40, 38];0;0;22.3802000000433;"1";0;0;0.597499998548301;"1";0;0;0.440499999967869;"1";0;0;0.949500001297565;"1";0;0;0;0;0;0.663900002109585;"1";0;0;0.795399999333313;"86";1;1164;1164;2979.84;2979.84;-88.1243504036699;[46.4, 75.2, 49.6, 44.8, 30.4, 72, 54.4, 28.8, 32];3.63039999865578
HE_4_14_O_86;1;1290.34862943392;1931.69393767056;0.0948247436072633;0.985310027118388;17.5435000019206;"1";0;0;0;0;0;0;0;0;0;2.24019999950542;"1";0;0;"Wire Sweep";[1434, 1474, 1447, 1430, 1453, 1499, 1453, 1468, 1444];[0.659254987417539, 0.71926796973264, 0.676964233660742, 0.692456795321219, 0.729371968203547, 0.676832534767767, 0.70274571254232, 0.686059503482079, 0.681694333662448];[228, 237, 220, 203, 211, 224, 231, 228, 243];[2530, 2364, 2352, 2480, 2390, 2303, 2414, 2320, 2416];[120, 119, 119, 119, 120, 117, 119, 117, 115];[91, 39, 38, 39, 39, 38, 40, 38, 39];[91, 39, 38, 39, 39, 38, 40, 38, 39];0;0;29.0168999999878;"1";0;0;1.04090000240831;"1";0;0;0.414599999203347;"1";0;0;0.682699999742908;"1";0;0;0;0;0;0.412299999879906;"1";0;0;0.55400000201189;"86";1;1085;1085;2777.6;2777.6;-87.1437038651789;[48, 41.6, 28.8, 75.2, 38.4, 32, 36.8, 54.4, 32];4.04970000090543
HE_5_13_O_86;1;1292.03256297392;1942.10904226072;0.143448744799068;0.992047235968116;32.5609000028635;"1";0;0;0;0;0;0;0;0;0;2.51690000004601;"1";0;0;"Good/OthersDefect";[1567, 1537, 1516, 1551, 1548, 1566, 1568, 1572, 1532];[0.690360477523034, 0.689316124457676, 0.668691846972267, 0.697210068148511, 0.707673275694982, 0.661453694161399, 0.679718140353972, 0.72282858729524, 0.721156404694324];[142, 188, 172, 171, 148, 174, 178, 174, 138];[2512, 2283, 2671, 2403, 2371, 2611, 2443, 2346, 2397];[122, 120, 121, 121, 120, 121, 121, 118, 118];[40, 42, 39, 41, 38, 40, 39, 38, 38];[40, 42, 39, 41, 38, 40, 39, 38, 38];0;0;16.3119999997434;"1";0;0;0.263200003246311;"1";0;0;0.380199999199249;"1";0;0;0.322100000630599;"1";0;0;0;0;0;0.519999997777632;"1";0;0;0.577500002691522;"86";1;1191;1191;3048.96;3048.96;89.6873278162916;[48, 27.2, 38.4, 30.4, 30.4, 48, 36.8, 80, 30.4];5.53749999744468
HE_12_14_O_86;1;1298.42130016031;1912.60291580786;0.0626926949377229;0.986091682480264;44.0319000008458;"1";0;0;0;0;0;0;0;0;0;3.48330000269925;"1";0;0;"Wire Sweep";[1500, 1469, 1475, 1487, 1460, 1498, 1485, 1441, 1479];[0.69062314783948, 0.67939809207306, 0.680917743721519, 0.705588324012804, 0.704811841260594, 0.631325196406958, 0.674366712924092, 0.703732555950654, 0.71005211083227];[251, 246, 243, 233, 236, 243, 256, 227, 263];[2760, 2558, 2222, 2326, 2452, 2753, 2555, 2386, 2216];[120, 120, 119, 118, 119, 120, 120, 117, 117];[93, 43, 38, 39, 40, 44, 63, 41, 40];[93, 43, 38, 39, 40, 44, 63, 41, 40];0;0;22.253200000705;"1";0;0;0.561699998797849;"1";0;0;0.272400000540074;"1";0;0;0.281700002233265;"1";0;0;0;0;0;0.351999999111285;"1";0;0;0.322899999446236;"86";3;3471;[1192, 1174, 1105];8885.76;[3051.52, 3005.44, 2828.8];[-88.2829906017245, 89.3277360504743, -89.2962841811682];[48, 65.6, 49.6, 48, 28.8, 86.4, 88, 84.8, 35.2];1.88330000310089
HE_13_14_O_86;1;1285.40774000782;1922.38155738407;0.0197618349424497;0.994572201820475;40.5840999992506;"1";0;0;0;0;0;0;0;0;0;4.43279999672086;"1";0;0;"Wire Sweep";[1492, 1505, 1493, 1464, 1513, 1433, 1502, 1469, 1450];[0.696265042009175, 0.695246349875274, 0.668970347838744, 0.71140355789041, 0.727539527390816, 0.716502955114887, 0.676924102692583, 0.707587197013825, 0.688498780181738];[204, 220, 233, 225, 251, 224, 246, 225, 226];[2804, 2689, 2523, 2459, 2381, 2587, 2648, 2482, 2489];[118, 119, 120, 118, 117, 119, 119, 116, 116];[99, 61, 61, 54, 59, 59, 60, 46, 41];[99, 61, 61, 54, 59, 59, 60, 46, 41];0;0;18.9155000007304;"1";0;0;0.465599998278776;"1";0;0;0.410299999202834;"1";0;0;0.446800000645453;"1";0;0;0;0;0;0.578299997869181;"1";0;0;0.331600000208709;"86";7;8576;[1311, 1187, 1200, 1165, 1213, 1235, 1265];21954.56;[3356.16, 3038.72, 3072, 2982.4, 3105.28, 3161.6, 3238.4];[-89.0515392561841, -88.278823041659, -88.9321887042296, -88.4295183519801, -84.6813259507854, -87.2164723595877, -86.8460486933745];[60.8, 99.2, 84.8, 91.2, 88, 91.2, 94.4, 88, 52.8];2.35310000061872
HE_14_15_O_86;1;1318.89826967589;1929.33522818687;0.00775565310573711;0.989306505774962;26.087499998539;"1";0;0;0;0;0;0;0;0;0;3.70800000018789;"1";0;0;"Wire Sweep";[1505, 1506, 1514, 1496, 1500, 1478, 1499, 1482, 1486];[0.649264890130353, 0.6868761784063, 0.639856700028598, 0.672057052246971, 0.682224533817897, 0.677127585343411, 0.664521703971472, 0.693111624407218, 0.687186968569938];[261, 241, 223, 227, 223, 219, 208, 221, 216];[2874, 2566, 2664, 2698, 2337, 2368, 2547, 2374, 2209];[122, 123, 122, 120, 121, 122, 122, 119, 118];[116, 52, 67, 49, 38, 41, 49, 46, 40];[116, 52, 67, 49, 38, 41, 49, 46, 40];0;0;22.6804000012635;"1";0;0;0.276900002063485;"1";0;0;0.258199997915654;"1";0;0;0.318200000037905;"1";0;0;0;0;0;0.304599998344202;"1";0;0;0.390100001823157;"86";1;1112;1112;2846.72;2846.72;-85.5778030541783;[44.8, 51.2, 35.2, 49.6, 28.8, 36.8, 75.2, 32, 27.2];8.40830000015558
HE_12_16_O_86;1;1299.08892768477;1928.4258493814;0.0245413433372534;0.990163940188651;27.3477000009734;"1";0;0;0;0;0;0;0;0;0;3.70599999951082;"1";0;0;"Good/OthersDefect";[1505, 1447, 1504, 1458, 1446, 1488, 1456, 1481, 1434];[0.670911467907045, 0.681694467352594, 0.625236177426415, 0.666073785052117, 0.667073902316119, 0.695341796140013, 0.695786257655185, 0.691348135515947, 0.722304228274972];[247, 230, 236, 233, 215, 234, 231, 229, 245];[2438, 2444, 2432, 2517, 2390, 2430, 2564, 2802, 2351];[120, 121, 121, 120, 120, 120, 121, 118, 116];[39, 41, 40, 38, 39, 39, 41, 41, 38];[39, 41, 40, 38, 39, 39, 41, 41, 38];0;0;21.877899998799;"1";0;0;0.430300002335571;"1";0;0;0.351899998349836;"1";0;0;0.323100000969134;"1";0;0;0;0;0;0.288200000795769;"1";0;0;0.405599999794504;"86";1;1103;1103;2823.68;2823.68;-89.1341924364645;[51.2, 30.4, 33.6, 54.4, 35.2, 56, 81.6, 72, 28.8];4.79030000133207
HE_13_16_O_86;1;1288.9154292877;1927.66409639525;0.199621361997375;0.993243681929386;29.2277000007743;"1";0;0;0;0;0;0;0;0;0;2.75990000227466;"1";0;0;"Wire Sweep";[1492, 1506, 1468, 1499, 1475, 1492, 1532, 1489, 1419];[0.674296616272305, 0.672620223994516, 0.691354108631235, 0.689227337496686, 0.70089079869285, 0.662892391079565, 0.69441200168182, 0.68458672728739, 0.721788366405415];[217, 210, 230, 254, 244, 203, 223, 218, 222];[2513, 2452, 2680, 2911, 2721, 2605, 2612, 2402, 2677];[119, 120, 120, 119, 118, 120, 121, 117, 117];[100, 61, 63, 59, 62, 59, 61, 43, 88];[100, 61, 63, 59, 62, 59, 61, 43, 88];0;0;22.4841999988712;"1";0;0;0.265899998339592;"1";0;0;0.370900001144037;"1";0;0;0.344699998095166;"1";0;0;0;0;0;0.340000002324814;"1";0;0;0.2758000009635;"86";7;8743;[1077, 1256, 1324, 1259, 1182, 1161, 1484];22382.08;[2757.12, 3215.36, 3389.44, 3223.04, 3025.92, 2972.16, 3799.04];[-89.3888620151395, -88.3340551689265, -89.8395836559473, -88.0695627507627, -87.8277881275621, -89.2295163755579, 64.4409626487493];[22.4, 94.4, 97.6, 86.4, 94.4, 94.4, 56, 88, 152];2.91339999967022
HE_10_16_O_86;1;1297.38235252463;1927.06207979696;0.131968947754511;0.988384538208436;28.3165000000736;"1";0;0;0;0;0;0;0;0;0;5.63379999948665;"1";0;0;"Wire Sweep";[1521, 1464, 1532, 1549, 1513, 1523, 1517, 1513, 1487];[0.665667057752942, 0.685286189635863, 0.645323102724528, 0.63639904467635, 0.67014076606151, 0.687076388208074, 0.680748445176482, 0.674256961067533, 0.69150065315068];[228, 235, 206, 238, 204, 224, 221, 233, 214];[2488, 2636, 2804, 2651, 2748, 2550, 2820, 2423, 2466];[120, 121, 121, 122, 121, 121, 123, 119, 116];[44, 38, 39, 50, 38, 47, 63, 38, 39];[44, 38, 39, 50, 38, 47, 63, 38, 39];0;0;25.8824000011373;"1";0;0;0.392900001315866;"1";0;0;0.312799998937408;"1";0;0;0.308400001813425;"1";0;0;0;0;0;0.348900000972208;"1";0;0;0.353799998265458;"86";5;5894;[1149, 1144, 1089, 1333, 1179];15088.64;[2941.44, 2928.64, 2787.84, 3412.48, 3018.24];[87.9388783005228, 87.6462660492361, -88.114166988347, 87.4974300207489, -89.9020949514667];[59.2, 81.6, 35.2, 91.2, 30.4, 91.2, 97.6, 94.4, 44.8];2.05760000244481
HE_15_15_O_86;1;1308.04094279315;1942.01489580951;0.0975800054150754;0.991763800084072;20.1421999990998;"1";0;0;0;0;0;0;0;0;0;3.16039999961504;"1";0;0;"Wire Sweep";[1578, 1548, 1532, 1614, 1530, 1565, 1570, 1552, 1529];[0.658713100866733, 0.678201366126624, 0.703424015753899, 0.658182424120885, 0.662243842671444, 0.706581678970121, 0.668487678763719, 0.696211556704629, 0.730210148549309];[178, 147, 185, 187, 181, 161, 166, 153, 176];[2473, 2657, 2618, 2600, 2297, 2440, 2458, 2437, 2587];[121, 122, 122, 121, 121, 121, 122, 119, 118];[41, 60, 44, 39, 39, 48, 55, 38, 40];[41, 60, 44, 39, 39, 48, 55, 38, 40];0;0;28.3606000011787;"1";0;0;0.286800001049414;"1";0;0;0.34609999784152;"1";0;0;0.357400000211783;"1";0;0;0;0;0;0.448899998445995;"1";0;0;0.371699999959674;"86";6;7165;[1238, 1185, 1225, 1160, 1148, 1209];18342.4;[3169.28, 3033.6, 3136, 2969.6, 2938.88, 3095.04];[89.8906230745268, -88.943769111117, -88.6990001876166, -87.7330532367878, -86.2856330936629, -84.7936389858679];[51.2, 91.2, 75.2, 78.4, 88, 81.6, 84.8, 36.8, 30.4];3.27090000064345
HE_9_16_O_78;1;894.649076182151;2274.23151722594;0.704433789151578;0.392952175097562;55.2547999977833;"78";1;1164759;1164759;2981783.04;2981783.04;0.340797225743829;3100.15018591829;-2058.08394285857;19.5262427048886;4.89430000016;"1";0;0;"Good/OthersDefect";370;0.244181826480434;[2794, 2793, 2792, 2793, 2728, 2792, 2793, 2794, 2793];[0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0];0;0;24.7941999987233;"1";0;0;0.320300001476426;"1";0;0;0.308700000459794;"88";9;[1, 2, 3, 4, 5, 6, 7, 8, 9];0.363200000720099;"1";0;0;0;0;0;0.548399999388494;"89";8;[1, 2, 3, 4, 5, 7, 8, 9];0.45490000047721;"1";0;0;0;0;0;0;0;3.46369999897433
HE_5_16_O_86;1;1280.74404131956;1944.89624321337;0.145529464430322;0.990836405717459;31.1827000004996;"1";0;0;0;0;0;0;0;0;0;3.76870000036433;"1";0;0;"Wire Sweep";[1521, 1504, 1514, 1520, 1517, 1569, 1499, 1523, 1466];[0.671485779768361, 0.67237760173005, 0.685832833965262, 0.679373472899617, 0.704381141373739, 0.683305064339374, 0.661758290520204, 0.666259615343286, 0.676393298449852];[249, 207, 204, 217, 221, 222, 209, 246, 215];[2507, 2508, 2483, 2616, 2403, 2270, 2466, 2241, 2356];[121, 121, 120, 121, 119, 121, 121, 118, 117];[44, 47, 46, 40, 49, 39, 39, 40, 39];[44, 47, 46, 40, 49, 39, 39, 40, 39];0;0;18.6703999970632;"1";0;0;0.332099996739998;"1";0;0;0.455400000646478;"1";0;0;0.324799999361858;"1";0;0;0;0;0;0.348000001395121;"1";0;0;0.297499998850981;"86";2;2226;[1070, 1156];5698.56;[2739.2, 2959.36];[-89.4761463707659, -88.5680396215621];[54.4, 28.8, 75.2, 83.2, 62.4, 28.8, 52.8, 43.2, 25.6];3.03279999934603
HE_4_15_O_86;1;1309.31138452233;1946.71288717429;0.0758450501905414;0.978890449531562;34.0532000009262;"1";0;0;0;0;0;0;0;0;0;4.60210000164807;"1";0;0;"Wire Sweep";[1474, 1472, 1495, 1483, 1455, 1500, 1475, 1489, 1489];[0.683678134636579, 0.685321220919942, 0.674686417997276, 0.686063093524608, 0.699893323173149, 0.66074499869607, 0.68270062308195, 0.657917081007697, 0.710212998650973];[202, 216, 186, 215, 196, 212, 204, 199, 204];[2874, 2605, 2423, 2526, 2568, 2746, 2611, 2430, 2307];[121, 121, 120, 120, 120, 121, 121, 118, 117];[98, 64, 62, 62, 63, 57, 62, 40, 38];[98, 64, 62, 62, 63, 57, 62, 40, 38];0;0;12.0042999988073;"1";0;0;0.267600000370294;"1";0;0;0.31219999800669;"1";0;0;0.26389999766252;"1";0;0;0;0;0;0.252299996645888;"1";0;0;0.364700001227902;"86";4;4738;[1164, 1142, 1222, 1210];12129.28;[2979.84, 2923.52, 3128.32, 3097.6];[-84.94125089733, -85.1800130016186, -84.9371947356511, -87.7687658253438];[54.4, 54.4, 52.8, 97.6, 91.2, 91.2, 57.6, 94.4, 48];2.4024999984249
