;;FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);FO (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);2DM (PCB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Smash Bond (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);Bond Offset (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);NSOL (WB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB);FM Lead (FM_PCB)
Lot ID;Unit;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. circularity;8. circularity (min);8. circularity (max);8. circularity (avg);9. inner_radius (um);9. inner_radius (um) (min);9. inner_radius (um) (max);9. inner_radius (um) (avg);10. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. rect2_len2 (um);8. rect2_len2 (um) (min);8. rect2_len2 (um) (max);8. rect2_len2 (um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time
HRH14720035;HE_1_1_L1;"1";1;6840744;6840744;6840744;6840744;6840744.0000;17.51230464;17.51230464;17.51230464;17.51230464;17.5123;0.016587042092068;0.016587042092068;0.016587042092068;0.0166;3.00773279233955;-2.30239311256203;0.950367506481346;"1";0;568.304945015134;2292.86985631119;-0.0228543639731986;1.84535202061784;0.099688900166563;3.6685917700979;-0.909287912024215;-1.30945859912012;8.69499985128641;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.675712514281799, 0.623607007918217, 0.73853524529812, 0.744555148776978, 0.71779412864023, 0.704992319035924, 0.775638302201901, 0.744054751922816];0.623607007918217;0.775638302201901;0.7156;[18.4, 17.6, 20, 20, 19.2, 19.2, 19.2, 18.4];17.6;20;19.0000;2.65150004997849;"1";16;4600;[281, 294, 259, 294, 305, 315, 287, 306, 291, 320, 258, 292, 250, 294, 218, 336];218;336;287.5000;11776;[719.36, 752.64, 663.04, 752.64, 780.8, 806.4, 734.72, 783.36, 744.96, 819.2, 660.48, 747.52, 640, 752.64, 558.08, 860.16];558.08;860.16;736.0000;[49.6778745904136, 37.9088384051692, -72.011371578164, 33.6977349354186, 25.2580433847687, 26.723767823088, 40.9477795136572, -22.309165330822, 36.4334079184016, -9.26726550045078, 67.3249936469927, 34.0437507494176, -66.3769244798631, 38.2922268488267, -89.4875088209794, 2.65659362737438];-89.4875088209794;67.3249936469927;8.3445;2.74230004288256;"1";9;10537;[1216, 1135, 1191, 1157, 1186, 1154, 1146, 1151, 1201];1135;1216;1170.7778;0.02697472;[0.00311296, 0.0029056, 0.00304896, 0.00296192, 0.00303616, 0.00295424, 0.00293376, 0.00294656, 0.00307456];0.0029056;0.00311296;0.0030;[75.043827431452, 29.4636322154887, -86.0546372303125, 64.1390594175056, 83.5467778958002, 89.0389840075956, 48.0659051506857, 78.8523205045198, 76.0884550951674];-86.0546372303125;89.0389840075956;50.9094;[0.0305470129472589, 0.0288499566724111, 0.0299813275223096, 0.0299813275223096, 0.0294156420973604, 0.0294156420973604, 0.0288499566724111, 0.0297628588127195, 0.0304];0.0288499566724111;0.0305470129472589;0.0297;6.13230001181364;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.00169992260635
HRH14720035;HE_2_1_L1;"1";1;6838333;6838333;6838333;6838333;6838333.0000;17.50613248;17.50613248;17.50613248;17.50613248;17.5061;-0.0498282025885731;-0.0498282025885731;-0.0498282025885731;-0.0498;2.98759308925143;-2.32105754522338;-2.85494570904808;"1";0;579.852499492669;2280.98972555505;-0.0455507410591357;1.84405482637214;0.098757785636537;3.64958356088809;-0.92776399918827;-2.60986521638175;14.1445999033749;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.63624157120751, 0.737661168239602, 0.679926057116503, 0.691381740764914, 0.695273973044369, 0.642690273555373, 0.749788945439693, 0.652487254172602];0.63624157120751;0.749788945439693;0.6857;[19.2, 19.2, 18.4, 19.2, 19.2, 16.8, 19.2, 17.6];16.8;19.2;18.6000;4.96910000219941;"1";17;4680;[367, 254, 253, 289, 325, 271, 328, 288, 322, 289, 290, 285, 20, 262, 282, 250, 305];20;367;275.2941;11980.8;[939.52, 650.24, 647.68, 739.84, 832, 693.76, 839.68, 737.28, 824.32, 739.84, 742.4, 729.6, 51.2, 670.72, 721.92, 640, 780.8];51.2;939.52;704.7529;[-7.9863467277272, -86.7402783922611, 68.9581240561269, -33.7014855762945, -9.8287210789191, 82.2756951116314, 12.3970378286505, 62.5641365106945, 14.3416485260103, -39.4149292342717, 35.8761412315991, -70.9277787450139, 80.6041878881153, -52.4951266902375, 76.6734258901542, -67.0717234866975, -23.9879331663412];-86.7402783922611;82.2756951116314;2.4433;2.92060011997819;"1";9;10267;[1180, 1142, 1126, 1146, 1120, 1141, 1105, 1128, 1179];1105;1180;1140.7778;0.02628352;[0.0030208, 0.00292352, 0.00288256, 0.00293376, 0.0028672, 0.00292096, 0.0028288, 0.00288768, 0.00301824];0.0028288;0.0030208;0.0029;[4.25614029967038, 71.4214686737876, -55.4769356715254, 87.3844783926356, -4.20415685966099, 69.2261076283039, -81.5682798260331, -43.152372220644, 36.8633865139047];-81.5682798260331;87.3844783926356;9.4166;[0.0299813275223096, 0.0294156420973604, 0.0288, 0.0297319305176721, 0.0292948381286467, 0.0294156420973604, 0.0288499566724111, 0.0288499566724111, 0.0294156420973604];0.0288;0.0299813275223096;0.0293;4.45170002058148;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.80399993062019
HRH14720035;HE_1_2_L1;"1";1;6836503;6836503;6836503;6836503;6836503.0000;17.50144768;17.50144768;17.50144768;17.50144768;17.5014;0.108746895219847;0.108746895219847;0.108746895219847;0.1087;2.98221571162918;-2.27030039094549;6.23073813124861;"1";0;546.186481983467;2274.0606149698;0.129593139815134;1.84193724114032;0.0977620282269015;3.63849698395168;-0.873898371173547;7.42513996525596;37.2383000794798;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.680665536776286, 0.71614557736124, 0.653826758228214, 0.902073021100733, 0.861473892892276, 0.878757967259825, 0.870491553993785, 0.721430158237542, 0.88931472817179];0.653826758228214;0.902073021100733;0.7971;[19.2, 20, 18.4, 23.2, 24.8, 25.6, 25.6, 18.4, 26.4];18.4;26.4;22.4000;3.95689997822046;"1";16;4156;[292, 237, 250, 292, 271, 291, 251, 284, 262, 264, 232, 221, 261, 259, 211, 278];211;292;259.7500;10639.36;[747.52, 606.72, 640, 747.52, 693.76, 744.96, 642.56, 727.04, 670.72, 675.84, 593.92, 565.76, 668.16, 663.04, 540.16, 711.68];540.16;747.52;664.9600;[40.2040357259345, -81.8638691699999, 68.5090099806076, -22.2593066992154, -47.5639874359797, -31.486075064202, 63.6648497477256, 87.5806649160012, 77.2505007729029, -61.9291699548497, 79.4351787644016, 87.8271014973217, 86.8096350843919, 72.1387558461476, -89.0008631762941, -68.8572837313529];-89.0008631762941;87.8271014973217;16.2787;2.01750011183321;"1";9;10692;[1218, 1199, 1181, 1169, 1188, 1188, 1183, 1162, 1204];1162;1218;1188.0000;0.02737152;[0.00311808, 0.00306944, 0.00302336, 0.00299264, 0.00304128, 0.00304128, 0.00302848, 0.00297472, 0.00308224];0.00297472;0.00311808;0.0030;[78.3070659734495, 63.3809627063949, 79.6943791790195, 82.691520188753, 78.761279678007, 89.461030546472, 80.2017961655609, 70.0042075161343, 85.0925557704145];63.3809627063949;89.461030546472;78.6216;[0.0311126983722081, 0.0294156420973604, 0.0294156420973604, 0.0299813275223096, 0.0301313879623977, 0.0305470129472589, 0.0294156420973604, 0.0299813275223096, 0.0299813275223096];0.0294156420973604;0.0311126983722081;0.0300;31.7096998915076;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.42869998328388
HRH14720035;HE_2_2_L1;"1";1;6842678;6842678;6842678;6842678;6842678.0000;17.51725568;17.51725568;17.51725568;17.51725568;17.5173;0.350254709634766;0.350254709634766;0.350254709634766;0.3503;2.96889811433477;-2.29351757332436;20.0681166166522;"1";0;555.49358615667;2262.57569944811;0.35680599703989;1.84481142715298;0.0979960725649631;3.62012111911698;-0.888789737850671;20.4434777353431;31.6280000843108;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.645366134993848, 0.646126815567173, 0.673424299957981, 0.656347373686583, 0.658803635161439, 0.622404855252656];0.622404855252656;0.673424299957981;0.6504;[18.4, 19.2, 19.2, 18.4, 17.6, 17.6];17.6;19.2;18.4000;4.06990014016628;"1";17;4677;[348, 268, 313, 268, 368, 277, 345, 260, 288, 247, 315, 257, 28, 285, 264, 276, 270];28;368;275.1176;11973.12;[890.88, 686.08, 801.28, 686.08, 942.08, 709.12, 883.2, 665.6, 737.28, 632.32, 806.4, 657.92, 71.68, 729.6, 675.84, 706.56, 691.2];71.68;942.08;704.3012;[-18.8467674359394, -81.0434276497616, 11.6680761328813, -83.8876875348305, -4.81197438748738, -72.2600726443296, -3.47269695301441, -81.907150400919, 40.4672878560822, -82.8439152285827, -14.0099705253745, 89.4000358906064, 16.2061533091756, -36.4094451378412, -77.5064202760503, 83.9611908521348, 64.0030418746418];-83.8876875348305;89.4000358906064;-14.7820;2.31419992633164;"1";9;10213;[1195, 1128, 1129, 1122, 1134, 1110, 1111, 1120, 1164];1110;1195;1134.7778;0.02614528;[0.0030592, 0.00288768, 0.00289024, 0.00287232, 0.00290304, 0.0028416, 0.00284416, 0.0028672, 0.00297984];0.0028416;0.0030592;0.0029;[73.5679065554362, 87.8737635618867, 78.4159841043199, 56.6952385361536, 75.019762940582, -83.0768324263839, -82.5602123249152, 77.7842943412986, 52.9534980770348];-83.0768324263839;87.8737635618867;37.4082;[0.0299813275223096, 0.0285776028493535, 0.0294156420973604, 0.0288499566724111, 0.0294156420973604, 0.0288499566724111, 0.0294156420973604, 0.029694982741197, 0.0294156420973604];0.0285776028493535;0.0299813275223096;0.0293;2.67309998162091;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.61990004219115
HRH14720035;HE_3_2_L1;"1";1;6826876;6826876;6826876;6826876;6826876.0000;17.47680256;17.47680256;17.47680256;17.47680256;17.4768;0.267734443225246;0.267734443225246;0.267734443225246;0.2677;2.97352080266289;-2.26323283446191;15.3400536270915;"1";0;537.476984667211;2267.88043031324;0.250753708433821;1.84545519108825;0.0995453153118602;3.62860868850119;-0.859963175467537;14.3671291905119;13.1121999584138;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.829803100755935, 0.723274907095089, 0.604674656481731, 0.919156734993635, 0.81382972413572, 0.846651737534793, 0.756887239966844, 0.689575645529637, 0.686794786551615];0.604674656481731;0.919156734993635;0.7634;[24.8, 18.4, 18.4, 24.8, 24, 24.8, 19.2, 19.2, 19.2];18.4;24.8;21.4222;2.99410009756684;"1";17;4533;[338, 273, 264, 295, 318, 298, 283, 271, 276, 271, 256, 276, 248, 283, 22, 242, 319];22;338;266.6471;11604.48;[865.28, 698.88, 675.84, 755.2, 814.08, 762.88, 724.48, 693.76, 706.56, 693.76, 655.36, 706.56, 634.88, 724.48, 56.32, 619.52, 816.64];56.32;865.28;682.6165;[-7.75767007600512, -62.0424993722741, 62.0351419457418, 37.6787959879117, 9.48735300040298, -8.2890134291881, 80.0927534058759, -72.6327544854071, 79.6636680818973, 76.3371250707136, 75.4963500718724, 85.7703245088074, -82.9063891614572, 62.5779608513794, 2.41672235566366, 80.6044974728733, 3.67319297200014];-82.9063891614572;85.7703245088074;24.8356;1.80420000106096;"1";9;10492;[1191, 1129, 1171, 1167, 1174, 1148, 1155, 1159, 1198];1129;1198;1165.7778;0.02685952;[0.00304896, 0.00289024, 0.00299776, 0.00298752, 0.00300544, 0.00293888, 0.0029568, 0.00296704, 0.00306688];0.00289024;0.00306688;0.0030;[75.4419881493981, -89.1631640438373, 70.2740598861478, 89.4048769182849, 61.1785010065415, 74.5616143188152, 82.5925903574957, 82.6532179815229, 71.7417764487295];-89.1631640438373;89.4048769182849;57.6317;[0.0299813275223096, 0.0294156420973604, 0.0294156420973604, 0.0299813275223096, 0.0295100504391821, 0.0288499566724111, 0.0294156420973604, 0.0296, 0.0294156420973604];0.0288499566724111;0.0299813275223096;0.0295;5.14260004274547;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.77159994281828
HRH14720035;HE_4_2_L1;"1";1;6827984;6827984;6827984;6827984;6827984.0000;17.47963904;17.47963904;17.47963904;17.47963904;17.4796;0.452490241131271;0.452490241131271;0.452490241131271;0.4525;2.96079857011967;-2.28300450499005;25.9257810876788;"1";0;548.374855789804;2258.04548697229;0.410624909162763;1.84548593707608;0.0993772882216708;3.61287277915566;-0.877399769263687;23.5270742579692;24.7306998353451;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.708140598637842, 0.690304725051551, 0.696494965721526, 0.661967235377847, 0.71296667977415, 0.630775663989901, 0.642975090636784, 0.638212682382921, 0.687446729587953];0.630775663989901;0.71296667977415;0.6744;[19.2, 17.6, 17.6, 16.8, 18.4, 17.6, 16.8, 16.8, 16.8];16.8;19.2;17.5111;3.22950002737343;"1";20;4785;[368, 240, 306, 275, 338, 269, 32, 344, 272, 32, 327, 270, 280, 270, 23, 263, 288, 24, 248, 316];23;368;239.2500;12249.6;[942.08, 614.4, 783.36, 704, 865.28, 688.64, 81.92, 880.64, 696.32, 81.92, 837.12, 691.2, 716.8, 691.2, 58.88, 673.28, 737.28, 61.44, 634.88, 808.96];58.88;942.08;612.4800;[5.33921227694237, -86.8650653318091, 3.565387542853, 74.8855856134249, -19.297980851843, 84.1496854679002, 11.1802420239906, -13.5353772260972, 68.2103827865917, -0.921034046346333, -17.8211329642316, 76.5735271743134, -45.2415021642359, 61.0762227283374, 51.6962488768755, -64.7604210896815, -45.8176404572978, 3.81717698186031, -82.6304331610884, 14.3456085365981];-86.8650653318091;84.1496854679002;3.8974;2.44440021924675;"1";9;10021;[1133, 1098, 1128, 1111, 1104, 1076, 1105, 1115, 1151];1076;1151;1113.4444;0.02565376;[0.00290048, 0.00281088, 0.00288768, 0.00284416, 0.00282624, 0.00275456, 0.0028288, 0.0028544, 0.00294656];0.00275456;0.00294656;0.0029;[58.2576027774637, 58.82331596694, 61.7580868091068, 72.7172722528427, 60.2387301212656, 89.1490815950812, 66.3090248367213, -62.4141575189854, 56.9403119539747];-62.4141575189854;89.1490815950812;51.3088;[0.0288, 0.0282842712474619, 0.0288499566724111, 0.0294156420973604, 0.0282842712474619, 0.0288499566724111, 0.0282842712474619, 0.0282842712474619, 0.0288499566724111];0.0282842712474619;0.0294156420973604;0.0287;2.88679986260831;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.16779997572303
HRH14720035;HE_3_1_L1;"1";1;6834204;6834204;6834204;6834204;6834204.0000;17.49556224;17.49556224;17.49556224;17.49556224;17.4956;0.0657639122022342;0.0657639122022342;0.0657639122022342;0.0658;2.99905951581194;-2.28475867468984;3.76799461345692;"1";0;552.187315042666;2286.23200450302;0.0680228561302834;1.84268548192337;0.0991868323738631;3.65797120720483;-0.883499704068266;3.89742256669084;24.0650000050664;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.684540646415511, 0.611413496716326, 0.65239734174834, 0.628603016405168, 0.699122357335183, 0.738236911322545, 0.672703950598495, 0.63780646585478, 0.724291959785718];0.611413496716326;0.738236911322545;0.6721;[19.2, 19.2, 19.2, 19.2, 18.4, 19.2, 20, 18.4, 18.4];18.4;20;19.0222;5.39459986612201;"1";18;4705;[316, 278, 281, 299, 311, 307, 292, 287, 21, 284, 289, 268, 289, 275, 312, 20, 232, 344];20;344;261.3889;12044.8;[808.96, 711.68, 719.36, 765.44, 796.16, 785.92, 747.52, 734.72, 53.76, 727.04, 739.84, 686.08, 739.84, 704, 798.72, 51.2, 593.92, 880.64];51.2;880.64;669.1556;[23.5661679663255, 80.0840351402413, 83.435400448297, 7.11982952586023, -22.7238833336722, -15.7124235723824, 43.8287523713039, 48.072683995861, 5.3921489337813, 89.2030506517683, 52.0539612377563, 67.3602547711283, 40.8524650304927, -56.1269731924417, 5.10992775314933, 6.9092983646855, 82.5349679674312, 7.17121978869689];-56.1269731924417;89.2030506517683;30.4517;1.54830003157258;"1";9;10312;[1153, 1157, 1172, 1142, 1139, 1093, 1141, 1149, 1166];1093;1172;1145.7778;0.02639872;[0.00295168, 0.00296192, 0.00300032, 0.00292352, 0.00291584, 0.00279808, 0.00292096, 0.00294144, 0.00298496];0.00279808;0.00300032;0.0029;[38.9001134239027, 81.7728402020355, 78.7496225491028, 78.9007314233411, 74.4410826255214, 83.140377748852, 81.3169272645811, 86.7380659433508, 57.0149126771202];38.9001134239027;86.7380659433508;73.4416;[0.0288499566724111, 0.0299813275223096, 0.0294899752887983, 0.0288499566724111, 0.0294156420973604, 0.0288499566724111, 0.0288499566724111, 0.0288499566724111, 0.0288499566724111];0.0288499566724111;0.0299813275223096;0.0291;1.80820003151894;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.76390013843775
HRH14720035;HE_4_1_L1;"1";1;6833811;6833811;6833811;6833811;6833811.0000;17.49455616;17.49455616;17.49455616;17.49455616;17.4946;-0.158455438053769;-0.158455438053769;-0.158455438053769;-0.1585;2.98021975263875;-2.31696280813151;-9.0788278413776;"1";0;574.012412392687;2277.45848779571;-0.140825701716552;1.84459682733274;0.0996275785075627;3.64393358047313;-0.918419859828299;-8.06871835532668;37.1796998661011;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.684624601471997, 0.753016445484339, 0.720073376074683, 0.642505553060132, 0.664564797273061, 0.651015755761936, 0.755779787945056, 0.616202825727193, 0.636346321898237];0.616202825727193;0.755779787945056;0.6805;[16, 16.8, 16.8, 16, 17.6, 17.6, 17.6, 17.6, 16];16;17.6;16.8889;10.0501000415534;"1";21;5035;[29, 351, 254, 319, 275, 363, 277, 25, 324, 314, 29, 331, 288, 314, 286, 39, 305, 287, 34, 278, 313];25;363;239.7619;12889.6;[74.24, 898.56, 650.24, 816.64, 704, 929.28, 709.12, 64, 829.44, 803.84, 74.24, 847.36, 737.28, 803.84, 732.16, 99.84, 780.8, 734.72, 87.04, 711.68, 801.28];64;929.28;613.7905;[11.1703239799971, -10.6003699416057, -75.092808372944, 10.3684044080783, 76.2965873492006, -4.80838216860622, -69.0334631869394, 9.66802493077927, -7.50826034665959, 3.92351726077722, 6.73657905636557, -12.7300029596999, -36.5240591120187, -15.0362267199476, 45.5744901563177, 67.8951182512146, -30.3128973052621, 43.4312652042329, 5.3921489337813, -53.0167320697448, 20.3986802301363];-75.092808372944;76.2965873492006;-0.6575;1.87529996037483;"1";9;9936;[1105, 1090, 1095, 1095, 1096, 1091, 1091, 1129, 1144];1090;1144;1104.0000;0.02543616;[0.0028288, 0.0027904, 0.0028032, 0.0028032, 0.00280576, 0.00279296, 0.00279296, 0.00289024, 0.00292864];0.0027904;0.00292864;0.0028;[51.3361097113762, 14.6057888098648, 71.1206199487015, 63.4708392014945, 75.8928159765297, 74.0669005833505, 72.0965330167228, 85.5460162880981, 33.1249546584128];14.6057888098648;85.5460162880981;60.1401;[0.0282842712474619, 0.0282842712474619, 0.0288499566724111, 0.0288499566724111, 0.0294156420973604, 0.0288499566724111, 0.0282842712474619, 0.0288499566724111, 0.0288499566724111];0.0282842712474619;0.0294156420973604;0.0287;1.99840008281171;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.80559994280338
HRH14720035;HE_5_1_L1;"1";1;6836006;6836006;6836006;6836006;6836006.0000;17.50017536;17.50017536;17.50017536;17.50017536;17.5002;0.103862681556114;0.103862681556114;0.103862681556114;0.1039;3.00565009404614;-2.2862830847135;5.95089330207658;"1";0;554.049049903613;2289.73721734818;0.12704264184096;1.84670638130673;0.100442353401669;3.66357954775708;-0.88647847984578;7.27900719567915;29.842299874872;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[0.723447857793196, 0.681787168224299, 0.675425813995071, 0.665065809505167, 0.686709536273167, 0.609222668321669, 0.632948822840735];0.609222668321669;0.723447857793196;0.6678;[17.6, 18.4, 18.4, 19.2, 18.4, 19.2, 19.2];17.6;19.2;18.6286;2.35099997371435;"1";17;4457;[304, 269, 262, 281, 295, 295, 281, 310, 273, 286, 254, 230, 31, 249, 282, 231, 324];31;324;262.1765;11409.92;[778.24, 688.64, 670.72, 719.36, 755.2, 755.2, 719.36, 793.6, 698.88, 732.16, 650.24, 588.8, 79.36, 637.44, 721.92, 591.36, 829.44];79.36;829.44;671.1718;[-18.4967725808088, -73.1500712402687, -55.7775025897629, 60.9704576412661, -34.4819736713, -8.44708363397664, -48.8580270189914, -23.5423829378903, -83.2774078235391, -46.3664877140973, -66.7323136989052, 78.3772925559954, 3.50185030130656, -62.7350584112622, 62.4538769259257, 85.3890603042609, 2.83413768257699];-83.2774078235391;85.3890603042609;-13.4317;1.4200999867171;"1";9;10404;[1167, 1159, 1143, 1120, 1136, 1139, 1180, 1185, 1175];1120;1185;1156.0000;0.02663424;[0.00298752, 0.00296704, 0.00292608, 0.0028672, 0.00290816, 0.00291584, 0.0030208, 0.0030336, 0.003008];0.0028672;0.0030336;0.0030;[59.408903228002, -59.5044108512026, -79.3486477011923, 72.1775478573001, 66.4130154088423, -84.9914552929266, 71.9454005726047, 89.7905529837704, 56.1843496061723];-84.9914552929266;89.7905529837704;21.3417;[0.0294156420973604, 0.0294156420973604, 0.0299813275223096, 0.029337211864797, 0.0299813275223096, 0.0294156420973604, 0.0288499566724111, 0.0299813275223096, 0.0294156420973604];0.0288499566724111;0.0299813275223096;0.0295;4.68560005538166;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.99260003864765
