;;Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);Unbonded (WB);Unbonded (WB);Unbonded (WB);Unbonded (WB);Missing (WB);Missing (WB);Missing (WB);Missing (WB);Broken (WB);Broken (WB);Broken (WB);Broken (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);NSOP (WB);NSOP (WB);NSOP (WB);NSOP (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. I_Defect;4. Result;5. area pad;5. area pad (min);5. area pad (max);5. area pad (avg);6. circularity pad;6. circularity pad (min);6. circularity pad (max);6. circularity pad (avg);7. area lead;7. area lead (min);7. area lead (max);7. area lead (avg);8. area wire;8. area wire (min);8. area wire (max);8. area wire (avg);9. height wire;9. height wire (min);9. height wire (max);9. height wire (avg);10. width wire-const;10. width wire-const (min);10. width wire-const (max);10. width wire-const (avg);11. width wire;11. width wire (min);11. width wire (max);11. width wire (avg);12. area bond tail;12. area bond tail (min);12. area bond tail (max);12. area bond tail (avg);13. outer_radius bond tail;13. outer_radius bond tail (min);13. outer_radius bond tail (max);13. outer_radius bond tail (avg);14. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;5. Area Bond Tail;5. Area Bond Tail (min);5. Area Bond Tail (max);5. Area Bond Tail (avg);6. Row Bond Tail;6. Row Bond Tail (min);6. Row Bond Tail (max);6. Row Bond Tail (avg);7. Column Bond Tail;7. Column Bond Tail (min);7. Column Bond Tail (max);7. Column Bond Tail (avg);7. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. width (um);8. width (um) (min);8. width (um) (max);8. width (um) (avg);9. Inspection Time
HRH14720262;HE_2_2_O;1;1305.70144911704;1851.7724744926;0.311235699373043;0.99121602019099;32.0293998811394;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.28079999983311;"1";0;0;"Wire Sweep";[1606, 1621, 1632, 1595, 1621, 1719, 1656, 1741, 1743];1595;1743;1659.3333;[0.709141570248651, 0.732571398916536, 0.731132405455924, 0.755038247233045, 0.726694089963824, 0.655197079118732, 0.720511455008878, 0.690003015656529, 0.648958008158594];0.648958008158594;0.755038247233045;0.7077;[211, 203, 193, 209, 197, 171, 179, 182, 204];171;211;194.3333;[4113, 4194, 4109, 4101, 4041, 4127, 3978, 3956, 3916];3916;4194;4059.4444;[125, 123, 125, 125, 121, 122, 122, 120, 120];120;125;122.5556;[131, 131, 131, 131, 132, 131, 132, 132, 132];131;132;131.4444;[131, 131, 131, 131, 132, 131, 132, 132, 132];131;132;131.4444;0;0;0;0.0000;0;0;0;0.0000;44.2210999317467;"1";0;0;0.923099927604198;"1";0;0;0.426299870014191;"1";0;0;0.302400207147002;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.707700150087476;"1";0;0;0.590400071814656;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 33.6, 32, 33.6, 32, 33.6, 32, 33.6, 32];28.8;33.6;32.3556;5.00820018351078
HRH14720262;HE_1_1_O;1;1308.09214980677;1881.1542244519;0.171781780993071;0.96931168969671;29.9281000625342;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.15279995650053;"1";0;0;"Wire Sweep";[1579, 1567, 1593, 1548, 1508, 1625, 1653, 1553, 1587];1508;1653;1579.2222;[0.712076101330435, 0.724673390577435, 0.67387734597001, 0.704095987798594, 0.745533272229449, 0.656450369597146, 0.663548760663688, 0.693263157406468, 0.682508250826491];0.656450369597146;0.745533272229449;0.6951;[221, 218, 219, 210, 208, 207, 201, 217, 199];199;221;211.1111;[4553, 4608, 4526, 4431, 4381, 4325, 4474, 4416, 4406];4325;4608;4457.7778;[126, 127, 127, 123, 123, 122, 122, 119, 120];119;127;123.2222;[132, 132, 132, 132, 132, 131, 131, 131, 131];131;132;131.5556;[132, 132, 132, 132, 132, 131, 131, 131, 131];131;132;131.5556;0;0;0;0.0000;0;0;0;0.0000;45.4273000359535;"1";0;0;0.565399881452322;"1";0;0;0.440000090748072;"1";0;0;0.246099894866347;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.325099797919393;"1";0;0;0.466599827632308;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 30.4, 30.4, 28.8, 28.8, 28.8, 27.2, 24];24;30.4;28.6222;5.32120000571012
HRH14720262;HE_2_1_O;1;1321.6228727782;1858.89883380207;-0.0515653720196116;0.96273068115309;24.3799998424947;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.6633998863399;"1";0;0;"Wire Sweep";[1618, 1585, 1662, 1625, 1663, 1625, 1574, 1533, 1677];1533;1677;1618.0000;[0.741201385491512, 0.723270093481469, 0.640593744633379, 0.710163971048721, 0.697600283136881, 0.708785922589105, 0.731412576012191, 0.759505765211497, 0.666698568304027];0.640593744633379;0.759505765211497;0.7088;[177, 157, 197, 185, 192, 169, 183, 210, 175];157;210;182.7778;[3124, 3060, 3129, 3032, 2974, 3021, 2811, 2961, 2760];2760;3129;2985.7778;[125, 126, 126, 122, 122, 122, 122, 119, 118];118;126;122.4444;[51, 53, 42, 46, 43, 48, 41, 43, 47];41;53;46.0000;[51, 53, 42, 46, 43, 48, 41, 43, 47];41;53;46.0000;0;0;0;0.0000;0;0;0;0.0000;35.7714998535812;"1";0;0;0.215400010347366;"1";0;0;0.232599908486009;"1";0;0;0.455799978226423;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.323800137266517;"1";0;0;0.406600069254637;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 28.8, 28.8, 28.8, 30.4, 30.4, 30.4, 30.4, 30.4];28.8;30.4;29.8667;1.81549997068942
HRH14720262;HE_1_2_O;1;1291.96458186226;1859.80297282579;0.149558029918514;0.989205815749258;25.8194000925869;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;10.8040000777692;"1";0;0;"Wire Sweep";[1549, 1571, 1646, 1588, 1563, 1685, 1653, 1562, 1615];1549;1685;1603.5556;[0.674075302108319, 0.7283785946425, 0.701843151269654, 0.712049985349944, 0.765985328607888, 0.649311344817743, 0.696130615135691, 0.738514847447524, 0.672125743037304];0.649311344817743;0.765985328607888;0.7043;[229, 223, 212, 235, 218, 216, 220, 231, 209];209;235;221.4444;[3921, 3926, 4083, 3930, 3921, 3961, 3832, 3897, 4095];3832;4095;3951.7778;[124, 126, 126, 121, 123, 121, 123, 120, 118];118;126;122.4444;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;37.3730999417603;"1";0;0;0.22639986127615;"1";0;0;0.189899932593107;"1";0;0;0.175900058820844;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.201400136575103;"1";0;0;0.208699842914939;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 30.4, 32, 28.8, 30.4, 27.2, 30.4, 28.8];27.2;32;29.6889;4.79339994490147
HRH14720262;HE_4_1_O;1;1314.08042240772;1858.408824628;0.177081242413911;0.976640550522148;29.2305001057684;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.57499998062849;"1";0;0;"Wire Sweep";[1683, 1596, 1692, 1575, 1588, 1672, 1693, 1646, 1643];1575;1693;1643.1111;[0.674477999415373, 0.723296172271378, 0.661136189269304, 0.697133907810839, 0.723554729662366, 0.622854639723564, 0.650382766588632, 0.696504745095885, 0.702897292506296];0.622854639723564;0.723554729662366;0.6836;[164, 181, 180, 171, 202, 186, 173, 183, 172];164;202;179.1111;[3666, 3881, 3954, 3971, 4137, 3968, 4021, 4002, 3857];3666;4137;3939.6667;[127, 127, 127, 124, 126, 124, 123, 123, 120];120;127;124.5556;[95, 131, 131, 131, 131, 131, 131, 131, 131];95;131;127.0000;[95, 131, 131, 131, 131, 131, 131, 131, 131];95;131;127.0000;0;0;0;0.0000;0;0;0;0.0000;24.8455000109971;"1";0;0;0.217600027099252;"1";0;0;0.265799928456545;"1";0;0;0.21609989926219;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.303700100630522;"1";0;0;0.464899931102991;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 32, 30.4, 32, 35.2, 30.4, 30.4, 28.8, 33.6];28.8;35.2;31.4667;3.6014998331666
HRH14720262;HE_3_1_O;1;1294.51198518787;1871.34901907912;0.329232270628585;0.971885365983582;36.5168999414891;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.25690009817481;"1";0;0;"Wire Sweep";[1633, 1612, 1616, 1604, 1605, 1614, 1638, 1621, 1651];1604;1651;1621.5556;[0.65754425337583, 0.70380774978556, 0.749121625696835, 0.715995397530249, 0.711070326268049, 0.658876005436507, 0.673388488680605, 0.686076071613499, 0.676203449981823];0.65754425337583;0.749121625696835;0.6925;[188, 217, 193, 196, 196, 180, 193, 186, 185];180;217;192.6667;[2947, 2969, 2780, 2883, 2845, 2787, 2906, 2703, 2768];2703;2969;2843.1111;[126, 126, 124, 126, 124, 126, 123, 123, 120];120;126;124.2222;[42, 43, 42, 41, 42, 43, 43, 41, 47];41;47;42.6667;[42, 43, 42, 41, 42, 43, 43, 41, 47];41;47;42.6667;0;0;0;0.0000;0;0;0;0.0000;26.175000006333;"1";0;0;0.307100126519799;"1";0;0;0.32879994250834;"1";0;0;0.604199944064021;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.405499944463372;"1";0;0;0.260900007560849;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 28.8, 27.2, 28.8, 28.8, 30.4, 28.8, 30.4, 28.8];27.2;30.4;28.9778;5.74910012073815
HRH14720262;HE_3_2_O;1;1285.8874265171;1853.89777649717;-0.0752210904687372;0.988273975329562;39.5714000333101;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;6.00529997609556;"1";0;0;"Wire Sweep";[1583, 1599, 1715, 1623, 1547, 1564, 1572, 1627, 1604];1547;1715;1603.7778;[0.716435706820729, 0.719346666526941, 0.669629414673559, 0.649492677137329, 0.696005901785752, 0.723370244209136, 0.738797066444366, 0.698636566346578, 0.73053850726577];0.649492677137329;0.738797066444366;0.7047;[200, 218, 215, 236, 220, 207, 224, 214, 212];200;236;216.2222;[3870, 3957, 3745, 3865, 3833, 3833, 3748, 4078, 4011];3745;4078;3882.2222;[123, 124, 124, 122, 121, 121, 122, 122, 118];118;124;121.8889;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;39.338800124824;"1";0;0;0.380199868232012;"1";0;0;0.543499831110239;"1";0;0;0.349299982190132;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.28160004876554;"1";0;0;0.410499982535839;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[27.2, 30.4, 28.8, 30.4, 30.4, 28.8, 28.8, 32, 32];27.2;32;29.8667;2.61099985800683
HRH14720262;HE_4_2_O;1;1299.09615993814;1843.68402449537;0.344503678537798;0.988146282069692;27.1203999873251;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.04159997217357;"1";0;0;"Wire Sweep";[1584, 1618, 1639, 1579, 1634, 1671, 1600, 1702, 1688];1579;1702;1635.0000;[0.718756474121359, 0.705599055973229, 0.711208561167484, 0.772961913083578, 0.732261956439702, 0.68764617129995, 0.72308867976689, 0.645604685804424, 0.711355058720664];0.645604685804424;0.772961913083578;0.7121;[196, 193, 195, 193, 205, 198, 214, 200, 179];179;214;197.0000;[4034, 4010, 3989, 3902, 4005, 3920, 3888, 4009, 3955];3888;4034;3968.0000;[125, 126, 124, 123, 122, 123, 121, 120, 119];119;126;122.5556;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;38.4513998869807;"1";0;0;0.255299964919686;"1";0;0;0.218500150367618;"1";0;0;0.218699919059873;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.215200008824468;"1";0;0;0.267499824985862;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 28.8, 32, 30.4, 32, 32, 32, 30.4, 32];28.8;32;31.1111;5.80190005712211
HRH14720262;HE_5_1_O;1;1288.57646609702;1871.14096998413;0.309113747882578;0.976304808131246;90.1726998854429;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;16.6599000804126;"1";0;0;"Wire Sweep";[1572, 1557, 1581, 1528, 1725, 1657, 1633, 1629, 1654];1528;1725;1615.1111;[0.730326637705844, 0.694837214680175, 0.689442706743612, 0.76530382785555, 0.723640152164425, 0.666130531765462, 0.65668358955333, 0.69144369454031, 0.675858252189655];0.65668358955333;0.76530382785555;0.6993;[187, 184, 191, 161, 187, 190, 206, 166, 161];161;206;181.4444;[3658, 3615, 3916, 4035, 3744, 3798, 3482, 3380, 3393];3380;4035;3669.0000;[127, 124, 126, 126, 123, 123, 122, 120, 119];119;127;123.3333;[92, 92, 131, 131, 99, 131, 96, 90, 91];90;131;105.8889;[92, 92, 131, 131, 99, 131, 96, 90, 91];90;131;105.8889;0;0;0;0.0000;0;0;0;0.0000;37.005600053817;"1";0;0;0.330300070345402;"1";0;0;0.504299998283386;"1";0;0;0.2961999271065;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.318400096148252;"1";0;0;0.396299874410033;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 33.6, 32, 30.4, 30.4, 30.4, 27.2, 27.2, 28.8];27.2;33.6;30.0444;2.97880009748042
