;;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL (um)(FM);3. Diameter FAIL (um)(FM) (min);3. Diameter FAIL (um)(FM) (max);3. Diameter FAIL (um)(FM) (avg);4. Diameter ALL (um)(FM);4. Diameter ALL (um)(FM) (min);4. Diameter ALL (um)(FM) (max);4. Diameter ALL (um)(FM) (avg);5. Area ALL (um2)(FM);5. Area ALL (um2)(FM) (min);5. Area ALL (um2)(FM) (max);5. Area ALL (um2)(FM) (avg);6. Cummulative Area (um2)(FM);7. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL PD (um)(FM);3. Diameter FAIL PD (um)(FM) (min);3. Diameter FAIL PD (um)(FM) (max);3. Diameter FAIL PD (um)(FM) (avg);4. Diameter FAIL Non-Act (um)(FM);4. Diameter FAIL Non-Act (um)(FM) (min);4. Diameter FAIL Non-Act (um)(FM) (max);4. Diameter FAIL Non-Act (um)(FM) (avg);5. Diameter ALL (um)(FM);5. Diameter ALL (um)(FM) (min);5. Diameter ALL (um)(FM) (max);5. Diameter ALL (um)(FM) (avg);6. Area ALL (um2)(FM);6. Area ALL (um2)(FM) (min);6. Area ALL (um2)(FM) (max);6. Area ALL (um2)(FM) (avg);7. Cummulative Area (um2)(FM);8. Inspection Time;1. Defect;2. N_Defect;3. Diameter (pixel)(Scratch PD);3. Diameter (pixel)(Scratch PD) (min);3. Diameter (pixel)(Scratch PD) (max);3. Diameter (pixel)(Scratch PD) (avg);4. Diameter FAIL (um)(Scratch PD);4. Diameter FAIL (um)(Scratch PD) (min);4. Diameter FAIL (um)(Scratch PD) (max);4. Diameter FAIL (um)(Scratch PD) (avg);5. Diameter ALL (um)(Scratch PD);5. Diameter ALL (um)(Scratch PD) (min);5. Diameter ALL (um)(Scratch PD) (max);5. Diameter ALL (um)(Scratch PD) (avg);6. Area ALL (um)(Scratch PD);6. Area ALL (um)(Scratch PD) (min);6. Area ALL (um)(Scratch PD) (max);6. Area ALL (um)(Scratch PD) (avg);7. Cummulative Area (um2)(Scratch PD);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. inner_radius;8. inner_radius (min);8. inner_radius (max);8. inner_radius (avg);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time
HRH14441021;HE_1_1_C;1;1288.55568939141;1903.45706948522;0.329706532850668;0.995509725038971;22.6806999999098;"1";1;0;0;0;0.0000;8.61626369141521;8.61626369141521;8.61626369141521;8.6163;61.44;61.44;61.44;61.4400;61.44;21.6688999935286;"77";16;0;0;0;0.0000;0;0;0;0.0000;[8.61626369141521, 9.32952303175248, 13.7637204272682, 9.32952303175248, 16.4730082255792, 11.3137084989848, 9.32952303175248, 8.15843122174846, 18.2428068015862, 9.32952303175248, 13.7637204272682, 9.32952303175248, 9.32952303175248, 15.1789327688082, 12.1852369693823, 19.3328735577513];8.15843122174846;19.3328735577513;12.0629;[61.44, 61.44, 112.64, 51.2, 184.32, 92.16, 61.44, 51.2, 163.84, 51.2, 122.88, 71.68, 61.44, 122.88, 102.4, 225.28];51.2;225.28;99.8400;1597.44;67.574999993667;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;82.9822999949101;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.13069999881554
HRH14441021;HE_9_1_C_78;1;0;0;0;0;22.365600001649;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;17.0362000062596;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;31.5916999970796;"78";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;17.2029999957886;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.74649999826215
HRH14441021;HE_18_2_C_77;1;1312.67980176559;1859.20285142747;0.189900611413891;0.992081507537932;24.3389999959618;"77";1;37.3180921270099;37.3180921270099;37.3180921270099;37.3181;37.3180921270099;37.3180921270099;37.3180921270099;37.3181;801.28;801.28;801.28;801.2800;801.28;48.8340000010794;"77";2;0;0;0;0.0000;37.3180921270099;37.3180921270099;37.3180921270099;37.3181;[37.3180921270099, 12.1852369693823];12.1852369693823;37.3180921270099;24.7517;[801.28, 92.16];92.16;801.28;446.7200;893.44;76.2650000106078;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;87.3397999966983;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.68010000581853
HRH14441021;HE_18_1_C_77;1;1328.29472405122;1874.47260052363;0.376778746727665;0.995032149411315;24.4372000015574;"1";1;0;0;0;0.0000;16.4730082255792;16.4730082255792;16.4730082255792;16.4730;107.52;107.52;107.52;107.5200;107.52;35.4602000006707;"77";6;42.9920922961421;42.9920922961421;42.9920922961421;42.9921;0;0;0;0.0000;[12.1852369693823, 11.3137084989848, 9.32952303175248, 16.4730082255792, 42.9920922961421, 8.15843122174846];8.15843122174846;42.9920922961421;16.7420;[71.68, 81.92, 51.2, 107.52, 1105.92, 51.2];51.2;1105.92;244.9067;1469.44;66.5716000075918;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;159.521900000982;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.72580000071321
HRH14441021;HE_18_4_C_77;1;1301.70363322166;1867.68810452406;0.436352508817987;0.984936542700666;43.1862999976147;"77";2;40.1277958527503;40.1277958527503;40.1277958527503;40.1278;[26.0461129537595, 40.1277958527503];26.0461129537595;40.1277958527503;33.0870;[437.76, 384];384;437.76;410.8800;821.76;18.8231000065571;"77";4;0;0;0;0.0000;40.1277958527503;40.1277958527503;40.1277958527503;40.1278;[26.0461129537595, 9.32952303175248, 9.32952303175248, 40.1277958527503];9.32952303175248;40.1277958527503;21.2082;[437.76, 51.2, 51.2, 384];51.2;437.76;231.0400;924.16;114.127599998028;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;108.454400004121;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.54660000407603
HRH14441021;HE_16_3_C_77;1;1326.52137484951;1890.71603454031;0.440459989414621;0.992566394328833;14.981499989517;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;22.9393000045093;"77";6;96.1332408691187;96.1332408691187;96.1332408691187;96.1332;0;0;0;0.0000;[96.1332408691187, 18.2428068015862, 11.3137084989848, 13.7637204272682, 13.7637204272682, 12.1852369693823];11.3137084989848;96.1332408691187;27.5671;[4761.6, 174.08, 61.44, 81.92, 102.4, 71.68];61.44;4761.6;875.5200;5253.12;89.6344000066165;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;75.488900009077;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.44409999868367
HRH14441021;HE_3_3_C_77;1;1287.18905536001;1911.21351975007;0.644973471424579;0.994437856284719;17.2890000103507;"77";1;192.672156784524;192.672156784524;192.672156784524;192.6722;192.672156784524;192.672156784524;192.672156784524;192.6722;2741.76;2741.76;2741.76;2741.7600;2741.76;28.621799996472;"77";2;0;0;0;0.0000;192.672156784524;192.672156784524;192.672156784524;192.6722;[192.672156784524, 16.4730082255792];16.4730082255792;192.672156784524;104.5726;[2741.76, 184.32];184.32;2741.76;1463.0400;2926.08;142.519100001664;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;101.708800008055;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.94550000014715
HRH14441021;HE_18_5_C_77;1;1341.05729231856;1892.94074997269;0.294222800599375;0.99552454320019;10.8012999990024;"77";1;47.9466370040694;47.9466370040694;47.9466370040694;47.9466;47.9466370040694;47.9466370040694;47.9466370040694;47.9466;1077.76;1077.76;1077.76;1077.7600;1077.76;13.0611000058707;"77";8;[61.7401004210392, 37.1117232151782];37.1117232151782;61.7401004210392;49.4259;[47.9466370040694, 49.6];47.9466370040694;49.6;48.7733;[47.9466370040694, 9.32952303175248, 19.3328735577513, 9.32952303175248, 9.32952303175248, 62.5843430899454, 37.1117232151782, 9.32952303175248];9.32952303175248;62.5843430899454;25.5367;[1077.76, 61.44, 225.28, 61.44, 61.44, 1792, 532.48, 61.44];61.44;1792;484.1600;3873.28;87.0432000083383;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;124.689299991587;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.17110001156107
HRH14441021;HE_15_8_C;1;1295.92390907564;1904.55570136666;0.233570953983524;0.995095077637814;13.7052000063704;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;24.8515999992378;"77";2;43.2296194755401;43.2296194755401;43.2296194755401;43.2296;0;0;0;0.0000;[12.1852369693823, 43.2296194755401];12.1852369693823;43.2296194755401;27.7074;[102.4, 307.2];102.4;307.2;204.8000;409.6;84.6885000064503;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;158.818800002337;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.05220000154804
