;;Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14720512;HE_1_1_C1;1;1307.9060166555;1892.01413547706;0.160234051945723;0.682959821353961;29.274599859491;"1";0;1437.52807378549;1892.32821710163;0.215886285587238;5.13888263697027;3.47372819305442;26.9808999728411;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.20649994723499;["1", "1"];[0, 0];0;0;0;0;87.7249001059681;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;32.397500006482;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.43110007047653
HRH14720512;HE_1_2_C1;1;1293.03259139044;1881.72447023492;0.0197685349390642;0.646240298659649;43.0988001171499;"1";0;1422.83411449565;1880.08743057348;0.241733417611263;5.14235157784313;3.47547150371776;27.9598999768496;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;8.58409982174635;["1", "1"];[0, 0];0;0;0;0;63.4536000434309;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;34.6905998885632;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.36950006708503
HRH14720512;HE_2_1_C1;1;1326.87951301909;1876.94851641736;-0.146040655199957;0.676429714531025;64.3527000211179;"1";0;1454.87323714898;1880.29195496971;0.194458174707558;5.14080652914717;3.47853051037321;79.9630999099463;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.79460002295673;["1", "1"];[0, 0];0;0;0;0;87.3366000596434;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;31.7212999798357;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.19809985719621
HRH14720512;HE_2_2_C1;1;1306.60097347688;1867.54126914043;-0.0733464968932593;0.681672647540807;94.941700110212;"1";0;1435.41962041332;1868.88452944382;0.136061658150171;5.13832182084587;3.47558893029015;40.9669999498874;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.72939992323518;["1", "1"];[0, 0];0;0;0;0;86.9460999965668;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;35.3463999927044;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.92320000194013
HRH14720512;HE_3_2_C1;1;1287.19562479992;1872.57307868625;-0.0963904797175225;0.718920661340292;52.6749999262393;"1";0;1414.0412312683;1872.91520876763;0.227114628690587;5.13510616148769;3.47867348669881;55.1893000956625;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.60490018688142;["1", "1"];[0, 0];0;0;0;0;77.0451999269426;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;30.0092999823391;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.75059992074966
HRH14720512;HE_4_2_C1;1;1304.23478648298;1855.96179273533;-0.0910596907382431;0.709327205269943;68.3979000896215;"1";0;1429.6603601441;1858.37761390217;0.199616086236525;5.14117595969145;3.48070736445329;53.8451999891549;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.80579990148544;["1", "1"];[0, 0];0;0;0;0;65.0100999046117;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;43.6339001171291;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.82110001333058
HRH14720512;HE_3_1_C1;1;1299.2743184907;1879.26662669252;0.240224177311636;0.725587442380885;30.0319998059422;"1";0;1428.92755415363;1882.71424580566;0.290120047391268;5.14019859760049;3.47449248254493;29.4385999441147;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.92680009827018;["1", "1"];[0, 0];0;0;0;0;70.0310000684112;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;15.3548000380397;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.17760011926293
HRH14720512;HE_4_1_C1;1;1313.28474160008;1872.31458365844;0.246351653996313;0.712171823378412;47.0096000935882;"1";0;1442.69551783291;1873.17475572158;0.241512979994197;5.13918114238135;3.47677994291874;61.0174001194537;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.63410008139908;["1", "1"];[0, 0];0;0;0;0;43.559700017795;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;40.1030001230538;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.14050011709332
HRH14720512;HE_5_1_C1;1;1296.09470510788;1894.37639593952;0.148408806243619;0.732415848706182;15.0844999589026;"1";0;1424.84842932958;1892.06276024298;0.187751433705259;5.1383095887402;3.47520386706981;27.9236000496894;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;12.3455000575632;["1", "1"];[0, 0];0;0;0;0;55.4738000500947;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;17.4931001383811;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.22559995017946
