;;Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14721034;HE_1_1_C1;1;1313.94315487961;1892.20153124563;0.336977612833214;0.733995166115392;46.1342998314649;"1";0;1436.5792453421;1897.1331090098;0.423713068341659;5.14171866800567;3.47891526250931;61.1531999893486;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;29.8785998020321;["1", "1"];[0, 0];0;0;0;0;59.8015000578016;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;52.0554999820888;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.07460012845695
HRH14721034;HE_2_2_C1;1;1318.951150275;1861.92758057974;0.424239023226482;0.594463953048773;61.5866999141872;"1";0;1438.93351386452;1869.94696372893;0.298535731459503;5.14151990423507;3.47630146420017;62.0231998618692;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.17930004186928;["1", "1"];[0, 0];0;0;0;0;99.6360999997705;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;46.4317000005394;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.95539998821914
HRH14721034;HE_1_2_C1;1;1301.33411454845;1876.37549464102;0.13948541075134;0.671071063580371;26.8337000161409;"1";0;1422.75598026973;1879.23456764769;0.523847805132101;5.14100111598945;3.47629578411273;34.3271000310779;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.1420999225229;["1", "1"];[0, 0];0;0;0;0;73.062599869445;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;39.4005998969078;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;20.813399925828
HRH14721034;HE_2_1_C1;1;1333.45524667395;1883.95682314408;0.16480288737112;0.728494470901154;23.021100088954;"1";0;1458.89940748549;1882.93600525969;0.372376205902884;5.14349193318174;3.47936867637905;50.1562000717968;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.12730011157691;["1", "1"];[0, 0];0;0;0;0;66.6646000463516;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;59.5838001463562;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.32410011813045
HRH14721034;HE_3_1_C1;1;1313.60891378105;1887.16128635484;0.200424928119407;0.680284359692166;27.637799968943;"1";0;1434.63329850046;1889.64877030834;0.29619927143948;5.14448888030625;3.47849172607766;57.9955000430346;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.40189996920526;["1", "1"];[0, 0];0;0;0;0;53.0225001275539;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;26.0411000344902;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.11140001192689
HRH14721034;HE_4_2_C1;1;1309.71900428177;1867.07878459868;-0.0331563068371034;0.634588346813729;19.9517000000924;"1";0;1433.28454520001;1863.91176517446;0.307490311681438;5.1381382833671;3.47939165743327;30.7279000990093;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.66279995068908;["1", "1"];[0, 0];0;0;0;0;85.7619000598788;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;14.2675000242889;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.19040021672845
HRH14721034;HE_3_2_C1;1;1292.33932892188;1874.1435534947;0.157668546850614;0.595015692523504;35.876200068742;"1";0;1417.58090413732;1875.87582014111;0.428867967530367;5.141477607173;3.47430120683677;41.9416001532227;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.81130005978048;["1", "1"];[0, 0];0;0;0;0;51.428799983114;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;26.3726999983191;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.59250013530254
HRH14721034;HE_4_1_C1;1;1335.05520704019;1872.44147986207;0.354990686568718;0.684531607601201;26.1388998478651;"1";0;1453.60446193682;1876.43038257323;0.626584414296715;5.1425593447141;3.47795161271436;40.0676999706775;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;9.05100000090897;["1", "1"];[0, 0];0;0;0;0;33.6368998978287;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;15.5058999080211;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.44920009188354
HRH14721034;HE_6_2_C1;1;1305.15856775;1865.65688788607;0.069408766913885;0.693487010531811;44.6893000043929;"1";0;1427.16794742397;1867.67473034729;0.26807179414695;5.14432923603642;3.48015871536954;53.9996000006795;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.05589980073273;["1", "1"];[0, 0];0;0;0;0;32.7683000359684;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;48.3697999734432;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.59709993749857
HRH14721034;HE_5_1_C1;1;1303.11587341852;1895.15910768705;0.247190632684017;0.702392511328327;47.626500017941;"1";0;1428.74847502535;1894.64047234661;0.384710201743079;5.13977914234597;3.48284787116262;37.9898999817669;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.36200015246868;["1", "1"];[0, 0];0;4;0;0;98.772200057283;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;20.0857999734581;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.65980006568134
HRH14721034;HE_5_2_C1;1;1290.00025921415;1882.56834747365;0.393764724724526;0.723663787148752;14.964499976486;"1";0;1413.41439765463;1881.20619614295;0.496736651439176;5.1420378943848;3.47776745704484;71.8994999770075;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;10.4746001306921;["1", "1"];[0, 0];0;0;0;0;36.1810999456793;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;20.031499909237;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.58110021241009
HRH14721034;HE_6_1_C1;1;1319.53995187812;1884.69558396905;0.218963232785981;0.709288763599716;23.014800157398;"1";0;1443.38482641823;1881.76192683734;0.483960406411066;5.13907460303603;3.47976143169261;17.162699950859;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.28230019658804;["1", "1"];[0, 0];0;0;0;0;76.6807000618428;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;54.1248999070376;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.25420000404119
HRH14721034;HE_8_1_C1;1;1321.09729390952;1871.25315707141;0.154845090023933;0.694335608764874;17.552400007844;"1";0;1444.03090122781;1878.80538153662;0.391637819400003;5.13681885594646;3.47984507912326;28.9735998958349;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;7.80620006844401;["1", "1"];[0, 0];0;0;0;0;66.6355998255312;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;27.1793999709189;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.27460009045899
