;;Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14720064;HE_1_1_C1;1;1311.04207409492;1898.3793780195;0.102228637522222;0.708053980478525;48.685000045225;"1";0;1440.05095319499;1901.59965177471;0.173112324408669;5.14347428355039;3.47863802757109;24.0652000065893;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.28620020486414;["1", "1"];[0, 0];0;24.8;0;0;92.3494000453502;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;53.3141000196338;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.16759997420013
HRH14720064;HE_1_2_C1;1;1291.26787493517;1888.22236103301;0.0196470758431175;0.732084870509709;22.3328000865877;"1";0;1421.71139611819;1886.74321256161;0.199304197099504;5.14091824244036;3.48345950067362;30.4070999845862;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.83579987101257;["1", "1"];[0, 0];0;0;0;0;76.9789000041783;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;29.5701001305133;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.82970000989735
HRH14720064;HE_2_2_C1;1;1312.99259205703;1870.40505666219;0.0757791124207007;0.685191075436279;73.8017000257969;"1";0;1440.68396938095;1872.59725479317;0.280792905316415;5.14185987575917;3.48424688368349;70.3045998234302;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;7.67729990184307;["1", "1"];[0, 0];0;0;0;0;76.9420000724494;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;30.3201999049634;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.90880009904504
HRH14720064;HE_4_2_C1;1;1304.63475920798;1867.63351378382;0.0868014655512389;0.645670156954367;53.8227001670748;"1";0;1436.60265849121;1869.70023158251;0.204663259042213;5.14471232675643;3.48389194036372;36.7636000737548;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.37489999644458;["1", "1"];[0, 0];0;0;0;0;89.6542998962104;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;28.1281000934541;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.09329999051988
HRH14720064;HE_2_1_C1;1;1319.1156760694;1884.52647669143;0.059581292650961;0.679815986906021;68.5374001041055;"1";0;1450.25548346359;1889.23221110853;0.0668828746585881;5.14099453809614;3.47843777086989;59.3004999682307;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;7.38490000367165;["1", "1"];[0, 0];0;2.4;0;0;77.5554000865668;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;27.1943998523057;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.23340003564954
HRH14720064;HE_4_1_C1;1;1317.50514217302;1882.59801657753;0.0609548381272772;0.726396354664786;83.1194999627769;"1";0;1443.17948048925;1885.52863363975;0.393475854503839;5.14796676445138;3.47974163441218;44.1366999875754;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.38719997368753;["1", "1"];[0, 0];0;0;0;0;90.3451000340283;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;30.5554999504238;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.21379986032844
HRH14720064;HE_3_1_C1;1;1298.04355831455;1897.04414142969;0.0674064595520718;0.70597230182176;26.0689998976886;"1";0;1431.26402398339;1895.42205242758;0.16922238821398;5.14033058086058;3.47828021671113;45.8891000598669;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.50959987938404;["1", "1"];[0, 0];0;0;0;0;34.2254999559373;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;39.8164000362158;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.22030009515584
HRH14720064;HE_3_2_C1;1;1289.97238974879;1877.37125684689;-0.0795637765886648;0.676324998635465;25.8103001397103;"1";0;1418.72423109555;1880.38153263808;0.0511628334337815;5.14287146024055;3.48225355158258;45.5795000307262;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.51209978200495;["1", "1"];[0, 0];0;0;0;0;35.3903998620808;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;38.569699972868;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.31840002723038
HRH14720064;HE_5_2_C1;1;1285.12104796333;1880.19129757211;-0.00950095348848061;0.704691480380006;26.2629000935704;"1";0;1414.73066045057;1880.04798134414;0.17567543613487;5.14092857864354;3.48533979931324;36.1626998055726;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.00150015391409;["1", "1"];[0, 0];0;0;0;0;67.6643999759108;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;22.6255999878049;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.5690999571234
