;;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;Unbonded;Unbonded;Unbonded;Unbonded;Missing;Missing;Missing;Missing;Broken;Broken;Broken;Broken;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;NSOP;NSOP;NSOP;NSOP;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. I_Defect;4. Result;5. area pad;5. area pad (min);5. area pad (max);5. area pad (avg);6. circularity pad;6. circularity pad (min);6. circularity pad (max);6. circularity pad (avg);7. area lead;7. area lead (min);7. area lead (max);7. area lead (avg);8. area wire;8. area wire (min);8. area wire (max);8. area wire (avg);9. height wire;9. height wire (min);9. height wire (max);9. height wire (avg);10. width wire-const;10. width wire-const (min);10. width wire-const (max);10. width wire-const (avg);11. width wire;11. width wire (min);11. width wire (max);11. width wire (avg);12. area bond tail;12. area bond tail (min);12. area bond tail (max);12. area bond tail (avg);13. outer_radius bond tail;13. outer_radius bond tail (min);13. outer_radius bond tail (max);13. outer_radius bond tail (avg);14. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;5. Area Bond Tail;5. Area Bond Tail (min);5. Area Bond Tail (max);5. Area Bond Tail (avg);6. Row Bond Tail;6. Row Bond Tail (min);6. Row Bond Tail (max);6. Row Bond Tail (avg);7. Column Bond Tail;7. Column Bond Tail (min);7. Column Bond Tail (max);7. Column Bond Tail (avg);7. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. width (um);8. width (um) (min);8. width (um) (max);8. width (um) (avg);9. Inspection Time
HRH14520030;HE_2_1_O;1;1319.15810039717;1877.44064264066;0.102047292417969;0.993102650510266;20.314600027632;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.65800005197525;"1";0;0;"Wire Sweep";[1871, 1809, 1861, 1918, 1880, 1882, 1873, 1896, 1895];1809;1918;1876.1111;[0.806667558390607, 0.805133458346287, 0.782425470995814, 0.746532894592501, 0.811860130609544, 0.802870780731308, 0.812875799388612, 0.781133832849428, 0.800535370533563];0.746532894592501;0.812875799388612;0.7944;0;0;0;0.0000;[4565, 4461, 4519, 4530, 4528, 4147, 4322, 4362, 4378];4147;4565;4423.5556;[124, 123, 123, 124, 121, 122, 123, 120, 120];120;124;122.2222;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;11.6362999542616;"1";0;0;0.263499969150871;"1";0;0;0.922200037166476;"1";0;0;0.219100038520992;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.213199993595481;"1";0;0;0.234899984207004;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 33.6, 32, 30.4, 30.4, 28.8, 30.4, 32];28.8;33.6;30.9333;3.51479998789728
HRH14520030;HE_1_1_O;1;1302.70357505956;1888.13985039197;0.0157636666539686;0.990861905139553;15.6496999552473;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.57200002670288;"1";0;0;"Wire Sweep";[1837, 1825, 1941, 1812, 1832, 1831, 1878, 1860, 1892];1812;1941;1856.4444;[0.802552684890506, 0.822469644926626, 0.7436156160735, 0.773762820831188, 0.818253196529137, 0.810186603929176, 0.720507680856515, 0.768947711164901, 0.730415050768661];0.720507680856515;0.822469644926626;0.7767;[131, 106];106;131;118.5000;[4192, 4211, 4211, 4027, 4157, 4160, 4272, 4248, 5057];4027;5057;4281.6667;[125, 125, 125, 123, 120, 122, 122, 119, 127];119;127;123.1111;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;12.0877000153996;"1";0;0;0.31109998235479;"1";0;0;1.01279997033998;"1";0;0;0.770699989516288;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.440200034063309;"1";0;0;0.234300037845969;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 32, 30.4, 30.4, 30.4, 30.4, 30.4, 28.8, 32];28.8;32;30.5778;1.8807000014931
HRH14520030;HE_2_2_O;1;1304.88747175147;1866.19543657479;0.149594119047287;0.994600055035377;13.0076000350527;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.16540001565591;"1";0;0;"Wire Sweep";[1830, 1788, 1825, 1776, 1722, 1893, 1860, 1835, 1831];1722;1893;1817.7778;[0.789211452460801, 0.778324399976591, 0.815746500454093, 0.806291153325908, 0.851043259855908, 0.723601023273183, 0.734115305721077, 0.847807830637601, 0.777048140470946];0.723601023273183;0.851043259855908;0.7915;[154, 146, 142, 133, 117, 135, 137, 136, 98];98;154;133.1111;[4082, 4058, 4222, 4101, 4221, 4070, 4040, 4191, 4922];4040;4922;4211.8889;[124, 125, 125, 122, 122, 122, 122, 121, 127];121;127;123.3333;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;16.048600024078;"1";0;0;0.243399990722537;"1";0;0;0.311699986923486;"1";0;0;0.232899968978018;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.246400013566017;"1";0;0;0.286600028630346;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 32, 30.4, 32, 28.8, 28.8, 33.6, 30.4];28.8;33.6;30.7556;2.58750002831221
HRH14520030;HE_1_2_O;1;1291.15365058468;1873.60028129864;0.107999010083223;0.99053583945242;26.6669999691658;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.99560000328347;"1";0;0;"Wire Sweep";[1762, 1805, 1780, 1945, 1836, 1781, 1820, 1831, 1851];1762;1945;1823.4444;[0.763679386059521, 0.772326632122285, 0.849983262145223, 0.720456676467088, 0.825617410348559, 0.787352046838338, 0.750835261265552, 0.729102711680083, 0.762097260302182];0.720456676467088;0.849983262145223;0.7735;[136, 125, 127, 140, 145, 133, 122, 132, 106];106;145;129.5556;[4051, 3894, 4075, 3635, 3750, 4039, 3281, 3868, 4711];3281;4711;3922.6667;[123, 123, 123, 120, 120, 122, 122, 120, 127];120;127;122.2222;[131, 131, 131, 131, 131, 131, 86, 131, 131];86;131;126.0000;[131, 131, 131, 131, 131, 131, 86, 131, 131];86;131;126.0000;0;0;0;0.0000;0;0;0;0.0000;15.2348999981768;"1";0;0;0.22509996779263;"1";0;0;0.221399997826666;"1";0;0;0.276700011454523;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.322200008668005;"1";0;0;0.2354999887757;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 28.8, 30.4, 33.6];28.8;33.6;30.5778;2.65999999828637
HRH14520030;HE_3_2_O;1;1285.31877786911;1868.07367632674;0.316947700062688;0.993855079611436;14.0014000353403;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.49750004149973;"1";0;0;"Wire Sweep";[1776, 1857, 1808, 1765, 1811, 1837, 1824, 1793, 1764];1764;1857;1803.8889;[0.792568849668507, 0.747976632886067, 0.846462285803739, 0.775856427504846, 0.812457875737007, 0.71937164608236, 0.720134068482544, 0.764187458607462, 0.723580448264492];0.71937164608236;0.846462285803739;0.7670;[179, 158, 173, 164, 170, 168, 174, 152, 161];152;179;166.5556;[4022, 3961, 4024, 3949, 3965, 4098, 3155, 2832, 3889];2832;4098;3766.1111;[126, 124, 124, 124, 121, 122, 123, 123, 127];121;127;123.7778;[131, 131, 131, 131, 131, 131, 47, 45, 89];45;131;107.4444;[131, 131, 131, 131, 131, 131, 47, 45, 89];45;131;107.4444;0;0;0;0.0000;0;0;0;0.0000;14.1875999979675;"1";0;0;0.364199979230762;"1";0;0;0.279400032013655;"1";0;0;0.670800043735653;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.382900005206466;"1";0;0;0.296099984552711;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 28.8, 28.8, 28.8, 32, 30.4, 27.2, 28.8, 28.8];27.2;32;29.3333;10.384899971541
HRH14520030;HE_4_1_O;1;1316.55490926027;1872.28777657252;0.178955408484021;0.990947295512001;31.3905999646522;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.29710001824424;"1";0;0;"Wire Sweep";[1725, 1748, 1794, 1724, 1854, 1762, 1792, 1819, 1795];1724;1854;1779.2222;[0.731861301034272, 0.773058120188729, 0.775732547426827, 0.792111542656435, 0.703862960155252, 0.771095120459678, 0.76134743555118, 0.733937640318788, 0.758743641930857];0.703862960155252;0.792111542656435;0.7558;[130, 124, 141, 141, 135, 140, 133, 142, 112];112;142;133.1111;[4387, 4323, 4422, 4439, 4325, 4190, 4194, 4197, 4382];4190;4439;4317.6667;[125, 126, 127, 124, 122, 122, 122, 120, 121];120;127;123.2222;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;17.7234999719076;"1";0;0;0.583700020797551;"1";0;0;0.358699995558709;"1";0;0;0.3658999921754;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;1.02060002973303;"1";0;0;0.574199948459864;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 28.8, 28.8, 30.4, 30.4, 28.8, 30.4, 28.8, 30.4];28.8;30.4;29.5111;13.2082999916747
HRH14520030;HE_4_2_O;1;1294.48663215112;1858.61816062444;0.166311352541563;0.990336028596218;26.0767000145279;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.06890002684668;"1";0;0;"Wire Sweep";[1777, 1799, 1790, 1781, 1893, 1766, 1791, 1797, 1822];1766;1893;1801.7778;[0.741743379338842, 0.784164279023105, 0.790947359814563, 0.796908667883745, 0.748381346658065, 0.74626347401075, 0.807194262202491, 0.741496498558545, 0.741614695926524];0.741496498558545;0.807194262202491;0.7665;[144, 174, 173, 173, 161, 155, 135, 151, 165];135;174;159.0000;[4073, 3980, 4043, 3959, 3801, 3988, 3849, 3828, 4059];3801;4073;3953.3333;[124, 124, 123, 122, 122, 123, 122, 118, 121];118;124;122.1111;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;19.9942000326701;"1";0;0;0.42959995334968;"1";0;0;0.233899976592511;"1";0;0;0.480899994727224;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.244099996052682;"1";0;0;0.22370001534;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 30.4, 30.4, 28.8, 30.4, 30.4, 32, 32];28.8;32;30.5778;2.36380001297221
HRH14520030;HE_3_1_O;1;1299.04466535141;1883.50497064085;0.244571638331386;0.992422862070498;18.4556000167504;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.28779994742945;"1";0;0;"Wire Sweep";[1832, 1740, 1780, 1748, 1739, 1894, 1790, 1806, 1843];1739;1894;1796.8889;[0.787978045114548, 0.773458255306227, 0.786908613430765, 0.82190297481419, 0.737758245963809, 0.732401080445125, 0.781362767403375, 0.707807552597137, 0.736841604286382];0.707807552597137;0.82190297481419;0.7629;[150, 131, 133, 146, 124, 133, 140, 122, 129];122;150;134.2222;[2916, 2900, 2943, 3592, 4274, 4220, 4344, 4465, 4425];2900;4465;3786.5556;[124, 123, 123, 122, 121, 122, 124, 122, 120];120;124;122.3333;[44, 45, 45, 83, 131, 131, 131, 131, 131];44;131;96.8889;[44, 45, 45, 83, 131, 131, 131, 131, 131];44;131;96.8889;0;0;0;0.0000;0;0;0;0.0000;15.1157999644056;"1";0;0;0.348499976098537;"1";0;0;0.22520002676174;"1";0;0;0.313900003675371;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.293999968562275;"1";0;0;0.269800017122179;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 28.8, 28.8, 30.4, 30.4, 28.8, 28.8, 28.8, 33.6];28.8;33.6;29.6889;1.95610005175695
HRH14520030;HE_5_1_O;1;1297.93927382583;1885.20144681496;0.138505977255005;0.983942735029089;36.4883999573067;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;7.34560005366802;"1";0;0;"Wire Sweep";[1761, 1776, 1787, 1706, 1707, 1792, 1764, 1762, 1770];1706;1792;1758.3333;[0.777030167523687, 0.732939711083836, 0.767305277504452, 0.750459700633486, 0.822116759983649, 0.722994184653336, 0.733415018929429, 0.794265383303614, 0.772990937248047];0.722994184653336;0.822116759983649;0.7637;[158, 174, 161, 168, 148, 170, 166, 171, 168];148;174;164.8889;[4300, 4243, 4490, 4342, 4346, 4365, 4345, 4306, 5115];4243;5115;4428.0000;[125, 124, 124, 123, 123, 123, 123, 120, 127];120;127;123.5556;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;18.2558000087738;"1";0;0;0.831999990623444;"1";0;0;0.401900033466518;"1";0;0;0.806199968792498;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.491200014948845;"1";0;0;0.645300024189055;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[27.2, 28.8, 28.8, 30.4, 27.2, 30.4, 28.8, 28.8, 28.8];27.2;30.4;28.8000;2.0786999957636
