;;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;P/A;Glue;Glue;Glue;Glue;Glue;Glue;Glue;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;FM;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14520030;HE_11_1_C1;1;1301.80840612293;1878.90906408911;0.235116701609025;0.716085866486566;21.6217000270262;"1";0;1433.84803209771;1881.69526813744;0.245452602812771;5.1399795565191;3.47770947936024;27.4540999671444;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.77700001606718;["1", "1"];[0, 0];0;0;0;0;38.4301000158302;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;9.75700002163649;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.9917000210844
HRH14520030;HE_11_2_C1;1;1289.75376908109;1859.3603550354;0.166274293280577;0.719947387926027;46.1773999850266;"1";0;1418.10035583092;1863.57285038118;0.395029295991452;5.14711839300001;3.47982379113004;48.1907000066712;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.58380002621561;["1", "1"];[0, 0];0;0;0;0;31.3314000377432;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;11.8855000473559;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.86820002272725
HRH14520030;HE_12_2_C1;1;1312.16715133666;1853.04433395817;0.0105023243832686;0.705871711693192;61.2057999824174;"1";0;1440.39463568348;1855.06196525494;0.275984903901459;5.14833867121278;3.47465150001381;52.8650000342168;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.16030002431944;["1", "1"];[0, 0];0;0;0;0;29.0715000010096;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;16.296699992381;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.12779997289181
HRH14520030;HE_12_1_C1;1;1324.1865256144;1863.95682379464;0.308740185330407;0.698513504495423;53.14490001183;"1";0;1454.17227578586;1866.62752568529;0.285338724782799;5.14398263534655;3.47724319548393;23.1473000021651;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.25279997196048;["1", "1"];[0, 0];0;0;0;0;31.9078000029549;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;16.0734999808483;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.99450004240498
HRH14520030;HE_14_1_C1;1;1334.96398119256;1862.63930286581;-0.0655318497774019;0.704982903604048;70.3806999954395;"1";0;1460.24964692401;1866.21375740496;0.288688482594936;5.14261453660817;3.47640682867959;51.7631999682635;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.79840000439435;["1", "1"];[0, 0];0;0;0;0;38.9851999934763;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;29.3502000276931;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.21950002014637
HRH14520030;HE_14_2_C1;1;1312.06164800842;1848.16977369413;0.265993008328168;0.654899301250481;45.8808999974281;"1";0;1441.35948205908;1854.10921057101;0.451984430491058;5.14038688400249;3.47506462859273;18.7150000128895;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.26979998499155;["1", "1"];[0, 0];0;0;0;0;79.6792000182904;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;33.620800008066;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.2723000254482
HRH14520030;HE_13_2_C1;1;1296.32231356888;1858.07982328107;-0.00582064240362936;0.709181755611382;14.1306999721564;"1";0;1424.93377883765;1862.59214540068;0.258415882205288;5.14038821538704;3.47411118380116;23.1566000147723;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.17170000541955;["1", "1"];[0, 0];0;0;0;0;28.5200999933295;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;27.0591000444256;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.96470000082627
HRH14520030;HE_13_1_C1;1;1309.84657552159;1877.31872599148;0.243227763437043;0.719383074685226;24.0357000147924;"1";0;1441.91048524351;1879.29106167066;0.263711649601782;5.14273673969981;3.47622690290362;38.5673000128008;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.85130001511425;["1", "1"];[0, 0];0;0;0;0;71.9292999710888;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;19.5303999935277;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;0.948399945627898
HRH14520030;HE_15_1_C1;1;1311.33614090003;1878.01587853952;0.348394273376734;0.706194176402221;36.929499998223;"1";0;1442.20592471237;1879.02051947101;0.39589327579724;5.14048035615331;3.4763925530404;32.1722000371665;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.0360000198707;["1", "1"];[0, 0];0;0;0;0;36.5368999773636;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;24.0618000389077;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.93059996329248
HRH14520030;HE_15_2_C1;1;1294.2185138474;1859.41420917616;0.182981716750502;0.71061084271139;23.4068999998271;"1";0;1423.30208615828;1865.44694196642;0.395846731411716;5.14016251348989;3.47505066591023;68.7487999675795;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.80679999943823;["1", "1"];[0, 0];0;0;0;0;47.999800008256;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;20.9584999829531;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.35470001259819
