;;Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);Pattern Align (DA);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);2DM Align (PCB);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);P/A (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);Glue (DA);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);FM (FM_PCB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB);Double Bond (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. Copper_rect2_len2(um);6. Copper_rect2_len2(um) (min);6. Copper_rect2_len2(um) (max);6. Copper_rect2_len2(um) (avg);7. Inspection Time;1. Defect;2. N_Defect;3. YWidthTop;4. YWidthBottom;5. XWidthLeft;6. XWidthRight;7. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. max_diameter(um);6. max_diameter(um) (min);6. max_diameter(um) (max);6. max_diameter(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Copper_max_diameter(um);8. Copper_max_diameter(um) (min);8. Copper_max_diameter(um) (max);8. Copper_max_diameter(um) (avg);9. Inspection Time;1. Defect;2. N_Defect;3. Row;3. Row (min);3. Row (max);3. Row (avg);4. Column;4. Column (min);4. Column (max);4. Column (avg);5. area(um);5. area(um) (min);5. area(um) (max);5. area(um) (avg);6. width(um);6. width(um) (min);6. width(um) (max);6. width(um) (avg);7. Copper_area(um);7. Copper_area(um) (min);7. Copper_area(um) (max);7. Copper_area(um) (avg);8. Inspection Time
HRH14720255;HE_2_2_C1;1;1306.70676663426;1857.71031017045;0.234631102520723;0.714643092318283;20.9268999751657;"1";0;1430.93613651045;1860.01290365501;0.21483508158859;5.15481416154635;3.49031468453834;40.9548000898212;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.98449998162687;["1", "1"];[0, 0];0;0;0;0;69.5327001158148;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;49.4699000846595;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.04379989393055
HRH14720255;HE_1_2_C1;1;1290.34120702278;1868.22785718631;0.0292824591784019;0.726605066083891;49.3953002151102;"1";0;1416.48404278051;1870.30517014257;0.218873162336664;5.15048632984167;3.48990123323567;61.9577998295426;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.67969998903573;["1", "1"];[0, 0];0;0;0;0;97.8818999137729;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;38.9431999064982;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.68099999427795
HRH14720255;HE_2_1_C1;1;1316.78883438396;1874.24132056276;0.0907190438885262;0.704317607304489;27.7221999131143;"1";0;1442.84713333944;1875.83122896375;0.217976110972439;5.14902888607615;3.48132235359416;42.622699867934;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.45269989036024;["1", "1"];[0, 0];0;0;0;0;87.6436000689864;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;46.5813998598605;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.18840006366372
HRH14720255;HE_4_1_C1;1;1309.71890228844;1878.04660305817;0.247214823534268;0.663686333594796;32.4024001602083;"1";0;1438.72622226292;1879.00555543477;0.249772847076224;5.14489907742432;3.47761511341079;40.4668000992388;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.50959981046617;["1", "1"];[0, 0];0;0;0;0;89.3615998793393;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;32.9676000401378;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.40049993246794
HRH14720255;HE_1_1_C1;1;1302.51957039408;1886.71046137346;0.215538961070444;0.680752012106296;67.5069999415427;"1";0;1428.7821387749;1886.93770411554;0.24329351183214;5.14278403194735;3.48175417835829;76.4704998582602;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;14.8233000654727;["1", "1"];[0, 0];0;0;0;0;87.4137999489903;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;32.5334998778999;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.63820013403893
HRH14720255;HE_3_1_C1;1;1295.9354851792;1896.12100458142;0.167804834340891;0.711136386840138;17.279899911955;"1";0;1421.69946088102;1891.7925283402;0.248389061396029;5.14679238400462;3.47993516834121;67.1927998773754;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.54860003851354;["1", "1"];[0, 0];0;0;0;0;69.5529000367969;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;18.7683999538422;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.34820018522441
HRH14720255;HE_3_2_C1;1;1288.93338181154;1877.21062667186;0.0105780061439651;0.695306670240399;29.4919998850673;"1";0;1410.73172329907;1875.78894675333;0.235839656480094;5.15089268697868;3.48861395427777;26.048099854961;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;5.06450003013015;["1", "1"];[0, 0];0;0;0;0;34.9161999765784;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;52.6501000858843;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;2.07250006496906
HRH14720255;HE_4_2_C1;1;1299.42109883879;1864.06276470445;0.230916807874786;0.657741365312717;55.1192001439631;"1";0;1424.86441140665;1865.27788658411;0.2691523887556;5.14350998767987;3.48679592438533;31.7027000710368;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;3.73940006829798;["1", "1"];[0, 0];0;0;0;0;32.9121998511255;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;17.5650001037866;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;4.12659998983145
HRH14720255;HE_5_2_C1;1;1279.08382271034;1869.03244212733;0.0530516526079858;0.692423086554783;36.8275998625904;"1";0;1404.93822772785;1868.12557313994;0.239081082833605;5.14531104991475;3.48477286750889;30.5799001362175;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;6.44719996489584;["1", "1"];[0, 0];0;0;0;0;72.068199981004;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;22.9640998877585;"1";0;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;[];;;0.0000;1.56580004841089
