;;Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);Missing Die (DA);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);FO2 (WB);Unbonded (WB);Unbonded (WB);Unbonded (WB);Unbonded (WB);Missing (WB);Missing (WB);Missing (WB);Missing (WB);Broken (WB);Broken (WB);Broken (WB);Broken (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);Bond Tail (WB);NSOP (WB);NSOP (WB);NSOP (WB);NSOP (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB);Wire Sweep (WB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. N_Defect;3. I_Defect;4. Result;5. area pad;5. area pad (min);5. area pad (max);5. area pad (avg);6. circularity pad;6. circularity pad (min);6. circularity pad (max);6. circularity pad (avg);7. area lead;7. area lead (min);7. area lead (max);7. area lead (avg);8. area wire;8. area wire (min);8. area wire (max);8. area wire (avg);9. height wire;9. height wire (min);9. height wire (max);9. height wire (avg);10. width wire-const;10. width wire-const (min);10. width wire-const (max);10. width wire-const (avg);11. width wire;11. width wire (min);11. width wire (max);11. width wire (avg);12. area bond tail;12. area bond tail (min);12. area bond tail (max);12. area bond tail (avg);13. outer_radius bond tail;13. outer_radius bond tail (min);13. outer_radius bond tail (max);13. outer_radius bond tail (avg);14. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;5. Area Bond Tail;5. Area Bond Tail (min);5. Area Bond Tail (max);5. Area Bond Tail (avg);6. Row Bond Tail;6. Row Bond Tail (min);6. Row Bond Tail (max);6. Row Bond Tail (avg);7. Column Bond Tail;7. Column Bond Tail (min);7. Column Bond Tail (max);7. Column Bond Tail (avg);7. Inspection Time;1. Defect;2. N_Defect;3. Defect Index;4. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. width (um);8. width (um) (min);8. width (um) (max);8. width (um) (avg);9. Inspection Time
HRH14720421;HE_2_2_O;1;1294.08716328703;1860.90244000419;0.159678942303536;0.989962429370976;32.1200999896973;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.06810003146529;"1";0;0;"Wire Sweep";[1769, 1846, 1790, 1716, 1656, 1773, 1821, 1745, 1819];1656;1846;1770.5556;[0.732090283717816, 0.654874978062165, 0.715280039190574, 0.645275092196831, 0.805359508146765, 0.698310239495595, 0.728574069529103, 0.694228691311229, 0.753388213626839];0.645275092196831;0.805359508146765;0.7142;[185, 132, 129, 188, 156, 138, 139, 125, 120];120;188;145.7778;[4867, 4692, 4803, 4724, 4773, 4677, 3131, 3033, 3465];3033;4867;4240.5556;[125, 125, 126, 125, 125, 123, 121, 121, 124];121;126;123.8889;[131, 131, 131, 131, 131, 131, 45, 45, 69];45;131;105.0000;[131, 131, 131, 131, 131, 131, 45, 45, 69];45;131;105.0000;0;0;0;0.0000;0;0;0;0.0000;24.4421998504549;"1";0;0;0.393799971789122;"1";0;0;0.503899995237589;"1";0;0;0.219299923628569;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.448399921879172;"1";0;0;0.300099840387702;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[32, 32, 32, 33.6, 32, 33.6, 28.8, 28.8, 32];28.8;33.6;31.6444;6.65659992955625
HRH14720421;HE_1_2_O;1;1280.89412331676;1868.40200750874;0.112542435253979;0.975197087082236;22.59900001809;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.48120012879372;"1";0;0;"Wire Sweep";[1685, 1712, 1709, 1656, 1726, 1687, 1748, 1704, 1750];1656;1750;1708.5556;[0.773415236302761, 0.773196241979817, 0.782926156834877, 0.824286289575006, 0.714702927607512, 0.777521799672385, 0.706286979457111, 0.678221017460908, 0.7016446946938];0.678221017460908;0.824286289575006;0.7480;[222, 199, 192, 191, 206, 221, 208, 176, 206];176;222;202.3333;[4755, 4608, 4661, 4666, 4568, 4643, 4667, 4528, 5284];4528;5284;4708.8889;[127, 124, 124, 125, 121, 123, 122, 119, 122];119;127;123.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;31.9650999736041;"1";0;0;0.220899935811758;"1";0;0;0.872800126671791;"1";0;0;0.219899928197265;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.294600147753954;"1";0;0;0.478600151836872;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[32, 30.4, 30.4, 30.4, 30.4, 30.4, 28.8, 28.8, 33.6];28.8;33.6;30.5778;6.83010020293295
HRH14720421;HE_2_1_O;1;1308.60505523975;1872.16739712519;0.136939503557346;0.956972977027434;23.8739000633359;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.71109996922314;"1";0;0;"Wire Sweep";[1687, 1689, 1718, 1694, 1637, 1710, 1729, 1715, 1739];1637;1739;1702.0000;[0.729119462903018, 0.692105470898064, 0.714275183136572, 0.775216781619997, 0.787524290934217, 0.692216424990131, 0.730542267507919, 0.75233344161919, 0.710530715545882];0.692105470898064;0.787524290934217;0.7315;[195, 176, 160, 170, 169, 178, 134, 176, 122];122;195;164.4444;[4606, 4604, 4481, 4580, 4488, 2927, 2839, 2858, 2825];2825;4606;3800.8889;[125, 123, 123, 125, 124, 124, 122, 121, 121];121;125;123.1111;[131, 131, 131, 131, 131, 45, 42, 44, 44];42;131;92.2222;[131, 131, 131, 131, 131, 45, 42, 44, 44];42;131;92.2222;0;0;0;0.0000;0;0;0;0.0000;37.5691999215633;"1";0;0;0.191499944776297;"1";0;0;0.26929983869195;"1";0;0;0.229199882596731;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.227999873459339;"1";0;0;0.326400157064199;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 28.8, 30.4, 28.8, 27.2, 27.2, 28.8, 28.8];27.2;30.4;28.9778;5.66649995744228
HRH14720421;HE_1_1_O;1;1295.34878168965;1886.48533090618;0.149016027951471;0.966885060077246;21.9167999457568;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.84450005367398;"1";0;0;"Wire Sweep";[1728, 1642, 1672, 1641, 1735, 1747, 1713, 1685, 1707];1641;1747;1696.6667;[0.720683330043354, 0.729805095955476, 0.735488646183424, 0.755819408570748, 0.690024872808752, 0.750704787333278, 0.768605999721445, 0.709857769531439, 0.70653777729043];0.690024872808752;0.768605999721445;0.7297;[204, 189, 175, 140, 195, 177, 172, 166, 189];140;204;178.5556;[4708, 4745, 4683, 4706, 4731, 4610, 4591, 4566, 4790];4566;4790;4681.1111;[126, 124, 124, 123, 124, 123, 123, 120, 123];120;126;123.3333;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;36.1047999467701;"1";0;0;0.202500028535724;"1";0;0;0.365499872714281;"1";0;0;0.211099861189723;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.239500077441335;"1";0;0;0.298799946904182;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 30.4, 28.8, 30.4, 30.4, 28.8, 30.4, 28.8, 28.8];28.8;30.4;29.6889;11.2695000134408
HRH14720421;HE_4_2_O;1;1289.40403829066;1856.46582359875;0.131627949859156;0.981579723198593;21.7835998628289;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.21100000292063;"1";0;0;"Wire Sweep";[1718, 1787, 1688, 1761, 1766, 1729, 1768, 1760, 1874];1688;1874;1761.2222;[0.748167762116079, 0.67692459185783, 0.755912882188849, 0.689672078871058, 0.717946333447816, 0.699020416655604, 0.711256432429076, 0.720150278115491, 0.755119793426121];0.67692459185783;0.755912882188849;0.7194;[202, 198, 147, 196, 165, 207, 196, 192, 165];147;207;185.3333;[4957, 4594, 4634, 4886, 4700, 4804, 4666, 4654, 5073];4594;5073;4774.2222;[125, 123, 123, 125, 123, 122, 123, 121, 122];121;125;123.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;39.1764999367297;"1";0;0;0.217499909922481;"1";0;0;0.283400062471628;"1";0;0;0.553200021386147;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.472299987450242;"1";0;0;0.758900074288249;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[33.6, 33.6, 30.4, 33.6, 30.4, 33.6, 30.4, 30.4, 32];30.4;33.6;32.0000;15.8277999144047
HRH14720421;HE_3_2_O;1;1276.10142048626;1870.44779397517;0.169027139077926;0.981877477988888;36.9355001021177;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;4.06709988601506;"1";0;0;"Wire Sweep";[1708, 1736, 1736, 1690, 1646, 1802, 1750, 1715, 1779];1646;1802;1729.1111;[0.753898571480826, 0.75072627169233, 0.763398401855527, 0.763069483678069, 0.783755576239927, 0.714740194022329, 0.732806104957774, 0.783082906728579, 0.684025155390847];0.684025155390847;0.783755576239927;0.7477;[199, 197, 200, 212, 223, 199, 201, 206, 189];189;223;202.8889;[4619, 4586, 4731, 4686, 4614, 4544, 4650, 4523, 5108];4523;5108;4673.4444;[125, 125, 126, 122, 123, 123, 123, 120, 122];120;126;123.2222;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;[131, 131, 131, 131, 131, 131, 131, 131, 131];131;131;131.0000;0;0;0;0.0000;0;0;0;0.0000;30.514599988237;"1";0;0;0.259699998423457;"1";0;0;0.716899987310171;"1";0;0;0.936100026592612;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.842500012367964;"1";0;0;0.894800061360002;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[32, 30.4, 32, 32, 30.4, 32, 30.4, 30.4, 30.4];30.4;32;31.1111;13.1453999783844
HRH14720421;HE_3_1_O;1;1285.41395508528;1881.06066115317;0.151330747823326;0.960975144016629;28.8732999470085;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;7.96050019562244;"1";0;0;"Wire Sweep";[1677, 1703, 1657, 1737, 1674, 1650, 1691, 1729, 1727];1650;1737;1693.8889;[0.731523147897195, 0.751459871983026, 0.733722959089739, 0.653563266403087, 0.733417474020423, 0.768994295774589, 0.743135907026653, 0.741397027597354, 0.708920747998796];0.653563266403087;0.768994295774589;0.7296;[215, 177, 192, 190, 178, 180, 167, 194, 157];157;215;183.3333;[2882, 2967, 2828, 2979, 4304, 4242, 4419, 4330, 4269];2828;4419;3691.1111;[126, 124, 124, 123, 122, 122, 123, 121, 124];121;126;123.2222;[44, 45, 45, 46, 131, 131, 131, 131, 131];44;131;92.7778;[44, 45, 45, 46, 131, 131, 131, 131, 131];44;131;92.7778;0;0;0;0.0000;0;0;0;0.0000;23.2563000172377;"1";0;0;0.332399969920516;"1";0;0;0.198299996554852;"1";0;0;0.258099986240268;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.283000059425831;"1";0;0;0.278899911791086;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[30.4, 28.8, 28.8, 28.8, 28.8, 30.4, 30.4, 28.8, 22.4];22.4;30.4;28.6222;7.71949999034405
HRH14720421;HE_4_1_O;1;1300.57218016274;1870.72931430753;0.159358557130605;0.984389694130201;58.7898001540452;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.13070006854832;"1";0;0;"Good/OthersDefect";[1700, 1707, 1673, 1705, 1690, 1763, 1703, 1724, 1721];1673;1763;1709.5556;[0.7358906056327, 0.73769011863777, 0.790998053139651, 0.763246914602958, 0.777118895267158, 0.704648562893264, 0.762901903333091, 0.713344162566443, 0.730854875158449];0.704648562893264;0.790998053139651;0.7463;[185, 168, 175, 182, 160, 166, 179, 169, 130];130;185;168.2222;[3061, 3042, 2916, 3017, 2983, 3009, 2874, 2777, 2915];2777;3061;2954.8889;[125, 125, 126, 122, 122, 122, 124, 120, 122];120;126;123.1111;[43, 42, 42, 46, 43, 43, 42, 46, 44];42;46;43.4444;[43, 42, 42, 46, 43, 43, 42, 46, 44];42;46;43.4444;0;0;0;0.0000;0;0;0;0.0000;26.8659999128431;"1";0;0;0.874100020155311;"1";0;0;0.222799833863974;"1";0;0;1.13430013880134;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.297500053420663;"1";0;0;0.363100087270141;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 28.8, 27.2, 27.2, 30.4, 27.2, 27.2, 28.8];27.2;30.4;28.4444;6.73809996806085
HRH14720421;HE_6_2_O;1;1288.70972695382;1858.41404480471;0.144564475756868;0.97055625764429;44.5580000523478;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;8.12400016002357;"1";0;0;"Wire Sweep";[1836, 1916, 1864, 1770, 1815, 1903, 1801, 1861, 1937];1770;1937;1855.8889;[0.751370640725197, 0.718607710455692, 0.732405243705742, 0.777777720143478, 0.821611452838276, 0.757892767136211, 0.754339416238507, 0.708356855723545, 0.707065046289293];0.707065046289293;0.821611452838276;0.7477;[143, 139, 159, 152, 164, 150, 147, 151, 134];134;164;148.7778;[3533, 3189, 3328, 3144, 3091, 3005, 3171, 3128, 3517];3005;3533;3234.0000;[127, 125, 125, 123, 125, 122, 124, 124, 123];122;127;124.2222;[72, 54, 64, 57, 47, 46, 46, 49, 88];46;88;58.1111;[72, 54, 64, 57, 47, 46, 46, 49, 88];46;88;58.1111;0;0;0;0.0000;0;0;0;0.0000;24.6794000267982;"1";0;0;0.232199905440211;"1";0;0;0.271999975666404;"1";0;0;0.246200012043118;"1";0;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0.297100050374866;"1";0;0;0.308100134134293;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;[28.8, 30.4, 28.8, 33.6, 32, 30.4, 30.4, 30.4, 32];28.8;33.6;30.7556;4.43960004486144
